Item-id,Item Type ,Store_1,Store_2,Store_3,Store_4,Sales,Currency
34-243-5122,F,1,0,1,0,444.74,Dollar
81-946-8917,DR,0,0,1,1,392.61,Dollar
73-917-1942,f,1,1,0,0,330.93,Euro
13-227-8027,Drink,0,0,1,0,480.67,Dollar
84-572-4189,Drink,0,1,0,1,383.40,Dollar
11-082-1188,F,1,1,0,0,395.82,Dollar
40-358-9397,Food,1,0,0,1,315.91,Dollar
25-785-5410,F,0,0,1,0,414.01,Dollar
72-954-4195,Drink,1,1,1,1,297.31,Dollar
05-772-4972,Food,1,0,0,0,331.96,Dollar
63-385-5290,f,0,1,1,0,432.75,Dollar
97-118-8652,F,0,0,0,1,455.81,Euro
93-978-1355,F,0,0,0,0,468.79,Dollar
66-029-1372,Food,1,1,1,1,383.27,Euro
76-660-0178,f,0,0,0,0,395.54,Euro
31-105-4636,Food,0,0,1,0,299.80,Dollar
97-352-5161,f,0,1,0,0,492.77,Euro
83-687-9787,DR,1,0,1,1,329.21,Dollar
33-623-5470,Food,1,0,1,1,374.63,Dollar
37-465-0490,f,1,1,0,1,295.38,Dollar
09-684-6744,Food,1,1,0,1,294.57,Dollar
17-893-2733,Food,1,0,1,1,417.29,Dollar
06-264-1353,Drink,1,0,0,0,431.21,Dollar
93-429-0169,f,0,0,1,0,312.65,Euro
15-579-9564,DR,1,0,1,0,438.90,Dollar
62-344-0345,F,1,1,0,0,349.42,Euro
80-040-1901,Food,1,1,1,0,250.43,Dollar
86-415-4763,Food,1,1,0,0,421.86,Euro
94-001-8642,f,0,1,1,1,435.26,Dollar
37-033-9779,Food,1,0,0,1,353.89,Euro
98-043-5973,Food,0,0,1,1,293.47,Euro
53-944-2765,f,0,0,1,1,389.17,Dollar
11-848-0079,DR,0,0,0,0,342.88,Dollar
94-184-0920,F,0,0,1,1,319.70,Euro
62-323-7689,Food,1,0,1,0,380.07,Dollar
89-608-6738,Drink,1,1,0,1,482.48,Euro
53-342-4231,Drink,0,0,1,0,,Euro
01-378-0730,DR,1,0,1,0,466.63,Euro
04-775-3919,Food,1,0,0,0,473.86,Euro
38-241-6395,F,1,0,0,0,351.26,Euro
48-325-8527,f,0,0,0,0,339.54,Dollar
58-926-1543,Food,0,1,0,1,309.97,Euro
95-279-4184,DR,0,1,0,1,298.94,Euro
71-212-2511,DR,0,0,1,0,330.38,Dollar
59-396-3696,f,0,0,1,1,494.70,Euro
16-463-1505,f,0,1,0,1,316.82,Euro
69-041-4042,Food,0,1,1,1,325.96,Dollar
76-710-3854,f,1,0,0,1,450.53,Euro
71-275-2792,DR,1,1,0,1,,Dollar
50-954-6845,F,1,0,1,1,453.30,Dollar
81-014-6263,F,1,0,1,1,468.18,Euro
90-788-7301,,0,1,1,1,358.16,Dollar
80-254-6629,,1,1,1,0,380.94,Euro
11-560-7617,F,0,0,1,1,399.15,Dollar
11-486-2920,DR,1,0,1,0,458.87,Euro
75-868-4738,Drink,1,1,0,0,418.98,Dollar
94-553-2987,DR,0,0,1,0,250.50,Dollar
75-784-4269,Drink,0,0,0,1,389.51,Euro
82-747-0642,DR,1,1,0,1,348.78,Dollar
05-630-4316,f,1,0,0,0,367.21,Euro
33-914-5481,DR,1,1,1,1,327.29,Dollar
82-260-2865,Food,0,0,1,0,325.13,Dollar
20-399-4922,Drink,1,1,0,1,269.38,Euro
43-004-0633,Drink,1,0,0,1,469.02,Dollar
54-241-9901,Drink,0,1,0,1,301.04,Dollar
05-773-7101,F,1,1,0,1,396.89,Euro
46-115-5770,DR,0,1,1,0,392.07,Dollar
36-889-6543,Food,1,1,1,1,467.78,Dollar
45-760-6298,DR,1,0,1,1,409.00,Dollar
45-344-4514,DR,1,0,0,0,412.10,Euro
01-287-8684,f,0,1,1,1,466.95,Euro
65-596-6722,F,0,0,1,1,406.70,Dollar
22-693-6054,F,0,0,1,1,283.45,Euro
68-808-4521,DR,1,0,0,1,260.39,Dollar
63-153-4127,Drink,0,1,0,1,363.87,Dollar
49-819-4011,Drink,0,1,1,1,310.57,Dollar
57-210-1973,Food,0,0,1,1,484.78,Dollar
25-286-4421,f,0,1,1,0,427.79,Dollar
67-689-6469,DR,1,0,1,1,370.53,Dollar
75-514-1195,DR,0,0,0,0,426.26,Dollar
31-452-9134,F,1,1,1,1,412.21,Euro
64-552-9537,F,0,1,0,1,274.81,Euro
41-852-6030,Food,0,0,0,0,385.25,Dollar
87-794-2700,Food,0,1,1,0,385.06,Dollar
12-393-8758,Drink,0,1,1,0,424.64,Dollar
12-569-4147,DR,1,0,0,0,372.49,Euro
42-929-6784,Food,1,0,0,1,484.47,Euro
25-010-3347,Food,0,0,0,0,414.24,Euro
24-439-3671,DR,0,0,1,1,342.72,Dollar
74-448-4978,Drink,1,1,1,0,305.40,Dollar
22-269-8922,DR,1,0,1,0,349.08,Euro
45-599-6950,DR,1,1,1,0,356.18,Dollar
89-746-3504,Food,0,0,1,0,435.30,Dollar
82-728-8919,,0,0,1,1,281.63,Euro
49-579-1030,Drink,1,0,0,0,481.08,Euro
82-727-2049,f,0,0,1,0,430.35,Euro
38-507-6841,DR,1,1,0,1,447.86,Euro
52-688-6170,Food,1,0,0,0,334.72,Euro
36-849-8264,f,1,1,1,1,391.53,Euro
57-109-0416,DR,1,0,0,1,359.76,Dollar
42-122-2069,f,1,0,0,1,487.30,Euro
62-912-3699,DR,1,1,1,0,264.79,Dollar
22-814-6966,Food,1,1,0,0,461.87,Euro
44-391-8526,Drink,0,1,1,0,335.46,Euro
60-072-9654,,0,1,0,1,437.22,Euro
63-721-1010,f,1,0,0,1,334.07,Dollar
50-668-7047,Food,0,0,0,0,302.54,Euro
74-703-3412,DR,0,0,0,1,379.20,Euro
37-877-6016,DR,1,1,0,0,443.86,Dollar
14-790-4599,Food,0,0,1,0,345.90,Dollar
43-223-4159,DR,1,0,1,1,,Euro
36-014-6750,f,1,0,1,1,264.69,Dollar
69-661-1182,DR,1,0,0,0,326.97,Dollar
02-791-4344,Food,0,0,0,1,371.48,Euro
14-962-8025,DR,0,1,1,1,417.57,Dollar
02-773-6785,F,0,1,0,0,433.08,Dollar
64-022-0902,Food,0,1,0,1,333.45,Dollar
86-364-2046,f,0,0,1,0,355.70,Dollar
81-010-2263,f,1,1,1,1,434.09,Euro
98-883-9992,Drink,1,1,0,1,388.87,Euro
99-983-8553,DR,0,1,1,1,496.28,Euro
70-714-3379,Food,1,0,0,0,498.25,Euro
34-048-1106,F,0,0,1,1,371.16,Dollar
95-504-5690,f,0,0,0,0,345.90,Euro
49-478-1266,DR,1,0,1,0,335.53,Dollar
16-312-9667,DR,0,0,1,1,403.67,Euro
44-164-6463,Food,1,1,1,1,267.40,Dollar
89-151-8607,Drink,0,1,0,1,289.76,Dollar
16-782-1521,Drink,0,0,0,0,,Euro
43-759-0311,F,1,0,0,1,275.42,Euro
75-425-4378,f,1,0,1,1,352.79,Euro
47-257-7100,DR,1,1,1,0,488.51,Euro
12-635-8491,f,1,0,0,0,300.69,Dollar
31-597-8480,Food,1,0,1,1,,Dollar
97-925-6453,DR,1,0,1,0,,Euro
52-812-8823,,1,1,0,1,318.64,Euro
46-017-2135,Drink,1,1,0,1,282.81,Dollar
16-400-5898,F,0,1,1,1,330.21,Euro
58-052-3746,f,1,0,0,1,299.24,Euro
84-070-8444,Drink,0,0,0,0,334.53,Euro
15-209-7052,f,1,0,1,0,355.56,Dollar
74-431-2029,f,0,0,1,1,470.77,Dollar
61-039-9924,,0,0,1,1,312.22,Dollar
22-402-7516,Drink,0,0,0,1,339.85,Euro
28-735-5043,f,0,0,1,1,352.47,Dollar
28-486-2080,Food,0,1,1,1,365.01,Dollar
41-093-7282,Drink,1,0,0,0,339.31,Dollar
62-281-2095,F,1,0,1,0,298.29,Euro
50-254-4010,Drink,0,1,1,1,494.89,Euro
27-598-9306,Food,0,0,1,1,389.31,Euro
68-144-9700,F,0,0,1,1,286.18,Dollar
59-636-2586,,1,0,1,1,363.34,Dollar
14-941-7261,f,1,1,1,1,264.39,Euro
70-397-2110,Food,1,1,1,1,268.54,Dollar
27-157-9896,Food,1,1,0,0,480.07,Dollar
25-488-2151,DR,0,1,1,0,350.42,Dollar
33-433-4561,Drink,0,0,0,0,392.53,Euro
16-922-6018,Drink,1,0,0,1,450.26,Dollar
04-928-4557,Food,0,0,0,0,452.62,Euro
48-424-8075,F,1,0,0,0,383.01,Dollar
76-376-8857,f,0,0,0,0,279.93,Euro
65-663-2539,Food,0,0,0,1,283.35,Euro
58-246-5456,DR,0,1,0,0,436.15,Dollar
21-660-9341,F,0,0,1,1,257.68,Euro
44-790-6294,Drink,1,1,1,0,487.10,Dollar
46-567-1330,Food,0,1,1,0,352.27,Dollar
00-626-8607,,1,1,0,0,319.26,Euro
34-254-0630,f,1,0,1,0,286.40,Dollar
09-252-9786,f,0,0,0,1,266.01,Euro
75-278-6344,,1,0,1,1,448.47,Euro
53-840-7375,,0,0,1,1,465.11,Euro
47-789-1409,f,1,0,1,1,415.69,Euro
64-238-7296,f,1,1,1,1,341.62,Dollar
33-630-4922,Drink,1,0,1,1,266.85,Dollar
51-835-5045,f,1,0,0,0,348.48,Dollar
47-710-7149,f,1,0,0,1,364.01,Euro
22-608-6130,Food,0,1,1,1,393.76,Euro
17-044-7743,Food,1,1,0,1,267.17,Dollar
31-646-8421,Food,0,1,0,0,357.96,Dollar
48-316-9550,DR,0,1,0,0,407.49,Euro
93-288-3210,F,1,0,1,0,261.98,Euro
84-218-9153,DR,0,0,0,1,465.34,Euro
87-496-2837,Food,0,1,0,0,303.66,Dollar
32-783-0581,f,0,1,1,1,397.00,Dollar
97-975-3621,Food,1,1,1,0,496.24,Euro
90-325-9030,F,0,1,1,0,417.40,Dollar
73-418-8071,Food,0,1,1,1,326.39,Euro
21-739-1539,f,0,0,0,1,,Euro
67-406-0172,f,1,0,0,1,440.49,Dollar
64-672-6168,Drink,0,1,1,0,492.45,Dollar
98-855-5702,f,0,1,0,0,351.01,Euro
20-379-7374,Drink,1,1,0,0,338.44,Dollar
13-267-7424,Drink,0,0,0,1,457.63,Euro
60-966-6908,Food,0,1,1,0,326.77,Dollar
70-600-3144,F,0,1,1,1,,Euro
89-945-3491,f,1,0,0,0,447.87,Euro
55-397-5561,F,0,1,1,1,349.32,Euro
82-072-4233,Food,1,1,1,1,373.24,Euro
71-251-0242,Food,0,0,1,0,347.96,Dollar
73-365-6873,Drink,0,0,0,1,311.50,Dollar
53-319-7040,f,0,0,0,0,397.34,Euro
54-728-4029,f,0,1,0,1,383.90,Dollar
23-061-4003,Food,0,0,1,0,385.37,Dollar
36-317-8914,DR,0,1,0,0,457.47,Euro
45-634-7295,F,1,1,1,1,445.59,Dollar
65-897-2067,DR,1,1,1,1,442.50,Dollar
35-950-4423,Drink,0,0,0,1,378.28,Euro
63-593-5570,f,1,0,1,0,,Dollar
27-695-4594,Food,1,1,0,0,286.60,Dollar
22-482-0810,Food,1,0,1,1,394.27,Euro
97-260-6021,,0,1,0,1,423.50,Euro
39-593-5038,F,0,0,0,0,324.70,Euro
35-139-4895,Drink,0,1,0,1,329.23,Euro
68-188-7902,F,1,1,1,1,397.56,Euro
19-104-7773,DR,0,1,0,1,337.85,Dollar
09-665-7688,,1,0,1,0,445.27,Dollar
69-069-9061,DR,0,1,1,0,281.48,Dollar
91-312-7655,DR,0,1,0,1,355.11,Dollar
35-952-6796,F,1,1,1,1,302.83,Dollar
91-401-1650,Drink,0,1,1,1,435.02,Euro
85-584-9549,DR,0,1,0,1,372.59,Euro
91-420-9451,Drink,1,1,1,0,482.41,Euro
37-122-4422,DR,1,1,1,1,439.03,Dollar
28-100-0269,Food,1,0,0,1,301.64,Euro
80-000-6650,F,1,1,0,1,339.48,Euro
40-603-9002,Drink,0,1,1,0,477.97,Dollar
44-267-7491,Drink,0,1,1,0,357.98,Euro
07-530-0674,Drink,1,1,0,1,394.66,Euro
62-026-3149,F,0,0,1,1,422.82,Euro
25-191-4029,Food,0,1,1,0,479.74,Euro
98-491-2155,Drink,1,0,0,0,257.39,Euro
10-496-0518,Food,1,0,1,1,384.57,Dollar
51-904-6501,F,1,1,1,0,252.88,Euro
13-130-0959,Drink,0,1,0,1,492.95,Dollar
19-383-1966,Food,1,1,0,0,335.12,Dollar
01-301-1484,Food,0,1,1,0,312.95,Dollar
61-972-2411,DR,0,1,0,1,313.73,Dollar
23-096-0912,F,0,0,0,0,466.13,Dollar
11-896-6927,Drink,1,0,1,0,297.64,Dollar
89-451-9104,F,0,0,1,0,457.31,Euro
58-855-7194,DR,1,0,0,1,363.74,Dollar
61-803-4147,DR,1,1,1,1,341.88,Dollar
33-889-6294,F,1,1,0,0,389.92,Dollar
30-862-2230,Drink,0,0,0,0,353.37,Dollar
07-499-5406,DR,0,1,0,1,356.66,Euro
41-162-7440,Drink,0,0,0,0,,Euro
35-793-0541,,0,1,1,0,452.20,Dollar
56-184-7470,F,1,0,1,0,313.41,Euro
97-805-6746,Food,0,1,1,0,460.01,Euro
94-268-5737,F,1,1,1,0,438.12,Dollar
54-247-9528,DR,1,0,1,1,384.33,Dollar
96-407-5328,F,1,1,1,0,318.28,Dollar
46-726-1621,f,1,1,1,1,424.74,Euro
53-855-1259,Drink,0,1,0,0,300.49,Euro
01-563-3488,f,1,0,0,1,,Euro
74-809-5844,Drink,0,1,1,1,342.37,Dollar
27-377-8278,Drink,1,0,0,0,353.56,Euro
30-279-7533,f,1,1,0,0,317.09,Euro
06-175-8417,Food,0,0,0,0,355.38,Euro
03-326-2678,DR,1,1,0,1,312.11,Dollar
18-072-4683,Drink,0,1,0,0,345.36,Euro
48-503-4379,F,1,0,0,1,258.36,Dollar
69-881-6145,Food,0,0,0,0,342.33,Dollar
32-604-8443,Food,0,0,0,0,286.20,Euro
11-791-3434,f,1,1,0,1,342.31,Dollar
11-968-2682,Drink,0,0,0,0,344.02,Euro
81-837-6905,F,1,1,0,0,389.29,Euro
15-656-6051,f,0,0,1,1,342.49,Dollar
92-698-6703,Food,1,0,1,1,268.50,Euro
62-666-5774,DR,0,1,1,1,255.80,Euro
02-423-8118,Drink,1,1,0,0,444.51,Euro
60-111-9560,Drink,1,1,1,0,343.55,Dollar
18-819-6205,DR,1,0,0,0,278.87,Dollar
99-925-1147,F,0,0,1,0,439.72,Euro
17-749-2967,DR,0,1,1,0,360.32,Dollar
89-130-5492,Drink,1,1,1,1,450.78,Euro
65-820-0935,DR,1,1,0,0,377.55,Dollar
88-345-1990,DR,1,1,1,1,348.55,Euro
65-841-3866,DR,0,0,1,0,467.66,Euro
20-010-4992,DR,0,0,1,0,408.99,Euro
84-930-9113,f,0,0,1,0,489.78,Dollar
48-535-3127,Food,0,0,1,0,338.38,Dollar
98-233-2424,DR,0,0,0,1,448.13,Dollar
02-011-1950,f,1,0,1,1,250.62,Dollar
16-236-2256,Food,0,0,1,0,290.04,Dollar
19-375-9274,f,0,0,0,1,261.28,Dollar
08-134-5715,Food,0,0,1,1,301.73,Dollar
64-456-6292,f,1,0,1,0,311.13,Euro
01-357-9141,f,1,0,1,1,292.16,Euro
05-337-2264,F,1,1,0,0,372.95,Euro
82-298-1319,F,0,1,0,1,495.86,Dollar
64-854-7315,Drink,1,1,0,1,478.81,Dollar
11-035-3158,,1,0,1,0,272.79,Euro
21-049-8677,DR,1,0,0,0,390.91,Euro
47-988-2488,F,0,0,0,1,398.22,Euro
91-513-3797,F,1,0,0,0,476.61,Dollar
42-761-1239,DR,1,0,1,1,425.45,Dollar
99-973-8990,Drink,1,0,0,0,410.36,Dollar
02-942-4572,f,1,0,1,1,374.04,Euro
01-395-2587,DR,0,0,1,1,401.59,Euro
06-261-0973,Drink,1,0,1,0,359.40,Dollar
94-894-7385,DR,0,1,0,1,300.29,Dollar
16-885-5998,Food,0,1,0,0,315.29,Euro
03-181-0543,f,0,1,0,0,287.58,Euro
04-357-1818,F,1,1,1,0,288.03,Euro
04-240-6947,F,0,0,0,0,470.66,Euro
68-511-3415,Food,0,1,1,0,301.19,Dollar
16-196-8344,F,1,0,1,1,488.58,Dollar
85-889-9732,Drink,0,1,1,1,306.61,Dollar
17-020-5471,Drink,1,0,0,1,271.47,Dollar
73-482-6359,Food,0,1,1,1,432.03,Dollar
31-615-6595,f,1,1,0,0,305.39,Dollar
59-320-1830,DR,1,0,1,1,427.32,Dollar
97-264-5028,Drink,0,0,1,1,340.92,Euro
41-465-0930,Drink,1,0,1,1,439.51,Dollar
87-279-0988,F,0,0,0,1,259.75,Dollar
35-841-8353,F,0,1,0,0,256.59,Dollar
96-032-8611,f,0,1,0,0,377.59,Euro
86-132-8652,F,0,0,1,0,265.79,Euro
12-808-7973,Drink,0,1,0,0,290.22,Dollar
98-729-8907,Drink,1,1,1,1,468.83,Dollar
55-316-3194,Food,0,1,0,1,265.38,Euro
41-464-8480,Drink,1,1,0,1,480.94,Dollar
53-127-3284,Food,0,1,1,0,479.71,Euro
06-712-4756,Drink,1,0,0,0,468.51,Dollar
55-903-6128,F,0,1,1,1,303.65,Dollar
97-978-3074,Food,1,0,1,1,390.82,Dollar
75-073-6480,F,0,1,1,1,434.85,Euro
03-377-8829,DR,0,1,1,1,299.16,Euro
70-323-8233,Drink,1,1,0,1,382.35,Dollar
92-664-3143,Food,0,0,0,0,467.20,Euro
64-825-5893,,1,0,0,0,377.70,Dollar
81-158-9029,f,0,1,1,0,491.27,Dollar
80-732-6404,f,0,1,1,0,365.27,Euro
23-257-1036,Food,1,1,0,0,331.48,Dollar
49-745-8546,F,0,1,0,1,387.72,Dollar
44-545-8260,Food,1,1,1,1,483.59,Dollar
33-693-3207,f,0,0,0,0,402.35,Dollar
21-559-4215,Drink,1,1,0,0,314.72,Euro
52-568-3923,Food,1,1,0,0,277.17,Euro
66-322-4256,f,0,0,1,1,320.23,Dollar
36-505-7898,Food,1,0,1,0,447.45,Dollar
72-272-2913,Drink,0,0,0,1,332.24,Dollar
96-019-8998,Drink,1,0,1,1,359.71,Dollar
09-284-9042,Food,1,0,1,1,272.35,Dollar
08-155-4621,F,0,1,0,1,422.88,Euro
46-031-7016,DR,0,1,1,0,339.76,Euro
74-476-6625,F,1,1,0,1,283.11,Dollar
64-216-8747,DR,0,0,0,0,485.53,Dollar
62-006-5690,Food,0,0,0,0,383.15,Euro
14-714-3905,Drink,0,1,0,1,304.55,Dollar
39-316-0021,Drink,1,0,1,1,431.82,Euro
12-471-8843,F,0,0,0,0,401.73,Dollar
42-319-7523,F,0,1,0,1,402.16,Dollar
46-107-1635,F,0,0,0,1,419.87,Dollar
91-215-0425,F,0,1,1,1,498.00,Euro
57-593-6367,f,0,0,1,1,418.91,Dollar
29-248-7184,Drink,0,0,1,0,291.62,Dollar
36-117-8012,f,1,1,1,1,279.14,Euro
28-859-8900,Food,0,1,1,1,298.65,Dollar
48-597-8416,DR,1,1,0,1,322.43,Euro
55-986-4532,F,1,1,1,1,,Dollar
93-097-0394,Drink,0,0,0,0,388.84,Dollar
50-680-6293,DR,1,1,1,0,382.97,Dollar
84-023-4531,f,0,1,1,1,344.42,Euro
44-391-8015,Food,1,0,0,1,474.26,Euro
14-549-5711,Drink,0,1,1,1,423.98,Euro
74-964-4185,F,0,1,1,0,466.13,Euro
17-681-5011,Drink,1,0,1,0,383.15,Dollar
71-819-7554,f,1,0,0,1,294.25,Dollar
98-403-1871,DR,1,1,0,1,353.63,Euro
49-505-7222,DR,0,1,1,0,290.09,Euro
63-500-3929,Food,1,0,1,1,443.27,Dollar
49-865-3992,Drink,1,0,0,0,453.73,Dollar
30-832-0711,DR,0,0,1,1,294.13,Euro
20-133-0104,DR,0,0,0,0,294.42,Euro
74-910-7786,F,0,1,0,1,353.01,Euro
64-603-9077,Food,0,1,0,1,465.82,Euro
62-897-9008,Food,1,0,1,1,347.41,Euro
00-773-0248,f,1,1,1,1,259.21,Euro
18-291-3632,Food,0,1,1,0,345.69,Dollar
92-205-5467,f,1,0,1,1,411.67,Dollar
63-650-5112,Food,1,0,1,1,343.65,Euro
31-679-5460,Drink,0,0,0,1,362.74,Dollar
59-261-2390,Drink,0,0,0,1,252.24,Dollar
20-733-9547,Food,1,0,1,0,424.78,Euro
89-790-1629,DR,0,1,1,1,447.35,Euro
32-531-0983,DR,0,1,1,0,252.19,Euro
74-724-3673,DR,0,0,1,0,282.11,Euro
40-168-7326,F,0,1,0,1,264.81,Euro
53-579-8616,DR,1,0,1,0,402.18,Euro
63-911-4251,f,0,1,1,0,463.54,Dollar
59-603-6711,DR,0,0,1,1,278.56,Euro
40-542-4103,Food,1,1,0,1,359.58,Euro
53-394-3021,DR,0,0,0,1,319.67,Euro
41-224-2978,F,0,0,1,0,271.23,Dollar
52-140-4050,F,0,0,1,1,277.93,Euro
99-101-7525,f,1,0,0,0,277.74,Euro
04-127-2870,,1,1,0,0,351.30,Dollar
74-904-7436,DR,0,1,0,1,265.57,Euro
31-359-5044,DR,0,0,0,0,413.96,Euro
56-649-8687,Drink,1,0,0,0,388.40,Dollar
46-525-2008,Food,1,1,0,0,495.06,Dollar
08-123-0923,F,1,1,1,0,258.93,Euro
73-655-2749,Food,0,0,1,1,355.67,Dollar
63-565-5929,DR,0,1,0,0,383.19,Dollar
57-538-4337,f,1,0,1,0,318.22,Euro
92-277-2728,DR,1,0,1,0,343.31,Euro
48-988-8423,f,1,0,1,0,348.20,Euro
59-417-7697,Drink,1,1,1,1,471.76,Dollar
65-815-8301,f,1,0,1,1,270.05,Euro
77-286-3645,Food,1,0,0,1,328.18,Euro
82-128-0633,Food,0,1,1,1,434.66,Euro
40-927-0045,DR,1,0,0,1,415.09,Euro
88-489-3098,F,0,1,1,0,340.33,Dollar
39-264-4846,DR,0,1,0,1,406.21,Euro
45-234-6608,Drink,1,1,1,1,368.08,Euro
31-951-5965,DR,0,0,0,1,325.78,Euro
36-044-4837,f,0,0,0,0,268.98,Euro
60-941-4502,Drink,1,0,0,0,444.87,Dollar
91-933-5267,F,0,0,0,0,337.92,Dollar
58-692-3269,F,1,1,1,1,296.40,Dollar
49-708-3089,Drink,0,0,1,1,467.99,Euro
96-284-5567,Food,0,1,1,0,,Dollar
15-745-7778,F,1,1,0,1,416.27,Euro
74-941-7050,Food,1,0,1,0,433.56,Dollar
04-006-1192,DR,0,1,0,0,430.57,Euro
68-246-0148,F,0,0,0,1,382.92,Dollar
29-628-2819,Food,0,1,1,0,465.85,Euro
48-581-7051,Drink,1,0,0,0,493.99,Dollar
28-629-2579,f,1,0,0,1,392.95,Euro
67-757-7762,F,1,0,1,0,483.45,Euro
67-511-2585,DR,0,1,1,1,268.90,Euro
13-063-3158,Food,1,0,0,1,389.98,Euro
29-823-6868,F,0,1,1,1,492.86,Euro
88-074-3942,f,0,0,0,1,443.76,Dollar
16-905-3241,f,1,0,1,1,301.43,Euro
51-354-5387,f,1,0,1,0,351.22,Euro
53-749-5239,DR,1,1,0,1,261.96,Dollar
62-669-9007,F,0,0,0,1,360.69,Dollar
34-842-5482,DR,0,1,0,0,371.69,Dollar
95-007-4266,f,0,1,0,1,321.60,Dollar
16-975-3459,Drink,1,0,1,1,354.21,Dollar
79-939-2601,Drink,0,0,0,1,298.44,Euro
64-933-6720,Drink,1,1,0,1,352.67,Dollar
41-319-8079,DR,0,1,0,0,438.15,Dollar
20-843-6440,Drink,0,0,0,1,493.35,Dollar
28-426-8469,,1,1,0,1,370.86,Euro
87-764-2617,f,0,1,0,1,361.80,Euro
85-034-4556,F,0,1,1,0,444.61,Dollar
58-205-6371,DR,1,1,1,0,397.21,Euro
81-704-8584,DR,1,0,0,1,295.86,Dollar
94-390-4868,DR,1,1,0,1,475.46,Dollar
65-546-7626,DR,0,1,1,1,396.12,Dollar
26-071-6523,f,1,0,1,0,429.79,Euro
91-610-6681,DR,0,1,0,0,358.21,Euro
32-230-0350,Food,1,1,0,0,282.15,Euro
01-787-4702,f,1,0,0,1,429.79,Euro
29-442-0045,f,0,1,1,1,489.58,Dollar
91-105-3088,f,0,0,0,0,336.76,Dollar
53-240-4567,F,1,1,1,0,294.75,Euro
91-907-3401,Drink,0,0,1,1,474.07,Euro
74-172-8578,Food,1,1,0,1,461.22,Euro
45-796-4335,F,1,1,1,0,415.82,Euro
28-800-7826,Food,1,0,1,0,343.87,Euro
98-533-4434,Food,0,0,0,1,349.42,Euro
79-088-6333,F,1,0,0,1,382.45,Dollar
98-935-2597,DR,1,1,0,1,428.23,Dollar
50-620-4218,Food,0,1,1,0,498.12,Euro
73-174-9706,f,0,0,0,0,316.02,Euro
63-728-5413,Food,1,0,0,1,292.03,Euro
95-642-2224,F,0,1,1,1,435.58,Euro
89-129-7166,DR,1,0,1,0,484.35,Euro
28-446-2565,F,1,1,1,1,457.11,Euro
01-799-0077,DR,1,1,0,0,410.97,Dollar
76-703-6582,Food,1,0,1,1,466.54,Euro
32-213-4287,Drink,0,1,1,0,347.36,Dollar
30-646-2930,f,0,1,1,0,272.82,Euro
31-508-8885,F,0,1,0,1,425.39,Dollar
59-395-7754,Food,1,1,1,1,283.87,Euro
24-732-5023,Food,0,1,0,1,290.89,Dollar
07-382-9759,Food,0,1,0,1,319.18,Dollar
23-840-4675,Food,1,0,0,1,258.92,Euro
17-996-4952,Drink,1,0,1,0,477.56,Euro
64-212-1796,,0,1,1,1,299.39,Dollar
86-271-2244,F,0,1,1,1,358.31,Euro
92-754-6440,f,1,1,1,0,305.25,Euro
03-267-7752,f,1,1,1,1,468.70,Euro
49-085-9191,f,1,0,1,0,421.89,Euro
86-806-5434,Food,1,1,0,1,291.18,Dollar
67-385-4092,DR,0,0,0,0,402.49,Dollar
82-016-0647,F,1,1,1,0,436.80,Euro
46-535-3165,f,0,0,1,0,476.21,Dollar
11-697-2943,Food,1,0,0,1,447.03,Euro
63-085-5123,Drink,0,0,1,0,453.41,Euro
81-857-5291,DR,1,1,1,1,289.30,Dollar
27-460-9647,Food,1,1,1,1,280.87,Euro
70-081-8288,Food,0,0,1,0,258.06,Euro
96-227-9372,DR,0,0,1,0,414.61,Dollar
57-898-3792,f,1,0,0,1,342.25,Euro
49-092-6495,F,1,0,0,0,462.41,Dollar
34-685-7790,Food,0,1,1,1,446.97,Dollar
86-364-5005,DR,0,0,0,0,308.97,Euro
75-382-5466,Drink,0,0,0,0,275.25,Dollar
71-808-6143,Food,0,1,0,0,495.13,Euro
16-839-3215,Food,0,1,0,0,296.20,Euro
59-660-6181,DR,0,0,1,1,423.53,Euro
56-914-5355,f,0,0,0,1,440.00,Dollar
34-724-1812,Drink,0,1,1,1,496.07,Dollar
53-075-7941,f,0,1,0,1,256.45,Euro
63-856-0650,f,1,1,0,1,276.75,Euro
36-352-7005,f,0,0,1,0,288.69,Euro
42-939-8222,f,1,1,0,1,364.97,Dollar
42-856-8497,DR,0,0,1,1,255.69,Euro
34-184-8701,Food,1,1,1,1,429.98,Dollar
40-353-5649,DR,0,1,0,1,345.13,Euro
16-658-6314,F,0,0,1,0,337.67,Dollar
02-287-1255,Drink,1,0,0,0,442.63,Dollar
43-857-5458,Food,0,0,1,1,430.49,Dollar
37-176-2924,f,1,1,0,1,325.65,Dollar
07-733-7194,Food,1,1,1,1,360.10,Dollar
58-579-6825,f,0,1,0,1,447.01,Dollar
01-209-0000,F,0,1,1,1,499.70,Dollar
79-376-2180,Drink,1,1,0,0,463.90,Dollar
03-502-3650,Food,1,1,1,1,498.55,Dollar
82-965-5052,Food,0,1,1,1,317.69,Dollar
60-212-2073,Drink,1,1,1,1,482.86,Dollar
26-130-2749,Food,0,0,1,1,492.98,Euro
86-263-9925,F,0,1,0,1,411.97,Dollar
05-266-1203,f,0,1,1,0,,Dollar
65-185-3303,Drink,0,0,0,0,359.93,Euro
72-985-3833,f,1,0,1,1,451.03,Dollar
73-367-6718,F,1,0,0,0,407.47,Dollar
