Store_ID,City,Item1,Item2,Item3,Item4,Monthly_Sales,Currency
316461729-1,Capital City,2,0,1,1,25807.41,JOD
991796914-4,Amman,1,1,2,0,36672.20,USD
594827157-9,Capital City,0,0,0,2,50959.63,USD
447982142-2,amman,1,0,1,2,43453.30,USD
076697297-6,Capital City,1,0,1,1,17881.02,JOD
206562912-6,Amman,2,1,1,2,30362.52,USD
590421490-1,zaqra,2,1,0,2,50131.83,JOD
878162553-7,Zarqa,1,1,0,2,14769.99,USD
561458874-4,,0,1,0,1,49375.32,USD
180872894-7,zaqra,0,1,1,0,18229.98,JOD
480638718-5,amman,1,2,2,2,33488.30,USD
855989024-6,,0,0,0,1,21771.53,USD
069675768-0,zaqra,0,1,2,2,20976.62,USD
143591344-2,A'zarqa,2,0,0,2,44313.39,JOD
634195389-5,Zarqa,2,0,0,1,30333.39,JOD
949333084-2,amman,2,1,2,0,44995.68,USD
613517610-2,A'zarqa,1,2,2,2,34318.34,JOD
394510656-7,A'zarqa,0,1,0,2,46343.84,JOD
564496856-1,A'zarqa,2,1,1,2,36878.81,USD
031402094-2,A'zarqa,0,1,2,0,24978.18,USD
254596254-6,A'zarqa,2,1,0,0,43188.89,JOD
933726801-9,Zarqa,2,2,2,0,42624.72,JOD
138602004-4,amman,2,2,2,2,21448.09,USD
268432132-9,A'zarqa,2,2,1,2,43502.87,JOD
701575651-X,Capital City,1,0,0,1,26533.86,JOD
950449520-6,amman,0,2,1,2,14461.32,USD
541686639-X,amman,1,0,2,1,37527.92,JOD
387432278-5,Amman,1,1,0,0,38042.16,USD
981852930-8,Amman,2,0,0,0,44807.92,USD
234263273-8,Capital City,2,1,0,2,45652.64,JOD
077956169-4,,2,2,0,1,35976.02,JOD
494204570-3,A'zarqa,1,0,0,1,43350.68,JOD
238984664-5,,2,2,2,2,30061.73,USD
009762091-2,A'zarqa,1,1,1,0,35074.69,USD
644210353-6,,1,1,2,2,44174.64,USD
027426971-6,A'zarqa,2,1,2,2,17084.72,JOD
398713151-9,Zarqa,1,0,1,1,24910.43,USD
108868233-2,zaqra,1,2,0,2,43767.41,JOD
074010352-0,Capital City,1,2,0,2,13811.80,JOD
378398225-1,amman,0,0,0,1,52702.94,USD
436010742-0,amman,0,2,1,2,31427.11,USD
945865140-9,Amman,2,2,2,2,45080.27,USD
972201324-6,amman,1,1,2,0,48161.21,USD
117219188-3,A'zarqa,1,0,0,0,39928.12,USD
635273159-7,Amman,2,0,1,2,21616.13,JOD
336719329-1,A'zarqa,0,2,0,1,35456.61,JOD
873607691-0,,2,2,1,0,45016.69,USD
311357024-7,A'zarqa,2,1,0,0,19243.05,JOD
819163658-1,zaqra,0,0,0,2,43338.83,USD
651452806-6,zaqra,1,0,0,0,40905.90,USD
072934003-1,A'zarqa,0,1,0,2,26133.05,JOD
320543380-7,amman,1,0,2,1,24419.05,JOD
362641728-X,Capital City,1,1,2,0,28769.22,JOD
320945337-3,Capital City,2,0,2,0,34502.31,USD
022726451-7,Amman,2,1,1,2,44979.64,USD
772640246-6,amman,2,0,1,0,38833.75,USD
225958414-4,Amman,0,2,1,0,15016.00,JOD
063077198-7,amman,1,1,1,0,34391.45,JOD
391636836-2,zaqra,1,2,1,1,41198.56,JOD
108062002-8,Zarqa,0,0,1,1,12196.91,JOD
262077208-7,amman,2,1,0,1,20899.93,JOD
302830786-3,amman,1,0,0,0,19210.88,USD
555239961-7,A'zarqa,2,2,2,1,14136.14,JOD
800501327-2,amman,2,2,2,1,34024.72,JOD
947720091-3,Capital City,2,1,2,1,13331.50,JOD
971227452-7,amman,1,1,0,1,49123.87,USD
778612349-0,Zarqa,2,0,1,2,13730.21,JOD
886331107-2,zaqra,1,1,1,0,25374.73,USD
071706235-X,Zarqa,0,1,2,2,50466.05,USD
267791866-8,Capital City,1,1,2,1,28544.79,USD
652003241-7,amman,1,0,1,0,37526.69,USD
251164749-4,Capital City,2,0,2,1,50808.55,JOD
058857667-0,Zarqa,1,1,2,1,13815.99,USD
272100291-0,Capital City,1,1,1,1,52529.91,USD
682936084-6,Capital City,2,1,0,0,38722.52,USD
966185159-X,A'zarqa,1,0,2,0,49773.52,USD
510692836-2,Zarqa,2,2,0,0,35136.54,JOD
687001314-4,amman,2,0,0,2,46018.89,JOD
822493781-X,amman,1,2,0,2,52511.67,JOD
660110049-8,Zarqa,1,2,0,1,16454.68,USD
481301742-8,Capital City,2,0,2,2,35063.23,JOD
628191574-7,zaqra,0,2,2,0,46563.37,JOD
565970120-5,Zarqa,2,1,1,0,52470.00,JOD
308965737-6,Zarqa,0,2,0,0,29625.78,USD
809746308-3,Zarqa,2,1,0,1,22201.91,JOD
948224387-0,Amman,2,1,0,1,13992.56,USD
154300484-9,Zarqa,2,0,2,2,34951.76,USD
465216029-1,amman,0,1,0,1,45503.01,USD
193709011-6,A'zarqa,2,1,0,2,50993.37,USD
545045527-5,Amman,1,0,2,0,18864.53,USD
618733071-4,amman,2,0,0,0,51673.80,USD
219224186-0,zaqra,1,2,1,1,12459.45,JOD
315159788-2,A'zarqa,0,0,2,2,37177.15,JOD
229218377-3,Capital City,2,1,2,1,27656.33,JOD
561584886-3,Amman,2,0,2,0,24275.26,USD
586039537-X,Capital City,0,1,2,2,50510.30,USD
354309418-1,Zarqa,2,0,2,1,29702.21,JOD
818984916-6,A'zarqa,1,2,2,0,51501.80,USD
732304844-3,Zarqa,1,2,0,2,37676.19,JOD
802216801-7,Capital City,0,1,1,1,27023.16,USD
982528557-5,Amman,0,0,0,0,36909.14,USD
033422428-4,,0,0,2,2,50558.64,USD
847307659-1,Amman,2,2,0,2,48269.52,JOD
606834506-8,Capital City,2,1,0,1,41575.80,USD
881987116-5,Amman,2,2,1,1,27361.07,USD
377511230-8,Zarqa,0,0,0,2,42906.37,JOD
368689785-7,,0,2,0,1,27544.54,USD
353455275-X,A'zarqa,0,0,0,1,19849.27,JOD
100648867-7,A'zarqa,0,0,0,1,36745.72,JOD
821856314-8,amman,2,2,1,2,50555.72,JOD
756141522-2,amman,1,2,2,0,43732.12,USD
804586300-5,zaqra,2,0,0,2,33628.02,USD
127588994-8,amman,0,2,1,1,46161.92,USD
210635513-0,amman,0,0,1,0,30604.59,USD
357035699-X,Zarqa,1,0,2,0,29558.93,USD
231186998-1,A'zarqa,0,1,0,2,46366.25,JOD
762368607-0,Amman,2,2,1,1,20230.64,JOD
810265842-8,Capital City,1,2,2,0,44408.36,USD
851190025-X,amman,2,0,2,1,34666.41,JOD
703765522-8,A'zarqa,0,2,2,1,32577.62,JOD
844408357-7,,1,2,1,1,39509.74,JOD
419135065-X,Zarqa,1,1,2,2,50935.38,JOD
006070945-6,Zarqa,1,2,2,2,32091.59,USD
581235350-6,amman,2,0,1,2,28033.47,JOD
480874151-2,amman,2,2,1,2,28850.87,USD
047782516-8,amman,2,2,2,2,16635.29,JOD
624686064-8,A'zarqa,0,2,1,2,43877.63,JOD
311529604-5,zaqra,2,1,1,2,34131.26,JOD
373630464-1,Amman,2,1,2,0,19458.12,JOD
707426921-2,Zarqa,1,0,2,2,32771.68,USD
721757757-8,zaqra,1,0,2,0,21875.01,USD
668542417-6,Capital City,1,2,2,1,32926.41,JOD
836799223-7,amman,0,0,1,1,35378.58,USD
274153344-X,zaqra,1,1,1,1,14975.62,JOD
819287682-9,Amman,1,2,1,0,32834.33,USD
689531268-4,A'zarqa,1,0,2,0,39836.06,USD
304178650-8,A'zarqa,0,0,0,2,30255.23,USD
956237782-2,zaqra,0,1,2,1,48865.66,USD
174101578-2,Capital City,0,1,2,2,20985.01,JOD
582257996-5,Capital City,2,2,1,0,47707.99,USD
217800957-3,zaqra,0,2,0,2,25472.73,JOD
233786456-1,amman,1,1,0,0,34811.04,USD
895036325-9,Capital City,2,1,1,2,30785.28,JOD
995244857-0,Zarqa,1,1,0,2,38801.73,USD
949254935-2,,1,1,2,1,23124.05,JOD
100298926-4,A'zarqa,0,0,0,0,48812.69,USD
686616460-5,Capital City,0,1,0,2,19943.23,USD
255005412-1,A'zarqa,0,2,1,0,27915.41,USD
063569000-4,amman,0,1,1,1,22003.39,JOD
940577101-9,Amman,0,0,1,0,32433.43,USD
073607663-8,amman,0,1,1,2,19257.43,JOD
667957821-3,A'zarqa,2,0,0,2,24246.51,JOD
315413926-5,A'zarqa,0,2,2,0,21150.19,JOD
000617658-5,zaqra,2,2,0,2,17987.23,USD
416249524-6,Zarqa,0,2,0,1,42999.76,JOD
191214888-9,Amman,1,2,0,1,14803.07,JOD
311075576-9,amman,1,0,1,2,22008.46,JOD
209648161-9,Amman,0,2,2,1,50388.09,USD
274113419-7,amman,0,1,1,2,49630.09,JOD
430726070-8,Amman,1,1,1,0,41106.22,JOD
155929371-3,Zarqa,2,0,0,0,30643.11,JOD
227595682-4,Zarqa,1,2,2,2,41135.80,USD
732084567-9,Zarqa,2,1,0,0,47230.06,JOD
682826773-7,Capital City,1,1,1,1,19906.92,USD
742018218-3,A'zarqa,0,2,1,0,45439.90,USD
210554891-1,zaqra,0,2,2,1,30282.96,JOD
739999157-X,zaqra,0,0,2,0,27060.61,USD
005971121-3,amman,2,2,0,1,25491.50,JOD
038360627-6,Zarqa,2,2,0,1,19008.68,JOD
418018492-3,Capital City,0,2,0,2,18825.54,JOD
982350214-5,zaqra,1,1,0,1,29778.17,USD
772776615-1,zaqra,1,0,1,0,50907.34,USD
762497740-0,zaqra,1,2,2,0,50723.03,JOD
159746872-X,Zarqa,1,1,2,2,43467.37,JOD
938619460-0,Amman,1,2,2,2,33949.03,USD
470950211-0,zaqra,0,0,1,2,15295.89,JOD
634031469-4,,2,1,2,1,49462.28,JOD
920393915-6,zaqra,2,2,2,2,29977.55,JOD
238662000-X,amman,2,0,2,1,32881.15,USD
248138646-9,Zarqa,1,2,2,0,21244.24,USD
157966855-0,Capital City,1,2,2,0,47000.24,JOD
043756431-2,zaqra,2,2,0,1,30023.48,JOD
979778208-5,amman,1,1,2,1,14187.44,USD
623918404-7,Amman,0,2,2,1,52694.36,JOD
133162662-5,zaqra,2,0,0,2,49380.09,USD
750387789-8,amman,0,2,1,2,52687.56,USD
649919060-8,A'zarqa,2,1,1,2,52715.57,USD
394741492-7,A'zarqa,0,2,1,1,17729.47,JOD
049597188-X,A'zarqa,2,0,0,2,45275.55,JOD
780796640-8,A'zarqa,0,0,0,1,36381.85,JOD
558263658-7,A'zarqa,2,0,2,2,20434.04,USD
016321604-5,Capital City,2,1,0,1,33000.91,JOD
008764036-8,Zarqa,0,2,2,1,52528.84,JOD
375314946-2,Zarqa,0,0,1,2,47014.91,JOD
194414102-2,A'zarqa,0,1,0,2,34962.68,JOD
888413897-3,zaqra,1,1,2,2,51774.37,USD
387919375-4,Amman,1,2,1,0,18662.31,JOD
398143012-3,Zarqa,2,1,2,2,25682.65,JOD
724579403-0,Zarqa,2,0,0,1,20108.49,USD
162078580-3,Zarqa,1,1,0,2,51901.85,JOD
471329161-7,A'zarqa,1,0,2,0,40872.79,USD
143370915-5,Zarqa,1,1,0,1,21780.82,USD
271284439-4,Amman,1,0,1,1,27142.33,JOD
041066706-4,A'zarqa,0,1,0,1,46230.86,USD
981735845-3,Capital City,2,2,1,2,38679.76,USD
692572400-4,Capital City,0,0,0,2,50377.68,USD
280940628-6,Amman,1,2,2,0,33475.42,JOD
609542454-2,Amman,1,0,1,1,26717.32,USD
227958192-2,Amman,1,2,2,1,22476.57,JOD
591516129-4,amman,0,0,2,1,19165.86,JOD
271324598-2,Zarqa,0,1,0,1,30908.10,JOD
311186324-7,Zarqa,0,1,2,0,39493.10,USD
040076594-2,Amman,0,0,1,0,44993.99,JOD
666031625-6,amman,2,2,0,0,22071.42,USD
558877677-1,amman,2,0,2,0,28761.66,USD
553914720-0,zaqra,2,2,0,0,18787.80,JOD
636175683-1,amman,1,2,2,1,33061.15,JOD
389208882-9,zaqra,1,0,1,1,39903.47,USD
597444955-X,zaqra,0,2,2,0,35938.62,JOD
619988068-4,amman,0,0,2,2,33614.32,USD
204565919-4,Amman,2,2,0,2,13593.75,USD
998839252-4,Zarqa,1,2,0,1,45333.41,USD
372004753-9,Zarqa,2,2,2,0,15545.77,JOD
191085230-9,Capital City,0,1,1,1,21748.51,JOD
066997392-0,Amman,0,2,2,1,16985.60,JOD
800020401-0,Zarqa,1,2,0,0,36581.03,USD
479415015-6,A'zarqa,1,2,1,0,30059.85,USD
306466982-6,A'zarqa,0,0,2,0,43476.35,JOD
283756977-1,A'zarqa,1,1,2,2,15225.73,USD
275776792-5,zaqra,0,0,1,1,19505.36,JOD
569145656-3,Amman,0,0,1,0,20844.46,JOD
642585498-7,zaqra,2,2,2,0,31257.44,JOD
803367379-6,Capital City,1,2,1,2,12371.52,JOD
678878120-6,Zarqa,1,2,1,0,20842.43,JOD
480333191-X,A'zarqa,1,2,1,0,37402.61,USD
872097011-0,amman,2,0,2,0,37767.64,JOD
089849688-8,zaqra,1,0,0,1,24176.25,JOD
961210622-3,Zarqa,2,2,0,1,52288.71,JOD
587340393-7,Zarqa,1,0,1,0,22063.98,JOD
277180600-2,Capital City,0,2,0,2,18835.21,USD
309191935-8,zaqra,0,0,0,1,18118.18,JOD
475027997-8,A'zarqa,2,0,2,1,23179.10,USD
436866788-3,amman,2,0,2,0,47778.79,USD
710490699-1,Zarqa,1,1,2,1,13152.00,USD
979502577-5,amman,0,1,2,2,18487.56,JOD
959500052-3,zaqra,2,2,2,0,32750.67,JOD
407330655-3,Amman,2,2,2,1,18849.02,JOD
928788174-X,amman,2,0,1,2,17665.95,JOD
887116475-X,Zarqa,2,0,2,2,51429.30,JOD
034017388-2,amman,1,2,2,1,41425.05,USD
980673772-5,Amman,1,0,0,2,16543.51,JOD
813163785-9,Amman,1,0,2,0,30552.74,JOD
881945495-5,amman,2,2,2,1,42740.54,USD
191480916-5,,2,2,2,0,13169.41,JOD
638834513-1,Amman,1,1,1,1,21652.77,JOD
558532186-2,Amman,0,1,1,0,28232.70,USD
802337132-0,Amman,2,2,1,0,35911.33,USD
653716556-3,A'zarqa,2,1,2,2,29068.84,USD
506759263-X,A'zarqa,0,2,2,1,33710.56,USD
854885808-7,Zarqa,1,2,0,1,37778.07,USD
556878688-7,Amman,2,2,2,1,15445.99,USD
257806475-X,Zarqa,1,2,1,0,24092.20,JOD
052604751-8,Amman,1,2,2,2,52349.61,JOD
406179561-9,A'zarqa,0,0,1,2,45567.71,JOD
024476159-0,A'zarqa,2,2,2,1,33277.17,JOD
201981259-2,Zarqa,2,1,2,2,19522.55,JOD
642558639-7,zaqra,2,2,0,1,26645.02,USD
776599686-X,zaqra,2,1,2,0,45526.11,JOD
468762286-0,zaqra,1,0,1,2,47831.06,USD
354158623-0,amman,1,0,2,1,22876.43,USD
491754420-3,Capital City,0,2,0,2,20446.97,USD
789936716-6,A'zarqa,1,1,1,2,27805.32,JOD
639002216-6,Amman,0,1,0,2,13134.90,JOD
751612981-X,Capital City,1,0,1,1,41113.81,JOD
697267841-2,Amman,2,0,1,2,23447.85,JOD
319018404-6,A'zarqa,0,0,0,1,42599.48,USD
330827916-9,A'zarqa,2,2,1,2,20097.96,USD
864738495-4,Zarqa,2,0,0,1,39489.85,USD
193199763-2,Capital City,2,2,2,2,15326.52,USD
916553439-5,amman,0,0,2,2,38835.59,USD
730041391-9,amman,2,0,1,1,13558.84,JOD
857023306-X,Capital City,1,0,2,0,13265.46,JOD
655508412-X,amman,0,0,0,1,48640.09,JOD
036130314-9,Capital City,1,2,1,0,42810.16,JOD
122928857-0,amman,2,2,0,0,26977.37,USD
742870875-3,zaqra,2,2,0,2,46953.70,USD
493793995-5,Zarqa,2,1,0,0,30806.88,USD
443616970-7,zaqra,0,1,0,0,42631.34,JOD
766782636-6,Amman,1,2,0,2,12751.76,JOD
076465413-6,amman,0,2,1,1,36232.11,JOD
008615093-6,zaqra,2,0,1,0,16051.01,USD
788526620-6,zaqra,2,2,2,1,37927.64,JOD
619000181-5,zaqra,2,0,1,2,26225.69,USD
887794803-5,Amman,2,0,1,1,26589.26,JOD
365461313-6,zaqra,0,0,2,1,31602.55,USD
821023932-5,amman,2,2,2,0,51155.87,JOD
528959068-4,Amman,0,0,0,0,15239.90,JOD
137309375-7,Amman,0,2,1,1,15760.82,USD
819374452-7,Capital City,2,2,2,0,22730.82,JOD
419180188-0,A'zarqa,1,0,1,0,48418.07,USD
265297237-5,A'zarqa,2,2,2,2,37878.93,USD
545168978-4,Zarqa,1,2,1,1,44106.51,JOD
890722609-1,amman,2,2,1,1,42215.18,JOD
334056031-5,zaqra,0,2,0,2,45330.83,JOD
854329002-3,Zarqa,2,2,0,2,34020.95,USD
615064151-1,Capital City,0,2,1,0,34905.90,USD
971454788-1,,0,0,0,1,20414.69,USD
922339483-X,zaqra,2,1,0,0,22074.84,USD
668376991-5,Capital City,2,0,0,1,22977.52,USD
444514924-1,Zarqa,2,1,1,1,20465.32,JOD
947883308-1,Zarqa,1,1,2,2,38374.74,USD
507053929-9,Amman,0,2,1,2,40379.88,JOD
699891350-8,Zarqa,1,0,2,2,27788.65,JOD
822495276-2,zaqra,2,0,2,0,14055.53,USD
312585360-5,Amman,2,0,0,0,30404.10,JOD
507967062-2,amman,1,0,2,0,20790.35,JOD
842998739-8,amman,0,2,0,1,23312.53,USD
312176932-4,,1,1,2,0,51351.80,USD
805314433-0,amman,1,0,2,0,40565.51,USD
896652076-6,Amman,2,1,2,2,45096.25,USD
363597003-4,Zarqa,0,2,0,2,33952.72,JOD
499116913-5,Capital City,2,2,2,2,37364.57,JOD
418791051-4,,1,0,1,0,36623.80,USD
439940817-0,Capital City,0,1,0,1,31630.91,USD
311343336-3,amman,0,0,2,2,12426.65,JOD
064857821-6,zaqra,2,2,0,0,21955.77,USD
997527706-3,zaqra,1,0,0,1,32195.56,JOD
761150665-X,zaqra,1,2,1,2,20465.50,JOD
606116936-1,zaqra,2,2,2,2,40208.96,JOD
122083769-5,zaqra,2,1,2,2,46195.89,USD
143689890-0,A'zarqa,2,1,2,1,35892.36,JOD
719053050-9,zaqra,2,1,2,0,15476.47,JOD
197540755-5,Amman,0,1,0,2,40208.87,JOD
066652693-1,Zarqa,2,1,0,2,31682.28,USD
592653400-3,,2,1,2,2,26817.96,USD
417750090-9,Zarqa,0,2,1,1,37302.36,USD
868806879-8,Zarqa,1,1,2,1,17446.14,USD
581437717-8,amman,0,2,2,2,15600.97,JOD
799747834-5,Amman,0,0,1,0,45401.85,USD
174281763-7,A'zarqa,2,1,2,1,30506.47,USD
757182685-3,Zarqa,2,2,0,0,44629.09,JOD
946276044-6,amman,0,1,2,2,38480.05,JOD
689100378-4,Zarqa,1,0,1,0,43643.20,JOD
220432334-9,,1,1,0,2,14687.13,USD
552905199-5,Capital City,1,2,0,0,37486.48,JOD
202846451-8,Amman,1,0,1,2,26334.32,USD
880296261-8,A'zarqa,0,2,1,0,33537.26,USD
902717182-3,zaqra,1,0,0,1,29228.54,USD
915931636-5,amman,0,2,1,1,39851.58,JOD
914910393-8,Amman,2,2,0,2,20469.62,JOD
651837794-1,Zarqa,0,0,0,2,39997.20,JOD
166670229-3,Capital City,0,2,0,0,24492.54,JOD
787215416-1,A'zarqa,1,2,2,0,43291.29,USD
005601269-1,Zarqa,1,1,2,0,51403.46,JOD
957072965-1,zaqra,0,1,1,0,32111.13,USD
461121213-0,Zarqa,1,0,1,0,33838.70,USD
328730877-7,zaqra,1,1,1,2,22476.04,USD
800810327-2,A'zarqa,0,1,1,1,26995.72,USD
162301738-6,Capital City,1,0,1,0,30895.07,USD
102529357-6,amman,2,2,2,2,33417.78,USD
594529355-5,Zarqa,1,1,0,1,35559.90,JOD
970337138-8,zaqra,2,0,0,1,42921.31,USD
598037179-6,Amman,2,2,1,1,41068.50,JOD
637699339-7,Amman,2,2,0,2,44774.31,JOD
908518531-9,A'zarqa,2,0,1,0,30844.09,JOD
284659435-X,amman,1,1,1,0,23593.91,USD
497621653-5,A'zarqa,0,1,2,0,50380.95,USD
476025221-5,amman,2,1,2,2,49500.43,JOD
791355640-4,A'zarqa,1,2,1,0,25470.22,USD
557806297-0,Amman,0,2,0,2,32586.64,JOD
522301756-0,zaqra,0,2,1,0,40888.10,USD
191234304-5,zaqra,0,2,2,0,18166.86,JOD
649184539-7,Amman,1,2,2,0,44293.67,USD
875403819-7,Zarqa,1,2,1,1,12377.49,USD
493990400-8,Capital City,2,0,2,2,22437.86,JOD
000682304-1,Capital City,1,0,2,0,43224.11,USD
356694810-1,Capital City,1,0,1,0,17346.01,JOD
735646456-X,amman,2,2,1,0,20934.88,USD
861512924-X,Amman,0,0,2,0,44059.40,USD
317592915-X,Capital City,2,1,2,1,13219.64,JOD
461342857-2,Amman,1,2,2,2,17644.85,JOD
548457943-0,A'zarqa,1,1,1,0,36811.49,USD
889487185-1,Capital City,2,2,0,0,36962.23,USD
478922194-6,A'zarqa,1,0,0,0,21679.30,USD
379310955-0,A'zarqa,2,0,0,0,19648.62,USD
070930852-3,Amman,1,0,2,0,25634.54,JOD
434270286-X,Zarqa,1,1,1,0,27621.32,USD
825430234-0,zaqra,0,2,1,0,23747.78,USD
219626900-X,Amman,1,1,1,0,48208.75,JOD
289353501-1,A'zarqa,2,1,0,0,29044.29,USD
151917955-3,Amman,0,0,0,1,46971.21,JOD
505366244-4,Capital City,1,0,2,2,36499.24,USD
933235999-7,zaqra,1,2,2,2,43974.71,USD
300910563-0,Zarqa,0,2,2,1,12641.83,USD
833607303-5,amman,2,1,2,2,46804.61,JOD
465418845-2,Capital City,0,0,1,1,30123.98,USD
888308851-4,Capital City,2,1,2,0,23576.91,USD
609984572-0,Amman,1,1,1,0,28579.25,USD
498251804-1,Capital City,1,0,0,0,12105.99,USD
722661292-5,Amman,0,0,1,1,16849.86,USD
326884942-3,,2,0,1,0,45796.91,USD
986801635-5,Amman,0,2,0,0,35554.13,JOD
725996181-3,Zarqa,1,0,2,1,27905.04,JOD
477038900-0,zaqra,0,1,2,1,29854.27,USD
975432447-6,A'zarqa,0,2,2,2,30498.57,JOD
175496888-0,Amman,1,0,1,1,46550.74,JOD
104641445-3,zaqra,0,2,0,1,47854.19,JOD
974375381-8,amman,1,0,2,1,18823.07,JOD
120726992-1,Capital City,1,0,1,0,20900.46,JOD
632244055-1,amman,0,0,2,1,45460.84,USD
904752780-1,amman,0,2,1,2,44726.70,JOD
405842663-2,amman,2,1,2,1,38786.30,USD
838561508-3,Capital City,0,2,1,2,19171.70,JOD
322480774-1,zaqra,0,2,1,1,16237.20,JOD
853010655-5,amman,2,0,2,2,18073.61,JOD
540723318-5,zaqra,1,2,1,1,18683.29,USD
566031012-5,Capital City,1,1,0,1,52682.99,JOD
354616036-3,zaqra,2,1,1,1,51175.42,USD
080795786-0,zaqra,1,2,2,1,34962.71,JOD
650858121-X,Amman,1,1,0,2,44984.94,USD
354113580-8,A'zarqa,1,0,2,1,44735.89,USD
941064237-X,amman,0,0,2,0,36463.72,JOD
338568446-3,amman,0,2,1,1,23098.10,JOD
673164753-5,Capital City,2,2,0,1,18861.94,JOD
980402465-9,A'zarqa,1,1,0,2,24942.04,USD
134347540-6,zaqra,2,2,0,1,48565.54,JOD
675556566-0,zaqra,1,0,2,1,41350.61,JOD
730065908-X,zaqra,1,0,0,1,23447.43,USD
118706660-5,A'zarqa,1,0,2,0,47987.05,USD
789939649-2,Capital City,1,2,1,2,39561.73,USD
261639261-5,A'zarqa,0,2,2,1,31098.09,USD
208732121-3,Zarqa,1,0,0,0,40116.05,JOD
885522160-4,A'zarqa,2,1,1,0,19320.05,JOD
331553041-6,zaqra,1,1,0,2,50971.20,USD
503320639-7,,2,0,0,0,46515.97,USD
772888996-6,zaqra,2,2,1,1,34797.56,JOD
880842565-7,Zarqa,2,2,2,0,17481.37,USD
339354375-X,amman,1,1,2,2,44223.11,JOD
869865062-7,Zarqa,1,0,2,1,40611.44,USD
695855512-0,Capital City,0,2,1,2,28689.74,JOD
142729886-6,Amman,2,0,0,2,29771.59,USD
736142476-7,zaqra,1,0,2,0,46100.67,USD
294321972-X,Amman,1,1,1,1,37792.25,JOD
262912880-6,zaqra,1,0,2,0,52802.48,USD
651176043-X,zaqra,2,1,0,2,51587.81,USD
024910357-5,Zarqa,0,0,2,0,40769.60,USD
395361078-3,zaqra,0,1,2,0,21172.48,USD
875330834-4,Zarqa,0,0,1,2,12991.63,USD
853135246-0,A'zarqa,2,1,0,0,51367.55,USD
954927741-0,Capital City,2,2,0,0,24454.91,USD
550378759-5,Amman,2,2,2,1,42454.14,USD
789428947-7,,1,0,1,2,51341.00,JOD
173835449-0,Zarqa,0,0,1,1,45404.58,JOD
965590698-1,A'zarqa,1,0,1,0,32017.87,USD
915987208-X,Zarqa,0,1,1,2,51068.87,USD
008825365-1,,1,0,2,2,14234.35,JOD
355921032-1,A'zarqa,1,0,0,1,47710.13,JOD
531459633-4,amman,1,1,2,0,39672.49,JOD
473995834-1,amman,1,2,2,2,23450.27,USD
034904772-3,A'zarqa,1,2,1,0,33173.41,USD
571280800-5,zaqra,0,0,1,0,26965.88,USD
908874352-5,Zarqa,0,2,2,1,50252.89,JOD
542632534-0,Zarqa,1,2,1,1,21942.74,USD
665120710-5,zaqra,0,2,1,1,15672.51,USD
961177600-4,amman,1,0,2,2,25866.06,JOD
252339579-7,amman,0,2,1,0,13153.76,JOD
179289017-6,zaqra,2,2,2,2,51358.27,USD
135906758-2,amman,0,1,0,0,34913.14,USD
511028944-1,A'zarqa,0,0,2,2,33281.41,USD
472262822-X,Capital City,2,2,1,2,12139.85,USD
307738059-5,amman,2,1,0,2,19168.02,USD
361079676-6,Zarqa,0,1,2,1,21523.51,JOD
925487993-2,Zarqa,0,1,1,1,43765.81,JOD
456653806-0,amman,0,0,0,1,16797.97,USD
626726758-X,A'zarqa,1,0,2,2,40055.74,JOD
718296052-4,,2,1,0,1,48188.20,JOD
289404834-3,Capital City,1,1,1,1,37130.37,JOD
016868775-5,amman,2,1,0,0,28717.38,JOD
588089805-9,Capital City,1,0,1,1,46023.78,USD
543222473-9,zaqra,0,2,0,1,32906.62,USD
222070033-X,Capital City,2,2,1,2,48308.55,JOD
947997927-6,A'zarqa,0,0,0,0,34714.73,JOD
502176941-3,zaqra,1,1,1,0,44039.67,JOD
387600934-0,Capital City,1,0,2,2,19036.68,USD
085070919-9,amman,0,2,0,1,32269.68,JOD
189863337-1,amman,0,0,1,0,38232.27,USD
466138010-X,zaqra,2,1,1,1,15743.85,USD
200918028-3,Zarqa,1,2,2,0,22870.32,JOD
250396787-6,Capital City,2,0,2,1,35543.66,JOD
974363336-7,Amman,2,2,0,0,25843.86,USD
394364115-5,Zarqa,0,1,0,1,31990.08,USD
559567403-2,zaqra,2,2,0,0,31070.47,JOD
473476416-6,amman,2,1,2,1,21085.99,JOD
868829639-1,Zarqa,0,2,1,1,49286.49,USD
346273196-3,Amman,2,2,2,0,25100.09,USD
144147063-8,amman,2,0,1,0,16980.18,JOD
093886802-0,A'zarqa,0,0,2,1,41026.14,USD
728027270-3,Capital City,1,2,1,1,17556.62,JOD
245717402-3,A'zarqa,0,2,2,0,24610.12,USD
692081433-1,Zarqa,1,1,1,1,42592.01,USD
034588332-2,Zarqa,1,0,2,1,35068.52,USD
634991562-3,zaqra,0,2,0,1,17612.87,USD
060767385-0,amman,2,2,2,2,48613.42,JOD
911746561-3,zaqra,1,2,0,0,17481.54,USD
044211819-8,Zarqa,2,1,1,2,40094.61,USD
888226263-4,Zarqa,2,2,2,1,16113.38,JOD
352556698-0,zaqra,2,1,0,0,26237.72,JOD
212371948-X,Amman,1,0,1,0,13353.87,JOD
078825336-0,zaqra,2,2,2,0,14463.20,USD
346472975-3,zaqra,1,2,0,2,52583.14,JOD
808727274-9,A'zarqa,1,2,1,0,18003.17,USD
