StoreID,City,Item1,Item2,Item3,Item4,MonthlySales,Currency
034082617-7,Capital City,1,2,2,1,19855.89,JOD
730671251-9,Amman,2,0,1,2,16010.19,USD
461656542-2,,1,0,0,2,41231.22,JOD
747486065-1,Capital City,2,2,2,1,14035.48,JOD
349110319-3,Capital City,0,0,1,1,25827.84,USD
996990545-7,Zarqa,0,1,2,2,19800.19,JOD
990769490-8,amman,0,1,0,1,42664.82,USD
623018574-1,Capital City,0,0,2,0,49543.02,USD
262090453-6,Zarqa,2,1,1,2,31487.45,USD
748242657-4,A'zarqa,1,2,2,2,52894.51,JOD
487812749-X,Amman,0,2,2,1,49338.01,USD
584785279-7,Zarqa,0,2,1,0,33023.62,USD
023202311-5,Amman,2,1,1,2,19820.79,JOD
450518899-X,Zarqa,2,2,0,0,51362.36,USD
027487198-X,zaqra,1,1,0,0,16203.05,JOD
528797988-6,Zarqa,2,0,1,1,42655.25,USD
798004197-6,zaqra,2,0,2,0,37732.06,JOD
065143872-1,zaqra,2,1,0,2,32355.57,JOD
792882208-3,Zarqa,1,2,1,1,51390.13,USD
964281890-6,A'zarqa,0,2,0,2,38669.80,USD
680299959-5,A'zarqa,2,1,0,2,15462.31,USD
146825225-9,Zarqa,1,1,0,1,12369.84,USD
328299921-6,A'zarqa,0,1,1,1,31009.60,JOD
601966367-1,Capital City,1,2,2,2,27279.57,USD
853535983-4,Zarqa,2,0,2,1,15467.33,JOD
478171409-9,zaqra,2,2,2,1,15621.80,USD
926183107-9,Zarqa,0,2,2,1,45550.31,USD
323652940-7,Amman,1,2,0,2,49981.62,JOD
717547609-4,Zarqa,0,2,1,1,46660.44,USD
872789999-3,Amman,2,0,1,2,47310.82,USD
852303453-6,A'zarqa,2,1,2,2,38258.52,JOD
007945509-3,Zarqa,2,1,1,1,30948.92,JOD
224186596-6,A'zarqa,0,1,2,2,32321.43,JOD
222663114-3,A'zarqa,2,2,0,0,22693.69,JOD
642366416-1,amman,0,0,0,2,44873.48,JOD
558364411-7,A'zarqa,1,0,0,2,38414.31,USD
479905303-5,Zarqa,0,1,0,0,27873.20,USD
007013753-6,Capital City,2,2,2,0,46667.09,USD
175898794-4,amman,0,1,2,0,52517.36,JOD
762892671-1,Zarqa,0,0,0,2,25769.42,JOD
929202270-9,zaqra,2,2,2,2,28354.30,JOD
847971281-3,amman,2,2,0,1,34243.09,USD
119916675-8,zaqra,0,0,1,2,14875.89,USD
406847565-2,Amman,0,1,2,0,20287.79,USD
756067699-5,Capital City,0,0,1,1,15024.05,JOD
263950272-7,Amman,0,2,1,0,51362.81,JOD
075732650-1,Capital City,0,1,0,1,49151.79,USD
566690869-3,zaqra,1,0,0,1,52226.23,JOD
380685517-X,amman,2,2,1,1,20384.69,JOD
628964635-4,A'zarqa,1,1,0,2,37866.62,USD
529049228-3,amman,0,1,2,2,36842.58,JOD
175113168-8,amman,1,1,0,2,32698.82,USD
561479661-4,zaqra,0,2,0,1,36243.68,USD
965725237-7,amman,0,0,0,2,16619.97,USD
874279962-7,Zarqa,1,1,2,1,51447.18,USD
614132451-7,Zarqa,0,2,0,2,18212.82,USD
271848929-4,amman,1,2,1,2,39320.30,USD
432812546-X,amman,1,1,2,0,13257.41,USD
200478494-6,Amman,0,2,2,2,21103.87,JOD
870798266-6,A'zarqa,1,2,1,0,50782.86,USD
143375603-X,Zarqa,2,1,1,1,20688.65,USD
480817640-8,zaqra,2,1,1,0,19489.42,USD
861958956-3,amman,1,1,0,2,31802.21,JOD
010590741-3,Capital City,0,0,1,0,42631.65,JOD
587061902-5,A'zarqa,2,0,1,1,30099.00,JOD
840925113-2,zaqra,2,0,0,1,23880.55,JOD
411657579-8,amman,2,2,2,0,49402.61,JOD
969323268-2,amman,2,2,2,0,12790.32,JOD
209059909-X,amman,0,0,1,1,12527.64,JOD
056124383-2,Capital City,0,1,0,1,40401.33,USD
454710119-1,zaqra,0,2,2,1,35525.88,JOD
689679248-5,zaqra,0,1,2,1,51126.28,JOD
256187187-8,Amman,2,1,1,2,15088.42,JOD
459636884-8,Zarqa,0,1,1,2,51035.86,JOD
429957485-0,A'zarqa,1,2,1,1,42793.59,JOD
871440209-2,Capital City,0,0,0,0,28279.93,JOD
648766768-4,Amman,2,2,1,2,36811.25,USD
315361135-1,Zarqa,1,2,0,0,36266.27,JOD
963855400-2,amman,1,0,2,2,39533.35,JOD
708324471-5,Zarqa,2,0,1,2,49220.89,USD
573578566-4,Capital City,2,1,0,0,19915.93,USD
582379070-8,amman,2,0,1,2,43660.77,JOD
437880328-3,amman,1,2,1,2,48842.64,USD
773990142-3,Zarqa,2,0,2,1,23099.07,JOD
671725476-9,Amman,0,1,0,0,39567.25,USD
220646421-7,Amman,2,1,1,1,17870.64,JOD
940278079-3,amman,2,1,2,2,39732.64,USD
919691150-6,,0,0,2,2,30855.13,USD
722332390-6,A'zarqa,1,2,0,0,44386.15,USD
539786621-0,A'zarqa,1,2,0,0,44621.67,USD
795738029-8,amman,1,0,0,0,26047.52,JOD
143079616-2,zaqra,1,2,0,1,48045.24,JOD
878397159-9,Capital City,0,1,0,0,50340.51,JOD
240212227-7,Capital City,1,2,0,0,20861.69,JOD
228039283-6,Amman,2,1,0,1,19475.91,USD
734899404-0,A'zarqa,1,0,2,0,21527.72,JOD
779058724-2,Zarqa,1,2,2,1,38127.88,USD
535665189-9,Zarqa,0,1,1,0,41907.80,JOD
022862590-4,A'zarqa,0,0,1,0,50862.55,USD
403658712-9,Amman,2,1,1,0,28375.50,JOD
169668941-4,zaqra,1,0,0,0,12280.41,JOD
273471873-1,A'zarqa,0,0,0,0,30485.88,USD
537708698-8,zaqra,2,2,0,0,38433.66,USD
185010134-5,zaqra,1,2,0,1,24274.59,JOD
608136462-3,A'zarqa,0,1,2,0,13905.69,USD
324209151-5,Zarqa,1,2,0,0,21005.43,USD
295733315-5,A'zarqa,2,2,2,1,16295.78,JOD
709618101-6,Capital City,0,0,0,1,50807.36,USD
966334244-7,Zarqa,1,1,0,0,50504.15,USD
617290124-9,amman,1,2,0,0,51368.87,JOD
453861180-8,Amman,2,1,1,1,15100.74,JOD
836855205-2,Amman,1,2,1,1,46382.52,USD
092555191-0,zaqra,1,2,0,0,41278.33,JOD
475538969-0,Amman,1,1,0,2,16368.22,JOD
137400407-3,Zarqa,1,1,0,0,52568.37,JOD
732371999-2,Amman,1,2,2,1,46881.61,USD
176577559-0,Amman,0,2,2,0,25247.70,JOD
335397356-7,Amman,1,1,2,2,46614.03,USD
327684072-3,Capital City,0,1,0,2,15421.59,JOD
250353190-3,Capital City,1,1,1,1,19737.77,USD
853346830-X,Amman,0,2,1,0,31000.91,JOD
039042161-8,A'zarqa,2,2,1,2,47998.15,USD
935310507-2,zaqra,0,0,0,1,27497.77,USD
340150566-1,zaqra,2,0,0,0,52400.31,JOD
736405430-8,Zarqa,2,2,2,2,19846.34,JOD
509680857-2,,0,0,0,1,19154.33,JOD
926604611-6,Capital City,0,1,1,1,43132.58,JOD
373051390-7,Zarqa,2,0,2,0,51326.71,USD
915127689-5,,2,1,0,0,52093.61,USD
767033870-9,,2,0,2,0,21349.47,JOD
396826839-3,Capital City,1,0,0,2,51613.78,USD
213766269-8,Zarqa,0,0,1,0,39973.79,USD
710647291-3,A'zarqa,2,0,0,2,44301.56,USD
868661206-7,Zarqa,2,0,2,1,32531.11,USD
110784250-6,Amman,0,1,0,1,16797.99,JOD
376847321-X,Zarqa,2,0,1,1,39743.64,USD
280151255-9,zaqra,1,0,2,0,37327.53,USD
435101158-0,amman,0,2,1,0,20350.26,JOD
323516602-5,A'zarqa,1,2,2,0,29959.97,JOD
876210003-3,Capital City,0,2,2,1,45848.11,JOD
739008863-X,zaqra,0,0,0,2,37051.01,USD
638110692-1,Capital City,1,2,2,0,13680.66,USD
886647736-2,A'zarqa,0,1,2,0,14579.53,JOD
789111200-2,amman,2,1,0,1,29527.96,JOD
036749553-8,Zarqa,1,2,1,2,14148.90,USD
553386906-9,zaqra,0,2,0,2,30806.78,USD
406061545-5,Capital City,1,1,2,1,14244.76,JOD
399580349-0,Amman,2,1,1,2,13888.00,USD
343386569-8,Zarqa,1,0,0,1,18856.16,JOD
822704117-5,zaqra,0,0,2,0,26894.26,JOD
472743658-2,Capital City,0,2,2,1,47248.38,JOD
412921557-4,A'zarqa,0,2,2,2,36109.90,USD
022696024-2,A'zarqa,1,1,2,0,39382.01,JOD
601170398-4,Capital City,1,0,1,0,18168.36,JOD
268393211-1,Amman,1,1,1,2,31737.26,USD
697285137-8,amman,0,1,2,0,14711.33,USD
976874167-8,zaqra,1,1,0,2,31772.17,USD
867089623-0,Zarqa,0,1,2,2,35853.11,USD
469719207-9,Amman,1,2,2,2,18672.06,JOD
433441880-5,amman,2,1,2,2,31448.24,JOD
094208616-3,Zarqa,2,2,0,2,15493.84,USD
981430378-X,Amman,1,0,2,2,26659.33,USD
044638243-4,,0,0,1,1,42159.23,JOD
454078014-X,zaqra,2,1,1,0,48939.76,JOD
317611036-7,A'zarqa,0,0,0,2,30831.74,USD
183724701-3,Zarqa,2,2,2,0,50591.36,USD
367939921-9,Capital City,2,1,1,1,49424.11,JOD
569909282-X,A'zarqa,1,0,1,0,26223.63,JOD
178090923-3,A'zarqa,1,2,2,2,25473.42,USD
647819567-8,Capital City,0,2,2,1,20639.66,USD
292197132-1,A'zarqa,1,1,1,2,18912.46,USD
552357334-5,Amman,0,1,0,1,50926.71,JOD
007914467-5,Zarqa,2,1,0,0,45168.56,JOD
486436346-3,Zarqa,0,1,1,0,16831.84,JOD
643433082-0,amman,2,1,0,0,33218.47,USD
089470840-6,zaqra,2,0,1,2,32204.67,JOD
442027956-7,A'zarqa,1,0,2,0,51166.43,JOD
179556549-7,Zarqa,0,1,1,1,21773.19,JOD
527089255-3,Zarqa,0,1,2,0,28784.62,JOD
915669656-6,Amman,0,0,0,1,27017.04,USD
106044025-3,,1,2,0,1,29666.43,USD
816519615-4,A'zarqa,1,2,1,0,45693.05,JOD
433449880-9,Amman,0,2,2,2,27925.37,USD
771927804-6,Zarqa,2,1,2,0,45367.14,USD
712145887-X,zaqra,1,0,0,0,42330.96,USD
857539021-X,Capital City,2,0,1,1,28827.74,USD
477225764-0,amman,1,0,0,0,21370.43,USD
037509779-1,Amman,0,1,1,1,17980.79,USD
824486518-0,zaqra,2,1,2,1,14709.11,USD
007252172-4,A'zarqa,1,2,1,2,50760.45,JOD
957596937-5,Zarqa,2,2,1,0,43542.98,JOD
470435958-1,zaqra,2,0,1,1,25183.43,JOD
184146792-8,Zarqa,0,2,0,0,43956.69,JOD
600251125-3,zaqra,1,1,0,1,15265.07,USD
029188692-2,A'zarqa,1,2,0,0,51951.08,USD
960057532-0,Capital City,0,2,2,1,50186.65,JOD
662306890-2,A'zarqa,1,2,1,1,24587.92,JOD
366029916-2,zaqra,0,2,2,2,18615.92,USD
530904195-8,Zarqa,2,1,0,1,35934.34,JOD
795134004-9,Amman,0,2,0,1,46933.62,USD
431250035-5,,0,0,2,2,18829.42,USD
073315275-9,Amman,0,1,1,0,34247.23,USD
444008306-4,Amman,1,2,2,1,38148.22,JOD
428109728-7,A'zarqa,0,2,1,1,39408.94,USD
458832268-0,Capital City,1,2,2,0,29997.88,JOD
469014389-7,,0,0,2,0,24364.86,USD
799831992-5,amman,2,0,2,1,13855.75,USD
680651564-9,amman,2,2,0,2,43524.48,JOD
421883244-7,Zarqa,0,2,2,1,40653.25,JOD
203448637-4,Capital City,0,2,0,0,51210.09,USD
975428461-X,zaqra,1,0,0,2,27915.84,USD
695006869-7,zaqra,2,2,0,0,16729.63,USD
294465442-X,,2,2,1,2,39244.09,USD
302134494-1,zaqra,0,2,1,2,49925.38,JOD
236482470-2,zaqra,1,0,1,1,47713.66,JOD
494726155-2,Capital City,0,1,2,2,29387.96,JOD
622241970-4,Zarqa,0,2,0,0,38474.72,USD
863682872-4,zaqra,2,0,1,0,19540.88,USD
209366480-1,zaqra,2,1,1,1,30600.70,JOD
271710605-7,A'zarqa,1,2,2,0,51597.15,USD
585247530-0,A'zarqa,2,2,1,0,39362.10,USD
093104803-6,Amman,1,0,2,2,35252.53,JOD
124760492-6,,2,1,0,1,14950.72,USD
381682130-8,Zarqa,2,1,1,0,51623.04,JOD
694816448-X,Capital City,1,2,2,2,50760.28,USD
344148867-9,Capital City,0,0,2,0,21217.81,USD
477812652-1,Zarqa,0,0,2,2,35624.82,JOD
978916228-6,Zarqa,1,1,0,2,47582.23,USD
381982811-7,Amman,1,2,1,2,37084.30,USD
863180216-6,,1,1,2,0,34485.73,USD
178317723-3,Amman,1,1,1,1,36319.44,JOD
412730893-1,Zarqa,0,2,1,1,25757.29,USD
228467992-7,amman,0,2,1,0,37854.49,USD
038149343-1,Capital City,0,0,2,1,28274.95,JOD
629938301-1,Amman,0,2,2,1,32098.88,USD
248505091-0,amman,0,0,0,1,37400.15,JOD
052420006-8,Amman,0,2,2,2,42004.84,JOD
986680297-3,zaqra,0,2,0,1,36344.33,JOD
601461135-5,Amman,2,2,1,2,36576.36,USD
762295140-4,zaqra,1,1,1,1,14909.49,USD
741962692-8,zaqra,1,1,1,0,26980.83,JOD
848858182-3,amman,1,2,2,2,40207.53,JOD
640926858-0,Amman,1,0,1,0,17370.08,USD
050265228-4,zaqra,0,1,0,2,37562.31,USD
033324645-4,Zarqa,0,2,1,0,39592.12,USD
768963582-2,A'zarqa,2,2,1,1,21307.35,JOD
524275429-X,Capital City,2,2,0,0,27575.01,JOD
227406035-5,Zarqa,1,1,0,1,29567.11,JOD
366160529-1,Capital City,0,0,2,0,35646.05,JOD
478099523-X,zaqra,1,0,2,2,20150.51,JOD
104891868-8,Amman,0,2,1,0,40544.73,USD
532444460-X,zaqra,0,0,0,1,33080.48,USD
380688918-X,Zarqa,2,1,0,0,26961.35,USD
113397613-1,,0,2,2,2,43988.26,JOD
170328724-X,Capital City,0,2,1,0,16753.91,USD
467948051-3,zaqra,2,1,2,0,41860.73,JOD
593721419-6,,1,0,2,2,15329.13,JOD
220257701-7,Capital City,1,2,1,0,30451.03,JOD
500430843-8,Zarqa,0,2,0,0,32889.20,USD
650790694-8,Zarqa,2,2,0,2,44844.30,USD
438978204-5,Amman,2,1,0,0,36379.46,JOD
157381012-6,Zarqa,1,0,1,1,51416.76,JOD
622191056-0,zaqra,1,1,0,1,17568.67,USD
343942231-3,A'zarqa,0,2,0,0,42665.07,USD
454100087-3,zaqra,0,1,2,2,18636.81,USD
595229370-0,Amman,0,1,1,2,29077.62,USD
333869158-0,amman,1,0,1,2,16081.53,USD
709173653-2,Amman,1,0,2,2,36496.86,JOD
046538675-X,Amman,1,1,0,0,41200.02,JOD
033648574-3,Amman,1,0,0,2,26169.49,JOD
440070270-7,amman,0,0,0,0,35284.32,USD
269309919-6,Capital City,2,0,2,1,43381.55,JOD
687993031-X,Capital City,1,1,0,2,43329.97,JOD
223485896-8,Zarqa,2,2,2,2,33892.30,USD
851698862-7,zaqra,0,2,0,0,46035.17,USD
392907745-0,Zarqa,0,2,2,2,37168.27,JOD
966994825-8,Capital City,1,2,2,2,40402.93,JOD
572224107-5,Amman,1,0,0,1,40074.46,JOD
820309021-4,Zarqa,0,1,0,2,13292.96,USD
417681219-2,Zarqa,1,2,2,0,34136.02,JOD
795401583-1,,1,2,2,0,27059.33,USD
721971065-8,,1,1,0,2,47093.38,JOD
067661917-7,A'zarqa,1,1,2,0,43538.93,USD
043820613-4,A'zarqa,2,0,1,0,22473.95,USD
087947414-9,A'zarqa,0,2,1,1,48202.59,JOD
647189681-6,Capital City,1,1,0,1,12619.84,JOD
229111457-3,Zarqa,2,2,2,0,13662.88,JOD
310615883-2,Zarqa,1,0,1,2,27041.89,USD
777075635-9,A'zarqa,1,0,2,0,48706.51,JOD
779886447-4,Zarqa,0,1,2,2,33469.81,JOD
342519218-3,A'zarqa,2,1,2,1,50658.38,JOD
979395249-0,Zarqa,1,1,0,2,18680.59,JOD
083315668-3,Capital City,1,0,1,2,37257.78,USD
961893836-0,zaqra,0,1,1,1,32134.89,JOD
168511842-9,Capital City,1,2,1,2,12302.35,USD
985838135-2,A'zarqa,0,1,0,0,43330.79,USD
964804761-8,amman,0,0,0,1,22881.21,USD
684248547-9,amman,1,0,2,1,13213.64,JOD
858049037-5,A'zarqa,0,2,0,0,15952.69,USD
852332432-1,Zarqa,2,0,0,0,44325.22,JOD
256725335-1,zaqra,1,1,0,2,46914.13,JOD
970614865-5,Amman,0,1,1,0,21449.27,JOD
168989413-X,zaqra,1,0,0,1,14265.31,JOD
255738291-4,Amman,1,2,1,1,30923.33,USD
318478965-9,Amman,1,2,2,0,25532.82,JOD
278050600-8,amman,0,0,2,1,39462.35,USD
790968437-1,amman,2,1,2,0,35714.10,JOD
010283871-2,Capital City,1,0,1,2,15074.22,USD
097811331-4,Amman,0,2,2,2,18539.95,JOD
517895690-7,Capital City,1,2,2,1,41613.39,USD
208904021-1,A'zarqa,0,2,1,0,29802.10,JOD
362633390-6,amman,0,2,0,0,46883.08,JOD
267146072-4,Capital City,1,1,2,1,51115.52,JOD
117551653-8,zaqra,1,2,0,2,38695.33,USD
238213421-6,amman,0,1,1,1,45883.34,USD
055044658-3,Capital City,2,2,1,0,33020.71,JOD
507461185-7,Capital City,0,0,2,0,15542.79,JOD
386199663-4,A'zarqa,0,0,0,1,15366.97,JOD
455306076-0,zaqra,0,1,0,0,37528.59,JOD
171569996-3,zaqra,2,1,0,0,34350.85,JOD
439884909-2,zaqra,2,1,0,2,47788.72,USD
621641637-5,A'zarqa,0,2,2,0,16461.36,JOD
502583602-6,Capital City,0,1,1,0,18862.66,JOD
824956621-1,Capital City,0,2,2,0,20776.48,USD
286085531-9,zaqra,2,1,0,0,18700.77,JOD
333712781-9,Zarqa,1,2,2,1,51184.11,JOD
185395956-1,Amman,2,2,2,2,12303.47,USD
596782516-9,A'zarqa,2,0,2,0,43527.22,JOD
684613644-4,zaqra,2,0,0,0,30686.19,USD
196753694-5,amman,1,0,0,1,15337.39,JOD
259496437-9,amman,0,0,0,1,20064.40,USD
995361034-7,Zarqa,2,1,0,1,28238.69,JOD
484516793-X,Amman,1,2,1,1,30967.85,USD
706811146-7,Amman,1,0,2,2,24492.31,USD
400480431-0,,2,2,2,1,15618.72,USD
884128020-4,zaqra,0,0,1,2,25136.41,JOD
236466916-2,A'zarqa,1,0,0,1,48087.22,USD
888176917-4,A'zarqa,0,2,0,1,16669.76,JOD
957062529-5,amman,1,0,0,1,29902.53,JOD
603879530-8,zaqra,0,0,2,2,45917.25,JOD
308776580-5,amman,1,0,1,0,48410.87,JOD
979649036-6,Zarqa,2,0,1,2,30609.70,USD
494086500-2,Zarqa,1,1,1,2,41408.99,JOD
617873123-X,amman,0,2,2,1,26885.11,USD
146747707-9,zaqra,2,2,1,1,31634.80,USD
154624639-8,Amman,1,2,1,2,27993.30,JOD
119206455-0,A'zarqa,1,1,1,2,12341.26,USD
217968820-2,Amman,2,0,2,2,43279.92,JOD
214999672-3,A'zarqa,1,0,2,2,27465.42,USD
661873402-9,Capital City,0,0,1,2,39606.73,JOD
716196258-7,Capital City,0,2,2,2,34788.22,USD
643849284-1,,0,2,2,2,13905.31,USD
873188098-3,amman,0,0,1,2,25819.36,JOD
911447585-5,Zarqa,2,1,0,2,32038.82,USD
117196280-0,Amman,2,2,0,2,42077.70,USD
591960490-5,zaqra,1,2,2,2,42675.82,USD
130668605-9,Amman,2,1,1,0,34726.37,JOD
631373681-8,Amman,2,1,1,1,16409.16,JOD
960724290-4,Zarqa,1,0,1,0,16713.26,JOD
701425091-4,amman,1,1,0,0,34049.90,USD
682159005-2,Amman,2,1,0,2,33601.25,USD
546575777-9,zaqra,0,0,1,1,52627.15,JOD
139734687-6,zaqra,1,2,1,2,41017.13,USD
972251959-X,A'zarqa,2,0,0,2,32246.94,JOD
184801518-6,Amman,0,0,1,0,48498.18,USD
755983352-7,amman,2,0,1,2,52904.64,JOD
420429365-4,Amman,0,2,0,1,37914.37,JOD
758045618-4,Zarqa,0,2,1,2,34443.73,USD
860721722-4,zaqra,2,2,2,0,45437.37,USD
757981336-X,zaqra,0,2,1,0,29174.48,USD
950910307-1,Zarqa,0,2,1,0,31735.02,USD
522208167-2,zaqra,0,2,1,0,41177.61,JOD
814969910-4,Zarqa,1,0,0,0,19498.54,USD
529878601-4,zaqra,1,2,2,1,43829.79,JOD
977848747-2,Capital City,2,1,2,2,28708.81,JOD
337297407-7,Zarqa,0,2,0,1,14739.91,USD
417978948-5,Capital City,2,2,1,0,35467.08,JOD
310247796-8,A'zarqa,2,0,1,1,49801.32,USD
740433143-9,zaqra,1,1,2,2,32773.91,JOD
188424876-4,Capital City,0,0,1,2,28830.73,JOD
050959534-0,Zarqa,0,0,2,0,51315.06,USD
077857577-2,zaqra,1,0,0,1,22709.28,JOD
728320645-0,Amman,2,2,1,0,42529.61,USD
626492199-8,zaqra,2,2,2,2,43093.63,USD
065857626-7,A'zarqa,1,0,0,0,30550.41,JOD
218431281-9,zaqra,1,1,0,2,31004.04,JOD
753564414-7,Capital City,2,2,1,0,19775.49,JOD
927122650-X,Zarqa,2,1,2,1,20936.32,JOD
145295862-9,zaqra,1,1,0,1,36173.01,JOD
223204507-2,zaqra,0,0,1,1,18178.77,JOD
946144594-6,Capital City,1,0,1,1,50497.82,USD
717792249-0,amman,1,2,0,2,48073.41,JOD
440441538-9,Amman,1,1,1,1,19595.66,USD
498057227-8,Zarqa,0,2,1,0,41063.12,USD
188853790-6,zaqra,2,0,1,1,17709.39,USD
259793654-6,amman,0,0,0,0,12914.61,USD
417514212-6,A'zarqa,2,1,2,0,26759.54,USD
768204480-2,Amman,2,1,1,0,40868.63,JOD
351924607-4,amman,1,0,1,0,39868.94,JOD
045711777-X,Amman,2,0,2,0,34326.98,JOD
913162092-2,Zarqa,1,0,2,2,21072.83,JOD
270271142-1,Capital City,1,2,2,0,46826.30,JOD
744172077-X,Amman,1,2,0,0,37012.34,JOD
111749924-3,zaqra,1,1,0,0,21737.83,JOD
271580252-8,zaqra,1,0,0,2,40006.90,JOD
846056035-X,amman,1,1,1,2,25937.91,USD
672165645-0,zaqra,1,0,2,2,33704.52,USD
216701882-7,Zarqa,0,2,1,1,48171.98,JOD
820785750-1,amman,0,1,0,1,26009.11,USD
865772227-5,amman,0,0,0,1,23033.17,JOD
482496036-3,amman,0,0,0,0,31019.76,JOD
309376623-0,A'zarqa,0,0,0,2,30241.40,JOD
938835953-4,zaqra,2,2,1,2,47851.51,USD
978091996-1,Amman,2,1,1,2,34108.69,JOD
071289654-6,amman,1,1,1,2,40238.02,USD
536412377-4,zaqra,1,2,0,0,34724.65,JOD
113144987-8,Amman,0,0,0,2,27217.03,USD
481544668-7,amman,0,2,0,1,24673.50,USD
350709927-6,Capital City,0,2,2,1,12847.56,JOD
073173540-4,Zarqa,2,0,2,1,52335.79,JOD
093220327-2,Zarqa,0,2,2,0,33556.61,USD
791612206-5,zaqra,1,0,1,0,48286.47,USD
718720652-6,A'zarqa,1,0,1,2,43706.65,JOD
681176976-9,Capital City,2,1,0,0,15208.39,USD
087687811-7,A'zarqa,2,0,0,0,50984.17,USD
865802593-4,,1,0,0,1,46410.91,JOD
926334578-3,Zarqa,0,1,0,0,27321.57,USD
325029946-4,Capital City,1,2,1,1,30131.55,JOD
779025854-0,Zarqa,1,0,2,2,44974.08,USD
023185080-8,Amman,2,2,1,2,34920.42,USD
933989362-X,,1,0,1,1,52071.64,JOD
179077289-3,A'zarqa,2,2,0,0,50547.29,JOD
701352584-7,Amman,2,2,2,0,46147.26,JOD
261734184-4,amman,1,0,1,0,48908.20,USD
326567108-9,Zarqa,2,1,1,1,25087.44,USD
280176438-8,Zarqa,2,0,0,0,20003.17,JOD
299318988-3,A'zarqa,2,0,1,2,18230.24,JOD
255894067-8,Zarqa,1,0,0,2,34440.15,JOD
285530915-8,A'zarqa,0,2,1,0,16164.37,USD
110193983-4,Zarqa,0,1,0,2,50339.99,JOD
034783809-X,Amman,0,1,1,2,15910.88,JOD
622831354-1,A'zarqa,2,2,2,2,28413.78,USD
145610171-4,Amman,2,0,0,2,20652.37,JOD
825622179-8,A'zarqa,0,2,2,1,45008.11,USD
932295951-7,Zarqa,2,2,0,0,28699.72,USD
122407506-4,Zarqa,2,0,0,2,28651.74,JOD
232349568-2,amman,1,1,0,2,23698.54,JOD
266185048-1,Amman,0,0,2,1,52561.80,USD
677087856-9,zaqra,2,0,1,1,22940.26,USD
040951369-5,A'zarqa,1,0,0,0,49711.96,USD
699332986-7,,1,0,0,0,23535.11,USD
144599342-2,zaqra,0,2,1,2,25928.54,JOD
584716253-7,Amman,0,0,2,2,30148.22,JOD
077009010-9,Zarqa,2,0,1,2,37841.48,JOD
202408919-4,zaqra,2,2,1,2,48007.00,USD
030122353-X,A'zarqa,2,2,0,2,40613.24,USD
092006738-7,A'zarqa,2,2,0,1,20800.43,USD
086481918-8,Zarqa,2,1,1,1,46759.93,JOD
007579410-1,Capital City,2,0,2,0,23673.12,JOD
776483684-2,Amman,0,2,0,0,20149.33,USD
087711410-2,amman,1,0,0,2,28160.19,JOD
402909057-5,Amman,1,2,1,2,29022.99,USD
523533757-3,zaqra,2,2,2,2,24852.73,JOD
853738326-0,zaqra,1,1,0,0,16163.43,USD
283046773-6,A'zarqa,2,2,0,0,42595.27,JOD
188230985-5,zaqra,0,0,2,1,37344.66,USD
350252854-3,Zarqa,2,2,2,0,34670.59,USD
394115386-2,A'zarqa,0,2,0,2,49297.49,USD
589197534-3,Capital City,2,1,1,2,45090.31,USD
773151090-5,zaqra,0,1,2,2,37973.39,JOD
723868334-2,amman,1,2,2,2,43587.39,USD
830938530-7,Zarqa,1,0,2,1,18107.87,JOD
586188174-X,Capital City,2,2,1,0,16886.47,JOD
977820238-9,Zarqa,0,0,2,1,17763.38,USD
562314095-5,amman,2,2,0,2,40512.32,USD
710592875-1,Capital City,2,0,1,0,21410.20,JOD
734252533-2,amman,1,0,0,2,17941.62,USD
568498885-7,zaqra,2,1,1,0,17918.92,USD
724040082-4,Capital City,0,1,2,2,51756.66,USD
334899934-0,A'zarqa,2,2,1,1,24516.81,JOD
219416108-2,Amman,1,1,2,2,48612.50,USD
414252456-9,Amman,1,0,2,1,47930.40,JOD
370450522-6,zaqra,2,1,1,1,18371.02,USD
598558016-4,Amman,2,0,0,1,26043.37,USD
924001628-7,zaqra,1,2,0,1,16198.05,JOD
940235279-1,amman,2,0,2,0,30582.23,USD
757210101-1,zaqra,2,0,0,2,30418.59,JOD
646664583-5,zaqra,2,0,0,2,41107.05,JOD
023534084-7,,1,1,1,1,45346.42,JOD
025239126-8,A'zarqa,1,0,0,2,18204.55,USD
340332284-X,Amman,1,0,0,1,18946.13,JOD
952325699-8,zaqra,0,0,0,2,51261.88,USD
690815385-1,amman,1,0,2,1,34241.10,USD
278063093-0,A'zarqa,0,2,0,2,28892.09,USD
834218848-5,amman,1,0,2,1,13357.47,JOD
283696958-X,Zarqa,2,2,0,1,33883.79,USD
091177891-8,Capital City,0,1,0,0,23502.62,JOD
995277233-5,Zarqa,2,1,2,1,52856.39,USD
642333347-5,Amman,0,2,1,1,36599.38,USD
492514704-8,Amman,2,1,1,0,15912.68,USD
159980156-6,Zarqa,2,1,0,2,25842.53,USD
464946500-1,A'zarqa,0,2,0,0,43184.16,JOD
755690898-4,A'zarqa,2,1,0,0,25489.88,JOD
408562376-1,Amman,1,0,0,0,52035.57,JOD
666165805-3,Zarqa,0,0,2,0,46994.13,USD
541023251-8,Amman,0,1,2,0,41626.12,JOD
331045139-9,Zarqa,0,0,1,1,39697.54,JOD
061848926-6,amman,2,0,0,1,31870.37,USD
427331500-9,Amman,1,1,0,2,47426.94,JOD
