Company,Country,Department-1,Department-2,Department-3,Department-4,Salary,Currency
620919475-3,egypt,2,1,2,2,1485.52,JOD
328251762-9,Jordan,2,2,1,0,786.61,JOD
316522930-9,jod,0,1,0,0,1496.44,USD
847497799-1,Jordan,1,0,2,0,1239.70,JOD
936829211-6,Jordan,0,2,0,2,1190.98,Euro
219816205-9,Kuwait,0,1,0,0,1267.68,USD
086464187-7,Egypt,1,0,2,1,733.45,euro
014150226-6,jod,2,1,1,2,1024.18,$
863519408-X,JOD,1,2,1,1,1337.91,$
822270802-3,JOD,2,1,2,1,1053.89,usd
926141046-4,Egypt,1,2,2,1,1258.17,JOD
273424513-2,,2,0,,0,1245.46,$
963541632-6,JOD,2,1,0,1,1246.17,$
425836514-9,JOD,1,2,0,1,1099.48,euro
945302606-9,Kuwait,2,1,2,1,949.52,euro
037346005-8,jod,2,2,0,2,876.87,usd
966387645-X,jod,1,2,0,0,658.09,$
579319956-X,JOD,1,2,2,0,631.96,USD
375738858-5,Jordan,0,0,0,1,737.96,JOD
979021071-X,Jordan,1,2,2,2,927.59,euro
954905412-8,JOD,1,0,1,1,969.34,JOD
951163382-1,Egypt,0,1,1,2,1220.11,JOD
611044192-9,Kuwait,0,0,0,2,765.55,JOD
317179069-6,Kuwait,0,1,1,2,847.36,$
334479267-9,Jordan,1,1,2,2,1213.87,usd
631596774-4,Egypt,2,0,1,2,1419.30,Euro
033187431-8,egypt,2,1,1,1,770.24,USD
557980043-6,Egypt,0,1,2,1,912.56,USD
965659217-4,jod,0,1,2,1,1075.86,euro
736639783-0,Kuwait,0,1,0,0,1029.28,JOD
848773368-9,Egypt,0,0,0,1,730.05,Euro
200282447-9,jod,2,2,0,2,693.64,usd
431096352-8,Egypt,0,0,0,1,1054.42,USD
979399000-7,egypt,2,1,0,0,1323.31,Euro
643915889-9,Jordan,1,0,1,0,795.59,JOD
904470737-X,Jordan,0,2,1,2,688.11,$
023829340-8,Kuwait,1,2,0,1,1138.25,Euro
873905077-7,Kuwait,1,0,1,0,751.32,JOD
791315600-7,Kuwait,1,1,0,2,1297.28,usd
694598207-6,Jordan,2,0,1,0,916.28,euro
885657100-5,Egypt,0,2,1,2,666.52,usd
904799526-0,Kuwait,2,1,1,0,1335.47,USD
476366250-3,Kuwait,1,0,2,1,715.30,usd
539358733-3,Egypt,0,0,2,0,611.96,USD
396764426-X,jod,0,0,2,0,639.57,usd
875773565-4,egypt,0,2,2,0,1391.45,euro
389939875-0,Egypt,0,1,1,2,652.50,$
714517367-0,Jordan,2,2,0,1,1487.56,JOD
120745376-5,Kuwait,2,2,2,2,1319.16,JOD
699686745-2,jod,0,2,2,0,1131.24,euro
263976455-1,jod,2,0,1,2,755.93,USD
674896909-3,egypt,0,0,0,1,1090.44,euro
112974185-0,JOD,0,0,2,1,1168.44,USD
592696970-0,Jordan,2,2,1,1,1303.53,usd
199881700-8,Kuwait,0,1,2,1,631.79,JOD
150345171-2,egypt,2,2,0,0,781.67,Euro
433548183-7,Jordan,2,2,1,2,1376.75,JOD
360438103-7,Jordan,2,2,1,1,1294.81,Euro
032729643-7,JOD,1,1,2,0,662.07,Euro
878886168-6,Egypt,2,1,1,1,1492.17,$
031735086-2,Kuwait,1,0,0,0,1138.93,JOD
431009145-8,Jordan,0,2,0,2,697.00,Euro
469844074-2,JOD,1,0,2,0,1468.51,Euro
220128462-8,Egypt,0,2,2,1,821.30,USD
157381016-9,Kuwait,2,2,1,0,1430.13,$
207315193-0,egypt,1,2,1,0,962.67,JOD
031137226-0,JOD,2,0,0,1,852.63,usd
964784592-8,jod,1,0,1,2,608.54,USD
774167146-4,JOD,2,2,1,2,732.21,Euro
739729057-4,Jordan,2,2,2,2,890.11,JOD
217051605-0,Kuwait,1,2,1,1,1197.63,JOD
117571308-2,JOD,0,2,0,2,1343.32,usd
297371772-8,Egypt,0,2,1,1,1476.84,JOD
454904610-4,Jordan,1,2,1,1,1253.88,JOD
912126330-2,JOD,0,1,0,0,1433.11,$
336593852-4,jod,2,1,2,2,1161.23,usd
078378280-2,JOD,1,1,0,2,1051.28,usd
274575966-3,Jordan,2,1,0,1,695.03,euro
630903339-5,JOD,2,0,1,2,825.86,USD
967331725-9,Egypt,2,2,0,1,722.61,$
612580401-1,jod,2,1,1,1,770.22,USD
501567219-5,JOD,0,1,1,1,686.03,euro
323046047-2,Jordan,0,1,1,0,694.14,$
960103769-1,jod,1,1,2,2,866.31,euro
275887472-5,JOD,1,1,2,2,996.44,JOD
706455182-9,Kuwait,0,1,0,0,1063.80,euro
282174605-9,JOD,1,1,2,1,1333.06,euro
097857621-7,egypt,1,2,1,2,1281.82,Euro
259979203-7,egypt,2,0,2,2,1290.80,JOD
744066745-X,jod,0,2,1,0,889.43,$
446570249-3,jod,0,2,1,2,1094.44,usd
761840306-6,Egypt,2,0,2,0,794.46,USD
216433146-X,JOD,1,1,1,0,677.56,usd
285537265-8,Jordan,1,2,1,2,1174.60,$
463917419-5,Jordan,0,0,1,1,709.71,$
546513467-4,egypt,0,1,1,1,798.69,euro
360349220-X,JOD,2,1,1,0,1204.75,USD
122893062-7,Kuwait,1,1,1,1,856.72,Euro
427811450-8,egypt,0,2,1,0,836.26,JOD
585510958-5,Jordan,1,1,0,2,1357.63,Euro
764939107-8,Kuwait,0,2,0,2,737.26,$
902774450-5,egypt,2,1,2,2,717.35,USD
291247938-X,Jordan,1,1,0,2,1439.36,USD
639840882-9,Kuwait,1,2,2,2,1065.17,euro
909756438-7,Kuwait,0,0,2,0,1170.26,$
502980555-9,Jordan,0,0,2,0,1455.72,euro
320755331-1,egypt,0,0,0,0,698.61,Euro
017228377-9,,1,1,,0,814.76,$
302942274-7,Kuwait,1,0,0,2,1092.10,$
849008162-X,egypt,0,1,2,1,881.66,Euro
698938160-4,JOD,2,1,2,0,830.43,euro
463082661-0,egypt,2,2,1,1,1065.30,$
937985422-6,Egypt,2,2,1,1,1132.78,euro
472026811-0,Kuwait,0,0,2,1,1486.40,usd
064759843-4,JOD,2,0,2,0,1444.94,USD
933740739-6,egypt,0,2,2,0,1027.46,euro
306542869-5,,2,2,,0,1359.32,Euro
451208005-8,Jordan,1,2,2,1,1211.41,usd
463646298-X,Jordan,1,0,0,2,626.27,JOD
342585239-6,Egypt,1,0,0,2,1476.47,USD
996096572-4,Jordan,1,1,0,0,971.85,usd
261292448-5,JOD,2,2,0,0,1444.37,USD
393138913-8,Jordan,0,1,1,1,936.06,JOD
570086412-6,Jordan,2,1,2,1,1057.08,JOD
297427524-9,Kuwait,2,1,0,0,750.84,euro
255906920-2,Kuwait,2,0,0,1,882.86,usd
091936929-4,Jordan,2,2,1,1,1481.07,euro
297647615-2,egypt,0,2,0,0,940.80,Euro
327694381-6,Kuwait,2,1,0,2,1064.86,JOD
875108210-1,egypt,2,2,2,2,1438.45,usd
159387317-4,Jordan,0,0,0,2,619.05,euro
907907640-6,Kuwait,1,2,1,0,847.71,usd
184006877-9,Egypt,2,1,2,2,690.84,Euro
899720337-1,JOD,0,1,0,0,994.73,usd
273437472-2,,2,2,,0,776.26,$
792986481-2,JOD,2,2,1,2,728.52,$
862176825-9,jod,1,1,2,1,1012.55,USD
269441982-8,egypt,1,2,0,1,1372.81,JOD
953648940-6,,0,2,,2,1096.29,USD
938583978-0,jod,0,0,2,1,1029.22,USD
225028502-0,Egypt,2,1,2,0,767.98,euro
774320093-0,JOD,0,1,0,2,1004.16,usd
776398068-0,JOD,1,1,2,0,1386.58,euro
311831257-2,JOD,1,1,0,0,824.47,usd
762092643-7,egypt,1,1,2,2,1127.65,JOD
799762029-X,JOD,1,1,2,1,1365.61,JOD
784192105-5,Jordan,1,0,1,2,1034.61,JOD
078787373-X,JOD,2,0,0,2,1488.90,$
287042797-2,egypt,2,1,1,1,904.30,$
708301056-0,Jordan,1,1,0,1,698.04,USD
399094511-4,egypt,1,2,2,0,676.59,Euro
974607527-6,Jordan,1,1,1,1,1300.39,Euro
222347288-5,jod,2,2,0,1,747.34,euro
626336713-X,Kuwait,2,2,0,0,1113.01,$
136104884-0,JOD,0,0,1,1,1467.44,Euro
413950217-7,Egypt,0,1,2,2,1357.41,euro
284219991-X,Kuwait,0,0,0,1,615.91,euro
338746884-9,Jordan,1,1,0,0,711.22,usd
103829686-2,egypt,2,2,0,0,1337.11,JOD
526417907-7,Egypt,1,0,2,2,766.62,$
402156197-8,Kuwait,0,2,0,0,1176.55,euro
928273803-5,JOD,0,1,2,1,796.58,Euro
960176508-5,Egypt,1,1,2,1,1496.27,JOD
362748261-1,Egypt,2,1,0,0,1062.33,usd
764832542-X,Jordan,1,2,0,1,901.85,usd
703845714-4,Egypt,1,0,0,2,1271.34,JOD
224156809-0,egypt,1,2,2,0,762.48,USD
520120415-5,Kuwait,2,1,0,1,1247.03,USD
469100577-3,egypt,2,1,2,1,1299.61,usd
979986814-9,Kuwait,1,0,2,2,627.70,USD
588803059-7,Jordan,2,2,2,0,1378.15,Euro
693636761-5,egypt,2,1,0,1,1068.58,$
446490925-6,Kuwait,2,0,1,0,867.16,$
764415252-0,Jordan,1,0,0,0,1493.25,USD
058155204-0,egypt,0,0,1,0,1476.34,euro
274222963-9,JOD,2,1,0,0,1195.68,$
452181572-3,Egypt,2,1,0,1,1355.06,Euro
357082068-8,Kuwait,1,1,1,0,1341.08,USD
493662946-4,Kuwait,1,0,0,2,790.27,USD
926580807-1,Kuwait,0,2,1,2,1180.36,USD
997987277-2,Kuwait,1,2,2,2,925.80,Euro
521404035-0,jod,2,2,2,1,1450.18,JOD
281592662-8,Kuwait,0,2,2,0,1314.71,$
511118777-4,Kuwait,1,0,2,2,845.66,USD
997266093-1,Kuwait,0,0,2,0,1198.50,USD
363071804-3,Egypt,2,1,1,2,1223.68,$
396398580-1,Egypt,1,2,2,1,1355.25,Euro
585143686-7,egypt,2,2,2,2,1191.75,euro
577544080-3,jod,2,2,1,2,1497.55,usd
315154832-6,jod,2,2,0,1,972.28,euro
909301025-5,JOD,2,1,2,0,671.09,Euro
624808696-6,egypt,1,2,0,2,1277.70,Euro
596755967-1,egypt,1,2,1,0,1214.04,usd
304419499-7,jod,2,1,2,1,1351.67,JOD
481931063-1,jod,2,2,1,1,666.56,JOD
801882368-5,Kuwait,1,2,0,1,1064.27,usd
151744349-0,Kuwait,0,2,2,0,1181.99,euro
694441041-9,JOD,1,2,2,0,869.64,USD
545720759-5,,0,1,,2,1490.21,USD
908702055-4,jod,0,0,2,1,837.52,JOD
473105592-X,JOD,0,1,2,2,1478.63,usd
015523212-6,JOD,0,1,0,2,876.73,USD
749602831-2,JOD,1,2,0,1,895.22,$
219020507-7,JOD,0,2,0,2,655.95,$
939678748-5,egypt,2,2,2,2,637.94,JOD
740255886-X,Kuwait,0,1,0,1,1487.55,JOD
733007662-7,Egypt,2,2,0,1,1170.29,JOD
455039842-6,Egypt,1,0,0,1,1284.83,Euro
446115813-6,Jordan,0,0,0,1,1049.92,JOD
151526467-X,Jordan,2,2,2,0,1484.29,JOD
072121561-0,JOD,1,2,0,2,861.24,usd
305161788-1,Egypt,1,2,1,2,976.49,JOD
824065314-6,Kuwait,2,1,2,2,1486.88,usd
488313955-7,jod,2,2,2,2,960.00,$
374707050-7,JOD,2,0,2,1,859.54,euro
107615424-7,Egypt,2,1,2,1,919.08,euro
410980635-6,Egypt,0,1,1,2,748.35,euro
019440698-9,Egypt,1,1,1,1,1032.98,usd
421049683-9,Jordan,1,2,2,1,1386.58,JOD
338168962-2,JOD,0,2,1,2,916.71,USD
855298033-9,Egypt,0,2,1,1,1449.46,JOD
883525735-2,Kuwait,0,2,2,2,1410.18,usd
454040897-6,Jordan,0,1,2,0,1254.58,Euro
199868486-5,Kuwait,0,0,1,1,1256.77,JOD
123517373-9,egypt,1,1,1,2,813.76,usd
454391448-1,JOD,1,0,1,1,874.38,JOD
744565435-6,JOD,0,0,0,0,1319.32,Euro
348235250-X,Jordan,0,1,1,2,1445.50,Euro
087574734-5,JOD,0,0,0,0,1442.50,$
914176981-3,JOD,0,2,2,1,1169.24,usd
211937684-0,egypt,1,1,2,0,698.67,euro
816404709-0,Egypt,0,0,0,0,1349.10,usd
264457260-6,jod,1,2,1,1,1318.00,USD
189201790-3,JOD,0,0,0,2,1417.79,JOD
605535648-1,JOD,0,2,1,1,1343.43,USD
692603742-6,Egypt,0,1,0,2,1019.63,USD
037557097-7,Egypt,1,0,0,1,1396.36,USD
462188746-7,Kuwait,2,2,0,1,1129.30,JOD
967475055-X,Jordan,0,0,0,0,1493.72,euro
876430854-5,Jordan,2,2,1,2,694.67,JOD
562887673-9,Jordan,1,2,1,2,1231.41,usd
279130045-7,,1,0,,2,1058.16,usd
645529527-7,JOD,2,2,0,1,1364.06,euro
615372092-7,egypt,1,2,1,2,635.46,JOD
333876903-2,JOD,2,2,0,2,986.68,JOD
147224398-6,Egypt,1,2,2,2,826.51,$
033965779-0,Jordan,1,2,2,2,601.38,$
937113667-7,Kuwait,0,1,2,0,1228.67,usd
201995025-1,jod,2,2,2,1,631.32,USD
080361021-1,jod,2,0,1,2,1372.32,Euro
672589526-3,JOD,0,2,1,2,753.75,usd
916233756-4,Kuwait,0,1,2,1,787.82,euro
008670220-3,egypt,1,0,2,2,1476.81,usd
694485132-6,Jordan,1,2,2,1,1476.05,JOD
673520568-5,egypt,0,1,0,2,1061.54,euro
286217237-5,JOD,1,1,1,1,893.94,Euro
158976506-0,jod,1,2,0,0,1425.00,euro
872916245-9,Egypt,0,0,0,2,1378.61,USD
815098533-6,JOD,1,2,1,2,1236.33,euro
555558956-5,JOD,0,0,0,2,847.31,JOD
649758614-8,Kuwait,1,1,0,1,728.35,Euro
304557763-6,Egypt,0,2,0,2,777.09,Euro
284284395-9,JOD,0,0,2,2,1390.32,JOD
693413236-X,jod,1,1,1,0,728.83,usd
484677676-X,JOD,0,1,2,1,1394.17,JOD
596837472-1,Jordan,0,1,2,1,1011.51,euro
458677837-7,Egypt,1,2,0,0,1442.36,usd
343098299-5,egypt,2,2,2,1,1385.97,USD
901520392-X,jod,0,1,2,1,726.61,usd
658596738-0,Kuwait,2,2,0,2,735.90,USD
972279078-1,jod,2,2,0,2,1100.45,USD
034608003-7,Kuwait,0,2,2,2,1226.73,USD
309513424-X,JOD,2,2,1,2,1123.37,Euro
842566568-X,Kuwait,0,1,0,2,1342.62,JOD
672289875-X,Jordan,0,1,2,2,1288.27,Euro
251571840-X,egypt,0,2,0,1,1482.00,Euro
580238364-X,Jordan,1,1,1,1,956.59,euro
899593241-4,jod,2,1,2,2,946.08,euro
130394778-1,Kuwait,2,2,0,0,1199.49,Euro
558723099-6,egypt,1,2,2,0,1398.69,$
017691989-9,JOD,2,1,1,0,1481.42,Euro
837994877-7,Egypt,0,0,1,1,709.85,$
500975685-4,jod,2,1,2,2,946.81,usd
942444294-7,Egypt,1,0,0,1,1131.72,$
759509174-8,jod,2,1,2,2,1273.67,Euro
010871307-5,egypt,2,1,0,2,780.87,Euro
871683918-8,jod,2,1,0,2,851.79,usd
141102786-8,Kuwait,1,1,2,2,977.90,JOD
246407119-6,egypt,0,1,0,1,1484.26,JOD
951982617-3,Kuwait,2,2,1,2,1197.83,JOD
333913971-7,jod,1,1,2,1,961.73,usd
100150481-X,JOD,1,0,2,2,823.45,USD
841334625-8,Jordan,0,1,2,0,1107.22,$
807587890-6,Jordan,1,0,2,0,1455.57,usd
656630239-5,Kuwait,2,2,1,0,1358.47,Euro
940029645-2,Jordan,0,1,1,2,777.66,$
160769468-9,JOD,2,1,2,0,652.64,usd
618461510-6,Kuwait,1,2,1,2,1352.00,$
704477688-4,Kuwait,1,2,1,1,617.76,usd
884228147-6,egypt,0,0,0,1,720.93,$
153823440-8,egypt,0,0,2,2,989.60,JOD
535049290-X,jod,0,2,1,1,1158.97,JOD
227221840-7,Jordan,2,2,1,0,1338.70,USD
197526194-1,JOD,1,2,2,2,633.97,Euro
803927305-6,Jordan,1,0,0,1,893.21,USD
732215647-1,egypt,1,2,1,0,1095.91,USD
223775287-7,Jordan,2,0,2,1,881.35,$
447865663-0,egypt,0,0,0,2,1076.93,euro
444043173-9,JOD,1,1,2,2,811.52,euro
046646371-5,Egypt,2,1,2,1,1080.72,$
705872487-3,Egypt,2,2,2,2,1347.66,USD
069676032-0,Egypt,0,2,2,0,631.76,Euro
151716701-9,Kuwait,0,1,0,0,1480.37,euro
201793742-8,egypt,1,1,1,2,844.48,JOD
074967040-1,Kuwait,2,1,0,2,955.56,Euro
200643490-X,JOD,1,1,0,1,954.77,$
380034969-8,JOD,1,2,0,2,1098.57,USD
185288353-7,Kuwait,1,0,1,1,747.08,euro
437118125-2,egypt,1,0,2,1,741.86,Euro
003480716-0,Egypt,2,1,2,0,1285.04,Euro
435657053-7,Egypt,2,2,1,0,1480.67,euro
799159627-3,JOD,1,1,2,1,668.89,usd
444376024-5,Egypt,2,1,2,0,1407.71,usd
778599239-8,jod,2,0,2,0,1047.82,euro
298373165-0,JOD,1,0,0,0,801.64,$
795259828-7,egypt,1,1,1,2,987.49,$
142078953-8,jod,1,0,1,2,1133.70,JOD
363393057-4,Jordan,2,0,1,0,765.67,$
243522231-9,JOD,1,1,0,2,805.08,USD
746562361-8,egypt,1,2,1,0,1298.28,Euro
514340842-3,egypt,0,1,1,2,634.06,usd
477907376-6,Kuwait,0,2,0,1,859.45,usd
150841793-8,Kuwait,2,1,2,0,1483.49,$
368523834-5,egypt,0,1,2,2,1278.27,JOD
233510830-1,jod,0,0,0,1,1469.25,USD
709205506-7,egypt,2,0,1,0,803.39,Euro
639040767-X,jod,2,1,2,1,1394.19,$
528506083-4,Jordan,0,1,1,0,1124.29,$
605125057-3,egypt,0,2,0,0,752.08,Euro
696939118-3,JOD,0,2,1,1,1285.31,USD
609901200-1,Jordan,0,1,0,0,1263.73,usd
085991888-2,JOD,2,1,1,0,1435.27,JOD
794513292-8,JOD,2,2,0,2,1469.04,Euro
174727828-9,egypt,1,0,0,1,996.02,$
320756456-9,Kuwait,1,1,2,0,719.91,$
892700955-X,JOD,1,0,0,2,1333.24,$
052615507-8,JOD,0,2,1,0,914.42,euro
208926679-1,egypt,1,1,2,0,1055.56,Euro
114270062-3,Jordan,2,2,1,2,1457.73,JOD
445452450-5,Jordan,1,2,2,2,1056.71,euro
330338324-3,egypt,2,2,0,0,1472.15,usd
752988605-3,jod,2,1,0,1,942.86,USD
853582576-2,JOD,0,2,2,2,1150.44,USD
013721432-4,Egypt,2,2,0,2,801.34,JOD
634101033-8,jod,2,2,0,1,1176.15,usd
852274473-4,Jordan,1,0,0,0,937.09,euro
251643703-X,Jordan,0,0,2,1,678.50,euro
819448202-X,egypt,1,2,2,0,1387.63,usd
994599033-0,JOD,1,0,1,2,1105.77,JOD
556138608-5,Egypt,1,0,2,0,980.14,euro
965462361-7,JOD,2,2,0,0,600.53,$
019107181-1,JOD,2,2,2,2,1438.60,usd
200605090-7,JOD,1,1,0,2,1182.67,usd
662001549-2,Jordan,2,1,0,1,622.77,usd
807054158-X,Egypt,0,2,0,2,796.61,$
356061624-7,Jordan,2,0,0,1,1109.70,Euro
139873233-8,Kuwait,0,1,0,0,1065.55,Euro
492354938-6,,1,2,,1,1087.28,JOD
407672902-1,JOD,1,2,0,0,1294.72,Euro
543790201-8,Egypt,0,1,0,1,868.22,Euro
683429855-X,jod,0,1,1,1,1145.63,USD
662577448-0,Jordan,1,0,0,2,1134.69,USD
159659771-2,Kuwait,1,0,2,1,873.29,JOD
823875114-4,JOD,2,0,0,2,963.25,euro
394826010-9,jod,0,1,0,2,1107.74,usd
615823198-3,jod,2,2,1,0,818.90,JOD
511012071-4,Kuwait,1,1,2,2,1025.29,Euro
016943037-5,JOD,1,2,1,2,667.31,USD
764291813-5,jod,1,1,1,2,1195.27,JOD
720851855-6,jod,2,2,2,0,1011.31,euro
910442806-4,Jordan,0,2,0,1,1456.36,$
131403418-9,egypt,2,2,2,0,857.43,usd
830699191-5,egypt,0,0,1,2,1237.32,Euro
434259697-0,egypt,0,1,2,0,1109.54,euro
037375347-0,jod,1,2,0,0,814.39,JOD
700391908-7,Kuwait,2,1,2,1,614.64,usd
385855157-0,jod,0,1,2,2,1463.88,$
469625802-5,JOD,0,1,2,1,1207.28,JOD
084394609-1,Egypt,0,0,2,2,853.27,euro
290771678-6,jod,0,0,1,2,868.30,JOD
641538197-0,jod,2,2,0,0,610.83,JOD
075984117-9,jod,2,0,1,1,1043.77,$
957823979-3,jod,0,0,0,2,1141.62,USD
697555073-5,egypt,2,1,1,2,625.00,usd
731982133-8,Egypt,0,1,1,0,1174.82,euro
365253165-5,Egypt,2,2,2,2,1177.95,Euro
924371352-3,Kuwait,1,1,2,0,1086.94,euro
296317747-X,egypt,1,2,0,1,1207.72,Euro
395445421-1,Jordan,1,1,1,2,1288.81,euro
385132444-7,Jordan,2,2,0,1,922.95,usd
102398389-3,egypt,2,1,2,0,1296.46,usd
928750346-X,egypt,0,1,1,1,984.99,usd
875022652-5,egypt,2,2,0,2,1350.91,usd
046459769-2,egypt,0,1,1,1,792.11,$
353730608-3,jod,1,1,2,1,980.00,usd
244027620-0,Jordan,1,2,0,0,619.72,usd
177087284-1,Jordan,2,2,1,1,1221.05,USD
424075097-0,Kuwait,0,2,0,0,713.69,$
599412723-X,Jordan,2,1,0,1,1156.47,Euro
457038558-3,Egypt,2,1,0,0,1326.59,usd
868765277-1,egypt,1,2,1,1,893.25,USD
399543546-7,jod,0,0,1,1,834.06,$
625020276-5,Jordan,1,2,2,2,1188.13,Euro
945820975-7,egypt,0,2,2,0,1477.21,Euro
001894450-7,egypt,1,1,0,2,952.45,euro
180955252-4,egypt,0,1,2,1,905.07,usd
659368096-6,Egypt,0,1,0,1,1008.10,USD
956806741-8,JOD,2,0,1,2,924.73,USD
216773818-8,JOD,1,0,1,2,1111.94,USD
780658352-1,Egypt,1,0,2,0,1406.73,euro
958793510-1,Jordan,2,0,2,1,624.85,USD
367335409-4,Egypt,0,0,0,1,1045.16,euro
633612544-0,Egypt,0,2,0,2,602.10,JOD
811632313-X,egypt,2,2,0,2,1374.03,euro
615738606-1,JOD,0,1,0,0,676.08,$
615149949-2,egypt,1,0,2,1,612.04,$
685710163-9,jod,0,1,1,0,1369.63,usd
266537357-2,Jordan,1,2,1,1,1236.86,JOD
010646656-9,JOD,1,1,1,1,1073.55,$
819588017-7,JOD,2,0,0,1,1482.98,usd
963135224-2,Egypt,2,2,0,0,797.93,JOD
530677466-0,Egypt,1,0,1,1,675.72,USD
793481903-X,jod,2,0,0,2,734.93,JOD
410549828-2,Egypt,2,1,0,2,1015.76,Euro
101436630-5,egypt,1,1,2,0,677.89,USD
828149093-4,egypt,2,0,0,1,1186.66,$
228653469-1,,1,0,,2,1334.26,JOD
924828690-9,jod,2,2,2,1,734.46,$
191821436-0,Kuwait,2,1,2,1,1273.71,euro
305717752-2,egypt,1,0,0,0,892.19,usd
171595930-2,JOD,2,2,2,0,1204.34,JOD
113070854-3,Kuwait,1,1,1,1,977.49,usd
644925981-7,Egypt,0,2,2,1,1449.74,euro
194193044-1,jod,1,1,2,1,867.33,usd
235481890-4,egypt,0,0,0,2,1150.17,Euro
767213133-8,Egypt,2,0,1,2,1279.35,euro
143025696-6,,2,0,,0,1264.38,$
040543648-3,Egypt,0,2,0,1,1269.41,USD
984680764-3,Egypt,1,0,1,1,1127.48,$
561126423-9,egypt,2,2,0,2,1368.45,JOD
607430475-0,Egypt,1,1,0,2,1014.93,usd
196632275-5,Kuwait,1,0,1,1,1250.74,Euro
807108231-7,Kuwait,1,2,0,2,947.47,euro
095441607-4,JOD,2,2,0,1,1371.77,JOD
480563194-5,jod,1,2,2,1,1216.89,$
841345003-9,Jordan,0,1,1,1,1176.03,$
175732997-8,jod,1,0,2,1,1434.78,Euro
721874724-8,jod,2,2,2,0,836.62,USD
794452935-2,egypt,0,1,2,2,1387.61,USD
835650181-4,Egypt,2,1,0,0,1415.70,Euro
592580468-6,JOD,0,0,2,0,1092.66,USD
947459230-6,Kuwait,2,0,0,1,1487.22,$
890936996-5,Kuwait,2,1,2,1,667.89,JOD
573241909-8,jod,0,0,1,0,863.02,USD
812640517-1,egypt,0,0,2,1,1422.65,JOD
670305400-2,jod,2,1,1,0,919.31,Euro
184178652-7,egypt,0,1,1,2,1445.39,usd
845283032-7,Egypt,1,0,1,2,705.27,$
148615444-1,Kuwait,2,2,1,0,1454.38,Euro
103749485-7,Kuwait,2,0,1,1,1234.91,usd
030798363-3,Egypt,1,1,1,2,823.63,euro
336488399-8,egypt,2,2,0,1,718.38,JOD
482820707-4,Egypt,1,2,1,0,804.32,usd
013204114-6,Kuwait,1,1,0,1,1495.06,euro
016571976-1,Kuwait,0,1,0,0,1060.33,$
950411274-9,Jordan,2,0,2,2,1185.74,usd
683848236-3,Egypt,0,2,2,1,746.11,USD
528265882-8,JOD,1,1,0,0,984.55,JOD
297754316-3,jod,1,0,0,2,986.73,USD
088891424-5,Egypt,2,1,0,0,887.30,usd
530894918-2,JOD,2,0,2,1,1121.36,euro
137047806-2,egypt,0,1,2,0,715.83,USD
154073083-2,Jordan,2,2,2,0,752.81,Euro
526259370-4,Egypt,2,0,0,2,773.85,USD
451301512-8,egypt,1,2,1,1,754.62,$
837965240-1,egypt,2,1,0,2,1256.39,euro
790725885-5,jod,1,1,0,0,821.63,JOD
065417197-1,Egypt,2,1,2,0,1424.67,USD
829759764-4,Kuwait,1,1,1,0,718.15,$
245871247-9,jod,0,0,2,1,630.04,Euro
790121876-2,Jordan,1,2,1,2,1213.15,JOD
143149015-6,JOD,0,1,1,0,1368.45,Euro
218135379-4,Jordan,0,2,0,0,974.88,usd
874616733-1,JOD,0,1,0,0,815.69,$
685561312-8,jod,0,1,1,1,970.43,euro
238087284-8,Jordan,0,1,0,0,680.41,usd
769124502-5,Kuwait,2,1,2,2,1426.68,JOD
585972498-5,Jordan,0,1,2,1,1454.73,USD
326472621-1,Egypt,2,2,0,1,768.30,JOD
439186591-2,Egypt,0,0,0,2,957.14,usd
280904850-9,Kuwait,0,1,2,1,1029.30,usd
093457782-X,Kuwait,0,0,2,2,1240.44,Euro
938852328-8,Kuwait,1,1,2,2,723.79,JOD
308678686-8,jod,0,2,1,1,826.02,Euro
543021133-8,jod,0,2,0,2,955.26,$
513746673-5,jod,2,0,0,2,849.16,$
346581227-1,Kuwait,0,2,2,1,808.11,JOD
069166359-9,JOD,2,2,0,1,693.32,$
817429756-1,jod,0,0,2,2,1217.39,Euro
974060234-7,Egypt,1,2,0,0,1059.48,usd
633023314-4,JOD,2,1,1,0,1371.80,usd
849860583-0,jod,2,1,1,0,1302.46,Euro
564411488-0,Egypt,1,1,0,0,1084.35,usd
278918416-X,egypt,0,0,1,2,976.01,JOD
343673894-8,egypt,2,1,1,0,1466.75,usd
586524400-0,jod,0,1,0,0,1039.06,JOD
926940158-8,Kuwait,0,2,1,2,1291.78,usd
547907535-7,egypt,0,0,0,2,1070.17,Euro
561332703-3,JOD,0,1,1,0,964.69,$
814127646-8,jod,2,2,0,2,735.27,usd
706242794-2,Egypt,2,1,1,0,667.82,USD
392102243-6,Jordan,2,1,0,0,1037.77,$
233221845-9,Kuwait,0,0,1,2,1036.90,USD
045483863-8,JOD,0,1,2,2,746.70,euro
792663099-3,JOD,1,0,0,2,1477.20,Euro
919858917-2,Kuwait,1,0,1,1,708.30,JOD
978348052-9,Egypt,1,0,2,0,818.64,USD
204230373-9,Egypt,0,1,2,0,727.53,Euro
607737608-6,Egypt,2,2,1,2,1063.58,euro
959159903-X,Kuwait,0,2,1,2,1026.15,$
614424827-7,,1,0,,2,1408.52,USD
420911906-7,Kuwait,0,0,0,2,609.92,USD
822641794-5,JOD,0,2,0,2,1398.97,USD
