Author_ID,Book_ISSN,Place_of_Publication,Year_of_Publication,TotalSales
3566,95-455-3877,Paris,Ales0, 1898.23
1336,40-833-3018,Paris,Bremmell, 1017.59
963,10-629-3407,toKyo,Sweetland, 4476.45
68545,66-204-4068,London,Oaker, 8012.17
3641,27-784-8227,toKyo,Gallardo, 1414.04
3542,83-857-9910,toKyo,Brough, 8215.95
3641,09-185-7695,London,Pittaway, 3889.56
68545,15-829-3395,london,Vivash, 8359.85
3566,59-282-2542,New York,Vasyunin, 2879.09
1235,96-817-8568,New York,Mayoh, 8224.79
1336,98-297-3803,Paris,L'Episcopio, 4236.10
255,16-129-8667,NY,Lillo, 917.00
1336,31-526-9622,Tokyo,Mathewes, 9125.07
68545,17-286-1795,Paris,McGarrahan, 971.94
513,92-668-3007,New York,Gasson, 4903.34
6963,34-474-3597,Tokyo,Zuppa, 9542.30
3566,28-991-0361,london,Dollar, 7594.17
3546,01-915-9134,london,Maundrell, 1846.72
46213,93-594-7777,NY,Eakins, 2728.47
55,41-867-6746,New York,Beat, 9485.36
55,39-006-8996,toKyo,Ebbage, 2929.82
35465,01-221-2950,London,Jeffrey, 7558.96
3641,91-977-3814,London,Kenneford, 9686.46
458,84-325-7808,NY,Laurand, 3332.82
6963,32-186-9599,london,Tandy, 4701.53
464,40-985-5177,Tokyo,De Blasi, 5154.80
458,09-725-6686,London,Fulton, 9786.46
46213,47-475-5780,London,Twentyman, 6839.23
2554,45-212-3986,NY,Bradly, 2450.67
2554,03-464-8242,toKyo,Blackden, 1971.81
35465,85-972-1477,New York,Covolini, 8030.60
35465,38-904-6712,New York,Burdis, 7909.43
2554,18-495-9833,Tokyo,Ebourne, 4538.32
253,58-975-8851,New York,Pleat, 5193.86
255,61-719-3467,London,Rantoul, 9850.43
1336,29-812-8026,NY,Haine, 4568.91
253,89-193-7465,Tokyo,Cheale, 6706.14
1235,22-914-0807,NY,Jindacek, 8265.68
6963,38-247-0504,london,Flanaghan, 757.33
3641,53-091-0685,toKyo,Lusted, 1179.51
3641,64-852-1992,toKyo,Kalkofen, 6989.08
255,84-010-6392,NY,Liebrecht, 3049.38
3641,41-001-1641,Tokyo,Cardenoza, 3591.80
3641,72-750-8806,london,Simmonds, 5265.13
35465,63-415-3342,Tokyo,Houltham, 1862.20
2554,73-681-0049,toKyo,Sifleet,
55,83-711-3877,,Djurdjevic, 5736.19
3542,94-574-2094,toKyo,Sabathier, 8089.52
963,51-841-7764,london,Tunder, 3287.60
55,27-501-4086,New York,Chipchase, 6575.39
1336,11-029-7463,NY,Martinon, 1363.05
1336,35-816-4594,New York,Rowles, 7274.67
963,16-777-7712,Paris,Leivers, 1456.88
35465,92-438-8946,Paris,Wetherald, 2350.89
255,38-796-5964,London,Limbert, 5488.92
3566,49-010-0717,Tokyo,Darcy, 4904.43
63468,51-333-1204,Paris,Arthy, 3084.42
464,55-856-0300,NY,Winspur, 8116.15
6963,49-334-2455,toKyo,Whifen, 3606.24
3546,23-110-0371,London,Strathman, 5779.36
458,33-261-7937,NY,Nan Carrow, 8683.50
464,09-265-2969,Tokyo,Clunie, 7825.89
3641,67-258-9800,New York,Petrol, 3862.27
63468,19-938-8729,Tokyo,Pighills, 4625.66
464,99-226-7614,Tokyo,Cattonnet, 6514.66
255,78-026-2426,London,Kloska, 3191.85
2554,44-620-4585,Tokyo,Bambridge, 4882.82
464,80-808-5800,Tokyo,Troy, 5047.58
1235,34-631-4274,london,Kynett, 2748.44
3641,94-676-6330,New York,Chaman, 7281.63
3641,13-778-3335,NY,Nestor, 6056.83
253,61-168-0134,New York,Bockett, 2670.73
55,87-283-6637,london,Jahn, 9354.11
464,19-193-8173,toKyo,Hubbert, 6763.91
458,59-634-7152,london,Trenouth, 8988.09
1235,04-928-6502,Paris,St. Queintain, 4547.18
513,63-537-5741,toKyo,Clacson, 2217.58
513,27-880-0257,New York,Boscher, 3735.01
3641,96-917-1024,toKyo,McGibbon, 7104.73
253,92-942-4384,Tokyo,Tanby, 1943.10
63468,65-857-5511,london,Braham,
1235,70-909-9467,London,Espinazo, 2816.16
253,55-716-0977,NY,MacKowle, 3727.33
464,34-990-6058,toKyo,Hake, 1805.34
3546,63-845-4735,Paris,Heffernan, 8892.20
6963,74-804-6098,Paris,Mularkey, 1921.54
963,71-557-9284,Paris,Gile, 741.26
3641,11-621-9047,Tokyo,Aulton, 7753.04
255,42-437-1538,New York,Rushmer, 6326.27
458,99-995-4260,London,Kubiczek, 8410.97
68545,65-804-1137,London,Barcke, 1693.47
253,43-365-8648,New York,Jentin, 5149.97
63468,99-765-7214,london,Bettesworth, 7366.10
963,72-139-9258,toKyo,Shutle, 988.45
3546,65-066-5892,london,Quinton, 4220.19
253,18-838-4037,NY,Aviss, 9584.09
1336,79-510-3117,toKyo,Fairnie, 2621.60
63468,06-940-7137,london,Gouthier, 4202.53
3641,79-281-1586,NY,Brideau, 8646.16
458,18-839-1113,toKyo,Rowter, 2285.30
35465,95-827-3185,NY,O'Hern,
3546,71-354-3534,Tokyo,Coughan, 5203.63
3641,26-394-2131,toKyo,Teliga, 6557.34
3566,65-583-1362,toKyo,McGhie, 5311.03
513,04-899-2440,london,Jeves, 4663.63
458,46-002-9884,New York,OIlier, 5648.42
3546,83-395-2794,london,Ridoutt, 5389.37
255,35-523-6039,toKyo,Cuberley, 8813.55
3566,88-302-9138,NY,Sola, 1255.49
3566,24-623-5265,,Jurries, 8627.73
464,54-330-7493,Tokyo,Hughs, 3600.68
1336,83-004-2583,Tokyo,Snowsill, 8136.23
253,14-885-3112,New York,Dunston, 8648.53
464,35-790-5649,London,O'Doogan, 2357.74
963,46-766-3821,toKyo,Clitheroe, 4061.40
1235,54-445-4270,New York,Jurgen, 8307.15
255,89-082-5802,NY,Pykerman, 5175.13
6963,38-508-4345,NY,Vasnetsov, 7582.99
464,40-342-2100,london,Adamides, 9599.07
6963,24-387-6975,Tokyo,Todd, 2937.69
963,84-036-9248,NY,Bale, 3889.57
513,01-279-5183,london,Storek, 9026.36
55,32-590-6733,london,Tuther,
464,01-758-4973,NY,McBeth, 9319.49
3641,13-701-8773,Paris,Reyne, 5625.81
55,55-200-7514,New York,Royan, 2088.47
3542,24-285-5386,New York,Scneider, 4799.39
3546,71-720-5581,NY,Davids, 8966.44
6963,60-421-2734,london,Jenken, 8839.39
46213,63-796-9004,london,Bein, 8056.75
255,13-747-1781,London,Deerr, 3376.55
1235,33-368-6701,Paris,Vigietti, 9327.45
963,73-379-9927,Tokyo,Ellesworth, 9916.19
253,19-421-4212,NY,Di Napoli, 9886.77
46213,57-860-1009,New York,Commander, 8344.71
2554,64-814-1261,toKyo,Deneve, 8836.13
55,96-928-6039,London,Llewelly, 4811.32
55,03-072-6969,Tokyo,Rippingall, 9765.59
1235,94-993-7222,Paris,Breukelman, 6248.00
2554,41-053-7999,Paris,Brosnan, 2995.24
6963,88-872-8801,,Coggeshall, 1464.65
63468,89-101-8547,NY,Mahody, 3043.32
1235,00-805-1246,Tokyo,Gavahan, 8852.60
63468,93-022-6190,london,Rubinlicht, 2690.12
63468,09-275-4469,NY,Clarey, 5849.42
458,15-107-9133,London,Dumbreck, 3964.95
253,52-417-9114,NY,Usher, 2449.79
253,06-187-6309,Tokyo,Hanalan,
253,63-455-5310,toKyo,Cornwell, 8110.63
513,06-782-7464,london,McGaughie, 6807.84
63468,62-644-0104,London,Greeveson, 3146.42
963,18-157-3526,Paris,Timperley, 7867.53
3542,84-825-8062,London,Spoerl, 2568.95
255,63-820-3980,Tokyo,Letts, 903.82
46213,28-573-1198,Paris,Sarton, 1792.34
1235,62-855-0761,toKyo,Mariette, 7118.44
963,78-623-0307,London,O'Hannen, 4098.37
46213,56-895-8708,london,Scrancher, 7361.08
55,14-124-2684,London,Edwin, 1817.02
255,22-722-1657,New York,Lisamore,
3546,66-126-3492,London,Argont, 9181.04
3542,81-354-7194,Tokyo,Middlemist, 987.81
3566,14-131-1931,New York,Cornwell, 3537.75
963,76-576-4995,london,Carey, 3957.55
6963,57-436-4426,NY,Shrimplin, 5790.46
35465,85-001-3474,Tokyo,Madner, 6532.72
513,14-352-2992,toKyo,Urquhart, 6047.25
63468,16-901-7300,NY,Dungate, 7679.14
3542,83-375-8627,Paris,Jewsbury, 9247.24
253,20-878-3224,New York,Atterbury, 7676.68
963,13-352-6353,Paris,Kermit, 3298.43
6963,46-762-2871,Tokyo,Wakerley, 759.83
68545,05-746-4550,london,Keyser, 3072.08
35465,78-299-1575,London,Yarnall, 8023.79
46213,87-685-5201,New York,Dovinson, 4307.90
6963,14-283-1462,toKyo,Chatband, 4331.30
255,62-146-0295,toKyo,Mitten, 9508.53
963,52-842-3433,New York,Bockman,
3641,42-472-4536,New York,Copes, 8882.94
46213,59-657-0600,toKyo,Jamieson, 1978.05
6963,35-963-0308,london,Medforth, 4529.50
458,45-698-6506,London,Jellard,
1336,75-625-6808,london,Larenson, 9630.43
68545,32-326-5251,London,Setterthwait, 6524.79
46213,11-002-7097,Tokyo,Syphas, 8181.61
3566,28-942-9201,Paris,Northrop, 6247.70
35465,55-806-1271,Tokyo,Haug, 9993.99
6963,23-541-1683,toKyo,Isworth, 7195.15
513,70-485-9692,toKyo,MacGlory, 1538.22
46213,12-900-2033,toKyo,Swinburn, 9127.65
35465,27-067-8711,NY,Sumption, 9313.47
458,96-876-8303,london,Bannon, 7431.87
3641,91-672-4337,toKyo,Bruckner,
68545,92-826-2028,toKyo,Geindre, 8929.39
3546,35-497-0144,london,Gilchrist, 1979.47
68545,51-272-1715,New York,Sends, 4835.79
55,28-756-0100,New York,Authers, 1326.10
35465,75-689-9352,London,Doyle, 6649.58
253,74-146-5931,Tokyo,Bloan,
458,40-573-3844,London,Wolpert, 8848.08
68545,77-252-8870,toKyo,Beeze, 686.59
3566,31-526-4662,london,Hamber, 9503.24
253,72-591-6511,toKyo,Himsworth, 5029.34
1235,55-251-7538,Tokyo,Borer, 1583.76
3566,45-311-6438,New York,Stoter, 9701.81
255,62-934-6822,Paris,Abrahamsen, 6847.79
458,11-877-5169,toKyo,Buck, 2723.56
46213,29-484-3926,New York,Fewster, 1264.23
68545,59-178-3681,London,Stoller, 3688.39
3542,54-695-6947,toKyo,Mayoral, 9894.50
55,03-030-3903,NY,Stefanovic, 8703.03
963,32-915-1462,london,Gaymer, 1781.13
35465,71-909-7139,NY,Pudner, 2742.80
963,09-277-1587,Tokyo,Eronie, 4033.15
46213,16-259-7521,London,Tuckwood, 7680.30
35465,26-264-7096,London,Waterstone, 3708.25
55,78-693-6596,NY,Hannum, 1217.00
35465,86-039-9953,NY,Handslip, 7028.46
68545,07-257-0120,london,Barkley, 3940.14
3542,49-158-6839,Paris,Brose, 5423.55
3641,74-555-9350,london,Scatcher, 8644.77
46213,91-173-7936,Tokyo,Meeland, 9750.84
3542,83-923-4751,toKyo,Myrie, 6815.18
3566,24-780-7561,Tokyo,Ferrea, 9843.20
458,98-169-3986,london,Irlam, 5624.02
513,08-073-9486,Paris,Larway, 9288.88
1336,00-014-5924,Paris,Power, 7626.43
513,84-831-3020,london,Denisard, 9183.37
3566,90-784-7728,New York,Divall, 5457.43
1235,43-481-4957,Tokyo,Ortiger,
963,57-933-6211,toKyo,Dwelling, 6758.37
3566,94-905-1635,Paris,Helliar, 3829.92
513,34-538-0488,toKyo,Rupke, 4356.42
1336,27-707-6666,Tokyo,Farnie, 2895.16
255,09-063-3147,Paris,Lyard, 1084.35
963,57-688-1962,london,Ruben, 4593.67
253,72-546-7574,NY,Semmens, 9086.79
3546,77-214-5614,London,Beamish, 6399.73
55,73-026-0011,New York,Haughey, 8273.47
464,36-116-8309,Paris,Mottini, 3097.91
68545,81-645-8884,Paris,De Matteis, 3742.61
963,98-487-3921,Paris,Bolduc, 6434.41
46213,58-418-2429,London,Yurchenko, 8067.57
1336,24-116-7726,New York,Philip, 8408.61
46213,56-532-3367,toKyo,Soppit, 6113.25
1235,23-573-7861,london,Rapport, 997.36
3542,06-523-7580,NY,Jira, 8068.03
513,97-692-9011,Paris,Houseago, 4419.21
2554,33-842-2285,Tokyo,Muro, 3865.07
1235,97-854-7130,NY,Milne, 7059.89
464,95-350-3972,Tokyo,Joliffe, 4949.72
255,66-770-6908,toKyo,McKomb, 6941.89
1235,41-891-0441,London,Poletto, 8484.29
3641,01-888-2403,NY,Turone, 6372.16
253,03-445-2499,Paris,Wainwright, 9761.52
963,60-086-3522,toKyo,Meaders, 4644.12
1235,51-178-3152,NY,Belbin, 4467.80
1235,67-629-2106,Paris,Cattach, 9863.56
963,61-322-5118,New York,Purple, 8766.91
1235,37-038-4768,NY,Robottham, 5791.10
68545,33-048-0878,London,Lehon, 8571.33
35465,37-137-7580,London,Bum, 5645.31
464,59-614-4121,Tokyo,Rozier, 7946.88
1235,98-337-6346,London,O'Hartagan, 1096.67
3546,35-949-0344,NY,Beton, 6702.93
458,11-947-5592,New York,Simecek, 816.02
55,91-814-8465,london,Tolomelli, 3270.21
3566,41-276-4042,Tokyo,Stronghill, 6334.45
1235,37-241-3321,New York,Sidworth, 5639.89
3542,75-905-5239,NY,Dengate, 5844.18
3542,36-781-1400,New York,Louche, 1721.64
255,41-576-4138,toKyo,Buske, 6252.57
458,56-034-2789,Paris,Kenwright, 3195.28
55,31-452-6059,London,Spurrior, 8798.87
2554,26-114-7755,New York,Tarply, 2899.16
255,48-459-2937,Tokyo,Boobier, 1647.35
63468,60-253-8792,New York,Lifsey, 1073.63
253,91-789-5202,Tokyo,Moon, 3903.36
1336,74-112-9209,NY,Dinzey, 6748.27
6963,07-955-4880,Tokyo,Beretta, 5113.31
46213,03-239-1711,london,McKennan, 4215.40
464,90-393-5277,London,Bridgett, 2047.83
1235,15-630-1996,New York,Kester, 3549.08
46213,70-236-2900,toKyo,Binham, 1229.78
3542,27-925-1777,toKyo,Menzies, 3141.38
2554,04-900-3839,london,Beckingham, 3104.40
963,44-113-8931,Paris,Licquorish, 3944.30
35465,24-630-7239,NY,Dimmer, 9255.19
963,52-797-6005,toKyo,Mabbitt, 2824.53
1235,47-403-6721,NY,Welfair, 4854.03
2554,65-838-3416,London,Richmont, 7321.45
963,82-468-8779,New York,Theodore, 6935.47
35465,08-488-4507,london,Wahncke, 5650.33
3542,38-696-1294,New York,Guion, 3789.49
3641,97-232-9649,New York,Hucks, 1028.10
68545,15-841-5670,Paris,McKeaveney, 8223.19
55,76-980-5235,NY,Trodler, 7199.40
3641,33-680-2601,london,Scutter, 7394.90
2554,47-834-0070,Tokyo,Nutbeam, 2647.06
35465,47-731-6307,toKyo,Attock, 3998.31
35465,87-877-8959,NY,Currier, 1977.74
253,75-204-2175,Paris,Ricco, 8080.84
46213,98-464-2605,Paris,Monteaux, 799.04
3542,71-847-6856,london,Biasini, 6290.39
46213,61-642-2545,london,Kytter, 6318.45
3641,80-495-2470,New York,Tindall, 4595.60
35465,73-742-4606,NY,Pancoust,
35465,47-444-7518,NY,Sainer, 3066.98
464,50-699-7261,Tokyo,Parkyn, 8176.91
253,34-643-5969,toKyo,Wileman, 1556.58
3566,70-483-1363,New York,Keirle, 7728.32
46213,05-260-3806,toKyo,Phebee, 5639.95
3641,91-025-6951,toKyo,Fifoot, 2458.52
464,44-916-8675,toKyo,Canfer, 9994.72
6963,70-995-6796,New York,Hessle, 5220.61
3566,16-875-2676,London,Klementz, 6653.37
3546,31-454-2938,New York,Hauxwell, 7667.41
55,53-735-4791,Tokyo,Valenta, 9248.21
35465,99-226-7599,london,Cubitt, 4552.12
68545,20-750-6785,NY,Finkle, 9690.05
458,16-023-6352,london,Gluyus, 2030.13
513,99-670-5199,london,Thorne, 5527.78
55,99-780-9670,Tokyo,Boldt, 3162.97
46213,75-128-7198,london,Huffy, 7956.70
68545,44-525-9209,Tokyo,Longwood, 7939.18
3542,91-267-5534,Paris,Pedgrift, 8649.02
253,58-665-3451,New York,Nazer, 2068.54
3641,64-356-4459,London,Blase, 9708.37
1235,11-856-6011,Paris,Aish, 6183.27
963,52-802-2474,london,Umney, 4923.11
68545,81-272-0680,London,Sancias, 928.22
46213,22-482-6843,Paris,Buzek, 3719.49
55,78-856-1187,toKyo,Pelerin, 8585.07
63468,45-720-9451,Tokyo,Depka, 3726.67
464,49-474-7405,NY,Keppe, 1240.95
63468,51-597-2976,Tokyo,Zuenelli, 9258.23
2554,68-882-9429,london,Shedden, 8726.90
513,94-434-5267,London,Pilsbury, 7411.47
1336,02-856-9785,London,Niave, 7199.64
55,55-041-4886,london,Manz, 3567.78
3542,19-942-9274,toKyo,Poncet, 5147.39
513,82-319-0231,Paris,Clowser, 9830.50
458,55-638-3359,NY,Bissex, 2598.68
35465,47-006-9614,NY,Skippon, 9470.57
253,36-350-2776,london,Cowle, 3116.58
3566,19-296-9199,New York,Noah, 5769.76
963,79-126-3916,NY,Staddart, 750.16
6963,55-449-4479,Tokyo,Ruppele, 4021.80
1336,10-883-7430,toKyo,Robbins, 1050.42
963,86-903-7500,Tokyo,Jaffra,
2554,84-959-7175,Tokyo,MacCollom, 8791.52
513,29-328-5855,toKyo,McFee, 7347.76
3546,57-519-0190,london,Bergen, 7195.72
3641,09-017-8931,toKyo,Doerffer, 9960.79
464,14-499-1563,toKyo,Girkins, 8492.13
55,89-844-7362,New York,Surmeyers, 1668.39
255,97-597-7459,,Hebbes, 9490.55
2554,08-149-1169,Paris,Pillington, 9996.93
253,96-410-0756,,Castellino, 1917.96
3542,92-481-3150,Tokyo,Dugmore, 9983.43
3641,79-903-8035,Paris,Wilkowski, 1112.87
464,26-136-8328,Paris,Cowe,
1235,93-045-9995,,Skaif, 7192.11
35465,87-212-1274,London,Ianizzi, 8176.13
1235,72-290-7505,toKyo,Farn, 2430.29
1336,00-477-2913,New York,Munt, 4374.60
46213,44-175-5703,toKyo,Skellern, 6598.40
513,75-155-5976,NY,Jerche, 2509.66
1336,64-553-9094,london,Willishire, 3985.44
3546,73-927-9857,toKyo,Westmacott, 1186.51
2554,56-216-3997,Paris,Lemary, 5056.77
1235,21-166-4614,Paris,Spelling, 3353.30
458,63-826-7332,New York,Twidale, 6659.65
963,76-221-7157,Paris,Challiner, 8623.29
513,70-840-3110,london,Ridgewell, 5030.04
3566,84-516-5704,Paris,Quickfall, 2924.14
2554,15-332-2859,Paris,Scruton, 6611.44
35465,04-960-9168,Tokyo,Dyde, 3110.41
6963,24-113-3089,New York,Cullerne, 5222.39
3641,16-704-1315,New York,Coldbathe, 7127.46
3641,47-903-0777,London,Rounding,
253,28-458-3779,Paris,Sullens, 857.46
2554,76-899-0246,Paris,Wickmann, 5044.55
3542,09-869-2459,London,Gregoli, 3607.66
63468,97-769-6576,toKyo,Birchwood, 6091.55
1336,78-372-4681,London,Trout, 9442.21
3566,19-545-7603,london,Paling, 7840.70
253,43-590-4172,,Banfield, 1616.94
255,67-164-9843,london,Kubala, 7917.61
55,45-520-2490,Paris,Mulleary, 789.41
35465,18-173-0475,Tokyo,Tarborn, 8624.39
6963,93-732-8646,London,Crab, 8266.30
3542,41-725-2256,Paris,Filewood, 6079.06
458,22-671-3116,toKyo,Oldknow, 1475.63
63468,63-088-8305,NY,Esel, 4479.44
464,84-349-1349,NY,Greenfield, 5175.40
253,77-644-4830,London,Haldane, 1970.86
464,90-404-0540,Paris,Herion, 9661.91
963,04-428-1202,london,Hinks, 3104.85
3546,57-010-3107,London,Marl, 3428.96
68545,00-368-5104,toKyo,Micallef, 1929.81
3641,17-707-0063,Tokyo,Dudman, 9334.40
68545,32-953-2466,Tokyo,Ravenscroft, 9535.64
3546,16-105-7895,london,Wildt, 5505.84
963,22-231-8096,london,Piche, 4829.66
963,40-800-5077,New York,Lie, 816.53
46213,92-838-7781,London,Hail, 8365.36
3542,45-562-6194,Tokyo,Bothen, 5875.03
35465,76-376-3744,Paris,Mitchley, 6449.14
6963,64-899-9138,toKyo,Witchalls, 8087.86
1235,26-402-8799,New York,Jorry, 3866.43
3566,42-041-0143,london,Southward, 4294.48
46213,21-547-7618,toKyo,Morton, 6631.28
963,55-772-2948,New York,Size, 7498.92
35465,69-722-1096,NY,Kisting, 7728.73
63468,38-766-8543,London,Haxley, 1211.85
6963,65-357-5969,New York,Morley, 2179.20
464,29-437-5187,Tokyo,Wykes, 8973.99
3542,46-694-2306,NY,Halpin, 4875.09
3641,06-389-5741,Tokyo,Hanniger,
963,42-105-2073,Paris,Aspray, 8710.74
1235,70-258-2111,New York,Guilloton, 5740.51
464,22-097-9234,london,Coldridge, 6034.31
46213,82-667-5661,Tokyo,Samme, 7390.28
2554,95-585-8994,Tokyo,Brundall, 8611.84
513,94-130-3347,london,Kennham, 1582.47
1336,86-818-1236,Tokyo,Inott, 9766.72
3542,53-216-0808,Paris,Edworthye,
63468,98-730-7898,Tokyo,Digance, 9265.84
255,14-962-0744,Paris,Prugel, 4991.38
35465,30-523-0535,Paris,Rawll, 3044.45
35465,13-453-1053,Tokyo,Gutowska, 9391.28
63468,06-136-9510,Tokyo,Ansill, 2064.86
458,58-081-1426,Tokyo,Heggs, 8813.70
68545,82-450-9213,New York,Collick, 8055.53
3546,88-081-4876,Tokyo,De Paoli, 3825.15
3546,71-745-0832,Tokyo,Lymbourne, 4140.23
255,01-319-8567,Tokyo,Spurrier, 2395.84
255,29-621-5327,london,Winslet, 1395.86
464,05-314-3714,London,Brookwell, 4149.89
255,82-071-7920,London,Cockshutt, 8701.15
68545,47-175-9869,NY,Franzoli, 6023.72
253,97-520-8364,Paris,Copeman, 4438.68
963,13-422-1741,Paris,Blare, 3383.91
55,40-259-0259,NY,Menaul, 2746.53
513,73-453-6413,Tokyo,Gerish, 9581.56
1235,77-110-3062,NY,Node, 4504.17
2554,44-860-9090,toKyo,Sendall, 5326.74
55,14-734-0000,toKyo,Cargill, 6679.69
464,75-811-9057,NY,Hindge, 2014.38
458,52-388-2343,london,Carse, 5665.41
68545,42-091-3857,toKyo,Lillicrop, 967.79
1336,88-145-3131,london,Celle, 6916.68
55,62-531-6673,Tokyo,Thompkins, 4035.10
458,98-762-7491,london,Llewelyn, 4769.16
464,48-065-1711,New York,Guidotti, 3171.82
1235,50-941-1874,New York,Delle, 7141.92
55,03-398-0046,Tokyo,M'Barron, 6959.57
55,15-971-4959,Paris,Brandone, 4594.68
1336,09-517-7757,toKyo,O'Nolan, 3676.62
3542,26-315-3291,NY,Roscher, 3533.02
3546,08-133-4246,Paris,Glavis, 8236.99
963,74-112-6206,Paris,Baldick, 5838.05
3542,39-300-8363,Tokyo,Brabbins, 3436.54
963,92-137-3178,New York,Shervington, 7091.42
464,82-967-9365,New York,Galland, 2578.04
3542,94-835-5099,Paris,Dreigher, 1639.64
63468,89-680-2074,London,Merryfield, 1896.35
1336,07-043-5449,london,Glenn, 5251.97
253,95-622-3710,New York,Crenage, 3357.63
255,08-540-9416,toKyo,Cornil, 3393.79
35465,04-826-9676,Paris,Hainey, 1635.36
458,17-484-9602,NY,Andrasch, 8889.09
3546,98-367-5059,toKyo,Kryzhov, 6295.08
253,69-553-8654,london,Amery, 7963.84
55,78-072-4045,toKyo,Choppin, 5420.86
6963,85-325-0285,NY,Kenafaque, 755.68
2554,54-060-3166,Paris,Wolfinger, 8289.45
68545,04-268-2575,New York,Phripp, 4106.15
255,68-533-3361,toKyo,Goreway, 4408.71
255,76-403-7651,london,Mordanti, 1390.18
6963,78-348-0509,NY,Dominichelli, 3006.49
46213,86-074-7833,NY,Shatliff, 4196.47
253,01-584-2650,NY,Zorzin, 2495.75
963,53-690-4161,london,Shenley, 7087.42
253,30-923-6977,london,Thominga, 3234.22
963,15-882-1918,toKyo,Zannotelli, 3564.14
3546,67-080-9808,London,Delamere, 3705.31
1235,31-239-0007,New York,Mattson, 4700.11
3641,95-108-2240,toKyo,Swift, 8374.85
3641,61-886-2997,Paris,Keyzor, 8578.85
458,07-007-7763,london,Eede, 8402.64
2554,17-445-6661,toKyo,Saulter, 6814.98
3566,65-544-0327,New York,Frango, 2817.78
253,40-741-9072,london,Drysdell, 9214.34
3546,43-503-8153,London,Risom, 4812.01
3546,99-582-4096,toKyo,Wrathmell, 7444.60
68545,02-409-5058,toKyo,Cartmill, 936.49
55,73-024-1135,New York,Risen, 9361.83
2554,26-640-7039,London,Sayton, 4558.61
3546,46-857-8940,toKyo,Prator, 1731.64
1336,94-086-3392,toKyo,Bridgman, 2634.54
255,39-697-3525,toKyo,Rosina, 2693.93
6963,23-496-1158,toKyo,Pink, 6681.60
464,41-429-1759,toKyo,Prebble, 7153.78
2554,95-884-2402,New York,Hasser, 1903.47
63468,79-371-7840,london,O'Dyvoy, 1439.45
1235,96-495-9996,toKyo,Metson, 897.51
963,26-796-9443,NY,Grasha, 8254.17
3641,67-849-8187,london,Dorant, 3582.15
513,17-963-9328,london,Ware,
458,13-855-7002,london,Lias, 6851.43
55,27-663-1133,,Dodge, 1326.78
3542,02-489-3753,New York,MacMenamin, 8343.12
1235,12-281-4368,london,Sans, 6988.80
2554,80-581-3562,Paris,Shuttle, 8624.24
63468,96-806-9140,Paris,Kemster, 1193.45
46213,59-071-0175,toKyo,Boick, 9912.41
46213,05-265-8534,London,Kelshaw, 2877.37
63468,97-318-4660,toKyo,Reneke, 752.80
3546,43-416-2024,toKyo,Hast, 2159.89
68545,50-738-3707,london,De Malchar, 8202.45
55,47-233-7517,NY,Kunc, 3534.23
1336,76-249-3624,London,Hurch, 4114.26
513,16-504-9218,toKyo,Legrand, 7775.18
3566,17-604-9014,New York,Martygin, 1391.99
2554,71-738-1209,Paris,Shergold, 3943.08
46213,84-705-2028,Tokyo,Greenwood, 4227.49
55,67-831-5624,New York,Webberley, 5138.57
3641,04-469-6689,london,Billyeald, 4230.86
63468,15-344-4737,New York,Fell, 4438.61
55,96-686-9315,toKyo,Douche, 7820.68
3542,07-958-4806,NY,Fiddler, 2770.36
1235,16-544-7285,toKyo,Harkins, 3463.54
3546,62-041-2426,London,Goalby,
1336,76-958-1946,london,Bainbridge, 3195.52
35465,91-931-5624,toKyo,Dumbar, 6480.82
2554,90-907-8255,Paris,Helsby, 3644.12
458,84-115-9507,london,Romero,
68545,02-259-2872,london,Lello, 8324.45
3641,73-516-2630,London,De Goey, 9642.12
963,65-042-8864,toKyo,Cotton, 1143.81
35465,05-998-8057,toKyo,Seyler, 8527.71
513,51-611-1331,NY,Risen, 1530.10
963,30-088-9820,New York,Ellcome, 2872.53
513,67-031-8021,london,Busch, 8605.33
46213,40-114-9652,NY,Sharrier,
68545,10-731-6007,Paris,Stell, 7178.36
3546,03-851-9003,NY,Ravel, 2327.07
55,25-964-7791,Tokyo,Mabbitt, 1727.81
55,78-583-7415,london,Donoghue, 9880.11
255,10-013-6789,london,Seedman, 8529.66
3546,03-789-7767,Tokyo,Pollastro, 8816.53
3641,11-706-6400,Paris,Burlingame, 6724.69
458,83-482-5285,Paris,Waugh, 2818.80
253,96-104-3806,Tokyo,Blampied, 885.86
3542,88-306-0121,Tokyo,Getch, 5550.71
3546,40-060-1433,London,Hollingsby,
3542,30-158-0616,London,Bonifas, 9042.80
6963,02-545-6964,toKyo,Flory, 7649.97
46213,32-372-9802,london,Bidnall, 8375.74
46213,59-927-3131,New York,McCullough, 3417.13
35465,79-052-3189,NY,Treneman, 4025.09
3546,35-360-6322,london,Bloan, 7826.60
1336,04-342-8754,london,Leebeter, 4319.42
6963,86-290-7608,london,Balderson, 5004.27
35465,77-033-1167,London,Ions, 7276.88
3641,20-445-3148,London,Lauthian, 6558.45
3641,54-142-9900,london,Toby, 8007.04
2554,24-668-0903,London,Aspinall, 3156.64
35465,50-721-5978,NY,Arnoud, 9057.40
963,74-046-2796,toKyo,Dalziel, 2237.57
1235,04-658-0957,Tokyo,Gemlbett, 2957.91
3542,84-121-8425,london,Tuberfield, 7451.96
