Item_id,Item Type ,Store1,Store2,Store3,Store4,Sales,Currency
93-965-1043,Drink,0,0,1,1,459.06,Euro
51-364-0998,Food,1,1,1,0,292.40,Dollar
51-018-8051,f,1,1,1,0,326.91,Dollar
92-369-1947,DR,0,1,1,1,317.31,Euro
82-759-6409,Drink,0,0,0,1,494.16,Dollar
54-905-1769,Drink,0,1,0,0,310.76,Dollar
78-976-1692,Food,0,0,0,0,416.30,Euro
84-082-9569,DR,0,0,0,0,320.71,Euro
46-939-4851,f,0,0,1,0,485.78,Dollar
74-939-8227,DR,1,1,0,0,314.81,Euro
57-182-7313,Food,1,0,0,0,287.37,Euro
96-529-5023,,1,0,1,0,319.33,Dollar
50-922-3875,f,0,1,0,0,364.12,Dollar
07-489-5646,Drink,1,1,0,1,403.24,Euro
93-784-5018,f,0,0,1,1,284.84,Euro
09-259-8518,f,1,1,1,0,337.75,Dollar
59-927-3177,f,0,1,0,1,352.77,Euro
86-200-3384,Food,0,0,1,1,302.79,Dollar
35-249-2642,F,1,1,1,0,300.69,Dollar
30-244-8063,F,0,0,1,1,346.08,Dollar
74-331-7182,f,0,1,0,0,274.60,Dollar
46-926-2886,Food,1,1,1,1,435.07,Dollar
44-146-4920,DR,0,1,1,1,323.10,Euro
93-596-6441,Food,0,0,0,1,329.52,Dollar
30-475-0088,Food,1,0,1,0,490.84,Euro
60-538-5129,DR,1,0,1,1,250.67,Dollar
45-540-4377,DR,1,0,1,0,331.80,Euro
94-544-8295,f,0,1,0,0,361.21,Euro
14-525-0661,DR,1,1,1,1,351.78,Euro
60-753-4245,DR,0,0,1,1,460.75,Dollar
92-974-7645,Drink,0,0,1,1,374.31,Euro
70-475-2357,Food,1,0,1,1,270.40,Euro
07-355-7310,f,1,0,1,0,476.27,Dollar
80-015-9254,Drink,0,0,0,0,434.74,Dollar
61-808-0121,,1,1,0,1,280.33,Euro
66-873-4633,F,1,1,0,0,351.35,Dollar
26-973-7975,F,0,0,1,0,310.73,Dollar
93-026-2998,Drink,0,1,1,1,390.06,Euro
48-898-4642,DR,1,1,0,0,424.24,Euro
26-526-3080,F,0,0,1,1,379.63,Euro
26-321-0152,Food,1,1,0,0,312.50,Euro
19-636-2718,Drink,1,0,0,1,376.48,Dollar
64-162-9618,DR,1,0,0,0,411.97,Euro
48-356-5367,F,1,1,1,1,485.47,Euro
75-903-8466,DR,1,0,0,1,378.80,Euro
11-073-4445,Drink,0,0,0,1,277.14,Euro
82-706-9036,Drink,1,1,1,0,391.61,Dollar
58-724-1225,Food,0,0,1,1,429.79,Dollar
22-479-5933,f,0,0,0,1,291.84,Euro
63-192-2484,F,1,1,1,1,480.47,Euro
87-889-7368,DR,1,1,1,1,429.38,Dollar
52-300-2432,Drink,0,0,0,1,352.16,Euro
18-106-2086,,1,0,0,1,413.56,Euro
60-609-6567,F,0,0,1,0,299.45,Euro
68-069-2360,Food,1,0,0,0,417.99,Dollar
46-946-8211,F,1,1,1,0,351.54,Dollar
00-568-4554,F,0,1,1,1,399.53,Euro
56-749-5736,f,0,1,1,0,273.75,Dollar
78-939-5415,Drink,1,0,1,0,406.64,Euro
06-400-9309,Food,0,0,1,1,346.58,Euro
72-229-9114,DR,1,1,1,0,,Dollar
61-834-2053,f,0,0,1,1,297.71,Dollar
63-765-3143,Food,1,0,1,0,285.53,Euro
96-333-7206,DR,0,1,0,0,328.62,Dollar
94-196-7702,F,1,0,1,1,426.60,Dollar
00-806-8402,f,1,1,1,0,286.47,Euro
17-189-3155,f,0,0,0,0,418.33,Euro
05-717-5332,Drink,1,1,1,0,444.44,Euro
26-397-2484,DR,1,1,0,1,363.95,Euro
88-301-9488,DR,1,1,0,1,325.08,Dollar
37-960-2173,Drink,1,1,1,0,265.11,Dollar
67-385-4877,f,1,0,1,0,417.76,Dollar
86-748-8713,Food,0,1,0,1,339.16,Euro
94-407-3003,f,1,1,0,1,381.64,Euro
94-122-3708,f,1,0,1,0,405.68,Euro
40-230-5242,Food,1,1,1,1,483.88,Dollar
10-066-0357,DR,0,0,1,0,484.37,Euro
38-131-4572,DR,0,1,0,1,265.97,Euro
30-853-7671,F,0,0,1,0,428.87,Euro
08-378-4567,DR,1,0,0,0,346.68,Dollar
26-247-6269,DR,0,1,0,0,320.09,Dollar
38-013-3589,DR,0,0,1,1,498.95,Dollar
07-044-1865,F,1,1,1,0,396.78,Dollar
47-067-0917,Drink,0,0,0,1,477.57,Dollar
22-127-5493,f,0,0,0,0,305.24,Dollar
82-370-9640,DR,0,1,1,1,300.26,Dollar
91-761-1395,DR,0,1,1,0,471.98,Euro
65-299-2494,DR,1,0,1,0,352.91,Dollar
80-081-6216,F,0,1,0,1,480.30,Euro
92-094-3058,Drink,1,1,1,0,389.02,Euro
95-570-4949,Drink,0,1,1,0,476.78,Euro
91-756-4529,f,0,0,0,0,477.33,Euro
67-167-0083,Drink,0,0,1,0,366.51,Dollar
27-409-9617,DR,1,0,1,1,340.29,Dollar
76-289-6146,Food,0,0,1,1,287.52,Euro
51-634-4662,Drink,1,0,0,0,302.18,Dollar
82-714-9426,f,1,1,0,1,334.40,Dollar
26-208-5799,f,1,1,1,1,,Euro
23-358-8227,F,0,0,1,0,311.86,Euro
78-775-1696,f,0,1,1,1,258.31,Dollar
15-698-6174,F,1,1,1,0,353.94,Dollar
69-298-4247,Food,0,1,1,1,306.99,Dollar
80-443-9810,Drink,1,0,1,1,404.91,Euro
09-698-0186,DR,1,0,1,0,437.60,Dollar
80-469-5286,f,0,0,0,0,263.87,Dollar
68-654-5838,f,1,1,0,1,286.80,Euro
71-432-1245,F,1,0,0,1,337.22,Euro
08-499-4865,DR,0,1,1,1,411.67,Euro
76-677-7419,F,1,1,1,1,305.63,Euro
37-351-7393,f,1,1,1,0,464.59,Dollar
33-157-2864,f,0,0,0,0,280.70,Dollar
32-627-6085,F,0,1,1,0,472.98,Dollar
97-762-2756,Food,1,1,0,1,254.04,Dollar
08-761-1719,f,1,0,1,1,310.54,Euro
67-145-8030,,0,1,1,0,325.14,Dollar
39-024-2399,Drink,1,0,0,0,446.89,Dollar
24-267-3621,Drink,1,1,0,0,321.76,Dollar
58-665-8259,DR,1,0,1,0,419.99,Dollar
58-439-6882,f,0,1,0,0,466.55,Dollar
06-445-6817,Food,1,0,0,1,264.85,Dollar
24-427-7612,f,0,1,0,0,378.67,Dollar
80-747-4427,F,1,0,1,1,302.79,Euro
03-899-5029,F,1,0,1,0,435.07,Euro
30-906-3315,Drink,0,1,1,1,330.82,Dollar
16-842-8197,F,0,0,0,1,373.63,Euro
21-575-3773,Drink,1,0,0,0,442.31,Euro
29-941-3488,DR,0,0,0,0,335.27,Dollar
77-595-9794,Food,0,0,1,1,388.28,Dollar
94-981-7241,f,1,1,1,0,333.14,Euro
98-019-7572,F,1,1,0,1,448.83,Euro
48-637-4851,Drink,0,0,1,1,389.00,Euro
94-413-1111,Food,1,0,0,0,319.24,Euro
54-425-6414,Food,1,0,0,1,338.74,Euro
33-562-6313,Food,0,1,1,1,357.62,Euro
35-150-8713,Drink,1,1,1,0,463.29,Dollar
40-726-9191,DR,0,1,1,0,381.30,Euro
96-281-8907,F,0,0,1,1,421.62,Euro
00-195-6099,Food,0,1,1,0,274.74,Dollar
12-025-2580,DR,1,0,0,0,460.09,Euro
06-504-5049,DR,1,1,1,0,450.07,Euro
86-603-1293,F,1,1,1,0,357.64,Dollar
40-470-1846,,1,0,1,1,380.22,Dollar
47-754-2024,DR,1,1,1,0,382.67,Euro
45-636-9552,DR,1,0,0,1,273.78,Dollar
73-749-0367,f,1,1,0,1,453.64,Euro
91-958-8742,F,0,0,1,1,342.46,Dollar
12-364-8867,F,1,0,0,0,251.98,Euro
68-568-3701,DR,0,1,0,1,400.91,Euro
66-251-1156,Drink,1,0,0,1,449.71,Euro
16-961-8164,f,0,1,1,1,379.38,Euro
40-710-0996,Drink,0,1,1,1,491.37,Dollar
18-327-4279,,1,0,1,1,296.05,Dollar
83-869-1956,DR,1,1,0,0,271.43,Euro
20-210-7510,DR,1,0,0,0,355.63,Euro
86-003-4603,Drink,1,0,0,0,358.26,Euro
93-077-1175,f,1,0,0,1,253.14,Dollar
46-550-1827,DR,1,0,0,1,419.95,Euro
33-883-6541,Food,1,1,1,0,419.29,Dollar
73-251-3457,Food,0,1,1,1,327.00,Dollar
51-969-7366,F,1,1,1,1,437.16,Dollar
65-659-7858,,1,0,0,1,377.11,Dollar
51-032-3995,F,1,1,0,0,481.53,Euro
73-595-3439,Food,1,1,1,1,488.44,Dollar
52-637-6061,F,1,1,0,0,462.51,Euro
36-137-8648,DR,0,0,0,0,437.90,Euro
69-510-7234,f,1,1,0,1,485.43,Euro
23-107-1758,F,1,1,0,0,353.14,Dollar
40-423-9901,f,1,0,1,0,475.46,Euro
86-986-3119,f,0,1,1,1,300.55,Dollar
20-264-6126,Food,1,0,0,1,353.27,Euro
67-843-7669,F,0,0,0,0,361.73,Dollar
76-089-3164,Food,0,1,0,0,329.47,Euro
00-704-8026,Drink,1,1,1,0,394.21,Dollar
42-209-0914,f,1,1,0,0,349.01,Dollar
13-214-1065,DR,0,0,1,0,365.71,Dollar
95-631-7971,Drink,0,1,0,0,478.19,Euro
32-528-5534,f,1,0,1,1,375.25,Euro
87-412-0668,DR,0,1,1,1,434.85,Dollar
76-049-4466,Drink,0,0,1,1,268.73,Euro
10-211-1703,Food,0,0,1,0,335.70,Euro
06-214-1380,f,0,1,0,1,410.17,Dollar
75-602-9131,Food,1,0,1,0,283.77,Dollar
51-821-3709,Food,0,0,0,0,419.27,Dollar
39-097-8969,Food,0,1,1,1,410.18,Dollar
64-037-4222,DR,1,0,0,0,277.38,Euro
86-035-2198,Drink,0,0,1,1,339.85,Euro
88-976-4290,Drink,1,0,1,1,294.44,Euro
89-600-6887,f,0,1,1,0,278.22,Dollar
56-303-2940,Food,0,1,0,1,391.12,Dollar
12-327-4961,f,0,1,0,1,298.13,Dollar
84-825-9006,Drink,0,0,1,0,399.80,Dollar
60-096-3842,DR,1,0,0,1,461.55,Euro
71-189-8260,f,1,0,1,0,418.86,Dollar
20-662-6196,Food,0,0,1,1,310.83,Dollar
33-944-3275,F,0,1,1,0,466.36,Dollar
48-250-5713,DR,1,1,1,1,382.25,Dollar
91-235-4785,f,0,1,1,1,314.84,Dollar
32-587-1993,F,0,0,0,1,299.61,Euro
19-387-6717,f,0,0,1,1,342.97,Euro
05-585-7988,f,1,0,0,1,258.79,Euro
30-240-3822,Food,0,0,0,1,385.86,Euro
12-751-5065,F,1,1,1,0,336.89,Euro
28-778-3186,Drink,1,0,0,0,466.50,Dollar
10-175-3821,Food,0,1,1,1,499.87,Dollar
06-887-3570,f,1,1,1,0,353.49,Euro
60-449-3855,F,1,1,0,1,488.78,Euro
07-563-3064,Drink,1,0,0,0,466.70,Euro
22-952-4561,F,0,0,1,0,280.40,Euro
00-230-1472,f,0,0,1,0,294.57,Dollar
50-092-7804,Drink,0,1,1,0,331.59,Dollar
44-912-4434,F,1,0,1,0,459.85,Euro
34-002-2590,Drink,0,0,1,0,471.05,Euro
26-917-2755,Drink,1,0,0,1,476.90,Euro
05-618-4641,Food,1,0,1,0,364.70,Euro
64-182-9855,DR,1,1,1,0,316.60,Dollar
61-970-1410,,1,1,0,1,385.92,Dollar
27-203-8591,Drink,1,1,0,0,264.58,Euro
65-801-3415,f,0,1,1,1,464.24,Dollar
75-347-5104,F,1,0,1,1,373.67,Euro
00-739-9748,DR,1,0,1,0,429.47,Euro
80-000-5266,Drink,0,1,0,0,463.33,Euro
23-945-5640,F,0,1,1,1,362.57,Euro
51-366-1679,Drink,1,1,0,0,266.98,Dollar
61-563-8313,F,0,1,0,0,256.46,Dollar
32-773-4574,Drink,0,1,1,0,425.69,Euro
10-757-3764,Food,1,1,1,1,355.62,Euro
80-319-1747,f,0,1,0,1,294.98,Dollar
13-806-7907,Food,1,0,0,0,260.62,Dollar
48-103-7502,f,1,1,1,1,292.52,Dollar
51-498-8343,Food,1,0,0,0,400.86,Euro
07-725-3424,Food,0,1,0,0,485.33,Dollar
68-486-4072,F,1,0,0,0,434.30,Dollar
49-102-5932,F,1,0,1,1,494.13,Dollar
92-479-2515,F,1,1,1,0,466.25,Euro
44-916-6672,F,1,0,0,0,347.17,Euro
48-007-5257,,0,0,0,0,326.02,Euro
85-982-6442,Drink,0,1,1,0,344.78,Euro
92-247-7896,f,0,1,1,0,381.56,Euro
91-094-5586,Drink,1,0,1,0,257.92,Dollar
46-031-7401,Food,1,0,1,1,275.01,Euro
23-755-9828,F,1,1,1,0,283.22,Euro
95-705-8127,Food,0,1,1,0,314.54,Dollar
20-533-9099,Drink,0,1,0,0,282.48,Euro
61-695-2687,F,1,1,1,0,274.03,Euro
22-004-6114,Drink,1,0,0,0,323.91,Euro
44-067-2277,f,0,0,1,0,405.64,Euro
32-584-2057,Food,1,0,1,0,359.60,Euro
50-900-9216,f,0,0,0,1,407.34,Euro
80-170-3756,F,0,0,1,0,265.64,Euro
05-819-5037,f,1,1,1,1,467.01,Euro
11-814-4767,f,1,0,1,1,445.14,Euro
86-429-0940,F,0,0,1,1,352.51,Euro
92-073-9625,Drink,0,1,1,1,421.20,Euro
95-700-4072,,0,1,0,0,324.43,Euro
03-197-0262,Food,0,1,0,0,275.41,Dollar
03-780-4147,DR,1,0,0,0,308.39,Dollar
63-879-9061,F,1,1,0,0,339.74,Euro
73-067-5167,f,0,0,0,0,441.11,Euro
32-294-5734,Food,0,1,0,1,360.82,Dollar
04-692-3055,f,1,1,1,1,312.65,Euro
30-690-1538,DR,0,0,0,1,287.60,Dollar
66-888-4060,Drink,1,0,1,0,481.84,Euro
23-209-0631,F,1,0,1,1,275.75,Euro
99-527-9376,DR,0,0,1,0,379.69,Euro
59-198-8785,Drink,1,0,1,1,361.07,Euro
02-485-5194,Food,0,1,0,1,396.10,Dollar
19-658-2787,F,1,0,1,1,480.17,Euro
19-267-3893,,1,0,1,1,355.85,Euro
92-216-8514,Drink,0,0,0,1,411.40,Dollar
11-972-2719,DR,0,1,0,1,375.56,Euro
34-376-8617,Food,0,1,0,1,494.90,Dollar
26-613-4031,f,1,0,0,1,420.69,Dollar
83-335-7081,Food,1,0,1,1,401.42,Dollar
70-532-0901,,0,0,1,0,357.61,Dollar
70-162-3725,f,1,1,0,0,368.00,Euro
53-300-1649,Food,1,1,0,1,324.45,Euro
59-484-0348,f,1,0,0,1,487.97,Euro
61-495-5464,F,0,1,0,1,334.76,Euro
10-004-8332,f,0,0,0,0,456.69,Dollar
53-209-4603,DR,0,0,0,1,376.21,Euro
20-859-6608,F,0,0,1,0,399.94,Dollar
40-713-7947,DR,1,0,0,0,258.12,Dollar
43-945-7139,F,0,0,1,1,315.56,Dollar
78-788-8814,,1,1,1,1,318.05,Euro
56-572-5584,Drink,0,1,0,0,321.50,Euro
87-596-6406,F,1,1,0,0,434.75,Euro
81-063-9432,Drink,0,0,0,0,256.44,Euro
38-184-4534,F,0,0,0,0,469.71,Dollar
01-059-3202,DR,1,1,0,1,287.04,Dollar
75-584-3095,f,0,0,1,0,299.70,Dollar
80-692-6271,Food,1,0,1,0,486.84,Euro
49-139-2653,DR,0,1,0,1,481.31,Euro
00-836-7064,DR,1,1,0,1,375.10,Dollar
27-839-3888,DR,1,1,0,0,435.95,Dollar
17-324-6780,f,1,1,0,0,463.06,Euro
71-026-3345,F,0,0,0,0,282.85,Euro
91-460-9319,DR,0,0,1,1,417.59,Dollar
46-097-9545,DR,1,0,0,0,439.95,Dollar
60-912-2227,Drink,0,1,0,0,408.64,Euro
24-828-8980,DR,1,0,1,1,337.82,Dollar
49-809-8255,Food,1,1,0,0,355.34,Dollar
09-778-2790,DR,0,1,1,0,381.98,Euro
73-018-8084,DR,0,0,1,0,294.54,Euro
23-990-4231,F,1,0,1,1,356.07,Dollar
51-183-7281,f,1,1,0,0,449.65,Dollar
93-835-1117,Drink,0,0,0,1,302.34,Dollar
07-146-5503,DR,0,0,1,0,373.03,Euro
12-532-0209,,0,0,0,0,467.39,Euro
57-686-9413,f,0,1,1,1,413.80,Dollar
87-475-1262,Food,1,1,1,0,350.10,Dollar
84-235-8739,DR,1,0,0,1,398.01,Dollar
82-285-4702,DR,1,1,1,1,352.22,Euro
30-607-4901,f,1,1,0,0,465.58,Euro
25-350-5653,f,0,0,1,1,451.10,Dollar
68-658-4511,Drink,1,1,0,0,290.09,Euro
35-337-7973,F,0,1,1,1,411.68,Dollar
03-195-9229,F,1,1,0,1,499.78,Euro
16-172-4736,Food,0,0,0,1,345.05,Euro
45-731-5795,Food,0,1,0,1,262.82,Euro
44-841-6534,DR,1,0,1,1,310.75,Dollar
72-267-8059,F,0,1,0,0,461.71,Dollar
12-599-4201,f,0,1,1,0,357.42,Euro
36-193-3922,Drink,1,1,1,1,414.02,Euro
82-740-1890,Drink,1,1,1,0,318.07,Euro
69-258-2720,F,0,1,0,1,424.83,Euro
86-926-4529,Food,0,1,0,1,289.44,Euro
27-357-1463,F,1,0,0,1,372.41,Euro
01-503-8126,DR,1,0,0,0,442.98,Euro
06-248-7947,DR,0,0,0,0,341.26,Euro
16-123-3168,Food,1,0,1,1,484.20,Dollar
03-453-8327,f,0,1,0,0,463.20,Euro
64-358-1701,Food,0,0,1,1,340.36,Euro
94-956-9613,F,0,1,1,0,360.66,Euro
88-383-1118,f,0,0,0,1,397.91,Euro
55-167-4914,DR,0,1,1,0,402.20,Euro
01-736-3394,Drink,1,0,1,1,400.41,Dollar
77-579-6557,f,0,0,0,1,416.18,Dollar
09-816-1939,F,1,1,1,0,311.82,Dollar
65-007-5519,Drink,1,0,1,0,277.11,Dollar
94-531-4390,Drink,1,0,0,0,372.97,Euro
18-392-6807,Food,1,1,0,0,479.27,Euro
12-014-5454,DR,0,0,1,0,456.83,Dollar
20-232-6172,F,1,0,1,1,482.18,Dollar
99-886-6928,f,1,0,1,1,283.16,Euro
96-821-0418,f,1,1,0,1,406.50,Euro
24-683-1171,F,0,1,1,1,353.53,Dollar
41-853-7557,f,1,0,0,0,499.97,Euro
66-740-1234,F,0,0,0,0,405.73,Euro
31-719-3390,Food,1,1,1,0,414.79,Dollar
15-049-3053,DR,1,0,1,0,305.60,Dollar
96-365-8036,Food,0,0,0,1,311.69,Dollar
11-529-0155,F,0,1,0,0,347.43,Euro
47-333-1041,Drink,0,1,1,1,306.30,Euro
00-638-2402,F,0,0,1,0,480.64,Dollar
79-205-8904,F,0,0,0,0,455.70,Dollar
56-952-1581,Food,1,1,0,0,454.77,Euro
48-205-3986,F,0,0,0,1,333.40,Dollar
41-824-9520,Food,1,0,0,0,483.51,Dollar
26-924-7275,,1,1,0,1,430.32,Euro
50-712-7011,Food,0,0,1,0,433.99,Euro
68-306-2633,f,1,1,1,0,459.22,Euro
79-364-8606,Food,1,1,0,1,303.91,Dollar
13-651-2791,DR,1,0,1,1,383.51,Dollar
02-648-9242,Food,0,1,0,0,485.68,Euro
69-951-6583,Drink,0,1,1,0,271.37,Dollar
43-072-1155,f,1,1,0,0,488.59,Euro
60-590-8717,Drink,0,0,0,1,360.88,Dollar
81-735-0283,F,0,0,1,1,297.13,Euro
70-807-0860,F,0,1,0,1,347.41,Dollar
96-435-2706,f,0,1,1,1,288.43,Dollar
25-395-1557,Food,1,1,0,0,362.22,Euro
02-703-5888,F,0,0,1,1,435.03,Euro
83-960-0729,Drink,0,0,1,0,463.12,Euro
24-090-7379,Drink,1,0,0,1,257.80,Dollar
69-054-3771,Drink,1,1,0,0,497.93,Dollar
95-356-5172,Food,1,0,1,1,351.52,Dollar
21-616-4286,Food,0,1,1,1,256.16,Euro
22-817-7746,f,0,1,1,0,409.37,Euro
22-044-8472,Food,1,0,0,1,259.69,Dollar
69-856-4190,DR,1,1,1,0,346.61,Euro
31-374-1293,f,1,0,1,1,321.19,Dollar
27-905-0573,Food,0,0,0,1,443.15,Euro
24-619-4212,Drink,1,0,1,1,499.64,Dollar
30-123-3809,f,1,0,1,1,358.72,Euro
98-975-8856,DR,0,0,0,0,472.09,Euro
88-483-4338,f,0,1,1,0,437.05,Euro
04-771-9374,Food,0,0,1,1,351.35,Euro
48-842-9373,Drink,1,1,0,0,292.94,Euro
81-944-1830,,1,0,0,1,338.54,Euro
59-275-5982,F,1,0,1,0,282.00,Dollar
57-263-7841,Drink,1,1,0,1,443.04,Dollar
45-374-9452,F,0,1,0,0,274.30,Dollar
36-604-0878,F,1,1,1,1,397.64,Euro
76-979-4821,Food,0,1,0,1,294.97,Dollar
96-130-1374,DR,0,1,0,1,436.74,Dollar
56-800-4400,Food,1,0,1,0,295.50,Euro
88-174-3229,,1,0,0,1,444.27,Euro
32-878-1464,Food,1,0,0,1,427.25,Euro
51-335-2684,f,1,0,1,0,479.52,Euro
40-780-9050,Drink,1,1,0,1,480.42,Dollar
75-355-6198,DR,1,0,0,0,481.46,Euro
03-054-4455,F,0,0,1,1,366.87,Dollar
25-749-4587,Drink,0,1,1,0,462.33,Dollar
44-987-8970,f,0,0,0,0,484.46,Euro
72-784-7405,Drink,1,0,0,0,386.80,Dollar
21-286-2813,Drink,0,0,1,1,493.66,Euro
88-182-7943,F,0,1,1,0,321.41,Dollar
08-640-9289,F,1,0,1,1,289.21,Dollar
81-675-9190,F,1,1,0,1,474.58,Euro
99-959-0367,F,1,1,0,1,339.85,Euro
37-361-8407,f,0,0,1,0,447.85,Euro
91-634-9908,Food,0,0,1,1,452.85,Dollar
66-506-1360,F,1,0,0,1,451.42,Euro
73-455-7020,Drink,1,0,0,1,282.41,Dollar
32-159-8524,Food,0,0,1,0,272.18,Euro
88-451-7055,Drink,0,0,1,0,376.98,Dollar
31-670-2298,f,0,0,1,0,396.60,Euro
20-790-4562,Drink,0,1,0,1,424.86,Euro
81-820-0000,f,0,0,0,0,272.53,Dollar
83-617-2184,F,1,0,1,1,482.02,Euro
57-424-7866,f,0,1,1,0,301.88,Dollar
37-912-8162,DR,0,0,1,0,475.61,Euro
21-602-1076,Food,0,1,0,1,367.33,Euro
34-348-5859,f,1,0,0,0,279.74,Dollar
58-379-9819,f,1,1,1,1,328.34,Euro
91-017-7154,DR,0,1,1,0,477.40,Dollar
64-709-7607,DR,0,0,1,1,472.76,Dollar
94-601-4088,F,1,0,0,0,351.85,Euro
79-887-9319,f,0,1,0,0,431.44,Euro
14-020-9530,f,0,1,0,1,390.22,Dollar
39-440-5268,Food,1,0,1,1,325.99,Dollar
71-046-0989,,0,0,1,1,467.35,Euro
57-274-5504,,0,1,1,0,391.54,Dollar
21-523-7842,,1,1,1,0,392.71,Euro
71-015-0554,F,0,0,1,0,255.47,Dollar
46-813-9212,Drink,0,0,0,1,430.90,Dollar
45-681-1810,F,1,1,0,0,470.77,Euro
43-402-6458,Food,0,1,0,0,310.26,Dollar
01-256-1487,Drink,1,1,0,0,361.36,Dollar
54-636-1412,f,1,1,0,0,266.99,Dollar
78-703-4029,Drink,1,1,0,1,445.01,Euro
80-879-0010,DR,0,0,1,1,405.73,Euro
05-748-8827,Food,1,0,0,1,393.84,Dollar
64-943-6819,Food,0,1,0,0,268.97,Euro
23-693-7458,Drink,0,0,0,1,346.10,Dollar
94-658-2477,DR,1,0,0,0,322.73,Dollar
88-462-7987,Drink,0,1,0,0,345.68,Dollar
02-506-0185,Drink,0,1,0,1,437.19,Euro
04-346-4811,f,1,1,1,0,471.42,Dollar
31-947-8053,,1,0,0,0,373.84,Dollar
89-709-6426,Drink,0,0,0,0,427.22,Dollar
07-707-3584,F,1,1,1,0,407.39,Euro
07-653-5895,F,1,0,0,1,353.27,Dollar
23-185-0943,Drink,0,0,1,1,412.53,Dollar
26-373-0566,Food,0,1,0,1,324.11,Euro
30-141-0724,DR,1,1,1,1,462.15,Euro
33-393-6116,f,0,1,1,0,454.88,Dollar
40-369-0461,DR,0,0,0,0,261.51,Dollar
37-513-7878,F,1,0,1,0,446.82,Euro
53-677-0105,F,0,1,1,1,491.75,Euro
25-782-5322,DR,1,0,0,1,346.98,Dollar
92-696-6674,F,1,0,1,0,493.02,Euro
66-832-0838,DR,1,0,1,1,408.53,Dollar
16-308-5433,f,1,0,0,0,412.25,Euro
73-081-9059,f,1,0,1,0,490.76,Dollar
42-062-2757,Drink,1,0,0,1,308.51,Dollar
16-504-6192,DR,1,1,1,1,366.15,Dollar
19-136-7100,Food,0,0,0,1,,Euro
04-467-7840,Food,0,0,1,0,422.59,Dollar
56-706-3445,,0,0,0,0,285.57,Dollar
61-012-5514,DR,1,1,0,1,333.02,Dollar
00-049-3390,F,1,0,0,0,477.06,Euro
69-683-5204,Drink,0,1,0,1,429.98,Dollar
82-269-3568,Drink,0,0,1,1,489.83,Dollar
07-581-4657,Drink,1,1,1,0,406.32,Dollar
75-809-0949,F,0,1,1,1,433.82,Dollar
45-650-0253,F,1,0,1,0,451.95,Euro
84-091-2167,F,0,1,1,0,326.90,Euro
60-198-7489,DR,1,0,0,0,429.18,Dollar
60-765-8130,f,0,1,1,1,471.95,Euro
54-936-1738,F,1,1,1,1,251.45,Euro
07-100-4619,Drink,1,0,1,0,326.47,Euro
27-884-9919,Food,1,0,0,0,342.89,Euro
76-524-7103,Drink,1,1,1,1,252.41,Dollar
71-134-2020,f,1,0,0,1,300.66,Euro
38-955-4919,Drink,0,1,0,1,428.51,Euro
11-587-3180,F,0,0,0,1,337.62,Euro
97-884-5030,f,0,0,0,1,419.76,Euro
71-863-7027,F,0,1,1,1,380.00,Dollar
90-393-0898,,0,1,1,0,493.20,Euro
99-069-4244,f,1,1,1,1,251.86,Euro
84-151-2825,F,0,0,1,0,415.78,Dollar
18-002-5270,Food,1,1,1,1,290.53,Euro
26-534-7766,DR,0,1,0,0,353.77,Dollar
37-826-9523,,1,1,1,0,346.09,Dollar
89-100-9473,F,1,0,0,0,305.77,Dollar
81-275-8659,Drink,1,0,1,0,455.90,Euro
13-654-1660,f,0,0,0,0,353.67,Dollar
13-898-6328,,1,0,0,0,443.02,Euro
97-112-8834,Drink,0,1,1,1,372.50,Dollar
67-374-6620,f,1,0,0,1,309.46,Euro
18-605-0442,F,0,1,1,1,325.38,Dollar
87-434-9575,Drink,1,1,0,0,259.33,Euro
56-722-8567,Food,0,0,0,1,493.57,Euro
60-141-7367,DR,0,1,0,0,298.24,Euro
83-021-4654,f,1,1,1,0,348.25,Dollar
83-903-4895,DR,1,0,1,1,399.05,Dollar
71-956-9717,F,0,1,1,1,485.94,Euro
19-104-3973,Food,0,1,0,0,267.28,Euro
89-408-0637,F,1,0,1,0,325.16,Dollar
50-808-1538,Drink,0,0,1,0,476.14,Euro
87-471-6384,f,0,0,0,1,420.42,Dollar
40-183-4769,,0,1,0,1,488.65,Euro
36-020-7808,f,0,1,1,0,285.56,Euro
30-432-4369,f,0,1,1,1,,Dollar
83-669-4444,,0,0,1,1,427.71,Euro
14-719-1494,f,1,0,0,1,458.68,Euro
86-483-3852,Food,1,1,0,1,491.22,Dollar
87-707-3355,F,0,1,0,1,494.60,Dollar
27-132-9118,Food,1,0,0,0,423.84,Euro
92-933-5861,f,1,0,1,0,308.46,Euro
09-599-5193,DR,1,0,1,0,329.48,Dollar
46-738-6659,DR,1,0,1,0,438.07,Dollar
72-834-9339,f,0,0,1,0,472.17,Euro
03-713-9187,DR,0,1,0,1,418.04,Dollar
43-558-4938,Food,1,1,1,1,291.79,Euro
11-135-7981,f,0,0,1,0,370.10,Euro
95-650-3439,DR,0,0,1,1,332.47,Dollar
09-907-2044,Food,1,0,0,1,496.78,Dollar
23-317-6415,F,0,1,1,1,471.79,Dollar
87-075-9008,Food,0,1,0,0,287.31,Euro
91-452-9773,DR,1,1,0,0,301.57,Euro
86-139-0281,Drink,0,1,0,0,439.20,Euro
33-021-6100,f,0,0,1,1,277.61,Euro
