Project_ID,Programming Language,Employee_1,Employee_2,Employee_3,Employee_4,Award,Currency
605450222-0,java,1,2,2,2,492.56,JOD
359176075-7,java,2,1,2,2,306.86,JOD
423194816-X,java,0,0,1,1,208.24,USD
098285354-8,PYTHON,0,2,0,2,206.51,JOD
568124322-2,PYTHON,1,0,0,0,406.11,USD
448555922-X,java,0,1,2,0,170.58,USD
389605560-7,C++,1,0,0,2,171.88,Euro
491878609-X,PYTHON,0,2,1,1,105.39,Euro
086931398-3,JAVA,2,1,0,1,137.53,JOD
108754354-1,R,1,0,0,2,353.61,JOD
924202842-8,Python,0,0,1,0,421.40,JOD
545085421-8,JAVA,2,0,0,0,358.55,JOD
269115796-2,Python,2,1,0,2,206.70,Euro
746549045-6,JAVA,2,1,1,0,154.49,Euro
376091386-5,R,0,0,0,2,197.16,JOD
412334096-2,Python,1,0,2,1,322.41,USD
763634700-8,C++,2,0,2,0,266.17,USD
115317002-7,java,1,0,0,0,423.48,USD
546444638-9,R,2,2,2,2,420.36,JOD
072088668-6,Python,1,2,2,2,351.16,Euro
640735528-1,JAVA,1,1,1,1,296.94,Euro
839356993-1,R,1,1,0,0,249.91,Euro
553565998-3,C++,0,0,1,0,300.31,Euro
229173231-5,c++,2,0,2,1,458.58,JOD
672621369-7,JAVA,0,0,1,1,137.33,Euro
466809247-9,Python,1,2,0,1,220.37,USD
046495984-5,c++,2,2,2,2,343.12,USD
455436918-8,R,1,1,1,1,274.93,USD
351921558-6,java,1,0,2,1,193.32,USD
433609091-2,JAVA,0,2,1,2,467.36,Euro
051417114-6,,1,0,2,2,248.68,USD
182197430-1,PYTHON,1,0,1,0,143.90,USD
294864501-8,R,0,2,2,1,186.53,Euro
969099635-5,c++,0,1,2,2,342.48,USD
713658969-X,C++,0,1,0,0,260.24,Euro
143555361-6,c++,0,0,0,2,379.31,USD
725231928-8,c++,1,2,0,2,368.89,USD
297430398-6,R,2,2,1,2,395.92,USD
005355320-9,JAVA,0,0,2,1,444.35,JOD
054078153-3,JAVA,1,0,1,0,243.96,Euro
287723247-6,java,0,1,1,2,429.86,Euro
045171386-9,Python,1,2,1,2,475.19,Euro
259626443-9,Python,1,0,1,0,454.97,Euro
369066136-6,java,1,0,2,0,482.63,Euro
248712183-1,JAVA,2,2,1,0,362.75,Euro
628200982-0,R,2,2,0,2,260.52,JOD
503241471-9,java,2,1,1,2,395.26,Euro
296921171-8,c++,1,0,0,1,258.06,USD
087130889-4,C++,0,2,0,2,430.71,JOD
427973820-3,JAVA,0,1,0,0,238.40,Euro
326716975-5,JAVA,1,2,1,0,384.09,Euro
405344005-X,Python,2,1,2,2,435.44,JOD
254820390-5,java,2,0,1,1,327.23,JOD
953798204-1,C++,0,2,2,1,385.20,Euro
842735086-4,Python,0,0,1,0,184.16,USD
657626471-2,R,0,1,2,0,344.84,JOD
418235327-7,JAVA,1,2,0,2,334.33,USD
343000700-3,c++,2,1,2,1,288.66,USD
922396636-1,JAVA,0,0,1,0,382.36,USD
576789225-3,JAVA,2,0,1,0,122.60,Euro
462671974-0,c++,1,1,0,0,295.00,JOD
263700227-1,R,1,1,0,1,412.39,USD
251525988-X,Python,0,0,1,2,211.54,Euro
175091034-9,C++,0,1,1,1,445.04,USD
444921923-6,Python,2,0,2,1,487.73,USD
369108677-2,Python,2,0,1,0,320.41,JOD
322436037-2,PYTHON,1,0,1,1,488.31,JOD
739649077-4,JAVA,0,0,1,0,191.39,USD
413492880-X,JAVA,1,0,2,0,242.70,JOD
732106663-0,PYTHON,0,,1,1,207.52,USD
852808183-4,R,2,2,2,0,363.25,Euro
618849466-4,java,1,1,0,1,302.20,JOD
219765113-7,JAVA,1,2,1,0,207.78,JOD
207718529-5,c++,2,1,2,0,200.54,USD
217227904-8,java,0,0,0,2,298.10,USD
903753523-2,Python,1,1,1,1,195.91,USD
542922479-0,c++,0,0,1,2,356.93,Euro
497773276-6,java,1,0,2,1,458.95,JOD
493998801-5,C++,1,0,1,0,375.46,JOD
922710637-5,,2,2,2,1,197.75,Euro
711882702-9,c++,0,1,0,0,312.11,Euro
955674630-7,Python,1,0,2,2,160.46,USD
229263526-7,c++,2,1,1,0,379.49,JOD
731283303-9,c++,0,0,1,2,336.82,USD
229674936-4,Python,0,1,2,1,343.02,Euro
455494227-9,JAVA,2,2,0,0,174.54,USD
507252227-X,c++,2,2,0,1,392.48,USD
725872042-1,PYTHON,1,1,0,2,484.23,Euro
503416338-1,PYTHON,2,2,1,2,227.15,Euro
190872635-0,c++,2,0,2,2,383.89,USD
797442621-7,c++,1,2,0,1,168.28,USD
534020647-5,c++,0,1,2,2,472.94,Euro
705410322-X,Python,2,1,1,1,371.50,USD
388820613-8,C++,2,0,0,2,358.86,USD
009680028-3,java,1,0,2,2,203.65,JOD
991540255-4,R,0,1,0,2,387.38,USD
098682298-1,java,2,2,0,0,491.23,JOD
523403016-4,Python,0,2,1,1,499.89,USD
062964706-2,Python,0,2,0,1,328.93,Euro
905366957-4,R,2,2,2,2,273.95,USD
685086140-9,Python,2,0,0,2,165.39,Euro
304682580-3,java,2,1,2,1,411.85,JOD
031190627-3,JAVA,1,1,0,0,315.74,USD
937475918-7,R,1,1,2,1,370.55,USD
703637173-0,PYTHON,2,2,0,1,282.72,JOD
884445949-3,Python,0,2,2,0,254.71,USD
403869491-7,R,1,0,0,0,441.63,Euro
836261413-7,PYTHON,0,,2,1,394.41,JOD
540351602-6,c++,0,2,2,0,376.67,USD
185749363-X,java,1,2,0,0,369.78,JOD
847900462-2,C++,0,1,1,2,252.47,Euro
590773637-2,Python,0,1,2,0,273.97,USD
425215442-1,JAVA,0,2,0,0,406.99,USD
068611881-2,JAVA,0,1,2,2,355.98,JOD
220486880-9,c++,2,1,0,1,362.93,Euro
839583657-0,R,0,0,0,0,252.36,JOD
509547241-4,R,1,0,1,1,288.60,USD
674271281-3,PYTHON,2,1,2,0,107.11,USD
875200856-8,c++,1,0,2,2,228.86,USD
713665910-8,R,1,2,1,2,227.31,USD
504771756-9,java,0,2,0,1,192.65,USD
136732840-3,c++,2,1,2,1,145.92,JOD
219498625-1,java,2,2,1,2,410.89,USD
610353472-0,java,1,1,0,2,186.47,JOD
030884865-9,Python,2,2,2,0,433.54,USD
596108392-6,R,1,0,2,1,329.88,USD
731905686-0,R,0,0,0,2,441.51,JOD
072732626-0,C++,0,2,1,1,474.39,USD
068068564-2,c++,0,0,2,2,310.86,USD
080431312-1,C++,2,2,0,2,182.81,USD
286243343-8,java,1,2,0,1,314.18,JOD
030028778-X,PYTHON,2,1,2,1,268.02,JOD
738975147-9,PYTHON,2,,0,1,141.54,JOD
862954542-9,R,0,1,2,2,435.11,JOD
988740782-8,java,1,1,1,1,145.77,JOD
195229408-8,R,0,1,0,2,330.17,Euro
681188852-0,R,0,1,1,1,450.98,JOD
256479539-0,JAVA,0,1,2,1,462.74,USD
310235590-0,R,1,2,2,2,123.87,JOD
723460322-0,R,2,2,1,1,137.99,JOD
860738804-5,C++,1,0,0,0,253.99,Euro
615279412-9,c++,1,2,1,2,174.99,Euro
997413328-9,Python,1,1,2,2,234.99,Euro
417392917-X,R,2,2,1,0,146.99,USD
719539120-5,Python,2,2,2,1,301.74,USD
091358731-1,JAVA,2,1,0,1,370.44,USD
952393839-8,JAVA,2,0,0,0,301.93,USD
205868431-1,java,1,2,1,0,195.82,Euro
740088425-5,C++,0,0,2,0,265.96,Euro
627248736-3,JAVA,2,1,0,0,265.97,JOD
322597481-1,java,0,1,0,2,301.81,Euro
449329804-9,R,1,2,0,0,241.29,USD
807410659-4,java,0,2,0,0,416.60,JOD
038783382-X,c++,1,0,2,2,442.85,JOD
552432714-3,PYTHON,1,1,0,0,106.11,JOD
732768934-6,java,0,0,1,2,280.87,USD
343890886-7,c++,0,2,0,2,160.82,Euro
745695163-2,c++,2,0,0,2,101.51,Euro
754411656-5,R,2,0,1,2,235.24,JOD
668330886-1,java,0,0,2,1,248.84,JOD
392480317-X,R,2,0,2,2,140.95,USD
141053450-2,java,2,2,2,0,497.59,Euro
290736285-2,C++,1,2,2,1,179.17,JOD
549585674-0,C++,0,1,1,2,411.59,JOD
846531702-X,JAVA,1,1,0,0,261.16,Euro
300008109-7,C++,0,,1,1,129.49,USD
581957461-3,PYTHON,2,1,2,2,395.63,JOD
353200774-6,PYTHON,0,0,1,1,324.33,Euro
808486028-3,R,0,0,0,0,466.81,USD
727620724-2,PYTHON,2,2,1,1,440.94,USD
697149625-6,c++,1,1,2,0,366.75,JOD
112759073-1,C++,0,0,2,2,408.47,Euro
354417029-9,c++,0,2,1,2,230.86,USD
402669009-1,JAVA,0,1,1,1,303.74,JOD
324742557-8,Python,0,2,0,2,169.66,USD
505885018-4,Python,1,1,0,1,294.71,USD
121749532-0,Python,0,0,2,1,409.58,Euro
196855541-2,JAVA,1,0,0,2,430.59,JOD
641682216-4,c++,2,1,1,1,439.84,JOD
276725558-7,c++,0,2,1,2,434.28,USD
726378827-6,R,2,1,2,0,471.61,JOD
400659070-9,JAVA,0,0,0,1,186.58,Euro
442399011-3,Python,0,2,2,1,368.90,JOD
668181959-1,JAVA,1,1,1,0,158.77,Euro
441586504-6,java,1,2,1,1,232.67,USD
426238095-5,C++,0,0,1,2,155.08,USD
442993786-9,Python,0,0,2,1,358.31,USD
279231407-9,PYTHON,2,2,2,2,198.25,Euro
748211975-2,C++,2,2,1,1,117.47,Euro
036715273-8,R,0,1,1,1,332.00,USD
400569825-5,JAVA,1,0,0,0,109.55,USD
727167240-0,c++,1,0,0,0,449.49,JOD
393096837-1,Python,1,1,2,1,406.27,Euro
996251130-5,R,0,1,1,0,258.45,USD
543337632-X,Python,0,2,0,2,407.28,JOD
349729791-7,PYTHON,0,0,1,1,327.96,Euro
124282019-1,Python,0,0,1,0,399.15,JOD
925398997-1,Python,2,0,0,0,285.97,Euro
288837284-3,PYTHON,2,0,0,2,169.71,Euro
854208914-6,c++,1,0,2,0,425.27,JOD
919479405-7,JAVA,1,1,2,1,343.41,JOD
071482343-0,R,1,1,0,0,386.12,Euro
132656798-5,PYTHON,1,2,1,1,139.13,Euro
651675946-4,,0,0,0,2,368.69,Euro
972464576-2,JAVA,0,2,0,1,231.55,JOD
263421120-1,java,2,2,0,2,437.00,USD
799508999-6,C++,0,0,2,1,372.40,Euro
199421855-X,java,1,1,0,1,412.05,JOD
121994997-3,C++,2,0,1,0,373.05,JOD
024317124-2,java,1,2,1,0,472.95,JOD
210419001-0,java,0,2,1,2,138.06,Euro
131795938-8,R,0,2,0,1,395.21,USD
498750030-2,R,2,1,2,0,263.12,USD
456751091-7,R,1,1,0,1,299.20,JOD
670677439-1,c++,1,2,0,1,195.08,Euro
690671416-3,JAVA,0,1,1,2,187.15,Euro
625355806-4,java,1,1,0,1,286.55,USD
603967763-5,Python,2,2,0,2,366.82,Euro
565717542-5,PYTHON,1,0,1,1,222.22,JOD
318852138-3,c++,1,2,1,0,361.08,Euro
933627821-5,java,1,2,0,2,228.53,JOD
417290181-6,Python,0,2,0,1,290.13,Euro
309176661-6,JAVA,1,0,1,2,190.68,USD
942580177-0,Python,0,1,0,2,194.41,USD
560783838-2,Python,1,1,1,2,122.16,JOD
215714659-8,java,1,0,0,2,166.04,Euro
289743071-0,Python,1,0,0,1,145.29,Euro
317460045-6,R,0,2,0,0,221.82,USD
817646606-9,java,1,1,1,1,292.85,JOD
585152655-6,Python,0,2,2,2,102.69,Euro
076228114-6,R,0,1,0,1,183.71,Euro
792219678-4,C++,2,2,0,1,302.82,JOD
813622058-1,PYTHON,0,1,0,2,462.33,JOD
172661110-8,PYTHON,0,0,0,0,230.39,USD
671175184-1,JAVA,2,1,0,2,111.04,JOD
989585685-7,c++,1,1,0,1,407.49,Euro
413177045-8,R,1,1,2,0,262.71,JOD
439770682-4,PYTHON,1,1,0,2,151.37,JOD
708676828-6,PYTHON,1,2,1,2,194.76,USD
622301221-7,c++,2,1,0,2,447.90,Euro
224874117-0,c++,1,1,2,0,438.57,USD
495928578-8,JAVA,2,2,0,0,315.87,JOD
693798898-2,Python,2,1,0,0,371.92,JOD
535166355-4,java,1,1,2,2,483.86,USD
013618389-1,JAVA,0,2,1,2,274.43,JOD
330573363-2,c++,1,1,2,0,293.43,USD
461418817-6,Python,0,0,2,1,266.07,Euro
973353878-7,java,1,2,2,1,248.55,USD
614697270-3,c++,0,0,1,2,361.23,USD
056646485-3,java,2,1,0,1,206.04,Euro
012738723-4,Python,2,0,1,0,186.20,JOD
389360186-4,JAVA,0,1,2,0,295.76,Euro
424039709-X,C++,1,1,0,1,138.95,Euro
452560610-X,java,0,0,1,1,491.32,Euro
851174493-2,c++,0,1,0,1,251.59,JOD
155244890-8,R,0,1,2,0,385.68,Euro
650834682-2,java,0,1,0,0,271.28,USD
539717105-0,Python,0,1,2,1,154.13,JOD
360311548-1,java,0,1,2,2,201.82,JOD
726850377-6,JAVA,1,2,0,2,276.30,USD
752719146-5,c++,0,2,2,2,354.61,USD
462181715-9,c++,2,1,2,1,188.53,JOD
202888784-2,Python,1,1,1,0,387.23,JOD
448099705-9,java,2,1,1,1,475.22,JOD
638997139-7,PYTHON,2,0,1,1,284.15,JOD
342590232-6,c++,1,1,2,0,229.39,JOD
124816320-6,java,2,0,0,2,187.31,JOD
901048669-9,c++,0,0,2,0,267.73,USD
770956701-0,R,2,0,1,1,425.01,Euro
295453825-2,c++,2,1,0,1,297.04,Euro
023949459-8,R,2,2,1,2,301.67,JOD
247625642-0,JAVA,0,0,2,1,128.11,Euro
762631380-1,Python,2,0,1,2,306.76,USD
993824819-5,java,2,0,1,2,335.24,USD
610479283-9,Python,2,0,2,0,345.30,Euro
891917801-1,JAVA,0,0,0,0,244.90,JOD
831876150-2,PYTHON,0,1,0,1,121.29,Euro
739145766-3,java,1,,1,1,295.94,JOD
869171501-4,c++,0,2,1,1,153.75,USD
090201151-0,c++,2,0,2,2,113.11,JOD
422175304-8,c++,0,2,0,0,255.95,USD
702333869-1,R,1,0,1,1,300.29,USD
794347183-0,C++,2,0,1,0,133.27,Euro
377565637-5,Python,1,2,2,0,186.69,JOD
996689273-7,JAVA,2,0,2,2,392.88,USD
427145200-9,C++,1,1,0,1,359.53,Euro
090033033-3,R,1,2,1,2,120.14,JOD
309855933-0,C++,2,1,1,0,141.67,USD
509279558-1,Python,2,2,1,1,106.42,USD
015445599-7,C++,2,0,0,2,449.83,USD
570633838-8,java,1,1,1,2,227.21,USD
602422246-7,R,2,0,2,1,483.51,Euro
209201730-6,c++,1,2,1,1,402.21,JOD
770139041-3,c++,0,0,2,2,432.81,JOD
397889698-2,c++,1,0,1,1,448.86,USD
717104918-3,R,0,0,0,1,444.76,Euro
801760198-0,R,2,2,1,1,253.48,USD
121750232-7,R,1,1,2,2,209.57,Euro
134595918-4,JAVA,2,1,2,0,268.17,JOD
002373050-1,JAVA,2,2,2,2,162.65,USD
400430628-0,R,0,1,2,1,110.36,USD
853164051-2,java,1,0,1,1,266.20,JOD
693472605-7,Python,2,0,1,2,216.44,USD
777660415-1,JAVA,1,2,1,1,138.20,JOD
064619415-1,R,2,2,1,0,447.28,Euro
369873543-1,R,1,1,2,1,218.97,USD
231135201-6,R,1,0,2,0,121.05,JOD
939819957-2,,0,0,2,0,146.00,Euro
496863760-8,JAVA,1,1,1,1,221.89,USD
841852690-4,c++,0,1,1,0,363.44,JOD
206516631-2,PYTHON,0,2,0,0,326.34,Euro
159651474-4,C++,1,0,2,2,473.97,USD
091279062-8,PYTHON,1,2,0,2,315.86,Euro
693667227-2,java,1,0,0,2,104.29,JOD
806564377-9,Python,0,2,0,2,196.32,Euro
782505680-9,c++,2,2,1,0,386.48,USD
856071976-8,,0,1,0,2,115.58,USD
662011853-4,Python,2,0,2,1,234.03,JOD
932406008-2,R,1,2,1,0,145.58,Euro
821221110-X,c++,0,2,0,1,209.50,Euro
327817795-9,R,0,0,1,2,119.62,JOD
100746393-7,C++,0,2,0,1,321.99,JOD
954720417-3,PYTHON,2,2,1,1,366.46,Euro
624077491-X,java,1,2,2,0,451.35,USD
877875216-7,R,2,1,2,1,185.43,Euro
456298863-0,Python,2,2,1,0,432.78,USD
272331062-0,Python,2,1,1,2,312.97,USD
654104330-2,java,2,0,2,0,182.66,JOD
831593859-2,Python,1,2,2,2,184.97,JOD
129237434-9,JAVA,2,1,1,1,395.01,USD
981127101-1,PYTHON,0,1,2,0,253.63,Euro
108396342-2,R,1,1,2,0,470.12,JOD
536270122-3,C++,0,2,2,2,189.03,Euro
060414566-7,C++,1,2,1,0,201.05,JOD
800030314-0,C++,1,0,1,2,410.26,JOD
071566290-2,java,1,2,0,0,355.06,JOD
704749152-X,java,1,,2,2,456.92,USD
742769431-7,R,1,1,1,2,368.61,JOD
866299554-3,,2,0,1,0,241.84,Euro
753640716-5,JAVA,2,2,2,1,266.68,Euro
099101792-7,,1,1,2,0,425.38,JOD
951404571-8,Python,1,1,2,0,120.51,JOD
236128176-7,,0,2,0,2,206.31,USD
396575068-2,PYTHON,1,0,0,1,492.97,Euro
918588656-4,R,2,0,2,0,467.86,USD
705338112-9,R,0,2,2,2,125.56,Euro
134954072-2,C++,1,,0,1,350.07,Euro
893446566-2,C++,1,0,2,2,372.80,JOD
219269162-9,R,2,2,2,2,242.33,Euro
768614597-2,Python,0,2,2,1,339.13,Euro
545790168-8,JAVA,2,0,2,1,182.47,USD
166528620-2,R,1,1,2,1,399.84,JOD
780599778-0,R,2,2,2,1,191.59,USD
831440600-7,C++,1,2,2,2,422.22,Euro
988561697-7,java,0,1,1,0,143.63,JOD
264009935-3,JAVA,2,2,0,0,187.10,JOD
548096880-7,c++,0,1,1,1,253.17,USD
177609297-X,java,1,0,1,1,341.26,Euro
892761299-X,Python,0,2,2,2,393.80,Euro
091471908-4,R,2,0,0,1,232.13,Euro
986648768-7,Python,2,1,0,1,203.31,Euro
049428263-0,java,0,2,1,0,317.28,Euro
588569259-9,JAVA,1,2,1,1,404.50,JOD
730848412-2,c++,1,1,2,2,440.03,JOD
703040674-5,C++,1,1,1,1,102.95,Euro
083549958-8,Python,1,0,2,2,181.66,USD
496147983-7,JAVA,2,2,0,2,199.17,Euro
459321889-6,c++,2,0,0,0,276.85,Euro
417648761-5,Python,2,1,1,0,266.08,Euro
024815187-8,PYTHON,2,0,2,1,141.45,JOD
994531490-4,R,1,0,2,1,325.59,Euro
698624150-X,c++,2,0,2,0,192.41,JOD
822995623-5,java,0,2,1,1,449.42,JOD
105540974-2,PYTHON,2,2,1,1,220.85,Euro
527476926-8,java,0,0,2,0,278.57,JOD
742619751-4,c++,2,0,1,0,346.27,Euro
569101871-X,R,1,0,1,2,195.64,JOD
921691598-6,Python,2,0,2,1,199.83,JOD
280521270-3,java,1,1,0,2,384.26,Euro
323502431-X,R,2,2,0,1,191.71,JOD
189282375-6,R,1,0,2,1,421.91,USD
693936563-X,R,0,0,1,1,433.39,JOD
975227620-2,c++,1,1,2,2,388.77,Euro
128836375-3,Python,0,2,2,0,460.89,JOD
919957132-3,R,1,1,1,0,170.97,JOD
653445251-0,PYTHON,0,1,1,1,241.29,Euro
898415166-1,Python,1,0,2,0,456.77,JOD
871839154-0,JAVA,1,2,2,1,216.83,USD
336122639-2,java,2,1,1,1,469.81,JOD
863105788-6,C++,2,2,0,2,190.35,USD
031049722-1,Python,0,0,1,0,189.31,Euro
653272261-8,R,2,1,0,0,185.21,Euro
986780306-X,JAVA,1,2,0,0,389.69,USD
386026320-X,R,2,0,1,2,432.62,USD
868607854-0,java,2,1,2,1,380.81,JOD
222338259-2,PYTHON,2,2,2,2,175.71,USD
941301758-1,,0,2,2,2,346.52,Euro
837252370-3,PYTHON,1,2,0,1,190.52,Euro
079628992-1,c++,0,2,1,2,224.65,USD
879741618-5,c++,0,2,0,1,305.26,Euro
888282663-5,Python,2,2,0,2,207.65,JOD
760032308-7,c++,1,0,1,0,178.33,USD
635025581-X,Python,1,1,0,2,463.65,USD
933148956-0,java,1,2,2,2,468.43,USD
470640329-4,JAVA,1,2,1,0,434.59,JOD
599330877-X,Python,2,1,0,2,493.74,USD
848988781-0,JAVA,1,1,1,2,170.06,Euro
530881992-0,JAVA,0,2,2,2,108.93,JOD
110317059-7,R,0,0,0,0,161.85,JOD
989384446-0,c++,0,2,2,1,225.91,JOD
502900704-0,c++,0,1,1,0,238.93,Euro
527546012-0,Python,2,0,2,2,342.35,JOD
573756942-X,c++,1,0,0,1,489.62,USD
747009639-6,R,0,0,0,0,473.39,JOD
598932188-0,C++,2,0,1,1,107.10,JOD
763794904-4,c++,1,2,1,1,103.01,Euro
002544079-9,PYTHON,2,2,2,0,126.53,USD
565873290-5,JAVA,2,1,0,1,458.29,Euro
783085076-3,JAVA,0,1,2,2,450.65,USD
243073042-1,PYTHON,1,1,0,0,154.49,JOD
075102474-0,,0,1,0,2,226.68,Euro
030356698-1,Python,0,0,1,0,282.19,USD
377752778-5,c++,1,0,0,2,261.57,Euro
633131158-0,java,0,1,2,2,236.41,JOD
676666324-3,java,0,2,0,2,130.75,JOD
694122287-5,Python,2,2,0,2,328.39,JOD
080963212-8,R,2,1,0,0,142.29,JOD
225964403-1,PYTHON,0,2,1,2,248.89,Euro
490026637-X,Python,2,,2,2,239.02,Euro
931694699-9,PYTHON,1,1,1,2,486.61,JOD
429866995-5,Python,2,0,2,1,168.92,USD
440697937-9,Python,2,1,0,1,345.95,Euro
983289525-1,PYTHON,2,1,2,1,113.65,JOD
065412654-2,PYTHON,2,2,0,1,310.72,JOD
397406936-4,c++,1,2,2,2,363.10,Euro
773746931-1,JAVA,2,2,1,1,485.58,Euro
183817706-X,c++,2,,0,0,263.16,Euro
593394976-0,R,2,2,2,1,164.55,JOD
011041368-7,R,2,1,0,1,174.12,USD
546126129-9,C++,1,2,0,0,489.59,USD
958201187-4,C++,1,2,0,0,142.32,Euro
765299617-1,java,2,0,1,0,312.86,Euro
859523587-2,R,2,0,1,2,128.24,JOD
569702177-1,R,0,1,2,0,183.09,Euro
986136039-5,R,0,2,1,1,145.59,JOD
035046878-8,PYTHON,2,1,2,2,450.06,JOD
330461950-X,JAVA,0,0,2,1,236.46,Euro
330522455-X,C++,1,2,1,0,316.21,JOD
001999736-1,PYTHON,0,2,1,2,230.53,JOD
006275839-X,PYTHON,2,1,1,0,225.68,Euro
830740243-3,C++,1,2,2,2,196.28,Euro
891532505-2,Python,1,2,2,1,292.30,JOD
434600333-8,C++,1,0,2,2,347.94,USD
449009050-1,C++,1,1,1,1,490.29,Euro
270575151-3,R,2,,2,2,489.15,JOD
045003302-3,c++,0,0,1,2,123.39,Euro
171848450-X,Python,2,0,2,0,212.11,USD
065151983-7,R,0,0,1,2,199.22,USD
337720686-8,PYTHON,1,1,1,1,493.55,USD
500441443-2,Python,2,0,1,2,458.42,Euro
135915842-1,c++,0,1,1,1,298.74,USD
331020427-8,Python,2,2,1,0,449.36,USD
213903298-5,c++,1,0,2,0,481.44,JOD
860635101-6,JAVA,0,1,2,1,316.48,Euro
717748047-1,Python,1,1,2,2,347.55,USD
794403126-5,C++,1,2,2,2,126.38,JOD
310489638-0,PYTHON,1,1,0,2,113.26,Euro
620642064-7,c++,0,2,2,0,461.42,USD
035247197-2,JAVA,0,0,0,1,416.43,JOD
028219357-X,C++,2,1,1,2,201.02,JOD
249118017-0,C++,0,2,0,2,112.59,USD
556496124-2,PYTHON,0,0,2,1,265.57,JOD
288595797-2,JAVA,1,1,0,1,411.99,JOD
556631607-7,R,2,2,2,1,440.42,JOD
161026679-X,Python,0,0,1,0,318.05,USD
898113428-6,c++,0,1,1,2,379.17,JOD
250490391-X,R,2,0,1,1,246.57,JOD
319789157-0,Python,2,1,0,1,471.52,Euro
753626309-0,JAVA,1,2,0,1,374.48,JOD
509834585-5,c++,2,0,1,2,339.18,JOD
103388143-0,JAVA,2,0,2,0,431.78,USD
553484225-3,java,2,0,2,1,442.47,JOD
659231286-6,C++,1,0,0,1,212.74,Euro
007289077-0,,1,1,1,2,247.85,USD
457525209-3,Python,2,1,0,2,495.26,JOD
999609829-X,PYTHON,1,2,1,0,143.88,Euro
303998616-3,c++,1,1,2,1,215.16,Euro
814112665-2,R,0,2,0,0,354.18,USD
180665893-3,Python,0,2,1,0,173.41,Euro
488395553-2,java,0,1,1,0,451.66,Euro
622580264-9,c++,2,2,2,1,490.96,Euro
042550933-8,R,2,0,2,0,231.91,JOD
522904736-4,R,1,1,2,2,115.60,USD
234077145-5,java,1,2,0,2,251.13,USD
076831411-9,Python,2,0,0,2,215.73,JOD
105123895-1,C++,2,0,1,2,175.07,JOD
625081190-7,JAVA,1,2,2,1,447.63,USD
590334440-2,java,0,,2,0,493.27,USD
109442154-5,java,2,2,1,1,260.14,JOD
778712011-8,R,2,1,0,1,341.55,USD
282967358-1,Python,1,1,0,0,285.46,JOD
166797776-8,c++,0,0,0,1,356.43,USD
480077316-4,PYTHON,1,0,2,1,491.96,Euro
936108555-7,JAVA,2,0,2,0,306.70,Euro
624587075-5,PYTHON,1,0,1,0,210.23,Euro
595455691-1,R,0,1,0,2,152.06,JOD
927102171-1,c++,1,1,1,2,240.61,JOD
892924962-0,C++,2,1,2,2,408.74,Euro
648127807-4,Python,1,1,2,1,346.07,JOD
032515747-2,java,1,0,2,2,264.47,Euro
826274612-0,JAVA,1,1,2,0,468.07,Euro
176329982-1,c++,0,2,0,1,290.23,JOD
887786649-7,R,0,2,1,2,458.34,USD
219441496-7,R,0,0,1,0,297.75,JOD
977364545-2,R,1,0,0,0,437.73,USD
537816483-4,java,1,0,0,0,120.38,Euro
399360381-8,Python,0,,1,2,481.20,JOD
604732998-5,JAVA,1,0,2,2,449.99,USD
190117311-9,JAVA,2,0,0,1,393.89,Euro
420844750-8,Python,2,1,0,2,272.53,USD
560339969-4,R,1,0,0,1,290.46,Euro
390061691-4,c++,2,2,0,2,139.34,Euro
254406745-4,PYTHON,2,2,0,1,383.26,USD
466877045-0,R,1,2,1,0,443.31,USD
601430513-0,PYTHON,0,2,0,2,169.02,USD
251530520-2,java,1,0,0,1,397.53,JOD
488102786-7,Python,2,1,1,0,240.41,JOD
949834783-2,C++,0,1,0,2,458.06,USD
486222526-8,JAVA,2,2,1,1,345.66,JOD
568847351-7,Python,0,2,0,2,433.63,USD
432752229-5,C++,1,2,0,1,466.20,JOD
350496813-3,c++,0,1,1,1,431.06,Euro
467595473-1,c++,2,2,0,1,128.15,JOD
518312498-1,R,2,2,2,2,380.36,USD
900266308-0,R,1,1,1,1,296.34,JOD
125355937-6,JAVA,2,2,1,0,344.15,JOD
979170445-7,java,1,0,0,2,158.93,JOD
479366959-X,PYTHON,0,1,2,1,204.19,USD
337287133-2,R,2,2,1,0,217.96,Euro
064859865-9,c++,1,2,2,1,342.22,Euro
954541672-6,java,2,0,0,1,486.82,JOD
169541262-1,R,2,1,0,1,321.11,USD
922790900-1,R,1,1,1,2,124.57,Euro
714561534-7,C++,0,0,0,0,371.89,JOD
554543669-3,C++,2,,1,1,286.90,USD
329603827-2,c++,2,2,0,0,403.06,JOD
923446541-5,c++,2,2,2,0,289.12,USD
524379671-9,c++,1,1,1,0,115.69,JOD
633792045-7,R,0,2,0,1,482.71,USD
083383131-3,PYTHON,0,1,2,1,169.95,JOD
699555360-8,R,0,0,0,2,192.92,Euro
405577039-1,PYTHON,0,1,1,0,292.09,USD
686863844-2,R,0,1,2,1,313.02,USD
366093728-2,Python,2,1,0,0,217.91,USD
507033239-2,JAVA,1,,1,1,107.31,JOD
455815537-9,c++,2,0,2,0,362.01,USD
418378681-9,,0,2,1,1,291.54,JOD
864319246-5,java,2,2,1,0,367.03,USD
772836861-3,c++,0,0,1,0,286.18,Euro
001841710-8,java,1,1,2,0,376.33,USD
266986030-3,PYTHON,1,1,2,2,191.89,USD
