Author_ID,Book_ISSN,Place_of_Publication,Year_of_Publication,TotalSales
1336,95-999-0727,Tokyo,Jarvie, 1708.92
35465,38-253-5183,london,Diver, 8544.90
3566,12-542-2549,,Blondelle, 9965.66
55,35-818-8060,Tokyo,Persey, 3322.59
2554,13-365-4098,toKyo,Weall, 5687.51
253,41-429-2709,toKyo,Hissett,
963,90-189-0665,New York,Pettie, 5153.82
3641,02-037-5206,Tokyo,Astles, 6317.96
1235,36-127-6542,NY,Sharratt, 1133.61
1235,96-659-4837,Tokyo,Demaine, 5351.89
68545,11-039-4412,London,Mattek, 9505.30
46213,06-580-5057,NY,Marzelle, 1445.23
2554,59-901-2789,Tokyo,Kitchingman, 8908.18
63468,80-724-7988,London,Scathard, 7287.38
255,95-084-8188,london,Willcox, 9273.56
2554,80-020-7705,Tokyo,Correa,
46213,95-828-0525,London,Whittlesey, 1272.88
3641,63-968-0981,toKyo,Capaldo,
63468,03-124-2953,toKyo,Rochewell, 5120.88
255,41-502-4315,london,Molder, 4147.37
63468,90-045-1095,Paris,Bountiff, 2785.11
513,48-104-8699,NY,Ryall, 4109.96
963,65-729-3840,Paris,Clouter, 6644.20
35465,87-208-5999,New York,Swaffer, 4135.77
1336,36-679-7745,toKyo,Ast, 1291.35
963,49-100-8069,NY,Denekamp, 2393.19
3641,29-563-8914,London,Asquez, 1377.57
464,81-687-2672,Tokyo,Jakovijevic,
3641,27-664-1380,london,Tander, 6197.96
3566,04-880-0461,London,Kloster, 2598.05
3566,09-659-5813,toKyo,Coole, 5911.81
963,33-978-5767,Tokyo,Pulfer, 8106.40
46213,39-439-0222,Paris,Doughill, 4897.58
68545,95-211-5474,New York,Paulo, 3613.55
3566,87-749-2357,london,Vero, 7412.67
3542,20-258-9540,london,Kristoffersen, 2259.38
46213,57-784-6500,London,Honeyghan, 5518.64
458,80-519-5971,Paris,Tabard, 7600.44
6963,60-186-7767,NY,Macauley, 9918.68
3641,23-592-7405,NY,Isaacs, 7682.34
35465,58-669-8825,Paris,O'Corrigane, 5679.27
1336,00-500-1485,Tokyo,Airs, 5458.14
55,37-504-3104,NY,Pagan, 7636.13
1235,97-253-1073,toKyo,Benezet, 6356.58
55,46-364-7233,toKyo,MacKibbon, 2401.85
6963,47-136-3519,NY,Lowther, 2864.76
68545,11-541-6512,New York,Suttling, 6148.29
513,18-597-6576,Paris,Mason, 5219.47
963,39-282-6272,New York,Thelwll,
3546,81-991-6844,toKyo,Bycraft, 7241.81
3546,89-491-7842,toKyo,Slidders, 5006.32
6963,34-737-5094,toKyo,Bartalin, 950.35
46213,44-857-3861,New York,Klarzynski, 3878.45
63468,71-608-6860,Paris,Vignaux, 2562.85
3542,44-593-9896,london,Thom, 5764.74
255,30-958-6424,NY,Le Grice, 1326.32
3546,45-019-2743,Tokyo,Cawthry, 1660.32
963,88-313-9360,London,Eliff, 4591.70
3542,03-326-8291,London,Orr, 8170.40
513,52-392-1445,london,Wylie, 8303.13
2554,31-854-2599,NY,Polkinhorn, 7107.09
63468,63-550-9284,London,Fancott, 7842.00
255,03-944-0172,NY,Eyers, 5303.13
1336,93-329-9081,New York,Dorning, 3841.07
464,52-367-0319,london,Agglio, 3230.81
255,67-576-6406,London,Hackey, 1742.92
253,22-478-9182,london,Varnals, 3118.61
253,95-820-2639,Tokyo,McPhaden, 695.03
253,66-598-5048,Paris,Godball, 7361.01
513,12-909-4075,London,Boag, 8333.26
253,40-379-1546,london,Branthwaite, 4553.69
963,68-820-4580,Tokyo,Hedlestone, 2425.12
1336,26-718-7630,NY,McTrustam, 7531.21
1336,11-377-7475,NY,Venning, 8160.97
68545,02-951-5003,NY,Tabner, 6220.39
35465,28-633-8990,London,Camp, 9331.80
3641,76-770-8616,Tokyo,Duerden, 5761.79
2554,15-799-0890,toKyo,Synder, 4102.59
35465,90-388-3277,,de Guise, 1208.18
3566,41-145-0332,London,Reubens, 7514.97
3566,40-637-8139,New York,Rentenbeck, 2947.56
513,49-795-7902,Paris,Gowdridge, 5525.78
63468,16-013-1246,Paris,Drieu, 8936.99
2554,26-530-2496,New York,Klaas, 3729.27
255,33-253-3175,Tokyo,Fireman, 2191.97
55,75-490-1050,NY,Isaacs, 2721.02
513,65-736-2081,london,Tulley, 7582.94
6963,39-130-1928,New York,Treleaven, 4304.85
1235,79-063-0696,Tokyo,Syrie, 1918.06
35465,86-996-9141,NY,Sinyard, 1274.20
253,40-762-9857,NY,Nornasell, 8700.17
63468,38-131-0425,New York,Oehm, 8977.97
3546,07-418-0309,London,Treffry, 8552.83
513,52-565-2245,Tokyo,Lurner, 1227.42
255,72-586-6428,Tokyo,Bestwall,
253,43-893-1144,New York,Oswald, 8424.22
464,38-544-7308,london,Coulthard,
46213,50-299-3244,London,Ladds, 3921.67
68545,63-819-8414,Paris,Filintsev, 2558.86
464,85-969-7431,New York,Belvin, 1820.23
458,29-720-3496,Paris,Sargison, 8793.26
68545,33-301-6430,Paris,O'Looney, 1495.96
3546,02-092-1259,London,Steagall, 4134.65
6963,46-272-7104,Tokyo,Skein, 1388.31
35465,54-540-1969,london,Owers, 9650.38
3542,22-072-9450,New York,Wixey, 7673.28
458,95-014-8406,NY,Izchaki, 2866.09
1336,82-771-6532,Paris,Boultwood, 2449.10
963,63-247-2048,Tokyo,Cotherill, 8644.17
458,11-738-8013,london,Stranaghan, 6562.95
3546,65-522-7959,toKyo,Brogini, 3815.91
513,31-082-1355,toKyo,Conachy, 8987.74
35465,67-109-7660,New York,Berens, 3111.60
1336,07-577-3073,Paris,Ker, 8781.49
253,51-919-2637,New York,Freed, 6781.41
35465,79-830-4398,New York,Apedaile, 7477.66
63468,93-664-3615,NY,Oldroyd, 2914.19
458,07-903-4616,Paris,Thewles, 2011.19
46213,30-762-0867,london,Mullin, 8438.29
55,22-536-7805,New York,Castro, 1368.34
253,73-491-4732,Paris,Hanssmann, 2701.01
1336,21-817-4812,Tokyo,Caunter, 6019.55
255,00-246-7206,Paris,Trayford, 8796.08
3542,87-156-0271,london,Ruprecht, 9740.46
464,99-149-8868,Tokyo,Tomaini, 7836.88
513,81-462-2081,Tokyo,Casel, 9305.97
1235,78-107-8330,london,Linguard, 4155.60
55,44-610-9590,New York,Ramble, 6288.50
35465,65-452-1097,New York,Hartwell, 7833.44
253,24-344-1562,,Saxelby, 1961.82
3546,43-790-5127,New York,Dunton, 7687.04
55,29-643-0356,New York,Studd, 2258.39
255,50-051-5353,London,Laxton, 5374.91
68545,87-951-9105,Paris,Aiston, 1490.55
255,89-662-1585,New York,Kleehuhler, 8744.44
1235,77-801-9418,London,Jeynes, 5520.88
3542,25-524-1966,london,Pasmore, 611.84
458,02-573-9264,London,Gasnoll, 2873.39
55,80-908-6785,london,Pevie, 6289.48
458,11-632-6704,New York,Goroni, 8431.02
35465,24-231-4147,NY,Olexa, 4004.51
6963,39-765-5513,Tokyo,Semonin, 2435.23
3641,91-929-8622,NY,Routledge, 2453.18
6963,85-722-5838,london,Haith, 8652.53
55,11-542-3523,London,Bartkiewicz, 1342.37
55,62-985-8970,Paris,Sidebotham, 6687.58
458,56-790-6436,London,Potten, 6030.56
513,68-175-5917,NY,Karel, 5885.30
3542,15-642-1087,NY,Muro,
35465,36-844-1830,London,Dollin, 6099.51
68545,02-722-7344,Tokyo,Darington, 1956.57
3542,64-002-9560,Paris,Haffenden, 7759.26
68545,64-863-5659,london,Gethouse, 958.75
3546,53-408-0445,london,Nutkins, 6912.21
1336,34-585-9730,NY,Nelm, 9334.27
68545,48-960-7265,Paris,Andrassy, 4631.81
1336,46-799-3409,New York,Wormald, 6554.77
3542,65-183-9720,New York,Smurthwaite, 783.63
3641,08-459-0605,London,Luter, 5717.94
2554,75-916-4076,London,Lackemann, 4502.80
3542,20-801-1773,toKyo,Deners, 5943.89
253,09-756-7422,Paris,Cansfield, 8049.57
1336,87-925-6571,New York,Utting, 4472.29
3641,43-568-6785,New York,Fernyhough, 5064.81
3546,35-762-2921,toKyo,Gibberd, 7708.67
6963,76-037-5273,toKyo,Gaffer, 8499.71
458,97-376-8655,Tokyo,Ryall, 9597.06
3546,14-012-1286,London,Sevin, 8328.72
3542,12-856-5769,Tokyo,Spinley, 2398.57
255,29-963-1269,london,Snellman, 2093.84
1235,55-659-9618,New York,Kalisz, 8573.73
35465,90-574-9240,Tokyo,Allkins, 9074.27
3542,88-208-0422,london,Harken, 7003.94
2554,05-937-0867,London,Secker, 5176.31
963,43-906-1917,london,Bromby, 6949.12
3546,42-648-7241,New York,Pile, 8228.10
464,00-634-5869,Tokyo,Heel, 2160.96
963,07-959-1337,london,Ambrosini, 2579.46
46213,15-833-7698,london,Baraclough, 6928.31
3546,02-089-9379,NY,Empson, 2961.61
63468,76-455-6892,toKyo,Bensen, 2032.30
2554,90-944-2412,Paris,Pipes, 1436.05
35465,36-912-0204,New York,Salisbury, 1221.50
3546,15-499-4695,NY,Dow, 7770.11
464,97-869-7620,New York,Northin, 9044.36
255,80-206-4060,New York,Rounsefull, 1045.77
35465,81-210-2425,New York,Woodhouse, 6177.48
63468,05-723-4977,Paris,Gero, 9192.89
255,30-748-0485,Tokyo,Shipton, 8823.21
458,43-386-1903,london,Summerside, 5214.19
2554,93-851-8704,New York,Bratty, 9025.09
3546,68-118-4834,London,Warrier, 1439.99
35465,91-728-2988,london,McHale, 6221.40
513,32-835-2698,toKyo,Le Grys, 7317.67
3542,22-128-3539,NY,De Lorenzo, 7026.88
464,84-237-7808,,Filipyev, 965.92
464,80-704-8151,New York,Whetson, 3005.80
6963,06-816-2166,toKyo,Hysom, 9019.47
3641,31-759-0226,NY,Featherstonhalgh, 5898.04
63468,67-562-9858,NY,Edowes, 3688.30
3641,25-121-9474,toKyo,Casburn, 8952.93
458,90-412-3825,london,Spelling, 9647.53
1235,27-779-0918,London,Folder, 612.33
255,23-970-2914,Tokyo,Caffery, 5371.04
3542,89-663-8558,toKyo,Plester, 6686.91
1336,47-516-8576,London,Lenox, 9379.91
963,70-622-0012,Tokyo,Mundy, 7901.19
2554,23-967-4937,london,Falla, 1578.64
63468,57-938-5902,London,Freegard, 9055.39
513,98-155-6472,Paris,Dole, 4144.06
68545,57-827-1597,toKyo,Diggar, 8760.85
68545,34-790-3354,New York,Shepherdson, 8825.90
3546,00-664-0110,toKyo,Kleynermans, 9370.78
46213,64-406-0272,New York,Giovanitti, 6003.82
1336,82-513-3540,Paris,Loding, 4562.59
513,03-563-7160,london,Clarkson, 1893.89
2554,25-638-2265,NY,Leyton, 8291.89
464,77-273-1511,toKyo,Wartnaby, 3895.24
464,54-493-2728,New York,Willoughway, 5318.77
963,55-777-2647,London,Daglish, 1337.18
63468,63-970-0048,Tokyo,Fattorini, 8759.08
46213,62-520-9628,Paris,Garstang, 6478.27
55,36-307-4983,New York,Digby, 2281.84
35465,36-799-0575,Paris,Weins, 961.53
35465,31-771-9797,london,Drewe, 7756.16
63468,94-817-7696,London,Magarrell,
55,29-134-3242,toKyo,Legan, 1221.07
513,70-724-2269,London,Wattinham, 7835.85
1336,83-804-1987,toKyo,Tasseler, 1273.77
6963,09-526-4348,London,Lyman, 7959.74
255,57-336-7437,London,Marcham, 7148.29
1336,23-859-0093,toKyo,Trivett, 5628.65
63468,58-680-6287,New York,Leroux, 8852.00
3542,98-365-8910,london,Trehearne, 9924.88
513,63-134-2260,Tokyo,Mosco, 8797.56
3641,35-995-4930,london,Samweyes, 8331.17
63468,01-292-6195,toKyo,Thow, 1872.29
46213,46-052-7057,toKyo,Elleray,
3542,69-777-9653,Tokyo,Swetmore, 1860.69
1336,05-249-2053,Paris,Pawden, 5690.62
458,38-146-0839,NY,Chipp, 3463.05
253,30-058-8404,toKyo,Boissier, 8457.62
63468,22-559-2350,Tokyo,Sherar, 2106.48
464,84-965-4499,Paris,Mathiasen, 5007.45
3546,02-726-6330,Paris,Stolle, 1099.84
46213,78-910-7426,London,De Ruel, 4684.66
2554,94-609-7152,Tokyo,Samms,
35465,73-199-8959,Paris,Matieu, 6842.47
3546,73-303-0981,London,Yude, 5622.94
458,30-595-8895,NY,Manuaud, 2640.62
68545,23-237-5477,Tokyo,Anthonies, 5807.43
2554,70-267-4867,london,Stovin, 2286.80
3542,92-660-9735,New York,Ditchburn, 8926.69
3641,37-285-0825,toKyo,Rioch, 6499.67
3542,05-361-7640,Tokyo,Baylie, 7041.13
255,72-081-8943,London,Klimkin, 2321.81
464,04-883-2402,London,Banasik, 8399.34
1336,90-994-0767,NY,Camier, 640.51
3542,05-966-7610,london,Chalcraft, 1117.85
1235,67-476-6415,New York,Sibary, 6228.57
1235,01-561-7127,Tokyo,Straughan, 3583.99
55,27-718-7692,Paris,Knell, 4561.20
3641,61-405-2785,toKyo,Gooddie, 4145.69
63468,52-464-9047,toKyo,Gaveltone, 3562.43
1336,68-043-0008,London,Loudwell, 2419.29
1336,57-756-1080,London,Proske, 5972.38
6963,57-788-1947,London,Rexworthy, 9961.12
63468,59-381-0696,Tokyo,Guilloneau, 7791.30
46213,94-243-3190,toKyo,Worboy, 2192.56
3546,52-859-2811,toKyo,Allpress, 5477.79
1336,26-367-2568,NY,Daville, 2954.49
458,59-393-8741,toKyo,Kohlert, 4460.48
464,10-074-4509,london,Goshawk, 3593.99
2554,63-969-3780,London,Wiskar, 5604.26
458,02-466-5558,toKyo,Novotna, 2903.72
1235,16-081-9446,london,Drew-Clifton, 2108.17
46213,63-201-2047,New York,Sanchiz, 8692.64
3641,84-026-1221,London,Bonner, 9996.94
3641,97-413-7418,london,Sore, 7299.27
3546,04-183-4687,,Scarlon, 5443.73
3566,08-397-4484,london,Robillart, 4481.09
3542,74-737-8868,NY,Casone, 8501.70
1336,97-439-2580,Paris,Maasze, 1243.84
3546,91-187-7185,Tokyo,Fisbey, 7028.09
55,76-567-2579,Paris,Heugle, 2725.89
513,62-319-4406,NY,Inworth, 1761.39
3542,33-060-5652,New York,Wolffers, 7523.83
3566,51-191-8442,London,Gabbatiss, 8531.42
513,38-632-3156,London,Spere, 7543.34
458,99-630-1571,London,Trowl, 9350.98
3566,23-984-5733,Tokyo,Moxom, 6029.19
1336,46-711-5724,New York,Cheer, 3881.59
963,32-313-9779,london,Viccars, 7356.62
46213,96-892-9443,London,Iwanicki, 3315.80
3542,66-632-3382,london,Waterworth, 4814.55
963,68-304-0357,toKyo,Ticic, 7929.23
3546,58-243-7630,Paris,Pulham, 730.05
3542,77-867-9378,London,Merrell, 5619.97
513,01-588-9673,Tokyo,Ablitt, 3671.16
63468,16-316-2587,Tokyo,Hammerberger, 6833.08
513,78-768-4613,New York,Harse, 1097.52
3546,02-557-4334,london,Jockle, 5253.74
3546,09-900-7764,Paris,D' Angelo, 6083.54
1336,58-193-7593,Tokyo,Keeney, 7452.15
35465,68-991-7112,toKyo,Geaney, 4216.16
255,46-050-2381,Paris,Strut, 4422.93
963,03-980-4419,NY,Vanichkin, 6210.00
464,70-804-3915,toKyo,Dominighi, 8946.31
68545,11-741-7605,NY,Meade, 9027.02
55,70-732-2901,London,Melbury, 1977.94
3542,89-828-2935,NY,Hexter, 6030.19
464,88-692-2110,Paris,Manion, 7466.13
68545,49-693-8489,Tokyo,Pindred, 1904.39
963,24-254-8001,london,Earland, 6877.15
55,17-266-2632,New York,Duer, 8395.64
35465,33-946-3565,Paris,Worsnip, 3216.06
3566,66-281-3294,Paris,Fricker, 3331.55
63468,19-917-7789,London,Ithell, 6024.41
3566,48-401-2670,NY,Simonian, 2133.21
55,20-333-6107,,Hallex, 7024.14
963,66-755-1623,toKyo,Khan, 843.30
1235,03-297-4843,Paris,Gasson, 3326.90
63468,06-095-6053,Paris,Castiblanco, 7044.71
2554,39-600-8823,London,Gianneschi, 2293.57
3566,51-057-1575,Tokyo,Stewart, 5015.08
253,27-121-6741,toKyo,Bert, 9629.60
68545,88-829-5196,Paris,Oliveti, 9047.92
1235,89-141-0377,London,McIlherran, 1707.59
253,12-470-9151,New York,Andrat, 8360.04
255,83-105-8198,NY,Bartolomieu, 7951.27
3546,95-793-0715,New York,Caw, 2844.52
3641,16-842-4780,London,Lodwig, 8135.41
3546,50-265-9022,New York,Gildersleaves, 6145.99
963,64-379-8585,Paris,Abdey, 3169.57
3546,91-935-7079,toKyo,Leist, 2726.36
253,00-817-9626,toKyo,Aharoni, 5413.12
253,25-427-0328,london,Moorcroft, 5113.48
55,18-002-5679,,Cotsford, 5490.83
464,91-865-6355,New York,Ianetti, 2407.72
46213,67-112-6512,New York,McGrory, 9686.85
3546,83-707-5263,london,Scholtz, 8357.78
63468,47-567-2854,New York,Hann, 3279.54
464,48-388-8917,toKyo,Riddett, 9469.74
2554,64-653-3800,Paris,Raphael, 9033.07
6963,67-749-7542,New York,Lapthorne, 8636.51
68545,49-891-7221,Paris,Roles, 2729.66
1235,10-254-3483,london,Giannotti, 3346.02
55,32-334-1916,london,Sheivels, 6396.94
3542,49-141-7063,Paris,Croose, 9351.48
46213,39-460-5780,NY,Bessent, 6590.40
464,53-536-4396,London,Eastcourt, 6584.98
3566,89-093-6089,toKyo,Gallaccio, 9989.66
55,75-753-3996,Tokyo,Wackly, 7056.02
6963,34-253-3250,New York,Loveitt, 3818.15
2554,37-476-9306,London,Dank, 4375.22
963,42-269-2672,london,Siddons, 9422.19
2554,20-064-4439,Paris,Marcussen, 3844.03
963,39-353-5245,NY,Pflieger, 5808.33
68545,13-770-1610,toKyo,Ben-Aharon, 1197.86
458,46-525-1057,london,Kivlin, 2811.66
55,41-764-7382,NY,Cowope, 4692.04
255,60-601-7321,london,Barnshaw, 5480.30
46213,03-563-6636,Tokyo,Fratson, 1335.78
3546,00-124-7372,New York,Gaffey, 5208.63
35465,66-144-7104,London,Seamark, 8141.88
3566,59-194-2580,Tokyo,Haddinton, 3057.23
1336,01-473-0345,New York,Linster, 4756.53
68545,42-648-0094,toKyo,Kivelhan, 9973.20
3566,14-442-2699,Tokyo,Kohrding, 2365.79
513,00-064-7745,Tokyo,Fazzioli, 9441.39
3542,58-743-2418,NY,Olivetta, 7170.09
55,45-321-9251,Tokyo,Martinovsky, 9570.55
458,19-438-1397,Tokyo,Spatari, 1048.34
6963,36-495-5414,London,Philcock, 6695.63
46213,53-061-1274,London,Caress, 8489.90
68545,79-322-7177,toKyo,Shoute, 3720.14
3566,18-022-5066,london,Crosbie, 7720.62
464,59-853-0678,toKyo,Gahan, 5657.65
63468,70-386-6142,NY,Pervew, 4206.20
1235,11-063-4567,NY,Parysiak, 8867.92
63468,12-551-0151,london,Bensusan, 7102.47
1336,37-928-5815,toKyo,Trimble, 2859.12
513,67-619-6839,New York,Renak, 5747.66
464,69-217-6734,Paris,Stutte, 4047.08
35465,25-118-7358,New York,Hagstone, 9622.60
46213,01-708-9033,toKyo,Mycroft, 5909.18
464,27-564-5599,New York,Leslie, 8924.75
35465,31-885-9924,Paris,Jedrzaszkiewicz, 8697.03
963,02-086-0192,NY,Beards, 3052.25
3546,23-426-6244,london,Glendza, 650.06
55,49-507-0264,NY,Saenz, 4086.20
3641,22-628-0863,Tokyo,Vicent, 3040.38
55,96-827-2658,london,Kingh, 3110.94
3542,56-659-0282,Paris,Butting, 6171.34
255,44-499-9533,New York,Killingbeck, 9460.73
1235,57-216-1138,,Dabs, 3221.88
3542,00-776-1208,New York,Stimpson, 710.46
35465,09-033-9581,NY,Rosenau, 6582.79
68545,03-653-9594,New York,Tratton, 6393.30
46213,93-862-3498,toKyo,O'Nolan, 6341.90
458,71-982-0853,New York,Pahlsson, 1770.97
2554,77-124-2325,Tokyo,Spring, 1357.68
35465,94-985-0062,London,Troake, 5317.02
255,60-311-0730,Paris,Waddicor, 9151.15
6963,48-546-8740,Paris,Wincott, 3127.27
35465,35-641-8488,toKyo,Jannequin, 4185.05
513,97-944-3596,toKyo,Bebb, 7778.51
3641,70-421-2952,london,MacEvilly, 4073.68
963,97-525-0467,toKyo,End, 2212.77
464,05-855-0739,Paris,Danslow, 5734.18
35465,63-479-6688,toKyo,Poynser, 9151.52
2554,62-402-5269,NY,Sousa, 6470.87
3566,42-694-2222,London,Swainson, 5988.15
464,29-299-3132,Paris,Elan, 7171.95
1235,90-972-2159,New York,Kellick, 1691.76
458,00-663-4789,Paris,Luxon, 5253.08
46213,22-201-5594,London,Jolley, 8704.01
253,07-102-6221,toKyo,Piesing, 7829.05
3566,09-557-9951,NY,Hallowes, 6681.46
1235,92-616-0341,London,Luff, 2569.31
255,88-171-4249,london,Littrik, 5043.48
3546,82-401-5059,london,Babbs, 1099.43
253,02-822-2789,Tokyo,Vause, 9164.20
253,23-919-8224,Tokyo,Eate, 4802.24
1336,72-686-8243,Paris,Cullinan, 805.40
2554,20-987-8283,toKyo,Younglove, 2865.70
3546,35-450-7247,Tokyo,Josipovitz, 4503.92
458,23-482-2852,Paris,Weepers, 8157.35
255,66-932-7334,New York,Venediktov, 4882.93
513,27-513-6144,Paris,Crippill, 8851.20
464,56-678-3335,London,Heisler, 9981.62
3641,00-418-2040,london,Bransom, 9518.49
55,76-112-2470,toKyo,Kearn, 7836.71
1235,93-859-4733,Tokyo,Sitwell, 6083.32
253,48-394-8053,London,Benge, 4480.76
963,91-808-9374,Tokyo,Manley, 7143.04
513,36-299-8401,NY,Hallut, 7872.58
3641,90-844-1940,Paris,Roizn, 6187.76
1235,95-085-7122,NY,De Beneditti, 9116.33
68545,96-736-3339,NY,Stiling, 5085.79
253,00-904-9656,New York,Heifer, 3690.24
3641,72-816-6988,london,Barbara, 8114.43
458,79-271-9597,london,Poulsom, 2907.91
68545,08-185-4099,NY,Denzilow, 3502.27
35465,55-052-3454,london,Chaim, 2703.41
55,25-417-3299,toKyo,Dearl, 3142.35
963,99-776-8491,london,Farbrace, 8220.07
963,52-582-3679,,Estcourt, 2641.60
3641,30-665-5376,New York,Risley, 6581.28
458,16-458-6344,Tokyo,Peacop, 2610.72
253,41-782-4190,London,Olland, 7770.33
464,68-510-8907,NY,Dinis, 9336.78
3542,62-517-5605,London,Dinis, 7482.56
3566,94-745-4179,toKyo,Britney, 644.72
3566,24-922-5457,New York,Keune, 6546.43
3641,84-726-0672,London,Lindores, 3645.81
3641,92-555-5037,Tokyo,Plester, 2421.61
3542,15-513-9753,NY,Mash, 9858.09
3566,61-122-9533,london,Dykins, 5985.28
464,60-131-3767,toKyo,Conring, 5880.38
3546,05-946-9706,NY,Calcraft, 4318.64
3546,47-011-2742,Paris,Wisniowski, 9049.21
63468,84-749-7166,london,Elliot, 8448.29
68545,91-732-2058,NY,Duhig, 1667.55
458,94-239-5155,New York,Berrie, 6224.01
6963,24-914-9592,london,Meak, 3730.77
513,47-920-9605,Paris,Leyninye, 7365.34
253,34-441-4905,toKyo,Cescot, 2924.66
963,33-253-8561,toKyo,Suggey, 7320.46
46213,09-431-4868,Tokyo,Vakhlov, 1903.15
46213,90-271-6873,Paris,Giacobelli, 6807.13
253,84-904-6728,Paris,Lidgate, 5967.07
464,55-480-7492,London,Mityushkin, 5564.44
55,27-585-4870,london,Westrey, 5678.14
1235,79-580-1904,london,Aplin, 5043.97
963,94-174-8653,Tokyo,Wolfe, 7039.10
963,87-854-3726,Tokyo,Bescoby, 8061.72
55,60-731-8057,Tokyo,Burl, 1589.39
2554,23-479-0730,New York,Jirik, 7377.23
3641,71-936-9538,Tokyo,Di Frisco, 3609.96
513,55-058-0523,London,Howship, 3805.21
55,75-075-8323,toKyo,Heersema,
3641,95-303-8685,New York,Dieton, 9351.20
68545,71-988-8006,Paris,Sherr, 1061.79
68545,03-079-6380,New York,Maes, 3840.27
1336,17-192-7608,London,Micheli, 8929.28
513,91-482-5947,Paris,Crosio, 4931.47
1336,20-061-2895,Tokyo,Brooksbank, 2713.14
3546,98-049-8285,NY,Corser,
513,52-750-9799,Tokyo,Awde, 5240.67
513,87-204-5432,Paris,Czajkowska, 4873.85
3566,69-093-6517,toKyo,Charrett, 9699.14
1235,61-924-0159,New York,Binnion, 5478.92
2554,57-302-9481,Tokyo,Morritt, 7758.42
3542,64-791-3214,toKyo,Hasnip, 5957.82
6963,55-245-5825,toKyo,Finlay, 3239.91
3566,70-534-0504,London,Minty,
253,64-306-7842,NY,Fullman, 2541.31
63468,87-152-4810,,Polson, 2907.88
68545,16-829-9450,Tokyo,Parlour, 9931.32
6963,01-299-2469,London,Hardware, 9764.67
3546,80-000-6464,London,Avory, 6749.18
6963,36-417-9170,New York,Cissell, 5996.47
513,35-987-7481,New York,Bechley, 9652.69
464,25-228-4054,Tokyo,Cavnor, 9669.95
464,96-075-5699,New York,Eustes, 8748.65
46213,48-302-2834,NY,Hauck, 7368.78
1235,07-342-5766,New York,Rens, 3555.44
35465,10-736-7891,New York,Keming, 5678.65
3641,49-346-6281,london,Webberley, 1094.65
513,16-514-3989,Tokyo,Sey, 5661.08
3566,52-989-9331,New York,Millin, 7778.82
1235,86-953-0342,Tokyo,Fever, 8684.12
2554,23-354-1621,toKyo,Merriday, 3232.27
963,92-354-9341,toKyo,Sage, 2729.60
3566,27-694-5840,Paris,Fazakerley, 8783.84
255,64-687-0101,New York,Caplen, 2528.20
6963,15-561-8685,New York,Heliet, 1809.48
3542,82-281-5631,London,Thal, 4299.12
3542,00-935-3437,toKyo,Defau, 7784.46
3542,34-252-3677,London,Top, 9694.35
3546,07-338-5223,New York,Edinburgh, 1999.39
3566,00-225-6317,Paris,Gammett, 6440.25
35465,60-404-3646,,Grasha, 9799.58
68545,99-481-1135,London,Burness, 890.16
464,01-855-5913,Tokyo,Firidolfi, 5713.48
3542,30-091-1204,Tokyo,Rosin, 8814.06
1235,58-311-1496,NY,Rosling, 6673.29
2554,45-743-2525,london,Grzeszczak, 2484.31
3566,81-819-8109,london,Clive, 1595.02
3546,03-454-0513,London,Howsley, 9615.09
963,52-789-6180,London,Marrington, 8675.21
464,93-821-5765,London,Leveritt, 4889.84
3546,88-334-7377,Tokyo,Ryle, 9702.06
68545,97-575-2886,Tokyo,O'Neary, 4421.18
1235,98-790-7359,London,Bramble, 2087.72
963,63-242-5609,New York,Kantor, 5147.85
3641,00-832-2220,Paris,Bazeley, 1548.68
464,17-870-6261,New York,Cuningham, 6386.27
458,12-669-4800,Tokyo,Holtum, 6865.08
963,66-584-8205,toKyo,Orman, 8598.40
1235,76-802-1880,New York,Thing, 1572.89
458,16-676-7049,Paris,Skerman, 2021.45
3641,80-254-4989,London,Valett, 716.56
3566,17-899-2481,New York,Grene, 6914.65
1336,53-420-1289,Paris,Fouracres, 9412.01
68545,53-024-7845,,Ramble, 9283.58
2554,32-031-6605,london,Gruszka, 6420.62
3641,48-216-1528,Paris,Hatz, 1173.53
1336,60-851-7995,Paris,Ivanuschka, 5802.71
3641,47-948-7716,New York,Giacomazzo, 8118.60
963,71-284-7848,New York,Mangeon, 998.03
513,47-855-7008,London,McGunley, 3938.40
35465,88-599-6418,NY,Cromer,
2554,10-481-4726,London,Genthner, 8972.41
63468,78-806-9326,Tokyo,Dingwall, 7654.20
1336,60-188-6446,London,Abramowitz, 6062.59
1336,85-430-4290,Paris,Galfour, 809.75
458,08-566-4401,Tokyo,Letterick,
46213,19-208-3261,london,Cuncarr, 9010.14
1336,36-226-7186,london,Roubay, 3326.29
963,28-946-3545,london,Duffield, 5878.41
35465,31-641-8011,london,Lufkin, 7937.08
46213,99-698-8239,Tokyo,Fuggle, 2045.44
6963,42-937-5033,toKyo,Arnold, 5793.15
35465,00-372-5511,london,Gairdner, 3154.14
513,69-685-0748,New York,Knaggs, 1173.11
255,53-692-6020,NY,Robertz, 7829.33
46213,00-425-2452,NY,Aery, 3373.01
3641,50-525-3425,london,McMillan, 9937.94
3566,71-616-7855,toKyo,Laxon, 2004.31
963,76-329-2756,toKyo,Langhorne, 1959.07
63468,78-553-5670,Tokyo,Lyburn, 7639.50
68545,68-287-7880,london,Liepmann, 5147.99
