Project-ID,Programming Language,Employee-1,Employee-2,Employee-3,Employee-4,Award,Currency
201837564-4,c++,0,1,0,0,396.61,Euro
364890504-X,R,2,1,1,0,239.68,JOD
824908399-7,PYTHON,2,0,0,1,117.51,JOD
569941228-X,JAVA,1,0,0,1,476.25,JOD
197533532-5,C++,1,2,2,2,236.46,USD
889053190-8,PYTHON,0,1,1,0,229.91,JOD
226198180-5,C++,1,0,1,1,411.62,JOD
105378000-1,JAVA,2,2,1,0,433.76,Euro
889321836-4,JAVA,0,0,0,1,498.69,JOD
693496916-2,PYTHON,0,0,2,0,283.29,Euro
989213635-7,c++,1,2,0,1,230.74,Euro
052531197-1,C++,1,0,0,2,246.54,JOD
302867417-3,PYTHON,1,0,1,2,104.60,Euro
400690007-4,PYTHON,1,2,1,1,460.93,Euro
900916680-5,java,0,2,1,0,450.86,USD
315943441-9,JAVA,1,2,1,1,400.95,JOD
010449020-9,JAVA,0,2,1,1,377.38,Euro
237806227-3,PYTHON,0,,0,2,457.04,JOD
503046684-3,R,2,2,0,0,360.78,USD
048863429-6,C++,0,0,2,1,413.04,USD
298381550-1,c++,2,1,0,2,477.68,JOD
116478361-0,JAVA,1,1,0,2,327.16,Euro
684548596-8,R,0,2,0,1,430.27,JOD
460166936-7,Python,2,0,1,2,153.11,JOD
901775149-5,R,2,0,0,0,401.67,USD
018017137-2,C++,0,1,2,2,225.11,JOD
642790643-7,JAVA,0,0,1,1,366.79,USD
278828094-7,c++,1,2,0,0,361.45,Euro
022055844-2,R,1,0,0,1,124.31,JOD
446734388-1,JAVA,1,0,2,0,275.45,JOD
629145123-9,c++,1,0,0,0,152.54,Euro
430669332-5,c++,2,0,1,2,257.90,USD
715638272-1,R,0,2,2,0,233.13,JOD
364829518-7,java,1,2,0,2,454.56,USD
229100978-8,C++,0,1,0,1,103.73,Euro
628762820-0,c++,1,0,2,1,393.02,JOD
084308331-X,C++,0,2,1,2,448.75,JOD
820146723-X,R,2,2,2,2,248.51,USD
301421484-1,java,0,0,2,0,163.24,JOD
254115155-1,c++,1,2,2,0,449.84,Euro
052632000-1,java,0,1,2,2,225.23,Euro
323535229-5,c++,2,0,1,1,270.10,Euro
413695077-2,PYTHON,1,0,1,1,495.70,USD
301551657-4,PYTHON,0,0,2,0,453.30,JOD
698075932-9,Python,0,0,1,1,372.32,USD
327354140-7,c++,0,0,2,0,211.18,USD
200982365-6,C++,2,1,0,2,167.78,USD
440368336-3,R,2,0,2,0,282.97,USD
656987769-0,R,0,0,0,2,218.52,Euro
708906761-0,c++,0,1,0,2,366.28,Euro
899001041-1,C++,0,0,0,0,141.27,USD
832360614-5,JAVA,2,1,1,1,322.38,USD
701272311-4,Python,2,2,1,2,334.63,USD
698253226-7,Python,2,0,2,2,449.58,Euro
974124869-5,c++,2,2,2,1,433.15,Euro
939289056-7,JAVA,0,2,0,0,130.74,JOD
505122494-6,Python,2,1,0,1,259.38,Euro
604977352-1,Python,2,2,0,2,174.61,JOD
938825751-0,C++,0,0,1,0,295.87,Euro
145445008-8,R,1,0,1,1,114.01,Euro
400597048-6,C++,2,2,0,1,201.90,JOD
557875276-4,Python,2,1,1,1,105.73,USD
654847165-2,java,0,1,1,1,350.36,USD
879804318-8,C++,0,2,0,2,333.63,JOD
407603426-0,R,1,1,1,2,201.47,Euro
384006633-6,C++,2,2,2,0,295.90,USD
678548954-7,R,1,2,1,2,417.92,Euro
094888003-1,PYTHON,0,2,1,2,141.06,JOD
805406201-X,c++,2,2,1,2,118.91,JOD
570861559-1,JAVA,1,2,2,0,331.25,USD
397937621-4,C++,1,0,0,0,332.00,Euro
363185287-8,Python,1,1,0,2,365.04,USD
325010560-0,R,2,2,2,0,256.40,Euro
998840524-3,Python,0,0,2,0,355.31,USD
651990987-4,c++,2,2,0,2,244.62,JOD
231185601-4,R,1,0,1,2,316.91,JOD
548860411-1,JAVA,2,0,0,1,382.09,JOD
361931167-6,Python,2,0,1,0,106.03,USD
587342656-2,C++,1,1,1,0,164.51,JOD
566979120-7,PYTHON,2,2,2,2,401.15,JOD
615581783-9,java,0,0,2,0,427.82,Euro
642494873-2,PYTHON,1,2,1,1,194.92,Euro
245014965-1,PYTHON,0,1,0,2,224.45,Euro
541644249-2,JAVA,2,0,1,1,160.67,USD
486138179-7,C++,1,0,2,0,258.38,Euro
679959563-8,java,1,2,1,1,405.33,Euro
488993011-6,R,2,2,1,1,322.69,JOD
899584011-0,PYTHON,0,1,2,2,471.52,JOD
551923319-5,PYTHON,2,1,0,2,200.89,Euro
177650669-3,c++,0,1,2,2,423.67,Euro
988295679-3,c++,1,1,2,2,436.23,JOD
783005827-X,PYTHON,0,1,2,2,287.75,Euro
970406424-1,c++,2,2,1,0,142.86,Euro
725466488-8,JAVA,1,2,0,2,388.02,JOD
740658909-3,R,2,2,2,2,344.53,JOD
999826087-6,java,1,2,2,2,376.39,USD
772714212-3,C++,2,1,1,0,196.11,Euro
055431169-0,C++,2,0,1,1,392.53,Euro
737429876-5,PYTHON,1,2,0,2,363.11,Euro
755976232-8,Python,0,2,0,2,219.97,USD
034933717-9,JAVA,1,2,1,1,109.79,JOD
881859852-X,Python,0,1,0,2,397.73,JOD
432010594-X,java,0,1,2,1,182.62,JOD
532364237-8,Python,1,1,0,0,406.43,USD
829003468-7,Python,1,2,2,0,285.96,JOD
083799180-3,c++,2,2,2,0,173.34,Euro
170425777-8,R,2,2,0,0,476.64,USD
560762236-3,,0,2,0,1,409.85,Euro
915495097-X,c++,2,2,2,1,166.13,JOD
630895277-X,java,2,0,1,1,489.15,Euro
555499538-1,c++,0,,0,1,422.84,JOD
684170983-7,JAVA,2,0,2,0,230.71,USD
663762825-5,c++,0,1,0,1,136.73,JOD
818352261-0,c++,2,2,2,2,399.90,USD
616354225-8,java,2,2,1,2,464.94,USD
947677519-X,java,2,2,1,1,363.55,USD
238387722-0,JAVA,1,2,2,2,281.85,USD
472808519-8,R,0,0,0,0,419.22,USD
370207515-1,C++,2,0,0,2,262.62,JOD
174083354-6,PYTHON,0,2,1,1,312.50,Euro
904113324-0,PYTHON,2,1,1,2,165.24,USD
412794068-9,java,0,0,1,1,243.68,JOD
874063627-5,java,0,2,0,0,280.42,Euro
828387656-2,C++,0,1,0,2,312.37,Euro
005496118-1,JAVA,0,0,1,0,228.07,Euro
494812459-1,C++,0,2,0,2,386.60,Euro
605614291-4,c++,1,0,0,0,335.42,Euro
727809517-4,c++,1,1,2,0,145.67,JOD
730191417-2,PYTHON,1,1,2,1,378.49,JOD
693880017-0,c++,2,0,1,1,464.62,USD
887869846-6,JAVA,2,0,1,2,167.60,Euro
850312953-1,c++,2,2,2,2,453.36,JOD
731685905-9,c++,2,1,0,0,442.23,Euro
535076290-7,R,0,2,2,2,341.44,Euro
235403170-X,c++,1,1,0,0,320.47,USD
251583185-0,JAVA,0,1,1,2,211.36,JOD
367178681-7,c++,2,2,1,1,150.44,JOD
656602705-X,PYTHON,2,1,1,1,289.10,JOD
753889795-X,PYTHON,0,0,0,2,194.34,Euro
271224969-0,C++,2,1,1,1,208.71,USD
530284554-7,PYTHON,0,0,2,1,489.49,Euro
537534506-4,PYTHON,0,2,2,0,215.44,JOD
189816108-9,java,2,1,1,0,404.84,USD
043005137-9,Python,2,2,1,1,143.90,JOD
731939541-X,JAVA,2,1,2,0,226.72,USD
252786184-9,PYTHON,2,1,1,2,301.95,JOD
382865212-3,Python,1,0,1,2,349.75,JOD
993878682-0,Python,0,0,2,0,252.56,JOD
413748574-7,C++,2,0,0,0,404.44,Euro
150487096-4,PYTHON,1,1,1,0,406.02,JOD
390328772-5,R,0,2,2,1,131.46,USD
110830543-1,R,1,2,2,2,140.09,JOD
618688711-1,PYTHON,1,0,2,2,423.18,USD
537359916-6,JAVA,1,1,0,2,271.61,JOD
503144914-4,PYTHON,0,0,2,2,197.05,Euro
720919721-4,java,0,0,0,0,324.08,Euro
292443161-1,java,0,2,1,0,179.97,JOD
733963832-6,Python,1,2,0,1,191.96,JOD
474894257-6,R,2,2,2,2,372.35,Euro
492392769-0,java,2,2,2,0,345.16,Euro
181072352-3,JAVA,1,2,0,1,222.82,Euro
208311019-6,C++,2,1,1,2,134.18,Euro
985597587-1,C++,1,1,0,1,427.50,USD
319997012-5,c++,1,1,0,0,285.67,Euro
552669608-1,PYTHON,0,2,0,1,496.43,Euro
076093686-2,R,1,0,2,1,104.71,JOD
864448874-0,JAVA,0,2,1,1,370.92,Euro
176331442-1,JAVA,2,,2,1,117.82,JOD
489659781-8,java,2,1,2,0,495.90,JOD
739958282-3,JAVA,2,1,2,1,189.60,USD
034971518-1,Python,0,0,1,0,156.39,JOD
229380255-8,C++,1,0,2,1,346.93,JOD
299453451-7,c++,1,1,2,2,294.20,JOD
363250831-3,Python,0,1,0,1,254.42,USD
119958951-9,JAVA,1,,2,0,443.64,USD
221904054-2,Python,0,0,1,0,226.80,Euro
096624849-X,Python,1,2,0,0,231.01,JOD
994689722-9,JAVA,0,,2,1,482.75,Euro
553899892-4,c++,2,0,0,0,324.13,Euro
696330779-2,c++,2,0,2,0,147.45,USD
305021908-4,java,2,2,2,2,443.90,USD
482275483-9,JAVA,1,0,2,0,173.70,JOD
852798674-4,java,2,0,1,0,376.15,USD
725851690-5,PYTHON,1,2,0,0,277.35,JOD
220501550-8,Python,2,0,0,0,150.52,USD
387262477-6,c++,2,2,1,1,439.36,Euro
957220401-7,C++,1,0,0,0,221.19,JOD
997832852-1,Python,2,1,2,1,266.45,JOD
513339210-9,c++,2,1,1,1,425.77,Euro
026927728-5,java,0,2,2,0,148.48,Euro
552084455-0,java,0,0,0,0,286.95,JOD
376607679-5,JAVA,0,0,1,1,356.77,JOD
029187018-X,java,1,2,0,1,279.07,USD
233735415-6,JAVA,0,0,1,2,141.15,JOD
362832084-4,Python,0,2,1,1,145.42,Euro
474142647-5,java,0,2,0,2,494.40,Euro
045067939-X,C++,1,0,2,1,313.74,JOD
313821520-3,c++,0,2,0,2,282.48,USD
059292327-4,Python,1,0,0,2,251.54,USD
943226968-X,R,2,,2,2,242.23,Euro
250022775-8,C++,2,0,1,0,436.62,JOD
662154981-4,Python,2,2,2,0,331.23,Euro
598708414-8,java,1,0,1,2,435.21,Euro
989265618-0,PYTHON,0,0,0,1,446.11,Euro
893413583-2,Python,0,0,1,1,113.35,Euro
376030802-3,c++,1,0,2,0,247.97,USD
762919477-3,R,0,0,1,2,459.44,JOD
526752185-X,Python,1,2,0,1,272.37,USD
126971306-X,,2,1,2,2,161.79,Euro
805007128-6,R,0,2,1,0,261.74,JOD
351477743-8,Python,2,2,0,1,253.66,JOD
431418493-0,c++,2,0,2,1,208.42,JOD
201330097-2,JAVA,1,2,1,1,196.11,USD
106880113-1,C++,0,2,0,1,268.64,Euro
678299086-5,java,2,0,2,2,318.15,Euro
721855485-7,PYTHON,0,1,2,0,439.08,USD
374001158-0,Python,1,0,2,0,489.29,USD
691222276-5,JAVA,2,0,0,0,445.12,Euro
141274689-2,PYTHON,1,2,0,2,407.99,USD
253206077-8,c++,2,2,1,2,370.66,JOD
468452667-4,PYTHON,2,2,1,0,379.97,Euro
293472817-X,R,2,1,1,0,309.85,Euro
041360375-X,java,1,2,1,1,237.08,USD
208894396-X,c++,1,0,2,1,319.22,Euro
876470937-X,R,0,2,2,1,271.70,USD
252887008-6,R,2,0,0,2,461.82,Euro
472835959-X,C++,0,1,0,1,258.88,USD
487049474-4,C++,0,,0,2,362.57,USD
993612450-2,java,1,2,2,0,496.70,Euro
798467332-2,PYTHON,0,2,0,1,297.15,USD
452599921-7,JAVA,0,0,1,0,106.97,USD
243873211-3,C++,0,0,1,2,362.60,JOD
376507222-2,JAVA,2,2,1,1,150.13,USD
556903664-4,Python,0,1,1,0,491.87,USD
355470067-3,PYTHON,0,0,0,1,164.99,Euro
283634573-X,R,0,1,2,1,381.12,JOD
198534172-7,R,1,1,1,1,132.45,Euro
187716339-2,Python,2,1,2,0,400.17,JOD
386843259-0,R,1,1,1,2,435.90,JOD
046407319-7,JAVA,1,2,1,0,341.11,Euro
459410497-5,JAVA,2,2,1,2,170.09,USD
263411299-8,Python,2,1,0,0,290.96,JOD
060682197-X,R,1,1,2,0,303.52,Euro
936109324-X,java,0,,1,1,228.93,Euro
523625049-8,PYTHON,2,1,2,2,117.49,Euro
718067987-9,Python,2,2,2,2,173.01,JOD
478223148-2,Python,1,0,0,2,253.23,JOD
203144712-2,PYTHON,2,2,1,1,325.00,JOD
085811244-2,C++,0,0,0,2,188.89,USD
309457777-6,java,1,1,1,0,302.23,USD
122729573-1,Python,0,1,2,1,403.09,USD
536197733-0,C++,2,0,2,2,268.58,Euro
370918803-2,c++,1,0,2,1,126.98,USD
224082932-X,c++,0,0,1,2,424.28,Euro
098641603-7,C++,2,2,0,2,139.30,USD
071061329-6,java,1,0,2,0,299.17,JOD
829132886-2,Python,1,0,2,0,374.41,JOD
791805627-2,c++,0,2,2,2,469.53,JOD
140505917-6,R,0,0,1,0,349.05,Euro
215570518-2,R,1,0,1,1,487.57,JOD
140063524-1,Python,1,2,1,0,447.80,USD
810305733-9,R,0,2,1,0,246.30,USD
878327750-1,C++,1,0,0,1,306.34,JOD
932388988-1,R,2,2,1,1,289.07,Euro
022202033-4,PYTHON,1,1,0,0,116.28,JOD
550201594-7,java,0,0,0,0,415.87,JOD
697943930-8,PYTHON,1,2,1,0,100.35,USD
151239810-1,JAVA,1,0,2,1,329.31,JOD
965829904-0,java,2,2,0,2,257.45,Euro
798650163-4,c++,2,1,1,1,364.55,Euro
348477093-7,Python,1,2,1,2,462.91,Euro
217389785-3,JAVA,2,0,0,1,388.18,USD
331105377-X,Python,2,1,0,1,275.31,JOD
346361201-1,C++,1,0,1,0,233.12,Euro
062586817-X,C++,1,2,0,0,498.72,JOD
024438489-4,PYTHON,2,1,1,1,207.39,JOD
842431090-X,C++,2,1,2,2,141.62,USD
305462160-X,R,2,0,1,0,301.13,Euro
876170100-9,java,1,2,1,2,276.72,JOD
594559875-5,java,2,0,1,0,490.23,JOD
725991540-4,JAVA,0,2,1,2,177.97,JOD
555081212-6,R,0,2,1,0,384.49,USD
637873090-3,C++,1,1,0,0,265.27,USD
828037143-5,C++,1,0,0,2,157.80,Euro
862009675-3,C++,1,2,1,0,247.71,JOD
577668187-1,java,1,2,2,0,342.27,JOD
430001649-6,c++,0,2,2,0,170.43,Euro
310280582-5,C++,1,0,1,1,408.95,Euro
504708574-0,java,2,1,2,2,355.62,JOD
487084105-3,c++,2,0,0,0,284.14,USD
252628513-5,R,2,1,0,1,326.25,JOD
613237145-1,c++,0,2,0,1,271.75,JOD
741457294-3,Python,1,0,2,1,219.33,JOD
038203176-8,Python,1,2,0,1,385.04,Euro
692211669-0,R,2,0,1,2,133.45,USD
706722426-8,C++,1,1,0,2,359.51,Euro
497881416-2,JAVA,1,2,0,0,340.87,Euro
775304652-7,JAVA,1,2,2,0,373.51,USD
473189626-6,PYTHON,0,1,0,2,402.81,Euro
648854644-9,java,2,1,1,1,359.89,USD
388179212-0,JAVA,1,0,2,0,486.99,JOD
714683861-7,Python,0,0,2,0,374.28,Euro
076130796-6,C++,1,0,2,2,236.28,JOD
424681190-4,C++,2,2,0,0,269.66,JOD
740721962-1,java,1,1,2,2,120.35,JOD
001011566-8,C++,0,1,0,1,120.64,Euro
761146837-5,c++,2,0,2,0,269.08,USD
859550262-5,java,0,2,1,1,260.68,JOD
231560311-0,JAVA,0,0,2,2,494.10,USD
761844181-2,C++,2,1,1,0,288.46,USD
461558274-9,R,1,1,0,1,363.13,Euro
893783701-3,JAVA,2,1,1,2,432.85,Euro
331542704-6,JAVA,0,2,2,0,230.67,Euro
665400978-9,C++,2,2,0,0,173.90,Euro
647054545-9,java,1,2,2,1,477.11,USD
467128042-6,Python,1,0,1,1,407.27,Euro
314527379-5,R,2,2,2,2,353.03,JOD
235038375-X,c++,1,0,0,2,158.26,JOD
337764783-X,PYTHON,2,2,1,2,451.48,USD
368639337-9,java,1,0,2,2,169.31,USD
103920853-3,JAVA,0,0,2,2,139.18,USD
063953860-6,R,0,2,0,0,484.04,Euro
721474065-6,C++,0,2,2,1,481.12,USD
787398716-7,Python,1,0,1,1,435.61,USD
644871266-6,java,0,2,0,0,309.38,JOD
665187808-5,c++,1,2,1,1,385.13,JOD
794609960-6,java,2,0,1,1,213.95,Euro
722369969-8,Python,2,0,1,2,380.23,JOD
141355227-7,,2,1,2,2,160.20,JOD
284025240-6,R,0,1,2,0,379.66,USD
447202281-8,c++,2,1,0,2,266.34,JOD
687730176-5,JAVA,0,0,1,2,160.71,JOD
603660200-6,JAVA,0,1,2,2,475.73,JOD
459108616-X,C++,1,2,1,0,467.45,JOD
542943396-9,C++,2,2,2,1,441.68,USD
983650998-4,JAVA,0,1,0,0,358.56,JOD
998953821-2,JAVA,1,1,0,2,488.99,Euro
510261138-0,C++,0,0,1,2,377.26,Euro
428070430-9,c++,1,0,2,0,318.96,USD
143397180-1,Python,2,0,2,0,467.77,Euro
179313544-4,PYTHON,1,2,1,1,106.61,Euro
899702686-0,JAVA,0,0,0,1,470.79,JOD
983515701-4,C++,2,1,2,0,388.11,Euro
570310504-8,java,0,2,0,2,460.70,USD
255050915-3,,0,2,2,1,241.76,Euro
404420370-9,java,2,2,1,1,226.10,USD
640931441-8,PYTHON,0,1,1,2,290.39,JOD
464468420-1,R,0,2,1,1,386.73,USD
680501362-3,R,0,2,0,0,323.12,USD
268528453-2,C++,2,0,1,0,154.86,USD
431617315-4,PYTHON,0,1,2,1,264.33,Euro
743198113-9,Python,1,0,1,1,265.15,Euro
144115856-1,Python,2,1,2,2,360.26,JOD
672024031-5,JAVA,1,,1,2,460.72,JOD
347229115-X,java,2,1,0,2,201.68,Euro
432660666-5,java,2,0,2,1,201.24,JOD
742683892-7,PYTHON,2,1,2,2,319.58,JOD
041495552-8,c++,2,2,0,0,308.32,Euro
749410179-9,java,1,1,0,1,261.58,JOD
714303319-7,PYTHON,0,1,1,1,291.16,Euro
771575665-2,Python,0,1,1,2,168.29,USD
031538259-7,Python,1,2,1,1,390.27,JOD
225879181-2,C++,1,0,1,2,340.39,Euro
564395175-4,C++,2,1,2,0,273.10,USD
534514819-8,java,1,1,1,2,459.35,USD
922841771-4,java,0,2,0,0,337.93,USD
347186681-7,c++,0,0,0,0,246.39,JOD
494954920-0,C++,2,0,1,2,158.98,USD
265519744-5,c++,0,0,2,2,269.29,USD
722892295-6,C++,2,0,2,2,368.43,Euro
876515309-X,java,2,1,2,2,185.38,JOD
814189673-3,R,2,0,1,0,297.42,USD
942836721-4,Python,1,0,2,1,436.08,JOD
287750046-2,java,0,0,1,2,333.80,JOD
621755500-X,c++,2,0,2,1,387.87,Euro
959478294-3,java,0,2,2,2,137.97,Euro
614648870-4,,0,2,1,1,434.30,USD
573062989-3,R,2,1,1,1,275.97,JOD
088226424-9,R,1,0,2,1,103.80,JOD
113869931-4,R,2,2,1,0,386.46,Euro
037235312-6,PYTHON,1,0,0,2,164.09,JOD
554791038-4,PYTHON,1,0,0,1,286.09,JOD
155679740-0,JAVA,2,0,1,0,181.21,Euro
891201267-3,C++,2,2,0,2,132.86,JOD
030068727-3,R,0,1,0,2,172.76,JOD
136020059-2,Python,2,1,2,2,305.53,JOD
160958044-3,JAVA,2,2,1,0,486.66,JOD
508114802-4,PYTHON,1,0,0,1,210.18,JOD
667511866-8,JAVA,1,0,1,0,484.93,Euro
350510476-0,c++,1,1,0,1,373.02,Euro
664377859-X,java,2,0,1,0,153.27,Euro
372382734-9,R,2,0,0,1,233.97,Euro
905995943-4,PYTHON,2,1,1,1,362.15,JOD
516525120-9,JAVA,0,2,0,2,295.10,USD
333639989-0,c++,2,2,1,2,161.69,JOD
743325581-8,R,2,0,2,0,467.02,USD
037270631-2,java,1,1,2,1,411.95,JOD
922864731-0,JAVA,1,0,2,0,427.44,JOD
257546778-0,java,0,0,2,0,465.61,JOD
801277733-9,C++,1,0,2,0,319.27,USD
687466383-6,JAVA,2,2,1,1,177.28,JOD
752681918-5,C++,1,2,1,2,291.45,USD
380564642-9,Python,1,1,1,0,134.09,JOD
831710062-6,,0,0,1,0,244.36,Euro
732549417-3,Python,0,2,0,2,275.24,Euro
083777130-7,PYTHON,2,2,0,1,207.25,Euro
925088732-9,java,0,1,2,0,426.30,Euro
796466222-8,c++,2,2,1,0,443.32,JOD
874476003-5,java,2,2,2,2,423.56,JOD
073687514-X,PYTHON,0,2,2,1,454.48,USD
774387811-2,c++,0,0,0,0,129.07,USD
702223785-9,c++,1,0,0,1,358.45,Euro
266182461-8,JAVA,2,0,1,2,186.56,Euro
596850040-9,java,1,2,1,0,260.64,JOD
600517726-5,PYTHON,1,2,0,0,426.83,JOD
934630322-0,c++,2,1,1,1,371.13,USD
519959953-4,C++,0,1,2,2,231.76,Euro
567422690-3,PYTHON,2,0,1,1,119.79,JOD
303923711-X,R,0,,0,2,431.80,JOD
713240492-X,R,2,0,1,0,401.11,JOD
863270595-4,JAVA,1,2,2,2,185.77,Euro
415337654-X,C++,2,1,2,1,215.11,USD
525396339-1,JAVA,0,0,1,1,211.79,USD
904810225-1,Python,0,1,0,2,172.28,USD
140831864-4,JAVA,2,1,0,1,112.57,Euro
525601032-8,Python,2,1,2,1,240.97,JOD
696037736-6,PYTHON,2,2,2,0,257.67,USD
928382541-1,c++,1,2,1,0,363.95,JOD
526318753-X,C++,0,2,2,1,253.47,USD
252268404-3,Python,1,2,0,2,384.50,JOD
998198518-X,c++,0,0,0,0,188.52,Euro
083347819-2,Python,0,2,1,1,146.16,USD
465954791-4,c++,2,0,0,1,499.70,Euro
279475958-2,Python,2,1,2,0,472.59,USD
170180126-4,C++,2,1,0,0,329.90,Euro
583164934-2,R,0,2,1,1,325.31,USD
013860532-7,R,1,2,2,2,128.57,JOD
586549855-X,java,2,0,0,1,298.27,USD
931991297-1,R,2,1,0,2,291.10,USD
198545511-0,JAVA,1,2,0,2,204.29,USD
559520519-9,Python,0,0,1,0,162.02,USD
794957029-6,c++,0,,1,1,133.28,Euro
586978418-2,C++,1,2,0,0,499.24,USD
284570989-7,JAVA,2,1,2,1,324.04,JOD
400997791-4,Python,2,2,2,1,327.10,USD
814059667-1,c++,2,1,0,2,150.29,Euro
417558535-4,java,0,2,2,0,422.64,JOD
502903474-9,JAVA,1,2,1,1,161.16,USD
296797012-3,PYTHON,0,0,0,2,200.89,JOD
507923814-3,C++,0,2,0,2,189.79,USD
464018290-2,C++,1,0,1,0,488.59,JOD
051202510-X,C++,0,0,1,0,313.16,JOD
193278518-3,Python,0,2,1,2,205.73,Euro
362613336-2,Python,1,0,0,2,157.62,USD
025623059-5,Python,0,1,0,2,438.50,USD
966103157-6,R,2,0,1,1,163.31,Euro
668289043-5,C++,1,1,2,0,418.53,Euro
140231363-2,C++,0,2,0,2,474.95,Euro
525918148-4,Python,2,1,1,0,438.11,Euro
324957827-4,c++,0,1,0,0,263.70,Euro
046302509-1,C++,1,2,2,1,212.88,Euro
596998082-X,JAVA,2,0,0,2,244.07,Euro
941695941-3,PYTHON,0,1,2,2,174.54,USD
729945934-5,C++,1,1,1,0,437.63,USD
444708643-3,c++,2,2,0,1,218.61,JOD
687708539-6,PYTHON,2,0,2,2,485.51,Euro
187993688-7,Python,0,0,0,1,485.14,USD
845053679-0,java,0,1,1,0,437.80,Euro
459219298-2,JAVA,2,0,0,0,115.53,Euro
141389009-1,JAVA,2,2,1,1,340.80,USD
433729895-9,c++,2,2,0,2,151.92,JOD
975618057-9,Python,0,0,1,0,250.75,USD
544110675-1,JAVA,2,0,2,0,391.05,JOD
068776554-4,c++,0,2,0,0,111.50,USD
927429116-7,,2,0,1,1,207.79,Euro
100388266-8,PYTHON,0,,2,0,195.52,JOD
501080049-7,JAVA,2,2,2,0,326.18,JOD
153308371-1,Python,1,0,0,0,485.29,Euro
244992272-5,JAVA,0,1,0,1,326.96,USD
348806793-9,c++,2,1,0,0,282.49,JOD
563488983-9,c++,0,2,0,2,159.01,USD
881600245-X,java,1,0,2,0,275.94,USD
292282022-X,R,2,2,0,0,348.95,JOD
084195203-5,c++,2,2,1,1,463.85,USD
740982127-2,PYTHON,0,2,1,1,444.24,USD
918004842-0,java,0,1,0,2,117.61,JOD
027566639-5,R,2,1,0,1,406.03,JOD
287314417-3,C++,0,2,0,0,377.01,JOD
418271111-4,PYTHON,2,1,2,2,121.24,Euro
039933427-0,JAVA,1,0,1,0,292.63,JOD
353607380-8,JAVA,1,1,0,0,224.79,USD
275815855-8,C++,1,2,1,0,388.20,USD
437464576-4,Python,1,2,2,0,461.27,USD
312247908-7,C++,0,0,0,1,371.42,USD
498711919-6,C++,2,0,1,2,349.75,USD
394955845-4,java,0,2,1,0,161.68,JOD
015603523-5,R,0,2,2,0,218.53,JOD
050997652-2,Python,2,0,1,0,411.65,JOD
943999535-1,c++,1,0,2,0,439.40,Euro
824546026-5,PYTHON,0,0,2,0,141.33,USD
365783967-4,Python,0,0,2,2,102.27,Euro
783187245-0,JAVA,1,1,0,1,248.93,JOD
548887887-4,Python,2,0,2,1,293.36,JOD
749486914-X,R,1,0,0,1,475.61,Euro
070816544-3,Python,1,0,1,2,410.29,Euro
348651979-4,c++,2,2,2,2,163.07,JOD
931281936-4,R,0,1,2,1,290.60,JOD
751364689-9,java,1,0,0,1,410.83,Euro
221001621-5,R,1,2,1,0,214.31,USD
267288969-4,JAVA,0,2,2,1,113.66,JOD
961866444-9,C++,0,2,1,2,414.10,Euro
579019552-0,R,2,1,1,2,129.99,Euro
923560245-9,C++,1,1,2,1,201.51,JOD
200519215-5,PYTHON,1,1,1,2,423.07,USD
932954380-4,C++,0,0,1,2,294.13,JOD
045592486-4,C++,1,2,1,1,124.80,Euro
381905050-7,C++,2,0,0,0,346.35,Euro
461746177-9,PYTHON,2,1,2,1,248.70,Euro
410454851-0,PYTHON,0,1,0,1,317.26,JOD
019331776-1,Python,0,1,0,1,471.34,JOD
885718926-0,Python,2,0,2,2,451.61,Euro
780746771-1,java,0,1,0,1,429.41,USD
019353173-9,c++,1,0,2,2,116.56,Euro
909399244-9,c++,0,1,0,2,342.69,USD
465354005-5,PYTHON,0,1,1,0,361.59,USD
693981490-6,Python,1,1,1,1,450.76,Euro
345106890-7,Python,1,0,1,2,463.83,USD
818151474-2,PYTHON,1,,2,1,339.13,Euro
038499408-3,java,2,0,1,2,359.84,Euro
418946915-7,JAVA,1,1,0,2,101.62,JOD
000728327-X,JAVA,2,0,0,0,265.54,USD
580274607-6,PYTHON,0,1,2,1,341.39,Euro
902602798-2,PYTHON,1,1,0,0,276.88,USD
419689820-3,R,0,2,2,2,451.31,JOD
664318269-7,c++,0,0,1,1,332.27,JOD
630761421-8,java,0,1,0,1,478.42,USD
717546210-7,R,0,2,1,0,425.84,USD
294078967-3,C++,2,2,2,0,470.66,Euro
189453979-6,C++,1,2,1,0,360.55,Euro
911722036-X,java,0,1,2,2,169.61,USD
093979721-6,PYTHON,1,1,2,1,416.15,JOD
879032331-9,java,0,0,2,1,153.14,Euro
104752472-4,java,2,0,1,0,358.91,Euro
475900305-3,R,0,2,1,0,428.43,USD
455753784-7,c++,1,1,1,1,271.49,JOD
258303848-6,java,1,1,2,2,313.13,JOD
492398895-9,C++,2,,2,1,466.01,JOD
351660690-8,Python,1,0,1,1,269.50,Euro
790778707-6,C++,1,0,2,2,426.87,JOD
091379203-9,JAVA,2,2,2,0,308.45,USD
301932462-9,java,0,1,0,1,162.61,Euro
335322573-0,C++,0,1,0,2,231.46,JOD
195910239-7,R,0,1,2,1,193.35,Euro
828572249-X,PYTHON,1,2,2,2,497.42,Euro
631082824-X,C++,0,2,1,0,488.87,USD
087705671-4,R,2,0,2,1,227.89,Euro
