ItemId,Item Type ,Store1,Store-2,Store_3,Store-4,Sales,Currency
66-531-9708,f,0,0,1,0,323.06,Euro
06-549-3145,Food,1,0,1,1,338.29,Dollar
14-465-1703,Food,1,1,0,0,328.11,Euro
91-803-5604,F,1,1,0,0,390.64,Euro
43-543-0208,DR,0,1,1,1,415.89,Dollar
33-731-8448,Food,1,1,1,0,405.60,Dollar
74-603-2936,Drink,0,0,0,1,361.92,Euro
13-781-2422,Drink,0,1,0,0,294.55,Euro
90-515-2854,Food,1,1,1,1,409.30,Euro
42-651-4618,Drink,1,0,1,0,396.85,Dollar
78-413-5061,Drink,1,0,1,1,421.63,Dollar
34-565-1977,Food,0,0,0,1,377.48,Euro
51-550-6987,Drink,0,1,1,0,261.37,Euro
85-731-0945,DR,0,0,0,0,308.15,Euro
61-206-8734,F,1,0,0,0,331.93,Euro
09-765-3207,F,0,1,1,1,,Euro
09-822-0021,DR,1,0,0,0,313.77,Dollar
87-407-6800,f,0,0,0,0,304.45,Euro
14-244-4274,Food,0,1,0,1,466.18,Euro
78-069-4790,Drink,0,0,0,0,338.16,Euro
18-422-5201,Drink,1,1,1,1,270.10,Dollar
23-790-4867,Food,0,1,0,1,398.04,Euro
66-701-6942,Food,0,1,1,1,334.05,Dollar
60-275-0934,Drink,1,0,1,1,417.07,Euro
74-104-8289,f,0,1,0,1,476.97,Dollar
36-397-9593,f,0,1,1,1,441.74,Euro
55-773-2741,f,1,0,1,0,435.55,Euro
67-195-0585,Drink,0,1,0,0,286.04,Euro
66-593-1857,f,1,0,0,0,308.14,Dollar
62-133-5779,F,1,1,1,0,378.40,Dollar
53-706-3821,DR,1,1,0,1,390.06,Euro
72-331-7208,F,0,1,0,0,443.46,Dollar
53-234-5427,Food,1,0,1,1,284.86,Euro
60-289-1677,,0,1,1,0,444.40,Euro
31-116-0625,f,1,1,0,0,480.52,Dollar
64-687-8883,f,0,0,0,1,,Euro
56-037-2851,Drink,1,1,0,0,464.80,Dollar
33-059-4863,f,0,0,1,0,429.19,Dollar
11-753-7642,Drink,0,1,1,0,255.69,Dollar
51-336-2637,Drink,0,1,0,1,271.37,Euro
10-184-1686,Drink,0,0,0,0,379.67,Dollar
12-882-7010,Drink,1,1,0,1,444.39,Dollar
97-595-2610,f,1,1,1,0,361.16,Euro
38-814-9643,F,1,1,1,1,450.89,Euro
56-454-5710,Food,1,1,0,0,288.67,Euro
09-266-4948,Drink,1,1,1,0,440.66,Euro
09-007-1584,F,0,0,0,0,419.66,Dollar
65-800-7136,Food,0,1,0,0,295.35,Dollar
70-222-2395,f,0,1,1,0,372.29,Dollar
12-417-3804,DR,1,1,1,0,315.75,Dollar
84-936-5966,DR,0,0,0,1,374.51,Euro
07-112-3828,Food,1,1,0,0,317.88,Euro
33-361-7566,DR,1,1,1,1,428.05,Euro
12-168-7989,Drink,1,0,0,1,320.45,Dollar
83-449-8041,,1,0,0,0,437.01,Euro
28-641-3316,F,0,0,1,1,473.64,Euro
21-627-3496,DR,0,1,0,1,254.29,Dollar
03-177-8322,F,1,1,0,0,362.23,Dollar
64-955-0359,DR,1,0,1,1,341.71,Euro
14-196-1384,Food,1,1,0,1,350.57,Dollar
92-993-4524,DR,0,0,0,0,258.03,Dollar
68-332-7731,Drink,1,0,0,1,481.41,Dollar
96-869-9108,f,0,1,1,1,422.44,Dollar
03-808-2774,F,0,1,1,1,425.47,Euro
81-365-0530,f,0,0,0,1,437.27,Euro
91-280-6051,F,1,0,0,1,489.65,Dollar
06-435-6043,F,0,1,0,0,386.71,Dollar
19-633-0039,DR,1,1,1,0,467.62,Euro
31-891-0288,F,1,1,0,0,278.89,Euro
00-378-4507,Drink,0,0,0,1,477.46,Dollar
33-649-4683,Drink,0,1,1,1,394.04,Dollar
35-070-4420,f,1,0,0,0,344.85,Euro
90-390-8617,f,1,1,1,0,265.65,Dollar
91-972-0828,F,0,0,0,0,287.11,Euro
65-567-3764,Food,1,0,1,0,304.74,Dollar
80-634-8892,f,0,0,0,0,318.89,Euro
61-922-2638,F,1,0,1,1,343.48,Dollar
17-989-7571,DR,1,0,1,1,493.47,Euro
13-474-0910,F,1,1,1,0,495.34,Dollar
43-855-5689,Food,1,1,1,0,299.97,Euro
86-409-9887,f,1,1,1,0,419.10,Dollar
62-712-0392,Food,1,0,1,1,469.71,Euro
92-110-4947,DR,0,0,1,0,498.84,Euro
17-923-5465,Food,1,1,0,0,471.44,Dollar
19-071-8522,Food,1,1,1,0,301.87,Euro
88-690-3478,Food,1,0,0,0,350.96,Euro
94-797-3107,,0,1,1,0,272.90,Dollar
59-266-1146,f,1,1,1,0,290.27,Dollar
03-009-1217,f,0,0,1,1,424.84,Euro
23-187-4966,F,0,0,1,1,339.95,Dollar
62-167-2064,F,1,1,1,0,300.11,Euro
91-043-3962,f,1,0,1,1,343.78,Dollar
86-586-5963,F,0,1,1,1,274.39,Dollar
68-212-2566,DR,1,0,0,0,485.63,Dollar
13-977-5435,Drink,1,1,0,0,289.26,Dollar
77-598-5234,Drink,1,1,1,0,297.74,Euro
62-582-5606,Food,1,1,0,0,416.49,Dollar
04-854-9685,,0,1,1,0,386.43,Dollar
00-607-2958,DR,1,1,1,1,315.13,Euro
34-083-8626,Drink,0,0,1,0,357.32,Dollar
14-428-8433,Drink,0,0,0,1,366.49,Dollar
23-676-5456,f,0,0,1,0,450.61,Dollar
30-485-9421,DR,0,1,1,1,337.17,Dollar
14-354-0443,DR,1,1,0,1,477.73,Dollar
82-425-6364,Drink,0,1,0,1,388.66,Euro
93-321-6985,F,0,0,0,0,326.04,Dollar
30-898-7228,F,1,1,0,1,437.28,Dollar
61-127-0745,f,0,1,1,0,281.71,Euro
58-694-4647,Food,1,1,0,1,320.86,Euro
37-926-6836,f,1,1,1,0,341.88,Euro
13-163-2270,DR,0,0,1,0,333.67,Euro
00-072-3865,DR,1,0,1,0,298.44,Euro
90-999-8906,DR,1,1,1,0,432.92,Dollar
71-580-8222,Food,0,1,0,1,384.39,Dollar
52-503-6272,DR,0,0,0,1,353.75,Dollar
68-320-2901,F,0,1,1,1,310.39,Dollar
52-130-2828,DR,0,0,0,1,288.78,Euro
86-468-3024,Drink,0,1,1,1,250.13,Dollar
77-042-6476,F,0,1,0,0,401.96,Dollar
17-280-5412,Food,0,0,0,1,,Dollar
02-818-7997,Drink,0,1,0,1,466.84,Euro
02-004-4517,F,1,0,1,1,396.38,Euro
70-476-9984,f,0,1,0,1,455.05,Dollar
18-616-5486,Drink,1,1,0,0,436.04,Dollar
68-427-0991,Food,0,1,1,1,443.05,Dollar
82-070-2280,F,0,0,1,1,364.38,Euro
88-639-4573,F,0,1,1,0,422.35,Dollar
20-533-9629,Food,0,1,1,1,373.20,Dollar
50-412-9775,DR,0,1,1,1,496.01,Euro
88-055-3439,Food,0,0,1,0,425.34,Dollar
84-986-9283,F,1,1,1,1,332.20,Euro
49-039-3996,F,1,0,1,0,492.37,Dollar
02-828-9788,F,0,0,0,1,344.97,Euro
70-317-4271,Food,0,1,0,1,452.07,Euro
59-021-2405,F,0,1,1,0,371.95,Dollar
65-342-9864,DR,1,0,0,1,481.62,Dollar
76-543-8299,DR,1,0,1,0,378.64,Euro
88-525-2873,Drink,0,0,0,0,330.12,Dollar
49-466-4789,F,1,1,0,1,345.11,Dollar
13-869-4892,DR,0,1,0,0,294.21,Dollar
61-660-8495,Food,1,1,0,1,292.91,Euro
91-895-5325,Food,0,0,1,0,311.78,Dollar
64-094-9748,Drink,1,0,0,1,340.54,Dollar
87-514-5451,f,0,0,1,0,339.04,Euro
62-122-2318,Food,1,0,1,0,255.84,Dollar
81-242-4051,DR,1,1,1,1,453.29,Dollar
39-925-4356,DR,0,0,0,0,296.81,Euro
48-070-4673,Drink,1,1,1,1,422.13,Dollar
34-492-7441,DR,1,1,1,0,448.30,Dollar
02-139-0220,DR,1,1,1,0,333.05,Dollar
62-602-9484,F,1,1,0,1,430.51,Euro
67-127-5385,f,0,0,0,1,269.01,Dollar
22-746-6771,F,0,0,0,0,425.66,Dollar
69-073-3760,F,0,1,0,1,261.64,Dollar
46-014-5177,f,0,1,1,1,377.35,Euro
28-111-9652,Food,0,0,1,1,476.53,Dollar
95-412-5724,DR,1,1,1,1,386.68,Euro
71-941-1656,DR,1,1,1,0,433.40,Dollar
90-025-2897,DR,0,1,0,0,383.02,Euro
50-709-8743,F,1,0,0,1,296.60,Euro
02-249-1551,f,0,0,1,0,383.20,Euro
05-042-7795,f,1,1,0,0,294.81,Dollar
29-059-8730,DR,0,0,1,1,414.58,Dollar
33-988-9163,Drink,1,1,0,0,274.25,Dollar
95-270-4603,F,0,0,1,1,370.76,Euro
04-716-4296,f,1,1,0,0,307.61,Euro
04-459-7358,f,0,0,0,1,453.69,Dollar
08-892-7497,Drink,1,1,1,1,314.02,Euro
02-685-8563,Drink,1,0,0,1,481.10,Dollar
53-945-2907,DR,0,0,1,0,332.55,Dollar
65-880-8007,Drink,1,0,0,0,325.54,Dollar
67-687-7950,Drink,1,0,0,1,391.86,Euro
00-551-6079,Drink,0,0,1,0,294.61,Euro
25-698-8203,DR,0,0,0,0,425.49,Euro
57-224-9020,F,0,0,1,1,373.21,Euro
73-055-1978,Drink,0,0,1,1,447.28,Euro
62-922-6305,f,1,0,0,1,264.96,Euro
95-318-5688,Food,1,0,1,0,390.57,Euro
27-328-0703,F,0,0,1,0,252.88,Euro
26-607-8296,DR,1,0,1,1,251.31,Dollar
57-021-8161,f,0,0,0,1,416.89,Dollar
78-970-6738,Drink,0,0,0,1,394.17,Euro
76-215-0129,Drink,1,1,0,0,398.02,Dollar
80-891-6864,Drink,1,1,1,0,361.15,Euro
32-233-3334,Drink,1,1,1,1,402.54,Dollar
07-848-2441,Drink,1,1,0,1,259.25,Dollar
73-841-0827,f,1,1,0,1,419.09,Dollar
42-973-0636,Drink,0,0,1,1,,Dollar
10-944-5302,F,0,0,0,1,272.11,Dollar
21-850-9148,Food,0,1,0,0,445.95,Dollar
69-121-9790,Drink,0,1,1,1,265.10,Euro
60-146-2749,,1,0,1,0,330.58,Dollar
19-438-1187,Food,0,1,0,0,337.73,Dollar
15-981-6873,Food,0,1,0,0,325.42,Euro
39-538-5367,Drink,1,0,0,0,401.51,Euro
93-532-9849,Food,0,1,1,1,372.97,Dollar
40-035-7388,Drink,1,0,1,0,258.89,Euro
20-334-4926,Drink,1,1,0,1,342.33,Euro
17-957-4306,DR,1,1,1,0,299.67,Dollar
36-203-2178,Food,0,0,1,0,275.44,Euro
80-800-1019,Drink,1,1,0,0,495.38,Euro
18-598-0673,Food,1,1,1,0,295.82,Euro
75-476-6863,F,0,0,1,0,347.41,Euro
67-952-4678,Food,1,1,0,0,280.71,Euro
34-042-8659,Food,0,0,0,1,391.87,Dollar
15-847-1835,Drink,0,1,1,1,269.34,Dollar
13-314-0689,Drink,1,0,0,1,,Dollar
10-175-5623,F,1,0,0,0,348.92,Euro
39-542-9924,f,0,0,1,1,486.21,Euro
29-628-2778,DR,1,1,0,0,443.86,Euro
07-210-5639,Drink,1,0,0,0,314.89,Dollar
67-936-5376,F,0,0,1,0,390.83,Euro
74-739-4866,,1,1,1,0,356.76,Dollar
14-491-6376,f,1,0,1,1,489.53,Dollar
68-806-3459,Drink,1,1,0,1,427.45,Euro
99-426-0843,F,1,0,1,1,321.13,Euro
40-377-9246,DR,1,0,0,0,496.64,Euro
49-162-6146,Food,0,0,1,0,251.65,Dollar
28-141-8800,f,0,0,1,1,441.38,Euro
36-457-7780,Drink,1,1,0,1,495.00,Euro
86-689-6443,F,0,1,0,0,356.25,Euro
19-429-0638,DR,1,1,0,0,429.07,Dollar
75-293-5736,,0,1,1,1,285.21,Dollar
66-720-3089,F,0,1,1,0,272.84,Euro
57-224-0672,F,0,0,1,0,273.28,Euro
63-370-8058,DR,1,1,0,0,489.19,Dollar
99-031-5632,DR,0,1,0,0,250.41,Dollar
00-795-4054,,1,0,1,1,282.32,Euro
02-689-6800,F,0,0,0,0,273.90,Euro
83-824-5137,DR,1,1,1,1,262.67,Dollar
01-535-0117,Food,1,0,1,1,425.39,Euro
67-999-9759,DR,0,1,0,0,426.23,Euro
85-473-1181,Drink,1,0,1,1,295.30,Euro
62-528-0075,F,0,0,0,1,448.58,Dollar
72-846-9672,F,1,0,1,1,381.64,Dollar
28-580-2010,Food,1,1,0,0,330.44,Euro
14-719-4219,Food,0,1,0,1,254.67,Euro
18-374-3607,F,1,1,0,0,330.81,Euro
55-308-4479,Food,0,0,0,0,451.87,Dollar
31-820-8259,F,1,1,1,0,421.39,Euro
31-258-0756,Food,1,0,0,0,385.58,Euro
63-250-1301,Drink,1,0,0,1,348.37,Euro
66-563-4891,F,0,1,0,0,271.23,Euro
29-325-0929,Drink,1,1,1,1,318.54,Euro
74-434-4369,Food,0,1,0,1,267.52,Dollar
15-624-3664,DR,0,0,1,0,338.73,Dollar
56-945-2720,f,0,1,0,0,284.97,Euro
70-816-5012,Food,1,0,0,0,334.30,Dollar
42-346-6723,Food,1,1,1,1,374.06,Dollar
54-432-8646,Food,1,0,0,1,424.32,Dollar
21-506-0394,f,1,1,1,1,330.72,Euro
61-521-5259,Drink,0,0,0,0,344.31,Dollar
30-064-9894,F,1,0,0,1,404.91,Euro
70-296-0189,Drink,1,0,1,1,374.96,Dollar
20-121-0164,F,0,1,1,1,254.64,Dollar
12-844-6559,Food,0,0,0,1,493.61,Euro
54-504-8732,Food,0,1,1,0,470.15,Dollar
46-302-9147,,0,0,0,0,392.80,Dollar
12-956-0935,F,0,0,1,1,347.36,Euro
57-250-2448,f,1,1,0,0,346.75,Dollar
87-367-2262,f,0,1,1,1,409.22,Euro
86-984-7997,f,1,0,1,0,483.33,Euro
98-742-7918,Food,1,1,0,1,371.00,Euro
66-380-2224,f,0,1,1,1,378.75,Dollar
09-554-9589,Food,0,1,1,1,381.48,Euro
96-552-1705,DR,1,0,1,1,408.20,Euro
32-327-0667,f,0,1,1,1,468.06,Dollar
18-085-9636,f,0,0,1,0,488.36,Dollar
54-771-2706,F,0,0,1,1,301.21,Dollar
92-921-0720,Drink,1,0,0,0,276.87,Euro
74-429-9920,f,1,1,0,1,374.23,Euro
51-249-3598,DR,1,0,0,1,313.86,Dollar
82-765-5137,DR,1,1,1,0,251.28,Euro
60-995-9542,F,0,0,0,1,377.67,Dollar
26-554-1331,,0,0,0,1,418.12,Euro
97-877-3190,Drink,1,0,0,1,450.41,Euro
76-754-9484,F,0,0,1,1,467.61,Euro
18-701-3772,DR,1,0,0,1,287.87,Dollar
92-833-2248,,1,1,0,0,264.78,Euro
51-298-7640,,1,0,0,0,370.36,Dollar
27-346-5147,DR,0,1,0,1,307.30,Dollar
41-243-6174,f,1,0,1,0,320.73,Dollar
96-267-6898,F,1,0,1,1,496.02,Euro
06-515-5886,Food,0,0,1,1,406.52,Dollar
89-028-2820,f,0,1,1,0,485.81,Euro
25-704-2617,Food,1,1,1,0,341.60,Dollar
47-417-5514,Drink,0,0,0,0,263.95,Euro
73-246-2024,Food,1,1,1,0,252.62,Euro
05-011-6598,Food,1,0,1,1,314.39,Euro
21-230-2619,F,0,0,1,1,269.13,Euro
46-493-5394,Food,0,0,1,0,498.83,Euro
08-724-8810,f,1,0,0,0,361.62,Dollar
80-570-5496,F,1,0,1,0,422.71,Dollar
90-549-3150,Drink,0,1,1,1,492.58,Euro
95-834-1575,Drink,1,1,1,1,442.89,Dollar
55-235-1996,Drink,0,1,0,1,306.41,Euro
35-638-8934,F,1,0,0,0,318.93,Dollar
72-353-8392,F,1,1,0,0,345.52,Euro
67-552-2531,Drink,0,0,1,0,469.66,Euro
11-877-5890,F,0,1,0,0,489.10,Euro
31-736-8250,f,0,1,0,1,430.02,Euro
62-007-6341,DR,1,0,1,0,357.45,Euro
97-570-9340,Food,0,0,1,0,439.58,Euro
21-262-0684,Drink,0,0,1,0,289.22,Euro
41-778-9324,Drink,0,0,0,0,289.06,Euro
19-475-4853,Drink,1,0,0,1,349.27,Dollar
35-090-6233,F,1,1,0,1,419.97,Euro
34-125-7650,Drink,0,1,1,1,,Dollar
96-328-5255,F,0,0,1,1,412.18,Dollar
61-566-0603,Food,1,1,0,0,264.62,Euro
32-868-5038,Drink,0,0,0,1,251.73,Euro
38-239-1964,f,1,1,1,0,286.87,Euro
02-737-0737,,1,0,0,1,369.23,Dollar
22-054-4095,f,0,0,0,1,390.87,Euro
94-645-3044,Drink,0,0,0,1,455.62,Dollar
35-411-4778,DR,0,0,1,1,324.15,Euro
10-746-6133,Drink,0,0,1,0,332.75,Euro
29-266-9236,Drink,0,0,1,1,333.02,Euro
48-976-0071,Food,0,1,1,1,361.25,Euro
83-342-4044,f,1,0,0,0,425.84,Dollar
36-551-8508,f,1,0,1,0,399.14,Euro
56-938-2944,,0,1,1,1,410.11,Euro
55-025-2492,f,1,0,0,1,380.82,Dollar
85-510-3454,DR,1,1,0,0,422.62,Dollar
83-677-0979,Food,0,1,1,1,359.66,Euro
73-419-5540,f,1,0,0,0,342.32,Euro
64-900-7694,Drink,1,1,0,0,475.69,Dollar
94-142-5480,Drink,0,1,1,1,433.80,Dollar
87-230-1964,DR,0,0,0,0,305.81,Dollar
43-287-1216,DR,0,1,0,1,435.53,Euro
05-405-0706,f,0,0,0,0,388.25,Euro
41-650-0859,Food,1,1,1,0,265.55,Euro
23-226-5930,f,1,0,1,0,390.38,Euro
16-704-2330,Drink,1,1,1,1,393.00,Euro
37-615-4504,F,0,0,1,1,482.90,Euro
51-692-0406,DR,0,0,1,0,438.24,Euro
61-988-0829,f,1,0,1,1,483.55,Dollar
20-993-0390,DR,0,1,0,1,494.63,Euro
22-062-6604,DR,0,1,1,0,272.70,Euro
57-070-8710,Food,0,1,0,1,455.72,Euro
89-687-1619,f,1,0,1,0,302.87,Euro
41-619-2372,f,0,0,1,0,335.28,Euro
46-290-9792,Drink,1,1,1,0,482.80,Dollar
48-813-6558,Food,1,0,0,0,427.68,Euro
31-401-3299,Drink,1,1,0,0,282.56,Euro
23-183-5008,F,1,0,1,0,262.93,Euro
00-947-3420,DR,1,0,1,0,338.73,Dollar
36-181-2440,DR,0,1,1,0,391.76,Dollar
74-023-0024,F,1,1,0,1,474.14,Dollar
97-448-1580,f,0,1,0,0,427.91,Euro
81-597-1257,DR,1,0,1,0,443.32,Dollar
02-591-8297,Food,0,1,0,0,467.20,Dollar
99-912-1307,f,0,1,1,1,395.11,Dollar
30-263-7241,Food,1,0,0,0,494.10,Euro
83-750-2777,f,1,0,0,0,277.29,Euro
92-409-3685,f,0,1,1,1,294.68,Euro
18-602-7709,Drink,0,0,0,0,379.05,Euro
99-305-8666,Food,0,0,0,0,357.45,Euro
45-689-4980,Food,1,1,0,1,405.78,Dollar
66-219-3855,DR,1,0,1,1,499.40,Euro
89-508-4970,f,1,0,1,1,305.83,Dollar
28-730-5553,Food,0,0,0,1,286.25,Dollar
53-247-4588,f,1,0,0,0,349.08,Euro
20-507-3501,Drink,1,0,0,1,280.30,Euro
69-643-2402,DR,1,1,0,1,345.72,Dollar
70-632-3641,f,0,1,0,1,266.49,Euro
13-072-9943,Drink,0,1,1,0,433.20,Euro
32-756-8951,Food,0,1,0,0,258.13,Dollar
39-759-2005,f,1,0,0,0,361.47,Dollar
43-166-1754,Food,0,1,0,0,304.68,Dollar
30-552-7749,Drink,1,0,0,1,309.61,Dollar
20-945-7585,Food,1,0,0,1,266.80,Euro
22-970-4521,f,0,1,1,1,451.64,Dollar
07-919-8577,Food,1,1,1,0,438.42,Euro
76-497-7549,F,1,1,1,0,390.64,Dollar
71-237-7024,Drink,1,1,0,1,280.29,Euro
47-368-1954,Drink,1,1,1,1,259.61,Euro
70-121-7681,DR,1,1,0,1,291.58,Euro
64-466-0329,F,0,0,1,1,449.51,Dollar
25-540-0298,F,0,0,0,0,373.93,Euro
21-882-3679,F,0,1,1,0,359.84,Euro
17-868-8173,Drink,1,1,0,0,431.34,Euro
17-510-7701,F,0,0,1,0,421.79,Euro
01-110-1818,,0,1,0,0,415.74,Dollar
00-462-2536,Drink,1,0,0,1,465.10,Dollar
09-756-6527,f,1,1,0,1,252.79,Euro
36-819-4780,Drink,1,1,1,0,459.84,Euro
36-245-7513,Drink,0,1,1,0,411.38,Dollar
27-950-8626,,0,0,1,1,256.91,Dollar
87-782-9486,F,1,0,0,0,436.09,Dollar
27-585-4399,Drink,1,1,1,1,326.51,Euro
61-449-7846,f,0,0,1,0,389.35,Dollar
41-363-1493,Food,0,0,0,1,387.61,Dollar
34-503-3975,Drink,0,0,0,1,478.35,Dollar
40-672-0764,Drink,0,1,0,0,464.25,Euro
96-963-4974,DR,0,1,1,0,363.75,Euro
05-097-5756,F,0,1,0,1,495.00,Dollar
67-394-9883,Food,1,0,1,0,258.09,Euro
16-550-0951,Food,0,0,1,1,358.82,Euro
42-370-2011,Food,0,0,1,1,361.92,Euro
70-710-3871,Drink,1,0,1,1,289.66,Dollar
10-685-0334,f,0,0,1,1,289.50,Euro
28-092-9840,F,0,0,0,1,375.36,Dollar
60-650-8236,f,1,0,0,1,253.47,Dollar
92-715-2868,Food,1,0,0,1,396.48,Euro
20-191-0054,Drink,1,1,1,1,418.62,Euro
62-632-0416,f,1,1,1,1,323.20,Dollar
40-130-8989,Food,0,0,1,1,356.96,Dollar
80-781-0856,DR,0,0,1,1,394.92,Euro
07-443-3319,Drink,1,1,1,1,487.07,Euro
59-384-6091,Drink,0,1,1,0,329.06,Dollar
19-692-5816,DR,1,1,1,0,302.39,Euro
58-457-8147,Drink,0,0,1,1,408.25,Dollar
92-630-5668,f,0,1,0,1,308.50,Euro
37-609-2680,Drink,1,1,1,0,254.02,Dollar
27-931-7399,DR,0,1,1,0,424.84,Euro
45-351-5432,Drink,0,1,0,0,401.04,Euro
59-514-6177,DR,1,0,0,0,412.48,Euro
71-945-7095,Drink,0,0,0,0,261.87,Dollar
71-978-3381,Food,0,1,1,1,490.26,Euro
63-589-3809,Drink,1,0,0,0,297.43,Euro
17-241-8512,f,1,0,1,0,254.91,Euro
00-408-4953,F,1,1,1,1,299.07,Dollar
40-644-4279,DR,0,0,1,1,319.95,Euro
35-380-8626,Food,0,0,0,1,442.10,Euro
85-561-3131,Food,1,0,0,1,355.79,Dollar
08-293-6501,DR,1,0,1,1,428.05,Dollar
47-194-2945,DR,1,0,0,0,339.18,Euro
08-705-5074,Drink,0,0,1,1,341.88,Dollar
17-023-7762,Food,1,0,0,1,346.41,Dollar
21-674-8072,F,1,0,1,0,415.92,Dollar
85-792-3941,Food,1,0,1,1,357.03,Euro
31-857-2464,Drink,0,1,0,1,331.48,Euro
69-942-2766,DR,1,1,1,0,264.60,Dollar
62-093-5190,DR,1,0,1,0,274.46,Dollar
36-091-3493,DR,0,1,0,0,294.45,Dollar
39-248-0059,Drink,0,1,1,0,269.30,Dollar
68-240-0448,Food,1,1,0,0,333.81,Dollar
80-801-9101,Drink,0,1,1,0,400.27,Dollar
27-982-4092,f,1,0,0,1,359.48,Dollar
12-895-4483,DR,1,0,1,0,260.50,Dollar
57-869-8989,DR,0,0,1,0,468.31,Dollar
19-848-1155,F,0,0,0,1,397.54,Dollar
57-465-0866,f,0,1,1,0,288.52,Dollar
73-466-0822,f,1,0,0,0,436.51,Dollar
62-823-7410,DR,0,0,1,0,392.85,Euro
46-155-7773,Drink,1,1,0,0,255.66,Euro
28-325-2411,Drink,1,1,1,0,391.36,Euro
09-263-4626,F,1,1,0,0,437.67,Dollar
34-930-9316,Food,0,0,1,0,454.25,Dollar
44-157-2505,,0,0,0,0,499.61,Dollar
32-132-4815,DR,0,1,0,1,250.32,Euro
11-082-9162,F,1,0,0,1,343.11,Euro
19-055-8420,,0,0,1,0,367.20,Euro
41-258-3463,Food,0,0,1,0,329.49,Euro
18-328-3112,f,0,1,1,1,272.42,Dollar
68-161-2333,Drink,0,1,1,0,251.09,Dollar
88-070-6925,f,0,1,0,0,373.33,Dollar
93-331-7518,,1,1,0,0,390.45,Dollar
92-009-9399,DR,1,0,1,0,491.88,Euro
49-472-4061,DR,1,1,0,0,469.21,Dollar
82-728-7327,Food,1,0,1,1,291.01,Euro
24-258-6897,F,1,1,1,1,315.88,Euro
72-927-3061,Food,1,0,0,1,438.58,Dollar
49-573-6248,F,0,1,1,1,269.65,Euro
07-650-9271,f,1,0,1,1,422.35,Dollar
18-522-2174,DR,0,1,0,0,264.56,Dollar
46-770-8547,Drink,1,0,1,0,355.28,Dollar
75-469-0789,f,1,1,0,1,309.87,Dollar
21-480-6738,DR,1,1,0,1,412.13,Dollar
78-208-1662,F,0,0,0,1,395.96,Dollar
26-462-2806,Drink,1,0,0,0,411.81,Dollar
36-527-0929,F,1,1,1,1,344.54,Euro
60-537-0768,DR,0,1,0,0,418.43,Euro
16-320-1705,f,0,0,1,1,354.05,Euro
20-571-1177,f,1,1,1,1,356.33,Dollar
63-927-7873,Food,1,1,1,0,431.62,Dollar
42-609-0455,F,1,1,1,1,474.62,Euro
51-660-0533,DR,1,0,0,0,430.72,Euro
74-869-6420,Food,0,0,0,0,411.90,Dollar
16-479-1087,Food,0,0,1,0,444.04,Dollar
40-804-3298,,0,1,0,0,453.51,Euro
07-515-3084,Food,0,0,1,0,460.28,Euro
87-281-7463,DR,1,0,1,1,316.37,Dollar
74-859-4806,DR,0,0,1,0,441.86,Dollar
89-735-5962,DR,1,0,0,0,335.18,Euro
33-819-7775,Food,1,1,0,0,430.61,Dollar
20-990-5340,DR,1,1,0,0,356.19,Dollar
70-692-2745,f,1,0,0,0,341.14,Euro
10-050-7895,Drink,0,1,0,0,415.12,Dollar
49-854-9468,DR,0,1,1,0,327.15,Dollar
01-678-8885,f,0,0,0,1,281.42,Dollar
89-274-5174,F,1,0,0,1,263.97,Euro
83-700-4977,f,0,1,0,0,300.57,Dollar
69-451-0342,Drink,0,0,0,1,477.20,Euro
72-117-8374,Drink,1,0,1,0,482.68,Euro
67-685-9092,Drink,1,0,0,1,333.10,Dollar
12-489-5548,Drink,1,1,1,1,406.71,Euro
93-076-1390,Food,1,1,0,0,478.00,Dollar
53-662-5168,DR,0,0,0,1,310.21,Euro
63-012-5707,Food,0,0,0,0,482.44,Dollar
50-270-3516,Food,0,1,1,0,333.24,Dollar
71-745-4900,F,0,1,1,1,316.41,Dollar
25-832-7867,Drink,1,1,0,1,,Dollar
36-053-2323,Drink,1,1,0,1,318.84,Euro
62-348-9515,,1,0,1,0,409.30,Euro
74-064-7237,Food,0,1,0,1,462.24,Dollar
73-522-2008,Food,0,0,1,0,252.22,Dollar
73-062-0180,Food,1,1,1,0,272.56,Euro
99-115-9528,f,0,0,1,1,420.78,Dollar
42-886-8702,F,1,1,1,1,298.30,Dollar
18-497-3824,Food,0,1,1,1,329.04,Euro
67-753-3919,Food,0,0,0,0,316.68,Dollar
31-534-6875,f,1,0,1,0,384.21,Dollar
95-898-2885,DR,1,1,0,1,474.12,Dollar
85-836-5820,Drink,0,0,1,1,407.17,Dollar
94-334-3074,DR,0,0,1,1,264.78,Dollar
15-038-3140,f,1,0,0,1,457.85,Euro
00-043-3083,Drink,1,0,0,0,447.93,Euro
34-589-2452,Food,1,0,1,0,391.09,Dollar
71-655-6864,f,0,1,1,0,329.94,Euro
65-377-9200,Drink,1,1,1,0,476.65,Euro
33-215-9653,f,1,0,1,0,332.59,Euro
04-648-1934,Drink,1,0,0,0,283.13,Dollar
47-027-7661,DR,0,0,1,1,328.74,Dollar
03-240-0370,F,0,0,1,1,371.46,Euro
95-738-1371,DR,1,0,0,0,326.47,Dollar
10-270-8486,f,1,1,1,1,319.49,Dollar
82-107-6211,,1,1,0,0,302.03,Euro
94-763-9445,Food,0,1,0,1,429.24,Euro
35-967-0499,F,0,0,1,1,368.08,Dollar
