ProjectID,Programming Language,Employee-1,Employee-2,Employee-3,Employee-4,Award,Currency
316676176-4,r,0,2,2,1,131.88,Dollar
781877800-4,java,1,2,1,2,253.38,jod
190295980-9,java,0,1,1,1,194.59,USD
468310394-X,Python,1,2,2,2,429.56,Dollar
580105196-1,r,2,1,2,1,200.05,USD
729075103-5,JAVA,1,1,1,0,269.30,JOD
458289946-3,R,1,0,0,2,207.45,JOD
276475831-6,c++,2,1,0,1,424.05,Dollar
230366687-2,C++,1,2,0,2,359.90,Dollar
466277293-1,R,0,0,2,1,226.50,jod
311826561-2,C++,0,1,0,1,255.96,Euro
555550552-3,PYTHON,1,2,1,2,126.29,USD
090688566-3,PYTHON,0,0,0,2,251.99,USD
321580951-6,C++,1,2,2,1,146.14,jod
775076910-2,R,1,0,1,1,499.10,USD
308168575-3,python,2,1,2,1,253.20,euro
795726517-0,java,0,1,1,1,174.15,JOD
395546876-3,Python,1,1,0,2,390.21,Dollar
813047289-9,Python,2,2,0,1,413.34,JOD
004150717-7,python,1,1,2,1,284.75,JOD
541954865-8,JAVA,1,2,1,2,115.05,Euro
122678037-7,JAVA,0,2,2,2,106.89,euro
694744435-7,c++,1,1,1,0,391.73,JOD
110914442-3,Python,1,1,0,0,340.18,Dollar
299491419-0,python,2,0,1,0,147.46,jod
396774412-4,PYTHON,0,2,1,0,104.92,jod
392381084-9,python,1,0,2,1,477.02,Euro
249893708-0,PYTHON,2,0,1,1,294.48,USD
658095337-3,Python,2,2,0,2,472.65,euro
221743371-7,Python,2,2,0,2,125.74,jod
487968217-9,R,1,0,2,1,336.21,Dollar
060235986-4,R,0,1,1,1,351.37,euro
850204877-5,Python,1,0,0,1,220.25,JOD
665997426-1,C++,0,2,1,2,320.77,jod
322858615-4,Python,2,0,1,1,162.13,euro
855379885-2,JAVA,1,1,1,0,411.85,JOD
665397255-0,PYTHON,0,2,0,1,345.08,euro
480674216-3,java,0,1,2,0,187.08,Euro
495655494-X,R,0,0,0,2,178.26,USD
227254087-2,c++,2,0,0,2,266.24,euro
445336288-9,,2,0,0,0,101.53,USD
333307745-0,Python,2,2,1,2,471.04,JOD
665077041-8,java,2,0,0,0,129.86,Dollar
437161103-6,PYTHON,2,2,0,1,143.13,Dollar
053800547-5,JAVA,0,1,2,2,165.64,JOD
142781439-2,,1,1,0,1,354.39,Dollar
408631009-0,java,1,1,1,1,497.90,JOD
631248437-8,,0,1,1,1,401.79,jod
033923736-8,JAVA,0,2,0,1,224.66,USD
669235729-2,PYTHON,1,0,2,0,275.06,Dollar
665770698-7,r,1,0,0,1,433.70,Dollar
845932448-6,r,0,2,1,1,235.26,USD
629955017-1,c++,0,2,1,2,104.12,Euro
593864881-5,,0,2,1,0,199.45,Euro
031977153-9,python,0,2,0,0,487.42,Dollar
643688470-X,R,2,2,2,2,155.43,euro
979227296-8,C++,2,2,1,0,221.86,Dollar
118181918-0,java,0,1,1,0,210.78,USD
246539426-6,R,1,0,2,0,175.42,USD
696240760-2,r,0,0,2,2,273.95,USD
944263207-8,JAVA,0,0,1,1,309.88,Euro
734002466-2,python,2,2,0,0,226.36,euro
206740665-5,PYTHON,0,2,1,0,124.63,USD
908099412-X,Python,2,1,0,2,263.16,euro
939979851-8,java,2,2,0,0,451.30,USD
510749113-8,R,0,0,0,2,157.96,euro
340444609-7,python,1,0,0,2,393.72,euro
339259208-0,python,1,1,1,2,302.46,JOD
761506508-9,C++,2,1,1,0,352.89,jod
151792929-6,,2,0,0,1,294.96,jod
427722475-X,C++,2,1,1,1,389.62,euro
110301232-0,python,2,1,0,2,443.06,USD
769275590-6,java,0,0,1,1,486.91,Dollar
194870905-8,JAVA,1,2,0,0,234.49,euro
940834066-3,PYTHON,1,1,1,2,400.45,USD
089837003-5,JAVA,2,1,1,0,449.54,Dollar
454106974-1,,2,0,2,1,172.08,jod
458673519-8,,0,2,1,2,363.61,Dollar
066717374-9,java,1,1,2,1,471.75,Euro
119553808-1,R,2,0,0,1,136.91,USD
233163623-0,Python,2,2,0,2,212.94,Dollar
163833249-5,R,2,1,2,0,286.34,Dollar
795146685-9,PYTHON,2,2,0,0,104.24,jod
727816763-9,java,2,2,1,1,341.46,JOD
002573390-7,python,2,2,0,1,476.05,Euro
443474875-0,C++,1,2,1,0,306.20,USD
933222012-3,c++,0,0,0,1,144.20,jod
362412350-5,c++,1,0,1,1,192.87,JOD
082848585-2,r,1,0,0,2,407.51,euro
404373313-5,java,1,2,0,0,287.54,Euro
380367437-9,Python,1,1,0,2,372.00,Dollar
823394776-8,PYTHON,1,2,0,0,257.04,USD
966760294-X,Python,1,0,0,1,119.56,USD
887744632-3,java,1,1,2,1,259.80,jod
947774938-9,PYTHON,1,1,2,1,345.29,JOD
487851693-3,c++,0,1,2,0,318.49,Euro
586111784-5,python,0,1,2,2,126.66,euro
186043733-8,python,2,0,2,2,268.95,Dollar
705912126-9,PYTHON,1,2,1,1,389.72,euro
190043797-X,java,1,2,2,2,398.89,euro
101564801-0,r,0,0,1,2,339.43,JOD
913770625-X,r,1,1,0,0,265.19,USD
533943674-8,R,1,2,0,0,377.35,Dollar
896836801-5,c++,1,2,0,1,159.99,JOD
120126876-1,java,0,0,1,0,286.00,euro
979954124-7,python,0,1,2,1,151.35,euro
191162457-1,JAVA,1,0,2,1,403.92,JOD
500831509-9,r,2,2,0,1,320.30,Dollar
318985976-0,PYTHON,1,1,1,0,203.31,jod
255369726-0,c++,1,0,1,1,217.52,JOD
588618056-7,JAVA,0,0,1,2,432.39,USD
215695439-9,C++,2,1,1,0,252.99,USD
239930814-X,r,0,1,2,0,250.09,JOD
135415617-X,java,1,1,0,2,288.37,JOD
099772978-3,Python,1,1,1,1,205.90,euro
954699508-8,r,1,2,1,0,490.88,jod
856565449-4,r,0,2,1,1,102.34,USD
039995683-2,JAVA,2,1,1,0,279.16,Euro
633752750-X,JAVA,0,2,0,0,486.29,jod
027095132-6,JAVA,2,0,0,1,174.79,jod
143095845-6,java,2,2,1,0,240.87,Euro
255321271-2,R,0,0,0,0,279.09,Dollar
088143861-8,R,0,2,1,2,267.21,jod
683367010-2,PYTHON,1,0,2,0,464.18,euro
390670530-7,JAVA,0,0,1,0,465.94,Euro
507000244-9,R,2,0,1,2,288.22,euro
445383780-1,Python,1,1,1,2,266.30,jod
561891655-X,r,1,2,1,0,172.58,Euro
705399976-9,R,1,1,0,2,406.23,USD
023877232-2,JAVA,2,1,2,2,193.89,Euro
663885948-X,JAVA,2,2,2,1,172.21,Dollar
713802502-5,Python,0,0,1,2,257.86,Dollar
387262624-8,R,1,2,1,1,153.70,euro
710948746-6,c++,2,2,2,0,430.94,jod
687661543-X,r,0,1,0,2,285.60,JOD
548121806-2,r,2,1,0,1,379.84,Euro
251495563-7,R,2,2,1,1,185.50,jod
242975663-3,R,2,2,0,2,307.06,euro
962158895-2,PYTHON,2,2,2,1,244.40,jod
753353181-7,c++,2,1,1,2,221.09,Dollar
035866895-6,c++,1,1,1,2,175.71,euro
265158772-9,python,1,2,0,2,263.38,JOD
014611215-6,r,0,1,0,1,343.83,euro
016107833-8,R,1,2,1,0,266.21,euro
027228258-8,r,2,0,1,2,486.76,jod
152091346-X,Python,0,1,0,2,429.42,Dollar
695308329-8,R,2,2,1,1,273.61,Dollar
912133027-1,C++,0,0,0,1,380.84,JOD
499269752-6,c++,0,2,0,2,218.08,JOD
633788136-2,,0,2,2,0,142.39,euro
506565552-9,,1,1,2,2,138.08,Dollar
320985964-7,c++,0,2,1,0,332.38,euro
292276386-2,C++,0,2,0,1,190.42,JOD
442807723-8,R,2,1,0,1,179.86,Euro
712252482-5,c++,2,0,0,2,189.43,Euro
915235250-1,C++,0,1,2,0,414.91,Euro
032266613-9,C++,1,2,2,2,321.17,euro
669365108-9,C++,0,1,2,1,360.42,Euro
623157565-9,C++,1,2,1,1,411.26,jod
813593299-5,R,0,0,2,0,294.37,Dollar
366883166-1,python,2,0,0,1,197.96,Dollar
770375551-6,R,2,2,2,0,117.77,jod
091870931-8,JAVA,2,1,1,2,362.44,euro
488950163-0,c++,1,1,0,2,475.42,euro
674279951-X,JAVA,2,2,1,1,466.27,Euro
935764879-8,Python,0,1,1,1,461.46,Euro
096936886-0,Python,1,0,0,1,499.41,USD
599597086-0,Python,2,1,0,0,491.19,Dollar
768073979-X,C++,1,2,0,1,381.49,Euro
583102333-8,python,0,0,0,1,458.76,USD
807843218-6,R,2,0,0,1,406.17,Dollar
164270899-2,R,1,2,0,0,152.73,Euro
708151470-7,java,1,2,1,0,272.58,euro
671404277-9,PYTHON,2,1,1,2,425.98,JOD
080350427-6,R,2,1,2,1,394.10,jod
979831494-8,PYTHON,2,1,0,2,324.84,Dollar
373085171-3,JAVA,2,2,2,0,385.94,USD
455614565-1,r,2,1,1,2,373.67,Euro
503830560-1,r,0,0,1,0,305.53,euro
879256536-0,JAVA,2,2,1,0,341.19,Dollar
943233304-3,r,0,1,0,2,358.90,euro
443019623-0,PYTHON,0,1,2,0,217.14,Dollar
028720221-6,PYTHON,0,0,0,0,189.49,Dollar
664894998-8,PYTHON,1,0,2,0,109.11,Dollar
903719244-0,C++,2,0,2,0,313.16,euro
735595643-4,python,0,2,0,1,115.20,Euro
746233439-9,python,2,0,1,0,105.28,euro
967658145-3,JAVA,0,2,2,0,460.54,jod
004281845-1,r,2,2,0,2,298.73,Dollar
702588509-6,R,2,2,0,1,486.89,USD
711475973-8,r,0,2,2,1,373.60,euro
934736768-0,R,1,0,2,1,450.71,Euro
836985343-9,java,1,2,0,0,207.48,Euro
539079709-4,R,1,2,2,2,352.08,jod
063002920-2,PYTHON,0,1,1,0,111.74,JOD
935942826-4,C++,2,1,0,0,349.31,Dollar
718235975-8,JAVA,2,0,0,1,142.17,JOD
874154477-3,Python,2,1,1,1,279.68,Dollar
414811530-X,Python,2,0,2,2,477.24,jod
298434567-3,R,1,0,1,1,281.11,euro
073544345-9,python,0,2,1,0,159.84,USD
909406644-0,python,0,1,0,2,217.02,USD
246491051-1,python,2,1,1,0,492.70,euro
630125194-6,java,2,0,0,1,450.07,JOD
371814108-6,Python,2,2,2,1,172.94,Euro
728257571-1,java,2,0,0,2,499.31,euro
607882845-2,PYTHON,0,1,1,1,360.87,Euro
134289824-9,C++,0,1,0,1,247.97,euro
599527981-5,R,1,2,0,1,423.23,JOD
559060855-4,R,0,1,1,0,471.41,Euro
217080979-1,JAVA,2,2,0,1,484.10,Euro
858778470-6,java,1,1,0,2,290.52,euro
960136456-0,java,2,2,2,0,211.41,jod
214831281-2,JAVA,0,2,1,2,321.07,USD
269856311-7,c++,0,1,2,1,317.96,USD
972910826-9,C++,1,1,1,0,210.92,JOD
549005874-9,java,2,2,1,2,154.71,jod
633924824-1,JAVA,2,1,1,2,322.27,Euro
432034523-1,r,0,2,0,0,347.13,Euro
403754504-7,python,1,0,0,0,323.92,USD
951016328-7,java,1,2,1,1,311.40,Dollar
134550801-8,r,2,0,1,2,366.81,USD
645617388-4,R,1,0,1,1,382.56,JOD
069705886-7,,0,0,0,1,337.68,USD
570484313-1,Python,2,2,2,2,418.18,Euro
962610359-0,c++,2,2,1,0,130.06,JOD
364152481-4,,1,0,1,0,456.92,euro
550807795-2,JAVA,0,0,1,0,385.33,JOD
678827815-6,JAVA,2,2,0,2,393.58,JOD
501645967-3,PYTHON,0,2,2,1,355.95,USD
202317819-3,JAVA,0,0,1,1,442.35,Euro
399250848-X,java,0,1,0,2,262.69,Dollar
717921667-4,R,2,2,0,2,138.85,JOD
312077263-1,c++,1,2,1,0,351.00,USD
109833131-1,PYTHON,0,1,2,2,223.49,jod
494608356-1,c++,2,0,0,2,366.81,Dollar
932686536-3,PYTHON,2,1,1,1,141.17,JOD
052112651-7,python,0,1,0,2,277.58,USD
363991835-5,,2,2,2,0,209.03,Euro
563047583-5,python,2,2,2,2,255.25,euro
640329266-8,python,1,1,1,0,258.79,euro
420499187-4,java,2,0,1,2,444.11,jod
067076285-7,,2,1,1,1,265.90,USD
021355667-7,R,1,0,1,2,235.85,Euro
965186308-0,JAVA,1,0,0,2,101.40,USD
086538193-3,python,2,2,0,1,138.62,jod
649555448-6,PYTHON,1,0,2,0,249.30,Euro
039599936-7,JAVA,0,2,2,0,261.83,Dollar
238566605-7,C++,2,2,2,1,226.12,Dollar
197775414-7,JAVA,0,2,1,1,112.66,Euro
735508380-5,PYTHON,0,1,1,2,404.83,Dollar
686492953-1,c++,0,2,2,2,335.88,Dollar
717373113-5,C++,0,2,2,2,227.53,JOD
390722642-9,PYTHON,0,1,1,0,455.96,jod
678917600-4,,0,0,2,2,301.55,Dollar
440058482-8,C++,0,0,1,0,381.41,euro
754923847-2,R,0,2,0,2,418.05,USD
548574630-6,Python,2,0,1,1,488.40,JOD
364932050-9,PYTHON,1,1,2,1,192.33,USD
302198849-0,java,1,0,1,2,330.50,JOD
031839182-1,python,0,1,0,2,283.42,jod
185081680-8,R,0,1,2,0,430.90,jod
426507916-4,r,0,2,1,0,449.20,euro
011800396-8,JAVA,1,1,0,1,291.56,euro
104630364-3,Python,0,2,0,0,444.54,euro
667098116-3,python,1,2,0,2,128.86,euro
385228250-0,PYTHON,1,0,2,1,120.51,jod
402938011-5,JAVA,2,2,0,2,337.78,euro
264035036-6,JAVA,2,0,0,2,280.66,Dollar
776694623-8,r,2,0,2,0,205.57,JOD
335554748-4,python,2,2,1,1,123.77,Dollar
080989231-6,java,1,1,2,1,401.16,JOD
313670504-1,Python,1,2,2,2,215.05,Euro
887994020-1,R,0,2,0,0,263.40,Euro
196646566-1,C++,0,0,0,1,298.66,Dollar
185197800-3,R,2,2,0,0,386.36,Dollar
840886680-X,,2,1,1,2,222.42,euro
116785673-2,r,2,1,1,0,439.31,USD
110463439-2,c++,2,1,2,2,248.13,Dollar
866908592-5,java,0,1,1,2,171.26,Euro
778213659-8,,0,0,1,2,408.55,euro
685438152-5,R,1,2,2,2,306.16,JOD
144664386-7,c++,0,2,1,0,247.06,jod
178439820-9,JAVA,1,2,2,2,396.28,Euro
667113939-3,r,2,1,2,0,120.94,JOD
792168695-8,c++,0,2,0,2,429.18,euro
180522521-9,r,2,0,2,1,463.34,Dollar
763794144-2,c++,1,1,2,2,221.18,USD
992153207-3,,1,2,0,1,333.00,Euro
063180826-4,c++,2,1,2,0,345.53,Dollar
666622055-2,,0,2,0,0,269.24,Dollar
746653816-9,c++,1,2,1,1,287.56,JOD
264477870-0,Python,1,1,2,1,259.65,JOD
603480035-8,C++,2,1,2,1,375.55,Euro
972602433-1,c++,2,0,1,0,332.01,USD
555970338-9,JAVA,0,0,2,0,390.17,jod
687315686-8,java,0,0,0,1,404.13,euro
086198816-7,C++,1,1,2,2,328.29,jod
826877531-9,c++,1,2,0,1,252.01,USD
166080698-4,Python,1,1,0,1,120.94,euro
441558901-4,C++,2,1,1,0,180.19,Dollar
752139296-5,C++,1,1,1,1,375.94,USD
020638212-X,r,2,1,1,0,446.57,euro
461302224-X,r,0,2,0,0,196.73,Dollar
367638915-8,java,2,1,1,2,313.82,jod
332157411-X,r,1,0,1,2,183.59,euro
703644293-X,C++,1,2,0,1,368.62,Dollar
863910780-7,c++,2,0,1,0,169.29,Dollar
091870674-2,java,2,2,1,2,258.98,Dollar
266337471-7,R,2,2,2,1,112.47,USD
671491958-1,PYTHON,2,2,1,0,414.55,Euro
492281255-5,PYTHON,2,1,1,2,118.21,Dollar
197112042-1,c++,1,2,0,2,240.67,USD
287232827-0,JAVA,2,0,2,2,415.78,Dollar
912798615-2,JAVA,1,0,1,0,452.21,jod
217768929-5,R,2,1,0,0,277.43,Euro
424957629-9,C++,2,1,0,1,425.66,euro
202454814-8,c++,1,1,0,1,129.01,Dollar
502066616-5,JAVA,1,1,2,2,144.04,USD
459012510-2,C++,0,1,2,1,376.17,jod
866135209-6,PYTHON,2,1,2,0,440.74,USD
250254116-6,R,1,2,0,0,219.87,jod
015872869-6,PYTHON,1,2,1,0,253.49,JOD
604887065-5,Python,1,2,0,1,491.33,jod
009868093-5,java,1,0,1,0,133.70,euro
532116247-6,r,0,2,1,0,257.58,jod
475581485-5,java,1,0,2,1,281.02,euro
131897065-2,R,2,2,0,2,112.25,Dollar
164516198-6,c++,1,0,0,0,412.55,jod
651928962-0,r,0,0,1,0,299.68,JOD
019490879-8,C++,1,1,2,0,129.23,USD
586027589-7,JAVA,1,0,2,0,297.67,jod
281744450-7,R,1,0,0,0,276.46,jod
188711947-7,java,1,1,1,0,214.92,jod
485245985-1,JAVA,2,0,1,1,281.33,Dollar
751577661-7,r,2,2,1,0,293.48,euro
926503492-0,PYTHON,1,2,2,2,264.81,jod
386582710-1,Python,0,0,2,0,254.04,jod
702884547-8,PYTHON,0,0,0,1,148.91,USD
462072897-7,Python,1,1,2,0,477.10,USD
913846038-6,r,1,2,2,1,391.74,jod
095581012-4,PYTHON,2,2,1,1,314.76,USD
567893760-X,R,1,2,0,1,443.47,Euro
098475095-9,PYTHON,2,2,2,0,305.54,JOD
782864625-9,PYTHON,2,1,2,1,456.39,USD
831268567-7,python,1,1,2,2,383.98,euro
522705825-3,java,0,0,2,1,405.29,JOD
415094383-4,C++,1,1,0,0,292.74,JOD
601991243-4,R,0,2,2,0,215.66,jod
890040674-4,r,2,2,1,1,263.64,jod
813463300-5,python,2,1,2,1,106.74,jod
792219635-0,Python,0,1,0,1,499.88,USD
898889121-X,java,0,2,1,2,379.00,Dollar
379342913-X,JAVA,1,2,0,0,414.56,jod
224142322-X,PYTHON,1,2,2,0,425.33,Dollar
334529443-5,PYTHON,0,0,2,0,412.91,Dollar
728668660-7,r,2,0,1,0,266.09,jod
915728168-8,c++,0,0,0,1,410.29,jod
705096029-2,JAVA,0,1,2,2,224.68,Dollar
188524436-3,python,0,0,2,0,439.07,USD
456698020-0,JAVA,1,0,2,2,440.01,USD
108528040-3,Python,1,1,1,2,336.61,jod
921797445-5,java,1,2,0,0,468.28,euro
366234451-3,JAVA,2,2,2,2,370.06,Dollar
688429536-8,C++,0,0,2,1,458.08,Euro
045706350-5,JAVA,1,0,1,1,153.85,euro
767373752-3,java,2,1,0,2,311.77,JOD
791199407-2,c++,0,2,1,2,203.62,euro
326840881-8,R,2,1,1,1,267.13,JOD
048860394-3,r,1,1,2,1,444.87,USD
453073550-8,PYTHON,0,2,1,2,275.72,Euro
773183804-8,Python,2,2,2,2,269.66,Euro
543004790-2,c++,1,2,1,2,160.32,JOD
657070395-1,PYTHON,1,1,2,2,221.21,Dollar
274286646-9,R,0,1,0,0,355.02,euro
418625697-7,r,2,0,0,0,430.27,euro
589495459-2,JAVA,2,2,2,1,227.43,USD
701881901-6,PYTHON,1,0,2,0,444.97,Euro
635157000-X,java,2,0,2,2,443.74,JOD
220067312-4,python,0,2,0,0,197.94,Dollar
912996291-9,java,1,2,2,1,398.69,USD
162022039-3,java,2,1,1,0,171.42,jod
771128658-9,C++,2,1,0,2,116.70,euro
392327160-3,r,1,0,2,0,148.71,euro
678444185-0,java,1,0,1,0,376.58,euro
296217088-9,c++,2,2,0,1,113.44,JOD
332346546-6,C++,1,1,2,0,290.26,Euro
032403168-8,PYTHON,0,0,0,1,294.65,jod
255272277-6,c++,0,1,1,0,478.22,euro
407429929-1,c++,2,0,1,2,167.01,Euro
910337425-4,R,0,2,0,1,441.29,Dollar
708909820-6,java,2,2,0,2,130.34,Euro
226702390-3,PYTHON,2,1,0,0,123.95,JOD
557920605-4,java,2,2,2,0,441.03,JOD
430393928-5,JAVA,1,0,0,1,412.43,JOD
649231878-1,R,2,0,2,2,324.49,Euro
632527352-4,Python,2,0,0,0,331.64,euro
578984504-5,r,1,2,0,0,233.85,euro
989644272-X,Python,0,1,1,1,130.12,Euro
243922827-3,JAVA,0,1,1,1,268.53,JOD
181493842-7,c++,2,0,2,1,297.29,jod
846138351-6,R,2,2,0,1,232.39,Euro
668586851-1,c++,1,1,0,0,478.94,Dollar
807961175-0,Python,0,0,2,2,448.40,Euro
344804198-X,C++,1,1,0,0,245.99,USD
574968701-5,C++,1,2,0,1,322.68,USD
504386715-9,C++,0,1,0,0,216.95,Euro
264026204-1,Python,0,0,1,0,432.53,jod
235569614-4,JAVA,2,2,2,0,425.65,jod
788016678-5,JAVA,1,2,0,0,398.67,JOD
036389724-0,r,0,2,1,1,336.18,JOD
383822958-4,c++,0,2,2,2,432.25,jod
471650283-X,PYTHON,0,2,2,1,411.70,jod
787207139-8,r,0,1,2,1,361.05,jod
237956469-8,c++,0,2,0,1,430.86,USD
925652286-1,python,1,0,0,0,352.54,Dollar
609680914-6,python,0,0,2,2,333.62,euro
121417642-9,c++,2,2,1,2,224.05,Dollar
827712040-0,PYTHON,2,1,2,0,304.75,euro
465317136-X,JAVA,2,2,2,1,161.00,JOD
541317367-9,C++,0,2,2,1,115.64,euro
756666295-3,,1,0,1,2,237.26,USD
214499189-8,c++,1,2,0,1,127.63,jod
297838390-9,Python,1,0,1,1,329.87,Dollar
397229700-9,c++,0,0,1,0,443.53,euro
109185899-3,Python,1,0,1,1,453.13,euro
719661991-9,JAVA,1,0,2,0,374.29,jod
711405902-7,JAVA,2,0,0,2,357.58,euro
581132081-7,python,0,1,1,0,200.68,Euro
884701605-3,java,1,0,1,1,264.66,Euro
447362262-2,c++,2,0,0,0,452.64,JOD
537270560-4,Python,2,0,1,0,297.60,Euro
495210699-3,PYTHON,1,1,1,0,449.80,euro
989990044-3,C++,1,2,0,0,499.72,Euro
094369975-4,r,0,2,1,2,144.29,Euro
064991989-0,PYTHON,2,1,0,1,420.18,USD
890312851-6,python,2,0,2,0,353.96,euro
887688900-0,C++,1,2,1,0,250.40,USD
705566713-5,Python,1,2,2,0,255.68,Euro
904585134-2,R,1,0,2,2,186.42,Euro
536086496-6,Python,1,2,0,2,439.30,Dollar
315768911-8,Python,2,0,2,2,100.07,USD
819073503-9,PYTHON,0,2,2,0,183.58,Dollar
917543362-1,c++,0,0,1,1,265.02,USD
862953439-7,python,0,1,1,1,486.62,euro
533652356-9,PYTHON,1,1,2,2,210.12,USD
847041280-9,r,0,1,2,2,168.96,euro
702851786-1,java,0,0,1,2,145.68,Dollar
494948576-8,c++,0,2,0,2,156.98,Euro
752148652-8,C++,2,1,0,1,227.19,JOD
589900331-6,JAVA,1,0,0,0,420.62,jod
428121043-1,C++,2,1,1,0,302.69,JOD
392098148-0,PYTHON,1,1,1,2,382.68,USD
905802108-4,python,1,1,2,0,402.02,JOD
878405859-5,Python,1,2,1,1,476.55,jod
079650941-7,R,2,0,2,2,455.75,euro
855694818-9,r,2,1,2,0,494.39,jod
109314642-7,c++,2,0,0,0,492.98,Dollar
632407364-5,PYTHON,2,0,1,0,454.15,jod
685771322-7,c++,0,0,0,1,113.22,USD
909643322-X,r,2,1,0,2,111.47,euro
379077916-4,python,2,2,0,0,108.95,USD
341388598-7,c++,2,1,0,1,194.18,JOD
349312941-6,JAVA,0,2,0,0,159.91,Dollar
882640052-0,java,0,2,0,2,203.23,Euro
870654466-5,C++,0,0,0,1,430.96,JOD
600904538-X,java,0,2,2,2,260.74,Dollar
997119048-6,r,0,0,2,0,393.18,euro
105739404-1,python,2,1,2,1,184.98,Dollar
682672250-X,c++,0,2,0,1,491.73,jod
342375002-2,C++,2,2,0,0,242.69,USD
220489152-5,JAVA,2,1,1,1,433.23,Euro
612505806-9,R,0,0,0,1,327.64,Dollar
981194958-1,JAVA,1,0,0,1,316.25,Dollar
820016677-5,java,0,2,1,2,438.05,jod
082170702-7,java,0,2,2,0,176.23,JOD
049346758-0,java,2,2,1,1,104.58,JOD
995578017-7,Python,0,0,0,2,218.19,euro
178563301-5,python,0,2,2,2,150.94,jod
038834100-9,java,1,0,2,1,300.17,USD
772491095-2,C++,1,2,1,0,425.68,jod
158141994-5,PYTHON,2,2,2,1,406.00,euro
128458041-5,R,0,0,2,2,319.17,jod
384188615-9,C++,1,0,2,2,486.10,USD
539215297-X,C++,1,0,2,2,439.40,euro
322295584-0,JAVA,0,2,2,2,140.85,Dollar
503044972-8,R,1,1,1,1,481.55,Dollar
125139465-5,python,0,1,0,0,297.17,Euro
785622613-7,PYTHON,0,0,2,0,357.83,USD
503766866-2,PYTHON,0,1,1,2,419.20,Dollar
743205145-3,R,1,0,0,0,471.76,jod
877804581-9,java,0,0,1,2,275.69,Dollar
298714841-0,Python,2,2,2,1,339.42,euro
221030902-6,c++,0,2,1,2,274.02,Euro
756502983-1,python,0,0,1,1,401.93,JOD
244645282-5,Python,1,1,0,0,205.33,jod
730837911-6,R,2,2,2,1,439.79,euro
063326556-X,R,0,1,0,1,208.92,JOD
520376701-7,Python,1,2,2,0,441.25,euro
550405080-4,R,0,0,1,0,102.98,JOD
221142817-7,PYTHON,0,2,1,1,193.12,Euro
566520769-1,r,1,1,1,1,221.29,euro
919468371-9,R,1,0,0,2,365.19,USD
405538862-4,java,0,1,0,1,448.74,jod
722856576-2,R,0,1,2,1,193.25,USD
366205555-4,python,1,0,1,0,325.82,JOD
380545036-2,c++,2,1,1,1,134.73,jod
762931443-4,,0,2,1,0,129.57,USD
948665029-2,JAVA,0,2,2,1,279.05,Euro
235825740-0,python,0,0,2,0,499.19,JOD
572759779-X,PYTHON,0,1,0,1,185.20,Dollar
700000656-0,JAVA,1,2,2,1,454.73,euro
486825232-1,c++,1,2,1,2,205.12,jod
721463774-X,java,1,2,2,1,328.90,euro
562654564-6,java,2,1,2,2,356.89,USD
105784276-1,python,2,2,2,0,342.88,Dollar
589351468-8,Python,0,0,2,2,211.70,USD
393161165-5,R,0,1,1,2,328.24,JOD
684965883-2,r,2,2,0,2,443.56,JOD
098289001-X,java,1,1,2,1,175.22,USD
079101602-1,Python,2,0,1,0,306.92,Euro
759529805-9,java,2,1,2,1,481.12,jod
300437753-5,r,0,0,1,2,162.22,Euro
825998201-3,r,2,1,0,1,315.48,Dollar
703917227-5,java,1,0,2,1,235.82,jod
669525731-0,Python,1,2,2,0,105.96,JOD
989223235-6,R,0,1,1,1,162.05,euro
723588831-8,Python,2,1,0,0,253.32,USD
466809025-5,Python,0,2,1,0,149.98,USD
697122459-0,,0,1,2,0,482.92,Dollar
354111465-7,java,0,1,2,1,385.44,jod
333447886-6,r,1,0,1,0,217.60,Dollar
938736318-X,JAVA,0,1,0,2,186.90,JOD
041313307-9,,0,1,2,1,496.23,euro
210837817-0,,2,2,0,1,377.40,JOD
158361673-X,python,1,2,1,2,227.00,USD
212006144-0,java,0,2,2,2,496.81,JOD
684947865-6,c++,0,2,2,2,337.82,JOD
485201066-8,,0,2,2,0,300.62,euro
495925946-9,python,2,1,1,0,365.09,jod
087164865-2,r,2,2,2,1,345.35,Euro
153707816-X,PYTHON,2,2,0,2,355.62,Dollar
718134878-7,r,2,0,2,1,382.11,Dollar
385779541-7,PYTHON,2,0,2,0,223.23,Dollar
445152414-8,PYTHON,2,1,0,2,190.25,USD
802527559-0,C++,1,0,2,0,166.90,JOD
691584824-X,JAVA,0,0,0,1,265.20,jod
512834142-9,R,0,1,2,2,152.36,JOD
411100849-6,Python,1,0,1,2,463.80,euro
736278479-1,Python,2,2,2,1,409.03,JOD
771843075-8,python,0,1,0,2,336.87,Euro
533283039-4,java,1,2,0,1,358.37,jod
204529977-5,python,0,0,1,0,103.25,Euro
570063285-3,r,0,1,0,0,352.06,euro
708488120-4,JAVA,1,0,1,2,126.25,JOD
614908846-4,C++,2,0,2,0,278.00,Euro
223833533-1,PYTHON,0,1,1,2,149.41,jod
679843327-8,r,1,0,2,1,368.72,JOD
967573350-0,r,2,1,0,0,241.79,euro
871146448-8,JAVA,1,0,2,0,406.23,USD
286535143-2,PYTHON,1,1,1,2,188.72,Euro
082037991-3,JAVA,2,1,2,2,279.27,JOD
074104967-8,JAVA,0,1,1,1,204.79,euro
240455181-7,r,2,2,0,2,470.34,jod
