Project_ID,Programming Language,Employee-1,Employee_2,Employee-3,Employee_4,Award,Currency
317134336-3,JAVA,0,2,1,1,453.66,euro
870695296-8,R,1,0,0,2,160.13,JOD
335891651-0,r,0,0,1,0,348.51,Dollar
137027708-3,R,1,2,2,0,216.55,USD
089805795-7,R,2,1,1,2,181.35,euro
976034247-2,Python,2,1,1,0,151.59,JOD
166387410-7,Python,2,0,0,1,207.62,jod
819634356-6,Python,1,0,0,0,397.76,Dollar
957849941-8,C++,1,1,1,0,351.41,Dollar
890624523-8,PYTHON,1,1,1,2,487.77,Dollar
254369019-0,C++,2,1,0,1,123.04,Euro
330942471-5,Python,2,2,2,2,198.92,Euro
572328631-5,r,2,0,0,2,129.04,euro
963852560-6,python,1,1,1,1,210.25,Euro
530870504-6,java,2,0,1,0,446.82,Dollar
080802239-3,PYTHON,2,0,1,0,473.82,jod
449580205-4,PYTHON,0,2,2,2,289.50,Dollar
402703665-4,PYTHON,0,2,0,2,371.36,USD
109889449-9,,1,0,2,1,257.14,USD
664697260-5,C++,0,1,1,0,406.56,Euro
632265402-0,c++,0,1,2,2,241.08,Euro
705430942-1,c++,2,0,2,0,400.20,USD
074729323-6,python,2,1,1,1,210.92,USD
886302529-0,,2,1,2,2,207.53,USD
751058003-X,Python,1,0,2,2,138.08,jod
671360227-4,r,2,0,0,1,287.77,euro
541126407-3,C++,2,2,2,0,175.70,Euro
537826255-0,JAVA,2,0,0,0,257.46,euro
389229810-6,Python,0,2,0,2,401.52,USD
007164837-2,,2,0,2,1,164.75,Euro
634469976-0,python,2,2,1,0,495.43,jod
533974193-1,PYTHON,2,1,1,1,120.00,euro
985745118-7,C++,0,2,0,1,187.72,jod
979307882-0,r,0,2,2,0,143.93,jod
251784414-3,R,0,2,1,2,427.73,Euro
923413098-7,C++,0,1,2,0,296.23,jod
291546336-0,Python,0,1,0,2,293.49,jod
587895717-5,python,2,0,1,0,289.02,JOD
882208496-9,Python,2,1,1,2,374.04,Euro
253809835-1,c++,2,1,0,0,259.70,euro
231467036-1,JAVA,1,0,2,2,395.95,euro
365930714-9,java,0,0,1,0,223.44,JOD
042445229-4,JAVA,1,0,1,2,258.79,Dollar
428637238-3,,0,0,0,2,268.72,Euro
708419029-5,PYTHON,2,0,1,1,244.56,Dollar
896881475-9,PYTHON,2,2,2,0,320.74,USD
670584761-1,c++,0,0,2,2,189.87,euro
234746845-6,c++,0,0,1,0,259.21,jod
468551534-X,JAVA,0,0,1,2,237.06,JOD
082918254-3,c++,0,0,2,1,315.86,USD
791599154-X,Python,0,1,2,1,374.84,jod
204765493-9,r,1,1,1,1,175.62,JOD
777089206-6,PYTHON,2,0,2,1,467.45,JOD
374391211-2,java,1,0,2,0,237.47,Dollar
982584391-8,R,1,2,1,1,362.51,jod
364080794-4,c++,1,1,1,2,244.32,USD
768257467-4,PYTHON,1,1,1,0,115.12,Euro
117548455-5,R,1,0,2,1,147.83,JOD
308841537-9,JAVA,1,2,1,2,292.26,Dollar
268300221-1,PYTHON,0,0,1,1,202.60,USD
329204342-5,c++,1,2,0,2,253.34,Euro
878819844-8,java,1,2,1,0,187.43,jod
819009080-1,R,0,2,2,0,491.36,Euro
784927329-X,r,2,0,0,1,426.14,jod
870295867-8,C++,1,2,0,1,375.64,Dollar
737548074-5,R,2,0,0,2,163.01,JOD
964254081-9,python,1,2,2,0,302.39,jod
152093303-7,java,1,0,2,2,150.98,Euro
150864100-5,java,1,2,2,1,248.69,JOD
556344108-3,python,0,1,1,1,475.62,USD
103638090-4,JAVA,1,1,2,2,173.07,Dollar
554567797-6,PYTHON,0,2,1,1,139.19,Euro
826642410-1,python,1,2,1,2,190.92,JOD
492959296-8,PYTHON,2,0,2,2,180.04,euro
021782459-5,r,1,1,2,1,166.92,euro
752288032-7,java,1,1,1,0,460.69,JOD
512915807-5,JAVA,0,2,2,2,430.84,Dollar
243816558-8,c++,1,2,2,0,355.90,USD
719697776-9,Python,0,1,0,0,307.44,USD
072780048-5,PYTHON,0,0,2,1,484.42,Euro
893034056-3,python,2,1,2,1,100.93,Dollar
427421740-X,java,2,1,0,2,112.77,jod
441579036-4,R,1,1,2,0,478.52,jod
466193640-X,C++,0,0,0,2,110.73,USD
378529004-7,R,1,2,0,0,311.10,euro
537083957-3,C++,1,1,2,0,401.66,Dollar
397461374-9,java,0,0,2,1,329.34,Euro
249060172-5,C++,2,0,2,0,259.20,Dollar
388569332-1,R,2,1,2,1,407.23,Euro
043585773-8,JAVA,0,2,0,0,120.18,JOD
816365443-0,Python,0,0,2,2,412.32,Euro
275781118-5,java,1,2,0,2,357.91,Euro
940602387-3,java,1,1,1,0,477.27,USD
027330554-9,java,2,1,1,2,345.84,JOD
294115664-X,c++,0,2,1,1,116.90,Euro
884551224-X,r,0,2,2,2,377.23,JOD
758927392-9,python,2,1,0,1,258.76,JOD
281509329-4,c++,2,2,2,2,183.74,jod
665441244-3,c++,0,1,0,0,228.27,euro
020951305-5,c++,0,0,0,2,345.96,JOD
429834844-X,c++,1,0,0,2,451.85,Dollar
247557741-X,python,0,2,1,1,381.61,USD
027903625-6,python,0,2,2,0,311.90,Euro
438885838-2,python,2,2,1,2,333.16,jod
178215823-5,r,1,0,2,2,336.65,euro
752675037-1,Python,0,0,0,0,185.93,euro
718851766-5,Python,0,2,1,1,385.53,JOD
519930730-4,r,2,0,2,2,443.94,USD
900156575-1,c++,0,2,1,2,481.94,euro
702179927-6,r,0,2,1,2,193.78,euro
957139960-4,java,2,0,0,2,332.05,JOD
057124745-8,Python,2,2,1,0,248.58,jod
232006553-9,java,2,2,0,0,366.36,jod
241534748-5,JAVA,2,2,2,1,388.00,Euro
945583390-5,r,1,1,2,2,417.20,Euro
464029396-8,JAVA,0,1,2,1,448.26,Dollar
417167233-3,R,0,2,1,2,243.05,JOD
083478491-2,Python,2,0,2,2,385.72,Dollar
058932660-0,java,0,1,1,1,472.30,Dollar
572867320-1,C++,2,2,0,2,327.27,jod
919854961-8,c++,2,0,0,2,290.88,USD
249637227-2,JAVA,2,1,1,2,254.52,Euro
180210844-0,,2,1,0,1,335.58,euro
844124199-6,PYTHON,2,2,1,2,187.05,jod
625549832-8,Python,0,0,2,0,324.50,Dollar
956286991-1,R,2,0,1,2,159.14,euro
020490809-4,JAVA,0,0,2,2,273.01,Dollar
115193886-6,PYTHON,0,1,2,1,329.20,JOD
173673627-2,Python,2,0,1,1,147.86,Euro
794812249-4,PYTHON,2,0,2,0,358.48,Euro
616083846-6,R,1,2,1,2,239.00,JOD
987458931-0,python,2,0,2,1,175.37,JOD
670081522-3,PYTHON,2,1,1,2,278.91,Dollar
376148105-5,R,1,2,0,2,144.07,JOD
367742921-8,R,2,1,1,2,141.45,euro
853696253-4,java,2,0,2,2,466.77,Euro
854387974-4,python,2,2,2,2,306.04,Dollar
537366906-7,r,1,2,1,0,227.61,USD
905950240-X,C++,2,1,1,0,163.03,jod
621779542-6,C++,2,0,1,2,315.17,Dollar
238210418-X,JAVA,1,1,1,0,177.04,JOD
266824926-0,C++,2,2,2,0,444.14,JOD
757364550-3,PYTHON,1,1,2,0,196.71,USD
976745789-5,java,0,2,1,1,114.83,Euro
893997635-5,Python,0,1,0,1,493.86,jod
435900685-3,java,1,1,1,2,268.38,JOD
127268081-9,JAVA,2,1,0,2,185.27,JOD
831479545-3,JAVA,1,1,2,2,251.58,Euro
881509523-3,python,0,1,1,2,170.61,Dollar
952145951-4,JAVA,1,1,2,1,347.96,JOD
421313233-1,c++,1,2,0,1,225.78,jod
618542419-3,JAVA,1,2,1,1,199.55,USD
683701787-X,r,2,2,2,1,262.48,USD
483800947-X,PYTHON,2,2,1,1,453.46,USD
963634889-8,PYTHON,1,2,0,1,453.84,jod
014044797-0,c++,1,1,2,1,253.27,Euro
708031323-6,C++,1,1,0,2,488.49,USD
371559114-5,c++,1,0,0,1,458.44,jod
272001853-8,Python,1,0,2,1,311.58,Dollar
046457052-2,JAVA,2,2,2,1,431.17,JOD
172582344-6,c++,0,1,0,1,322.56,USD
881083029-6,java,2,0,2,2,239.77,Dollar
369553694-2,C++,0,1,0,2,159.85,Euro
453705251-1,c++,1,0,2,0,166.66,jod
678238070-6,c++,1,0,2,1,485.85,Dollar
045641997-7,r,2,0,2,1,245.32,JOD
235485620-2,Python,1,1,0,1,162.71,euro
370225109-X,r,2,2,0,2,285.63,USD
320099582-3,c++,1,0,1,2,183.97,jod
625926474-7,C++,1,2,2,1,270.16,euro
661199205-7,C++,0,1,1,2,137.85,Dollar
736475728-7,PYTHON,2,0,2,1,159.64,JOD
130681222-4,python,2,0,2,2,195.67,Euro
504507115-7,java,0,0,1,1,408.52,USD
232589095-3,python,1,0,2,2,249.98,jod
150956264-8,python,0,0,2,1,349.55,JOD
625122317-0,R,0,2,1,1,172.97,jod
365456125-X,r,1,1,1,1,193.78,euro
068272000-3,Python,1,1,0,1,170.73,euro
408342744-2,PYTHON,2,2,0,0,463.24,JOD
154559622-0,PYTHON,2,1,2,0,462.97,JOD
529127846-3,java,2,0,2,1,183.73,jod
994478276-9,PYTHON,0,1,0,1,178.90,Euro
987025693-7,PYTHON,0,2,0,0,256.42,Dollar
429714794-7,R,1,2,1,1,188.31,euro
873437972-X,JAVA,0,1,2,1,243.36,Dollar
462048452-0,R,1,0,1,2,135.52,euro
632569460-0,c++,1,1,2,1,388.97,JOD
374282466-X,r,1,0,2,0,112.51,euro
732147156-X,python,1,2,1,2,460.88,JOD
603672720-8,Python,2,1,1,2,185.87,Euro
057408922-5,Python,1,2,1,0,270.97,Dollar
026614925-1,c++,0,2,0,2,498.22,Dollar
437928449-2,Python,2,2,1,1,176.43,Dollar
239439983-X,Python,2,2,0,1,126.22,Dollar
827834363-2,R,0,2,1,0,472.40,JOD
368165929-X,R,2,1,0,2,132.35,Dollar
750414559-9,c++,1,1,2,1,349.08,USD
317353307-0,PYTHON,0,2,1,1,157.84,Euro
928161923-7,JAVA,0,2,0,2,482.92,Dollar
811465566-6,,0,0,0,1,326.20,USD
652797955-X,JAVA,2,2,2,0,125.87,USD
092725811-0,java,1,1,2,1,343.10,USD
075506492-5,Python,1,0,0,2,338.35,JOD
993182733-5,PYTHON,1,0,1,1,314.30,Euro
390035634-3,Python,0,2,0,0,159.09,JOD
545963203-X,JAVA,2,0,2,2,439.90,JOD
865621143-9,c++,2,0,1,1,235.76,euro
768131125-4,c++,0,1,1,0,466.03,jod
514807535-X,python,2,0,0,0,369.42,euro
409904679-6,PYTHON,1,2,2,1,259.11,jod
279464330-4,PYTHON,1,1,0,2,119.91,euro
489090259-7,R,2,2,1,1,477.13,Dollar
265573597-8,r,2,1,0,1,332.93,Dollar
352168759-7,r,0,0,2,2,267.56,euro
529876620-X,R,2,0,0,2,358.03,USD
226770033-6,python,2,1,0,1,345.40,jod
899605721-5,python,1,2,2,2,388.19,Dollar
750774749-2,r,0,0,1,0,290.08,euro
565338763-0,java,2,0,1,1,149.97,JOD
536579609-8,PYTHON,1,2,1,1,342.18,USD
036907398-3,PYTHON,2,1,1,1,487.42,Dollar
272109450-5,c++,0,2,1,1,136.89,Euro
961216831-8,c++,0,1,0,0,465.23,jod
508744253-6,C++,1,1,0,0,384.34,euro
495753029-7,JAVA,2,2,2,2,138.14,Dollar
216800612-1,R,2,0,2,2,464.75,Euro
551803162-9,r,2,2,0,0,483.78,JOD
932719716-X,R,1,1,1,2,113.57,Dollar
920305640-8,r,0,0,2,0,381.84,Dollar
925882720-1,JAVA,2,2,0,1,325.47,USD
399712521-X,C++,0,2,0,0,157.76,jod
633985443-5,java,2,1,2,2,378.30,Dollar
700813585-8,c++,0,2,2,0,458.08,Dollar
436311840-7,R,1,1,2,1,392.53,JOD
293267682-2,R,0,1,2,1,128.22,USD
126538305-7,PYTHON,1,0,2,1,163.66,JOD
281914170-6,C++,1,1,2,0,255.58,Euro
180485619-3,PYTHON,1,2,2,2,470.67,Dollar
523087223-3,Python,0,0,1,2,120.50,JOD
228319649-3,,1,1,1,2,235.07,Euro
328792467-2,Python,1,1,1,1,452.68,euro
721245532-6,c++,0,1,2,2,430.14,jod
861056719-2,python,0,1,0,0,396.70,Dollar
769843289-0,Python,2,0,1,0,169.54,euro
206120033-8,python,2,1,2,0,218.37,USD
897992956-0,python,1,2,2,0,181.84,euro
144073150-0,C++,2,1,2,1,192.83,USD
853663746-3,java,2,0,0,0,303.26,euro
966454947-9,Python,1,0,0,0,418.89,Euro
682974176-9,JAVA,0,0,0,1,480.35,USD
336180873-1,C++,0,1,1,0,241.39,jod
680675322-1,C++,2,2,0,1,344.74,JOD
993105767-X,JAVA,0,0,0,1,321.98,Euro
373198492-X,Python,0,0,2,1,120.52,Euro
756102193-3,R,0,0,1,0,377.72,Dollar
321445830-2,c++,0,1,1,2,442.70,Euro
503843493-2,JAVA,1,0,2,2,220.22,euro
952070011-0,python,2,2,2,0,313.94,Euro
232995916-8,C++,0,0,1,1,464.09,euro
186458569-2,r,2,0,1,1,354.95,jod
647804940-X,C++,1,1,2,0,242.43,JOD
774247064-0,Python,2,1,1,1,331.57,Euro
633584648-9,,1,1,0,2,160.88,jod
620362677-5,PYTHON,1,1,1,0,423.20,jod
234664197-9,,1,0,1,0,355.09,USD
346550940-4,JAVA,2,0,0,2,471.57,euro
450864454-6,JAVA,2,0,0,0,312.27,Euro
144974913-5,Python,2,0,0,2,452.18,euro
009272625-9,r,1,1,2,2,247.69,euro
462229039-1,C++,1,2,0,1,190.27,JOD
973665328-5,c++,0,2,2,1,205.20,JOD
596598871-0,,2,0,0,2,297.35,Dollar
437656024-3,python,0,1,0,1,266.32,JOD
160185383-1,JAVA,2,2,0,1,431.09,USD
312646740-7,r,2,2,2,0,347.43,jod
109529485-7,java,1,2,2,2,357.30,USD
348318885-1,python,2,0,2,1,203.94,jod
516525471-2,JAVA,1,0,1,0,101.07,euro
794445207-4,c++,0,0,2,0,346.00,Dollar
742013142-2,r,1,2,2,2,472.54,Euro
413208997-5,java,0,2,2,1,160.57,euro
772697200-9,Python,2,2,2,2,289.09,JOD
511905132-4,c++,1,0,1,1,324.96,Euro
377107865-2,JAVA,1,1,1,2,356.41,euro
361359004-2,JAVA,0,0,2,1,295.33,Euro
672409945-5,PYTHON,0,0,1,1,119.90,Euro
636444357-5,JAVA,1,0,1,0,411.01,euro
593097026-2,PYTHON,0,1,1,0,163.99,jod
678053091-3,c++,0,0,0,1,440.89,USD
452182930-9,PYTHON,2,1,1,0,287.04,jod
050888306-7,C++,1,1,1,2,276.92,JOD
340836218-1,PYTHON,0,0,0,0,467.14,Dollar
754321428-8,python,0,2,2,1,289.52,Dollar
030020572-4,Python,0,2,0,1,232.80,Dollar
682330797-8,python,0,2,2,0,351.21,USD
893040357-3,python,0,0,2,2,189.89,jod
510146120-2,r,2,1,0,2,343.55,JOD
356992887-X,JAVA,0,0,0,1,435.26,JOD
999861004-4,,2,0,1,2,478.51,JOD
288695834-4,c++,0,2,2,1,409.52,Dollar
325333726-X,PYTHON,2,2,2,1,447.56,USD
341196062-0,Python,1,1,0,2,193.58,Euro
382473262-9,C++,1,2,1,0,311.36,jod
292644700-0,JAVA,1,2,1,1,204.29,USD
055445040-2,PYTHON,1,1,0,0,117.29,Dollar
394981025-0,c++,1,1,1,1,280.42,Euro
083017849-X,python,0,0,2,1,149.18,jod
325018452-7,,2,0,0,0,446.03,USD
707914198-2,C++,2,1,2,2,473.75,Euro
414780745-3,python,1,2,2,0,334.26,Dollar
653993182-4,Python,2,0,1,1,402.45,Dollar
749481042-0,c++,0,1,1,0,234.19,JOD
006298492-6,Python,1,0,2,2,460.48,euro
231893440-1,c++,1,2,2,1,174.38,jod
033000185-X,c++,1,0,0,2,420.60,USD
415697127-9,R,2,2,2,2,330.61,JOD
270881538-5,JAVA,2,0,0,0,349.93,USD
848485185-0,PYTHON,1,0,0,2,106.00,Euro
589602245-X,java,2,2,2,2,448.34,Euro
124878051-5,java,1,1,1,2,455.82,USD
371600779-X,JAVA,2,0,0,0,158.36,euro
024049817-8,C++,1,2,0,2,355.35,Euro
917149012-4,c++,0,1,1,2,475.14,USD
382726058-2,c++,1,1,1,1,260.76,JOD
940318810-3,r,1,2,1,0,116.24,Dollar
025611914-7,R,1,2,1,2,129.36,euro
950284475-0,r,1,2,0,1,138.04,Euro
026149613-1,c++,2,0,0,1,255.37,jod
625104257-5,C++,1,1,1,2,402.19,Dollar
552884959-4,R,0,1,0,2,486.24,jod
184976144-2,java,0,1,1,1,250.22,jod
799668620-3,c++,0,2,2,1,373.29,euro
242421868-4,c++,0,1,1,0,336.68,USD
166891417-4,PYTHON,2,1,0,0,256.80,Euro
515929818-5,,1,2,1,2,245.59,Euro
631051139-4,PYTHON,1,2,1,1,269.45,jod
444777871-8,C++,2,2,1,2,398.42,USD
537780200-4,C++,2,1,1,0,203.80,Euro
345848316-0,java,0,2,0,0,427.20,JOD
282574951-6,Python,1,1,1,1,410.15,Euro
525403245-6,JAVA,0,2,1,2,175.77,JOD
017136963-7,JAVA,1,2,2,1,159.29,JOD
729014418-X,JAVA,2,2,2,1,204.73,USD
418606000-2,r,2,0,2,2,366.94,JOD
475708851-5,JAVA,2,2,1,1,186.27,JOD
585141292-5,,0,2,0,0,429.80,USD
077826364-9,java,0,2,2,0,397.03,JOD
560575554-4,R,0,1,1,1,356.89,jod
763988879-4,C++,0,0,0,1,252.20,Dollar
274883334-1,PYTHON,2,2,0,2,222.67,Dollar
612612415-4,Python,2,2,0,2,127.09,JOD
063381858-5,C++,0,1,1,1,156.24,Dollar
474915680-9,python,2,2,0,1,181.66,USD
912952407-5,r,1,1,1,1,285.33,JOD
025627751-6,PYTHON,1,0,1,1,387.48,jod
090065701-4,Python,1,0,0,0,323.60,Euro
457613284-9,Python,2,1,1,1,418.17,jod
148381032-1,python,0,1,2,2,203.28,euro
673757033-X,c++,1,1,2,2,413.15,jod
795091502-1,C++,2,0,1,2,302.93,USD
276750019-0,java,2,2,1,2,125.91,jod
050475295-2,c++,0,0,1,2,181.76,USD
987426994-4,C++,1,2,2,2,291.69,euro
269303005-6,r,1,1,2,0,103.19,JOD
321608295-4,Python,2,0,2,0,283.69,euro
596595174-4,c++,1,0,0,0,402.79,USD
057903355-4,Python,0,2,2,1,283.56,Euro
308138957-7,r,0,2,0,1,246.63,Dollar
754337674-1,java,0,1,2,1,239.35,Euro
832119751-5,r,1,1,0,2,333.16,USD
691161248-9,PYTHON,0,1,2,1,496.42,USD
915665487-1,JAVA,2,2,1,2,225.22,USD
156986659-7,Python,2,0,0,0,353.55,Dollar
432979336-9,,1,0,0,0,327.32,USD
886035213-4,c++,1,2,2,2,470.38,Euro
245565326-9,,0,1,2,0,428.69,jod
949902771-8,java,0,1,0,2,165.74,jod
903411199-7,C++,1,0,1,1,289.73,JOD
395155061-9,JAVA,1,0,2,1,193.69,Euro
944776448-7,PYTHON,0,2,0,1,194.34,JOD
606636818-4,java,2,2,2,1,471.10,Euro
091978591-3,java,1,0,2,2,391.33,USD
538188971-2,java,2,1,0,0,273.33,JOD
258411269-8,Python,2,1,1,1,404.21,USD
653734703-3,python,0,1,1,0,126.91,USD
825788605-X,java,1,2,2,1,124.95,jod
675038602-4,,0,2,1,1,171.26,JOD
182387760-5,java,1,2,1,2,415.64,Dollar
297622869-8,python,1,2,1,2,268.38,Euro
753634209-8,R,0,0,0,1,209.50,euro
727072648-5,Python,1,2,0,2,221.16,euro
108461768-4,r,1,0,1,1,289.41,USD
238777983-5,JAVA,1,1,2,0,139.91,USD
672987084-2,JAVA,0,0,0,0,241.03,jod
936559747-1,PYTHON,1,0,0,0,106.88,JOD
211227025-7,c++,2,2,2,2,494.12,JOD
147022232-9,python,0,1,1,1,147.26,Euro
840676704-9,Python,1,1,2,0,474.31,jod
494008442-6,R,2,2,1,1,191.59,jod
442613688-1,,1,0,2,0,398.28,Euro
050036505-9,R,1,0,2,0,235.68,jod
895488613-2,Python,0,1,2,1,320.02,JOD
561875413-4,PYTHON,2,2,0,1,247.17,USD
654677012-1,JAVA,1,1,1,2,290.08,USD
516672788-6,R,2,0,1,1,274.80,euro
601085978-6,C++,2,2,2,2,114.01,Dollar
248484076-4,r,1,0,1,0,272.29,Dollar
458750125-5,r,0,2,0,1,454.04,USD
757196075-4,JAVA,1,0,0,2,167.42,euro
050127942-3,JAVA,2,0,0,1,190.61,Dollar
464436359-6,python,2,2,1,1,459.42,Euro
101331689-4,python,0,2,0,1,396.01,Euro
063566399-6,PYTHON,1,2,2,2,133.01,USD
517421692-5,C++,2,0,2,0,365.11,USD
532404741-4,python,2,0,1,0,273.72,Dollar
382583555-3,Python,0,1,1,0,407.62,Euro
405391306-3,C++,2,0,2,2,310.77,Euro
124561634-X,python,1,0,1,1,461.02,USD
489683425-9,c++,2,0,1,2,151.01,Euro
792028122-9,java,2,1,2,1,124.21,USD
031388967-8,c++,1,2,2,0,327.55,Euro
084209648-5,java,2,0,2,2,399.71,USD
451014347-8,python,2,2,0,0,458.69,USD
527225030-3,c++,0,1,0,2,267.25,euro
641310823-1,R,1,2,1,1,183.88,euro
933040212-7,R,2,2,2,0,463.65,euro
171982425-8,java,0,2,0,1,244.38,Dollar
834485292-7,Python,0,2,2,1,160.10,Dollar
374923011-0,Python,1,0,2,0,450.57,euro
341044056-9,Python,1,1,1,0,289.60,euro
707593323-X,Python,1,0,2,2,217.30,euro
879914874-9,c++,1,2,2,2,282.35,Dollar
446154776-0,c++,0,2,1,1,466.84,jod
405866845-8,Python,2,0,2,0,359.61,jod
554718702-X,JAVA,1,0,1,1,382.55,JOD
955560043-0,Python,1,0,2,0,313.06,USD
694918899-4,java,0,2,1,1,366.07,Euro
150507786-9,PYTHON,2,2,2,2,105.24,USD
723792686-1,python,0,0,0,0,389.10,Euro
510950635-3,python,1,2,2,0,111.78,euro
669899908-3,C++,2,2,1,0,466.46,JOD
466162067-4,python,1,1,1,2,195.58,euro
858067450-6,Python,2,2,1,1,407.97,jod
832595624-0,python,2,2,2,1,144.77,USD
582818667-1,java,2,1,1,0,301.92,USD
823315079-7,R,0,2,2,0,239.19,Dollar
935213191-6,JAVA,1,0,1,1,302.01,USD
816906617-4,python,1,0,2,2,421.70,Dollar
482933022-8,JAVA,1,2,2,0,105.86,Dollar
987778680-X,JAVA,2,0,2,1,101.23,euro
478209536-8,JAVA,1,0,0,2,405.42,jod
475819640-0,R,0,1,2,1,425.20,USD
270488882-5,r,0,1,1,0,384.60,Euro
934519022-8,r,1,0,0,0,253.93,Euro
127530933-X,java,2,1,2,2,193.04,Euro
200145683-2,PYTHON,2,0,2,2,197.85,jod
121463591-1,JAVA,2,2,0,2,391.58,jod
874323387-2,PYTHON,2,2,0,1,164.83,Dollar
065470041-9,java,0,1,0,0,487.15,euro
281665677-2,,2,2,0,2,232.08,jod
196697587-2,PYTHON,1,1,1,1,108.52,Euro
484199970-1,R,0,2,2,2,128.01,JOD
955618226-8,PYTHON,1,2,0,2,167.59,JOD
951047845-8,R,1,2,2,2,251.37,Dollar
179241963-5,C++,1,1,1,2,201.55,Euro
362406081-3,,0,0,1,2,184.50,USD
870109869-1,java,1,2,1,0,478.63,Dollar
292603258-7,C++,1,2,2,0,354.86,USD
899572193-6,C++,0,1,1,2,332.57,Dollar
230479178-6,Python,2,1,2,2,256.31,JOD
592572090-3,JAVA,2,1,2,2,255.05,euro
907768120-5,r,2,1,1,0,333.54,Euro
378911225-9,python,0,1,0,1,455.95,jod
262698190-7,r,0,1,2,1,336.24,Dollar
217750918-1,java,2,2,2,1,384.24,euro
787150541-6,,0,0,1,1,336.16,Dollar
295056336-8,c++,0,0,1,1,116.28,Dollar
531899111-4,c++,2,2,0,0,493.46,jod
314620608-0,c++,1,1,0,0,302.62,USD
178588754-8,JAVA,1,1,0,0,209.58,euro
499971299-7,c++,2,0,0,2,152.72,Euro
174484268-X,java,0,2,0,1,456.26,euro
770358135-6,Python,0,1,0,1,277.77,Euro
201719392-5,r,0,0,2,1,150.65,jod
707235966-4,PYTHON,1,0,2,2,161.57,Dollar
731649023-3,r,2,1,0,1,209.99,USD
252685860-7,JAVA,1,1,1,0,354.27,JOD
843116111-6,JAVA,1,1,1,2,424.01,euro
774342862-1,JAVA,0,1,2,2,271.24,Dollar
625681272-7,Python,2,0,2,1,254.15,Dollar
582847862-1,R,1,1,1,0,477.84,jod
638970918-8,JAVA,1,2,1,2,479.97,euro
940215401-9,Python,0,2,1,1,320.34,jod
850019027-2,python,1,2,0,1,407.97,jod
162774325-1,c++,0,1,0,1,362.61,USD
702184328-3,python,2,0,1,0,337.39,JOD
721016591-6,,1,1,0,2,488.00,Euro
152297573-X,C++,0,1,0,2,274.36,euro
474884205-9,c++,0,2,1,0,370.03,jod
391410687-5,JAVA,1,2,2,0,303.97,euro
713979027-2,c++,1,1,0,2,365.57,JOD
278470748-2,java,2,0,1,1,137.61,JOD
320570470-3,JAVA,1,1,0,0,247.70,USD
794074747-9,r,1,0,1,2,227.96,JOD
774296909-2,Python,0,1,0,2,279.97,Euro
855227037-4,C++,2,1,2,2,170.75,jod
046481990-3,PYTHON,2,0,1,2,432.53,USD
542201215-1,java,1,2,0,1,299.23,Dollar
476469204-X,python,0,0,0,0,466.82,euro
528395505-2,c++,1,1,2,2,237.69,Euro
080713985-8,PYTHON,2,2,2,0,304.12,USD
380869088-7,c++,1,0,0,0,459.85,USD
241670225-4,R,2,1,0,0,230.04,Euro
890653696-8,C++,0,0,0,0,201.61,jod
215811829-6,,1,1,2,2,448.51,Dollar
074321453-6,java,1,0,0,2,258.17,jod
631172475-8,,0,0,1,0,246.36,JOD
086862479-9,r,0,2,1,0,295.87,jod
983346232-4,C++,2,0,2,0,150.89,jod
775404406-4,,1,1,1,0,399.18,euro
322880302-3,r,1,2,2,2,288.00,euro
937960628-1,,0,0,0,1,422.53,jod
757225337-7,python,2,1,2,1,135.05,Dollar
520197427-9,JAVA,1,1,2,0,315.78,JOD
439863446-0,R,2,2,1,2,378.70,Dollar
123557700-7,C++,1,1,2,1,204.00,euro
108925756-2,C++,0,2,2,0,359.24,Euro
718590357-2,r,1,2,2,0,248.79,Dollar
307926751-6,python,0,0,0,1,495.00,USD
043456714-0,PYTHON,0,2,1,0,224.08,USD
293803964-6,R,2,2,0,0,213.82,Euro
634661991-8,PYTHON,2,2,0,2,444.13,USD
564132612-7,python,0,2,2,2,288.49,jod
743861394-1,Python,0,1,0,1,242.52,Euro
809578751-5,c++,2,2,1,0,487.83,JOD
340695309-3,R,1,1,0,0,243.46,euro
821190111-0,PYTHON,1,0,0,0,357.59,jod
063535034-3,R,1,1,1,0,114.96,euro
465553816-3,R,1,1,1,1,441.07,euro
258029454-6,python,2,0,1,2,489.86,JOD
656738351-8,Python,1,2,0,0,225.56,USD
134397231-0,java,1,2,1,2,472.34,euro
978467628-1,r,0,2,1,0,400.28,Euro
955560997-7,R,2,0,0,0,343.30,Euro
620640831-0,R,2,1,0,0,210.89,Dollar
574455446-7,python,2,0,1,0,453.16,JOD
451281817-0,R,2,2,0,1,459.96,euro
288412131-5,Python,2,1,0,1,300.80,Dollar
518653460-9,Python,1,0,1,2,223.63,Euro
933878065-1,python,1,0,2,0,207.84,euro
093846958-4,java,2,2,0,2,241.67,Euro
111928227-6,c++,2,1,2,0,465.67,Dollar
521204776-5,JAVA,1,0,1,1,456.37,Dollar
952613150-9,c++,0,1,1,1,467.09,Dollar
919590106-X,R,1,2,1,1,480.37,Euro
569373627-X,JAVA,2,0,0,2,450.50,JOD
255273433-2,python,1,0,1,1,393.24,USD
368654079-7,java,0,0,1,2,334.35,euro
449184719-3,PYTHON,2,1,2,0,104.21,jod
481196425-X,PYTHON,0,1,0,0,130.57,Dollar
191286520-3,java,1,0,1,0,371.66,USD
256871711-4,C++,1,2,0,1,323.00,JOD
