Company,Country,Department-1,Department-2,Department-3,Department-4,Salary,Currency
814979680-0,JOD,2,2,2,2,1367.55,$
941963389-6,jod,1,1,2,1,1056.29,euro
914832560-0,Jordan,1,2,0,2,1205.58,USD
936932443-7,Kuwait,1,0,1,1,1215.94,euro
515159731-0,jod,2,2,0,2,606.73,Euro
916214243-7,Kuwait,1,1,1,0,685.92,usd
590768124-1,JOD,0,2,1,0,1120.47,Euro
333471422-5,JOD,1,0,0,0,928.44,Euro
441421159-X,Kuwait,0,2,1,2,989.19,euro
329180386-8,egypt,0,0,2,0,1472.58,usd
227159659-9,egypt,1,1,1,0,1485.12,Euro
664234817-6,Egypt,1,2,2,1,781.20,euro
861194305-8,Kuwait,1,1,2,1,1340.73,JOD
286534208-5,egypt,2,2,2,1,1063.94,Euro
572747630-5,JOD,1,0,1,0,1028.72,euro
792592322-9,jod,2,0,1,2,826.86,Euro
235470944-7,Kuwait,0,0,1,1,864.22,USD
489665717-9,JOD,1,0,0,2,1238.53,euro
472528851-9,Kuwait,1,1,1,0,1221.72,JOD
027900212-2,JOD,2,2,0,0,1232.50,JOD
704554386-7,jod,2,1,0,1,841.81,USD
972177859-1,JOD,1,1,1,2,1362.48,usd
373167935-3,egypt,2,1,0,0,645.46,JOD
038048893-0,jod,1,1,0,1,1261.46,euro
733660400-5,Kuwait,0,1,0,2,651.01,Euro
632512954-7,Kuwait,2,2,1,2,1480.54,JOD
417748704-X,Jordan,1,0,1,1,1211.72,usd
202898558-5,egypt,2,1,0,1,1025.47,Euro
361109297-5,Jordan,0,1,1,2,914.51,$
640916603-6,Kuwait,0,1,2,0,1133.44,usd
340022959-8,JOD,1,2,0,2,1174.26,USD
369719331-7,Jordan,1,2,2,2,633.58,euro
518530577-0,jod,1,1,2,0,1464.80,usd
036101994-7,Kuwait,2,2,2,2,985.99,USD
071162335-X,,0,2,,2,910.91,Euro
310472993-X,jod,0,0,0,0,1234.99,euro
942108050-5,Jordan,2,1,0,0,903.28,JOD
459631510-8,Jordan,1,0,0,1,1141.28,euro
904416992-0,egypt,0,0,1,2,1345.95,euro
862336646-8,jod,0,1,0,1,1307.26,USD
664074798-7,jod,2,2,0,2,1383.47,$
484536053-5,Egypt,2,1,1,2,1483.25,Euro
144279488-7,Kuwait,1,2,0,0,872.93,usd
211562324-X,egypt,1,1,2,2,623.25,USD
640773174-7,Egypt,1,0,1,2,1117.23,JOD
109972164-4,JOD,1,0,1,1,1480.52,usd
070319925-0,JOD,2,1,0,2,1244.74,$
709806003-8,jod,2,0,1,1,930.45,$
726289985-6,Jordan,0,2,2,1,922.50,usd
305458252-3,Jordan,0,0,2,2,899.11,JOD
732323191-4,JOD,2,0,2,1,1337.60,euro
638261589-7,Jordan,0,0,0,2,871.23,Euro
929947547-4,Kuwait,1,2,1,2,1199.12,euro
729291496-9,jod,1,1,1,0,1195.14,euro
282168205-0,Jordan,0,0,0,1,804.15,$
927287524-2,jod,1,1,1,1,1039.15,euro
208702950-4,Egypt,2,0,0,2,1330.40,$
120574525-4,Kuwait,2,2,0,1,1490.76,Euro
091770722-2,Jordan,0,1,1,0,727.07,euro
500072902-1,JOD,2,1,1,2,662.44,USD
929179872-X,Egypt,2,1,0,1,1333.47,JOD
703056073-6,Kuwait,0,0,2,1,722.20,$
651668332-8,jod,2,0,2,1,917.05,USD
603649754-7,egypt,1,1,0,0,1232.44,$
855112672-5,Kuwait,0,0,2,2,1493.34,JOD
130452592-9,Egypt,0,1,0,0,959.81,euro
118569237-1,jod,2,1,1,2,1007.39,JOD
969874690-0,Jordan,0,1,1,1,1088.03,JOD
526268700-8,Jordan,2,0,0,0,1098.15,JOD
702616872-X,JOD,0,2,1,2,888.00,JOD
343881265-7,Jordan,1,1,2,0,1209.08,usd
209555917-7,jod,2,1,1,0,785.41,euro
831850716-9,JOD,0,2,2,1,709.90,$
214344055-3,JOD,1,1,2,2,1092.68,JOD
359862456-5,Kuwait,1,1,0,2,1116.79,euro
050717309-0,jod,2,1,2,0,741.74,euro
402934193-4,Kuwait,0,2,0,1,1294.59,$
244880135-5,JOD,1,0,1,0,1405.29,$
250377480-6,Egypt,1,1,1,1,1203.83,euro
074099413-1,Jordan,1,1,0,1,722.94,euro
818091042-3,JOD,2,1,2,1,649.48,USD
685267227-1,JOD,2,0,1,0,884.32,Euro
706658796-0,Kuwait,0,1,0,2,1438.61,usd
111648964-3,jod,0,0,0,2,1061.20,USD
638499936-6,jod,1,2,0,1,1380.37,euro
992697500-3,Kuwait,2,1,1,2,1142.31,usd
026326174-3,Kuwait,0,2,1,1,696.31,euro
608430921-6,egypt,2,1,1,0,1442.29,usd
294152689-7,JOD,0,2,0,2,939.44,JOD
611489190-2,jod,1,0,0,1,1288.53,usd
416953872-2,egypt,2,0,0,0,1467.26,$
362282727-0,Kuwait,2,2,1,2,1059.35,Euro
960333544-4,egypt,1,1,1,2,1378.41,Euro
516015679-8,,0,2,,2,939.87,JOD
619978051-5,JOD,1,1,0,0,1284.75,Euro
391689201-0,JOD,1,2,0,0,857.41,euro
637065355-1,Egypt,1,1,0,2,980.86,$
179196651-9,jod,0,2,2,0,1272.34,Euro
786134605-6,jod,2,1,0,1,1115.80,JOD
781501393-7,Kuwait,0,2,0,1,1264.94,JOD
480403809-4,egypt,0,0,1,0,1387.30,USD
313070171-0,Egypt,1,0,0,2,1340.21,USD
469738983-2,egypt,1,1,0,0,622.78,usd
363785448-1,jod,2,1,1,2,919.52,$
584409564-2,Kuwait,2,2,2,2,859.69,Euro
001267793-0,Egypt,1,2,1,1,849.48,$
089415429-X,JOD,2,0,1,1,1233.37,USD
093472563-2,,2,2,,1,1128.29,euro
259343882-7,Egypt,1,1,1,1,802.84,USD
562789504-7,Jordan,0,1,1,0,1438.82,JOD
716059568-8,jod,2,2,0,0,716.13,usd
002609621-8,JOD,0,1,1,2,1001.32,Euro
850418952-X,Jordan,2,0,2,0,941.14,usd
980047248-7,JOD,0,2,1,2,1242.47,euro
099624011-X,JOD,2,1,1,0,1291.94,$
044895851-1,JOD,2,2,2,2,868.63,JOD
361058792-X,Egypt,1,2,0,1,808.07,USD
517453916-3,egypt,2,1,0,1,1193.28,Euro
845786326-6,jod,2,1,0,1,662.94,usd
505444534-X,Egypt,1,1,1,0,862.01,$
254902351-X,,0,2,,2,1351.16,euro
006986814-X,jod,1,2,2,0,635.52,USD
106591412-1,jod,2,1,2,1,708.63,usd
642792561-X,Jordan,1,2,1,1,622.56,Euro
052606417-X,Kuwait,2,1,0,1,781.59,Euro
632299408-5,Jordan,0,2,0,1,1352.87,euro
642211072-3,JOD,2,2,1,1,859.53,$
434249048-X,JOD,0,2,2,0,843.42,euro
357949292-6,Egypt,1,0,0,0,632.01,usd
296339658-9,jod,0,1,0,2,1036.58,USD
309101167-4,JOD,1,2,0,2,963.96,euro
848007406-X,Kuwait,0,2,2,2,833.97,JOD
925165166-3,JOD,0,0,0,2,1424.40,$
405981062-2,JOD,0,2,1,0,1408.03,USD
167238922-4,egypt,1,1,1,0,1208.14,usd
605791119-9,Kuwait,1,1,0,2,969.15,Euro
909036634-2,jod,0,1,0,2,1186.70,JOD
938619789-8,Kuwait,2,2,1,0,1317.65,USD
946618995-6,jod,2,2,2,0,763.29,JOD
528381273-1,Kuwait,0,1,0,0,642.85,usd
771117853-0,Kuwait,2,2,1,0,1149.41,JOD
954714620-3,JOD,2,2,2,0,1288.30,usd
065650871-X,jod,2,1,0,2,1012.17,$
411539909-0,Jordan,1,2,0,0,1386.26,Euro
200198405-7,egypt,1,1,0,0,1497.10,euro
524327252-3,egypt,0,0,1,0,1239.38,usd
063649064-5,Egypt,1,0,2,0,668.12,euro
180384360-8,jod,2,0,0,1,603.12,$
747863890-2,,2,1,,1,1361.52,Euro
156815189-6,Egypt,1,1,0,0,702.73,$
704291465-1,Egypt,0,1,1,1,695.10,euro
226557226-8,Kuwait,2,1,1,2,695.10,$
106318931-4,Egypt,2,0,2,0,1393.86,Euro
299743333-9,JOD,2,2,0,1,1400.20,usd
910900426-2,Kuwait,2,1,1,1,622.86,JOD
226027809-4,JOD,1,2,1,0,1222.77,$
645898361-1,Kuwait,1,2,0,2,1391.81,JOD
513868811-1,egypt,2,2,1,1,1092.42,$
734169547-1,,2,1,,1,1441.89,usd
856820391-4,egypt,0,0,0,2,635.13,euro
270857637-2,jod,0,0,1,0,660.94,$
740462338-3,egypt,1,2,0,0,1142.81,USD
751913460-1,Jordan,1,1,0,1,1252.29,euro
919398975-X,jod,2,0,0,1,681.31,$
286217181-6,egypt,0,2,0,1,1182.53,JOD
999661640-1,egypt,1,1,1,2,1009.94,Euro
963453967-X,Egypt,0,1,1,2,1326.21,usd
089338459-3,Kuwait,1,0,0,1,813.73,$
526252319-6,Egypt,0,1,1,0,789.97,JOD
840604038-6,egypt,2,2,0,0,833.25,$
381658945-6,Kuwait,1,2,1,2,719.01,JOD
217481479-X,Jordan,0,1,0,0,896.97,JOD
718287343-5,Kuwait,0,1,1,1,1484.72,Euro
939773206-4,Kuwait,0,2,1,0,823.90,USD
242946659-7,Jordan,1,1,1,0,761.94,Euro
433930897-8,jod,2,2,1,0,761.97,euro
068085447-9,Egypt,1,2,0,0,1076.88,USD
438644149-2,jod,1,1,2,2,1112.55,USD
663270153-1,Jordan,0,0,1,0,1293.63,usd
584326209-X,Egypt,0,2,1,1,603.48,euro
975195311-1,Kuwait,2,0,0,2,619.74,usd
993459564-8,jod,1,0,0,2,922.45,euro
407351842-9,Kuwait,0,0,2,1,655.07,USD
968671380-8,egypt,1,0,2,0,767.74,$
252428135-3,Jordan,1,2,2,0,1420.34,USD
265318496-6,egypt,0,1,2,1,835.11,$
520571995-8,Egypt,0,2,1,0,1052.57,JOD
921592671-2,Jordan,2,2,1,0,1371.08,USD
193897954-0,jod,1,0,2,2,898.12,Euro
598309608-7,JOD,0,1,2,0,878.61,usd
147472913-4,Jordan,1,1,0,2,1214.65,JOD
648695779-4,jod,0,2,1,1,1463.04,usd
058534148-6,Kuwait,1,2,1,0,1452.12,JOD
191016628-6,JOD,2,0,1,1,1492.59,Euro
706510483-4,jod,1,2,2,0,824.60,Euro
399752019-4,egypt,2,1,2,1,1341.96,Euro
659893752-3,Jordan,2,2,0,0,1411.45,USD
432616506-5,Jordan,0,0,2,0,814.73,Euro
457420487-7,Egypt,2,1,2,1,707.91,Euro
682604846-9,Kuwait,1,0,1,1,1028.71,Euro
112700660-6,jod,0,0,0,2,693.28,euro
012369420-5,Jordan,1,0,0,1,1314.93,usd
316445637-9,JOD,0,0,2,0,1075.41,usd
728404975-8,Egypt,1,2,2,2,1173.97,USD
550225615-4,jod,0,1,2,2,1095.95,USD
058044712-X,egypt,1,0,1,2,1243.48,euro
811841690-9,Egypt,2,0,0,0,1224.73,USD
813787777-0,jod,1,2,2,1,1346.25,USD
091377524-X,Kuwait,2,2,0,2,911.14,Euro
491064181-5,egypt,2,2,2,2,1193.03,usd
088357901-4,Kuwait,2,1,0,1,607.97,usd
251980189-1,Jordan,2,1,1,1,955.06,USD
836015137-7,JOD,0,2,0,0,1474.18,euro
550401710-6,Jordan,1,2,1,2,906.21,usd
845357435-9,Egypt,1,0,0,1,925.52,usd
508733223-4,Egypt,2,0,2,2,1336.45,usd
424370150-4,Egypt,0,2,1,0,1278.28,$
203678477-1,egypt,1,2,0,1,1238.96,JOD
426273065-4,JOD,2,0,0,0,1287.64,Euro
534872609-5,JOD,0,2,1,2,812.19,USD
345269654-5,egypt,2,0,0,1,690.97,Euro
740932350-7,jod,2,1,2,0,1367.22,JOD
795602713-6,JOD,2,0,0,0,908.67,JOD
984047056-6,,2,0,,1,687.24,usd
586475045-X,JOD,1,1,2,1,810.99,USD
328832255-2,Jordan,0,1,1,1,1441.56,Euro
384310618-5,JOD,1,2,0,2,1056.97,usd
182378980-3,egypt,1,1,0,0,1210.98,JOD
756751245-9,egypt,2,1,0,2,1245.66,JOD
498070749-1,JOD,1,0,1,2,1111.04,USD
740403908-8,JOD,2,2,0,1,1438.93,Euro
641706479-4,Jordan,2,2,2,0,785.29,JOD
667208724-9,JOD,2,1,0,1,940.33,usd
993625490-2,jod,1,0,1,1,846.90,$
633525081-0,Jordan,0,0,0,0,1077.60,usd
619072129-X,JOD,1,1,0,0,842.12,USD
994972200-4,egypt,1,0,2,2,699.59,JOD
760125195-0,Egypt,1,1,1,0,787.86,Euro
612293895-5,Egypt,0,1,2,2,999.95,JOD
167119664-3,JOD,0,0,2,0,1438.18,USD
152470405-9,egypt,2,2,0,1,893.13,Euro
746163517-4,jod,2,0,2,2,1421.36,usd
243498445-2,Egypt,0,1,2,0,832.22,Euro
865986655-X,Egypt,0,2,1,2,1256.72,usd
959522207-0,egypt,2,2,2,2,1347.07,euro
834840278-0,Jordan,2,1,1,0,613.96,USD
190832294-2,JOD,1,0,1,2,993.03,Euro
113861665-6,jod,1,2,0,1,900.62,usd
957766740-6,Kuwait,1,0,1,0,960.53,$
378691508-3,egypt,1,2,2,1,967.32,JOD
908262736-1,egypt,1,0,2,2,1355.56,usd
462758334-6,jod,2,1,1,1,848.51,USD
707145955-X,JOD,1,1,0,1,1497.11,euro
389872501-4,jod,2,0,1,1,1301.78,Euro
802543115-0,egypt,1,2,2,2,959.17,USD
128966246-0,egypt,0,1,2,2,1120.20,Euro
642809670-6,Egypt,2,2,0,2,744.39,euro
515314325-2,egypt,2,2,1,1,773.53,JOD
608244175-3,Jordan,1,2,2,0,997.04,Euro
851877758-5,Kuwait,0,2,0,1,792.38,euro
829088978-X,egypt,2,2,1,1,676.15,euro
491813034-8,Kuwait,0,1,1,1,938.57,usd
069388146-1,JOD,2,2,2,0,710.91,euro
464821054-9,JOD,1,1,2,1,685.99,$
685456278-3,Egypt,0,1,2,2,747.36,USD
517482517-4,egypt,2,0,1,2,1119.06,usd
864392769-4,egypt,2,0,0,2,738.94,euro
896552443-1,jod,0,1,1,1,1250.44,Euro
379321643-8,Kuwait,1,0,0,0,854.60,usd
747524922-0,jod,1,1,0,1,1322.43,Euro
948784136-9,JOD,1,1,2,1,862.48,euro
476435309-1,Egypt,0,1,0,2,692.75,Euro
833045324-3,,0,1,,1,1245.72,USD
092801370-7,Kuwait,2,1,2,2,1259.45,Euro
437814089-6,Jordan,0,0,2,2,1123.21,$
733612976-5,jod,0,2,1,1,634.55,Euro
719213597-6,jod,0,1,0,2,708.95,Euro
875701120-6,Kuwait,2,2,1,0,1130.59,euro
134078704-0,Jordan,1,2,0,0,633.64,USD
883221010-X,jod,2,1,2,0,664.00,usd
694871778-0,Kuwait,1,1,0,0,675.98,$
364535217-1,JOD,1,2,1,1,983.82,Euro
424298504-5,Kuwait,2,1,0,0,921.61,USD
893567694-2,Egypt,2,1,1,1,1162.78,$
550281203-0,Jordan,2,1,2,2,763.47,euro
425050030-6,egypt,2,0,2,0,664.41,$
199287156-6,Egypt,0,2,1,0,1410.03,JOD
834122002-4,JOD,2,1,1,1,796.02,JOD
139232396-7,Egypt,0,0,2,2,1238.24,usd
504835118-5,,0,0,,1,1202.80,$
876679006-9,Kuwait,0,2,1,0,1116.94,usd
331075858-3,egypt,1,2,2,0,973.44,Euro
807198397-7,Egypt,1,2,2,1,1239.39,JOD
270552356-1,Kuwait,2,0,2,1,1358.31,JOD
833878282-3,JOD,1,0,2,2,1487.63,Euro
285271420-5,JOD,0,1,1,1,909.96,usd
479221516-1,Egypt,2,1,1,0,616.95,euro
463246813-4,JOD,2,1,2,1,1410.44,euro
522839223-8,Kuwait,0,1,1,0,1068.50,usd
462524521-4,JOD,0,0,1,1,791.73,Euro
344174714-3,egypt,0,2,1,1,930.85,$
585344508-1,jod,0,2,1,0,893.20,usd
072760757-X,Kuwait,2,1,1,0,1472.40,usd
818039940-0,Kuwait,2,2,1,0,1247.61,$
883223868-3,jod,2,1,1,1,1207.57,$
225232430-9,Kuwait,2,1,1,2,1115.31,euro
191732149-X,Egypt,0,0,2,1,1196.18,USD
279189952-9,JOD,0,2,1,0,681.92,USD
810005128-3,Kuwait,2,1,1,1,842.17,JOD
760369752-2,JOD,1,0,1,1,1452.78,JOD
014947197-1,jod,2,1,0,2,1101.77,usd
537076261-9,Kuwait,2,1,0,0,654.21,$
668913274-9,Kuwait,1,2,1,1,719.48,Euro
418236567-4,Egypt,0,2,1,2,701.22,usd
313892617-7,egypt,2,2,1,2,1316.58,$
034979932-6,Jordan,2,1,0,0,1250.99,JOD
170099483-2,JOD,0,1,0,1,1164.67,JOD
621789396-7,Kuwait,2,1,0,1,695.65,usd
556775353-5,JOD,2,0,1,2,1482.19,Euro
214067445-6,Jordan,2,2,1,2,908.99,$
228049348-9,jod,1,0,1,1,1029.03,euro
815298985-1,Egypt,0,0,1,1,1306.57,euro
278508610-4,Jordan,2,0,2,2,921.20,$
839923255-6,jod,0,0,0,1,607.53,euro
381730460-9,jod,2,2,0,0,777.39,euro
703436913-5,JOD,0,2,0,2,1230.38,JOD
499222868-2,jod,2,1,2,0,1273.15,JOD
420499309-5,jod,1,1,2,0,1316.75,usd
699508221-4,JOD,2,0,2,1,1035.15,USD
692968167-9,Egypt,0,2,0,0,1357.65,Euro
014632630-X,JOD,1,0,1,2,1268.74,usd
181023901-X,Kuwait,2,2,1,2,682.33,JOD
093214883-2,Jordan,2,0,1,1,775.29,$
352699889-2,egypt,0,0,2,0,1341.23,euro
624800330-0,Egypt,2,0,2,0,1198.38,$
101751510-7,Jordan,2,2,1,1,1085.34,$
568781000-5,Kuwait,1,0,1,0,1096.80,USD
498181077-6,egypt,2,0,0,2,895.16,JOD
248387411-8,egypt,1,1,2,1,833.27,euro
282987140-5,jod,2,2,2,0,1344.44,JOD
555450205-9,Kuwait,1,1,0,0,1155.82,$
848054991-2,Kuwait,2,2,1,0,1394.56,USD
975644340-5,egypt,2,0,2,0,874.23,USD
518252773-X,Jordan,0,0,1,1,739.88,$
617369861-7,jod,1,0,0,2,749.24,JOD
568512663-8,JOD,0,1,0,0,1042.68,usd
925665631-0,Jordan,0,2,1,0,728.45,$
404248149-3,JOD,2,2,0,1,1378.03,USD
395658912-2,Jordan,0,1,2,1,1076.42,usd
901624097-7,JOD,1,2,0,2,1069.80,euro
888540739-0,JOD,2,1,0,2,1176.35,USD
163709340-3,jod,0,1,0,2,629.25,$
880515522-5,jod,1,2,2,0,602.04,euro
282809324-7,jod,2,1,2,1,1152.09,usd
741952206-5,Kuwait,2,1,2,1,606.44,usd
740417390-6,Kuwait,1,2,1,2,733.35,Euro
419839474-1,egypt,1,0,0,2,828.25,$
837522014-0,Egypt,1,0,2,0,1206.52,JOD
966775089-2,jod,0,2,1,1,1139.32,Euro
817144820-8,Egypt,1,1,0,2,1109.40,$
705587415-7,Kuwait,2,1,0,2,862.31,USD
720573006-6,Egypt,1,1,1,2,1111.73,JOD
165633991-9,JOD,1,1,0,1,1120.13,JOD
692147265-5,Egypt,0,2,2,1,1065.09,euro
806268326-5,egypt,2,2,1,0,977.82,Euro
655140210-0,jod,1,2,1,1,1382.56,Euro
399023453-6,egypt,0,0,0,0,857.07,USD
059988684-6,Kuwait,1,1,1,2,1458.29,USD
599679817-4,egypt,2,0,2,0,788.32,$
732395365-0,Kuwait,0,2,2,2,1181.61,USD
141313747-4,,1,2,,0,952.96,euro
702843556-3,JOD,2,2,2,2,665.63,euro
920628948-9,jod,1,0,0,2,852.13,euro
845531388-9,egypt,2,0,0,0,1068.06,Euro
003676027-7,,0,0,,1,1269.27,$
411975807-9,egypt,0,1,1,0,1293.48,Euro
417772543-9,egypt,0,2,0,2,1480.68,Euro
545623658-3,egypt,2,1,0,1,1420.23,$
864582176-1,Egypt,1,0,1,0,894.07,USD
934090006-5,Jordan,2,1,2,2,1043.39,USD
168152725-1,Kuwait,1,1,2,0,994.30,usd
770175922-0,JOD,2,1,0,0,878.03,USD
800623561-9,JOD,0,0,0,0,789.60,Euro
284317764-2,JOD,1,1,1,1,1359.91,USD
996334677-4,jod,2,1,0,0,1078.73,USD
071102516-9,egypt,2,0,0,1,1179.98,euro
273820160-1,JOD,2,2,2,1,872.57,euro
415420778-4,Jordan,2,2,1,1,1041.75,euro
769227807-5,Jordan,0,0,2,1,1027.84,euro
717011580-8,egypt,2,1,1,1,1007.75,euro
253914825-5,JOD,0,0,2,2,1353.62,USD
761933300-2,Jordan,0,2,1,1,1212.66,USD
017643450-X,JOD,2,0,2,1,723.02,$
841750664-0,Kuwait,0,2,2,0,704.70,$
057840200-9,Egypt,2,1,0,2,730.33,euro
682248328-4,JOD,0,2,0,0,1136.43,Euro
408116067-8,Kuwait,0,0,2,0,684.10,JOD
500117126-1,jod,0,0,0,1,1182.13,$
072676026-9,JOD,0,2,1,0,1035.88,USD
228412584-0,Kuwait,2,1,2,2,1062.34,$
894438122-4,JOD,1,0,2,2,718.18,USD
102962978-1,egypt,2,1,0,0,1011.47,USD
601067467-0,Jordan,2,0,2,2,982.70,$
118853225-1,Egypt,2,1,2,2,1391.31,euro
148482403-2,Kuwait,2,2,1,1,1286.17,Euro
854378897-8,Kuwait,0,2,2,2,1248.06,usd
755600869-X,Egypt,1,1,1,0,998.82,JOD
515187176-5,Egypt,2,1,1,2,620.43,usd
552302927-0,JOD,1,1,0,1,1229.16,usd
802500520-8,egypt,1,1,2,1,1308.76,euro
764799475-1,Egypt,1,0,1,0,1494.74,euro
872708842-1,egypt,2,2,0,1,1417.26,usd
709143460-9,egypt,2,2,2,1,1356.90,$
294046258-5,JOD,0,1,1,0,1381.46,Euro
866328215-X,JOD,1,2,0,1,1270.49,JOD
541867653-9,jod,2,2,1,1,1095.85,euro
109146912-1,Egypt,2,2,0,1,1174.27,USD
993981476-3,Kuwait,0,0,2,1,1457.61,$
729336693-0,Jordan,0,1,0,2,1342.31,JOD
662470219-2,Egypt,0,1,2,0,1265.99,USD
524451710-4,Egypt,0,0,1,1,647.04,euro
941371056-2,jod,1,0,2,0,604.11,JOD
139830155-8,jod,0,2,0,0,694.90,USD
322366053-4,jod,1,2,0,1,626.31,$
063984185-6,JOD,1,0,1,2,1171.87,USD
054419481-0,Jordan,0,0,2,1,759.12,JOD
888599484-9,JOD,2,2,1,0,1094.85,JOD
108175175-4,egypt,2,0,2,0,760.60,euro
608238415-6,egypt,1,1,1,1,971.06,$
797965710-1,Jordan,2,0,2,2,796.16,USD
114704455-4,Kuwait,0,0,1,0,657.43,$
444313524-3,egypt,1,0,2,0,1283.08,$
591560023-9,egypt,2,1,0,0,755.17,JOD
173154238-0,,0,0,,2,797.37,usd
378316361-7,Kuwait,2,1,1,2,751.35,JOD
052134423-9,Jordan,0,2,0,2,1226.97,usd
988955870-X,Jordan,0,2,2,0,1023.37,Euro
079853898-8,egypt,1,2,0,1,1012.28,USD
699680912-6,jod,1,2,1,1,1434.25,Euro
696698181-8,jod,2,2,0,2,1181.98,JOD
793839729-6,Kuwait,2,0,0,0,1255.45,euro
069303375-4,Kuwait,1,0,0,1,1200.54,JOD
497548294-0,jod,2,1,2,2,1175.08,euro
509516779-4,Egypt,0,2,2,0,1243.49,Euro
772991640-1,Kuwait,2,2,2,0,913.28,euro
475204469-2,egypt,2,2,0,2,1417.01,USD
599553859-4,,2,1,,1,830.03,euro
279966460-1,Kuwait,1,2,1,2,1452.89,USD
834089435-8,Jordan,1,0,2,0,649.31,$
400184697-7,JOD,1,1,1,1,1009.94,$
368282583-5,Jordan,1,0,1,0,933.53,euro
661032854-4,Egypt,2,1,2,0,675.60,Euro
416421996-3,Kuwait,1,1,1,2,937.92,usd
350901198-8,egypt,2,0,2,2,1044.38,$
035017564-0,Jordan,1,1,0,1,1004.31,USD
852371166-X,egypt,1,2,1,1,848.36,Euro
433642164-1,Egypt,0,1,1,2,616.68,$
649514052-5,Egypt,1,2,2,0,1066.20,$
390900333-8,Kuwait,0,0,0,0,1452.80,euro
447751629-0,egypt,1,0,2,2,1204.16,USD
327581736-1,JOD,1,1,1,0,1100.76,usd
705235253-2,Kuwait,0,1,2,0,661.13,USD
314367500-4,Jordan,0,1,0,0,1167.21,JOD
522936639-7,Jordan,1,2,1,2,839.45,JOD
258368008-0,JOD,1,1,1,1,1440.88,USD
406988997-3,jod,0,0,0,0,641.40,JOD
943784451-8,Egypt,0,2,1,0,1207.94,USD
059794464-4,jod,1,1,1,0,729.06,euro
110975626-7,JOD,2,1,2,2,1344.86,$
043300263-8,Egypt,2,1,2,2,1428.21,JOD
314830198-6,,1,2,,2,1170.86,Euro
482230633-X,Kuwait,0,2,2,2,1005.11,$
911085409-6,JOD,1,1,1,1,1477.34,usd
500320352-7,jod,2,2,0,1,642.34,USD
649706136-3,jod,1,0,0,2,897.48,usd
364719033-0,jod,0,1,0,0,772.37,JOD
292615255-8,Jordan,0,0,1,2,776.34,$
689145416-6,Jordan,0,1,0,2,891.96,$
979193975-6,egypt,0,2,1,2,1137.98,USD
183807651-4,Kuwait,1,1,0,1,1089.64,USD
428043551-0,Jordan,2,1,0,2,1222.76,Euro
014258046-5,egypt,0,0,0,0,613.09,euro
947315383-X,Egypt,0,1,2,2,1310.15,USD
856291717-6,Kuwait,0,2,1,2,916.96,usd
302171927-9,egypt,1,1,2,1,812.30,JOD
740250544-8,Kuwait,1,2,2,0,1063.76,$
446781685-2,Jordan,0,0,2,2,848.74,$
299887157-7,Jordan,1,0,1,2,890.85,euro
663501039-4,Egypt,2,0,2,0,1016.08,USD
960736624-7,jod,1,1,1,2,1254.87,USD
507336776-6,Kuwait,0,1,1,1,1010.81,$
628677901-9,JOD,2,0,2,2,1401.62,Euro
607666354-5,Egypt,0,0,0,0,1429.76,euro
631973730-1,Egypt,1,0,2,2,622.12,JOD
209266565-0,Egypt,2,2,0,0,1390.40,Euro
388236043-7,Egypt,0,2,2,2,933.67,$
969401606-1,Jordan,0,0,1,0,1159.92,USD
052373653-3,Jordan,0,1,0,1,913.18,usd
724465405-7,Jordan,0,0,2,0,665.91,USD
051848456-4,JOD,0,2,2,0,1034.24,usd
223614768-6,Jordan,1,2,2,0,968.58,Euro
853624007-5,egypt,2,0,0,2,620.82,USD
333650821-5,Kuwait,1,0,1,1,1123.28,USD
347861985-8,jod,0,0,0,1,1391.21,Euro
750284727-8,Kuwait,2,0,1,0,719.62,euro
398022567-4,Kuwait,0,0,0,0,856.46,USD
207886800-0,jod,0,2,0,2,803.78,usd
804160477-3,egypt,1,2,1,2,630.13,$
136839040-4,JOD,1,0,1,0,1184.88,Euro
128320729-X,Egypt,2,0,0,2,1231.51,JOD
384101502-6,Jordan,2,0,2,0,1489.59,USD
233785380-2,Egypt,0,0,2,1,1476.88,USD
433186539-8,Egypt,1,2,0,2,669.35,USD
758719175-5,,2,1,,2,1386.62,$
476197593-8,Kuwait,0,2,0,1,992.05,USD
959949353-2,Egypt,2,0,0,2,1423.30,Euro
005101016-X,Egypt,0,1,1,0,1124.10,JOD
847931725-6,jod,1,0,0,1,624.74,USD
123615406-1,Egypt,0,1,2,2,1181.90,USD
482281151-4,Kuwait,0,1,2,1,1327.21,USD
788994100-5,JOD,1,0,1,0,854.12,USD
696210536-3,Jordan,1,2,2,1,1068.82,usd
991267229-1,jod,2,0,1,1,1258.80,$
204295862-X,Kuwait,0,1,1,2,702.88,usd
145789931-0,egypt,0,2,0,2,1265.40,usd
116031793-3,Kuwait,2,0,1,2,881.33,USD
949384444-7,egypt,1,1,1,1,1387.73,JOD
574554290-X,Jordan,2,2,1,0,1052.71,$
976985369-0,Jordan,1,1,2,1,1185.61,usd
800339420-1,Egypt,2,1,0,1,1322.90,usd
746442146-9,Egypt,2,2,1,0,1163.11,USD
942574702-4,Egypt,0,0,0,2,1196.71,USD
032506126-2,egypt,2,0,1,1,1290.82,$
603940991-6,,2,2,,2,1440.60,$
493250224-9,Egypt,1,2,1,2,790.29,$
