Project_ID,ProgrammingLanguage,Employee1,Employee2,Employee-3,Employee-4,Award,Currency
118878016-6,c++,0,2,1,0,461.55,USD
883965971-4,java,1,1,0,0,176.75,JOD
530771500-5,Python,1,2,0,2,398.18,euro
980695916-7,c++,2,0,1,2,105.74,USD
034610714-8,python,1,1,0,1,480.40,JOD
313874082-0,C++,2,0,2,1,278.75,jod
885140207-8,c++,1,2,1,0,415.40,euro
658012049-5,c++,0,1,2,0,205.05,Dollar
926588707-9,r,1,2,1,2,107.46,Dollar
740239540-5,c++,1,2,2,2,301.21,euro
919775812-4,JAVA,2,1,0,2,454.72,Euro
112884473-7,c++,1,1,2,2,418.16,USD
152261616-0,C++,2,1,0,0,232.01,Euro
742563789-8,R,2,2,0,1,320.44,Euro
302120685-9,python,0,0,2,2,133.34,euro
913250187-0,python,1,0,2,0,433.77,jod
389074118-5,R,1,0,0,1,195.72,jod
231797593-7,C++,2,2,1,1,123.92,Dollar
660685044-4,PYTHON,2,2,0,2,173.67,Euro
483585556-6,java,1,1,2,0,287.73,USD
840702230-6,C++,0,1,2,2,211.99,Dollar
499045880-X,python,2,2,0,1,342.33,USD
764887251-X,java,1,2,1,2,161.39,JOD
280075622-5,PYTHON,0,0,0,0,338.87,JOD
591938095-0,r,1,1,0,2,316.45,USD
288798394-6,Python,0,0,0,1,353.91,jod
496716666-0,Python,0,1,1,0,445.26,euro
808718416-5,R,1,2,0,2,168.19,JOD
672631014-5,python,0,1,2,0,262.30,Dollar
213205473-8,java,1,1,0,1,323.68,jod
406075802-7,PYTHON,0,0,0,1,398.70,Euro
672179955-3,python,0,2,1,0,145.78,Euro
326916007-0,java,2,0,0,2,216.15,JOD
771236887-2,r,2,2,2,1,434.61,JOD
532264967-0,R,2,0,0,1,124.68,jod
885689929-9,python,1,1,2,1,465.74,JOD
071329896-0,PYTHON,2,2,2,0,365.81,Euro
993648086-4,PYTHON,1,1,1,1,382.62,jod
261622040-7,JAVA,2,0,2,0,224.58,Euro
703206390-X,c++,2,2,2,2,154.95,Dollar
245779799-3,R,2,2,2,1,497.35,USD
366581088-4,JAVA,0,1,0,2,241.93,Euro
394877500-1,c++,1,1,0,2,449.86,euro
801261812-5,java,2,1,2,2,498.67,JOD
682369090-9,java,1,1,2,2,279.21,JOD
382668381-1,Python,1,1,0,1,406.06,JOD
145256912-6,JAVA,2,2,0,1,478.58,jod
331815937-9,Python,1,2,0,2,275.65,JOD
978561530-8,R,0,2,2,1,252.87,USD
567934513-7,R,2,0,0,2,199.52,Euro
954730430-5,R,2,0,2,0,247.74,euro
081999348-4,java,2,1,0,1,302.31,Dollar
451921971-X,PYTHON,2,0,0,2,440.29,euro
844611554-9,PYTHON,2,1,1,0,286.92,euro
788503398-8,JAVA,2,2,0,0,150.93,USD
099126655-2,Python,1,0,1,2,460.42,Dollar
703334889-4,JAVA,1,1,0,1,480.15,JOD
099445045-1,Python,1,1,2,0,354.71,USD
745889451-2,java,0,1,2,0,428.17,Euro
106867334-6,R,2,0,2,2,394.63,euro
797518179-X,JAVA,2,0,1,2,184.81,JOD
736726569-5,r,0,0,2,2,288.75,Euro
980405549-X,C++,0,1,0,1,230.25,Euro
094922282-8,JAVA,0,0,1,1,404.10,Dollar
362975371-X,R,2,0,2,2,428.80,Dollar
452326374-4,Python,1,2,1,0,151.72,jod
652704466-6,JAVA,0,1,2,1,152.45,Euro
141111442-6,R,2,1,0,2,179.86,Dollar
837967218-6,JAVA,0,0,1,2,121.23,jod
282374669-2,java,2,0,0,0,233.18,Euro
905666932-X,c++,1,0,1,1,260.82,euro
219265141-4,java,1,2,2,0,433.11,Dollar
016411929-9,JAVA,1,2,2,0,175.44,USD
659211424-X,java,0,1,0,0,356.90,Euro
156751086-8,C++,0,0,0,1,395.00,USD
875422666-X,R,0,0,0,1,482.02,Euro
339130800-1,C++,2,1,1,0,125.35,Euro
516841920-8,R,2,0,2,1,426.01,Euro
078720680-6,PYTHON,1,2,1,0,367.59,euro
991515363-5,JAVA,2,1,1,2,416.19,jod
400593786-1,c++,2,1,0,1,244.36,USD
831836498-8,python,0,1,2,1,435.25,JOD
443726756-7,r,0,0,0,1,384.07,Dollar
258620710-6,Python,2,2,0,0,386.98,Euro
502129362-1,Python,0,2,2,2,108.78,Euro
874541904-3,Python,0,0,0,2,125.69,Euro
408245622-8,,1,1,2,2,161.28,JOD
727015325-6,c++,2,2,2,0,331.93,jod
454311664-X,java,2,1,2,1,174.84,Euro
332507913-X,c++,1,2,1,0,329.56,Dollar
982819077-X,c++,2,2,1,1,242.24,JOD
164494383-2,c++,0,0,1,1,107.97,Euro
269026401-3,python,0,0,0,1,473.12,USD
947349306-1,PYTHON,0,0,1,2,490.43,jod
714062544-1,c++,1,2,2,2,172.64,Euro
050150317-X,r,2,2,0,2,262.65,JOD
938813192-4,java,0,2,1,2,139.89,euro
667568626-7,C++,1,2,1,2,397.75,JOD
539743638-0,python,2,2,1,2,268.51,Euro
151027628-9,PYTHON,2,2,0,2,384.11,jod
602346000-3,Python,2,1,1,1,268.88,JOD
622817788-5,Python,1,0,1,2,122.23,Dollar
354819772-8,r,1,0,2,2,387.18,Dollar
884187112-1,C++,0,2,2,1,427.69,Euro
643327098-0,r,2,0,2,0,304.51,jod
039153589-7,r,0,2,2,1,115.15,Euro
578901055-5,c++,2,0,2,2,334.63,USD
673384607-1,C++,0,2,0,2,218.60,euro
191035627-1,PYTHON,2,2,0,1,282.42,USD
561786297-9,C++,0,1,0,0,375.33,JOD
218540104-1,Python,1,1,2,0,477.57,euro
111723430-4,R,1,0,2,0,493.39,JOD
093171212-2,PYTHON,1,2,0,1,197.01,JOD
545010092-2,python,1,2,2,2,343.21,euro
675328356-0,PYTHON,2,0,1,0,432.50,Euro
397203371-0,JAVA,1,1,2,0,330.84,USD
713857599-8,Python,0,0,0,0,180.63,USD
138238988-4,PYTHON,2,2,0,0,379.99,JOD
666269624-2,r,2,0,0,1,223.58,Euro
769040788-9,java,1,2,2,1,195.70,Dollar
454629450-6,r,2,1,1,2,335.71,Dollar
249512666-9,JAVA,1,1,1,1,485.49,Euro
551359913-9,PYTHON,0,0,0,2,181.74,Dollar
712150480-4,Python,2,1,1,2,153.78,USD
061844964-7,C++,2,1,0,2,341.36,JOD
622070957-8,C++,2,2,1,2,436.89,USD
128265077-7,c++,2,0,1,0,227.82,euro
716795715-1,,0,0,2,1,185.45,JOD
919411301-7,Python,1,1,1,1,359.99,USD
676148161-9,c++,1,1,0,0,323.01,Dollar
357880895-4,python,0,1,1,0,499.83,JOD
119768038-1,java,0,0,2,2,202.05,euro
596745513-2,C++,2,0,0,2,146.13,euro
729499713-6,PYTHON,2,0,2,1,138.22,Euro
130420013-2,c++,2,2,0,1,299.60,USD
591623460-0,r,2,0,1,0,176.70,euro
382697278-3,,2,1,1,1,306.74,USD
398338932-5,c++,0,1,0,1,233.36,jod
250758333-9,c++,0,0,2,1,323.37,euro
222645287-7,JAVA,2,0,1,0,362.19,JOD
142963624-6,c++,1,1,2,2,466.08,Dollar
647114082-7,Python,0,1,0,0,323.65,jod
356518716-6,c++,1,2,1,1,265.88,USD
532464477-3,C++,0,0,0,1,269.57,JOD
821843682-0,r,2,1,2,0,467.99,jod
381436584-4,java,0,0,1,0,176.33,euro
572243364-0,JAVA,0,1,0,1,430.04,jod
449075536-8,r,2,1,1,2,459.84,jod
750970101-5,java,0,2,0,0,443.47,Euro
182488105-3,R,2,0,2,1,110.63,USD
195968805-7,r,2,0,1,0,211.83,jod
423424457-0,PYTHON,1,1,0,0,404.83,Dollar
032389416-X,Python,2,1,1,0,355.36,JOD
511232351-5,r,0,0,2,0,490.10,jod
061406963-7,python,2,0,0,2,166.70,JOD
660506367-8,PYTHON,0,2,2,2,243.36,euro
076401125-1,JAVA,2,0,2,2,105.43,USD
622610856-8,python,0,0,0,2,492.38,euro
421546878-7,,2,2,0,1,398.02,jod
474594790-9,r,2,2,1,1,297.97,JOD
115222013-6,Python,2,2,0,0,298.48,euro
177728175-X,C++,0,0,2,0,303.27,euro
386529061-2,,2,2,0,2,144.20,Euro
989319584-5,python,0,2,0,0,161.44,Euro
384671989-7,Python,0,1,0,1,104.32,Dollar
642985013-7,r,0,1,1,2,286.67,USD
572852407-9,java,1,1,2,0,240.53,Euro
467587330-8,PYTHON,2,0,0,1,330.63,USD
035986559-3,PYTHON,0,2,2,2,298.11,euro
640714227-X,r,2,1,2,2,152.38,JOD
821800438-6,c++,2,1,2,0,129.73,JOD
734516891-3,java,2,1,1,1,228.90,Euro
537709464-6,c++,2,0,0,2,359.11,Dollar
483274619-7,r,2,1,0,0,249.46,USD
533094372-8,java,1,1,2,1,417.68,euro
615231752-5,r,2,1,2,1,216.56,USD
379203982-6,Python,1,1,1,2,200.49,Dollar
752170866-0,Python,0,2,0,1,424.92,USD
249705868-7,c++,2,0,1,1,357.02,euro
471728312-0,r,1,1,2,1,388.82,euro
199185466-8,JAVA,1,0,0,0,278.53,USD
625201584-9,JAVA,2,2,1,1,280.50,jod
141166410-8,PYTHON,2,2,1,1,406.50,Euro
059067594-X,python,1,2,2,0,458.85,euro
879025419-8,R,0,0,0,2,197.80,euro
540703624-X,c++,2,0,1,1,446.92,USD
291684651-4,PYTHON,2,1,1,0,187.36,JOD
957872966-9,R,1,0,1,2,209.48,jod
385680864-7,python,0,1,0,1,486.67,JOD
408061328-8,r,0,2,1,0,422.99,euro
245355188-4,Python,1,0,2,1,269.88,USD
328692020-7,python,1,1,2,1,236.61,Euro
820315716-5,Python,2,1,0,2,307.68,JOD
912818912-4,java,1,0,1,0,249.83,Euro
169122759-5,python,0,2,1,1,450.94,jod
743316709-9,PYTHON,2,1,0,0,126.82,jod
910953592-6,r,0,0,0,1,230.16,jod
038542026-9,java,2,1,0,1,229.09,Euro
568357376-9,Python,2,1,0,0,165.10,euro
872516534-8,r,2,0,1,2,433.83,Euro
149448271-1,C++,0,2,1,0,232.04,jod
272417482-8,R,0,1,2,1,428.35,euro
275217051-3,C++,0,1,1,1,175.92,JOD
127601869-X,JAVA,0,1,1,1,339.04,Euro
652494902-1,r,0,2,1,1,116.81,jod
335999188-5,Python,1,0,1,2,438.74,euro
602475635-6,JAVA,2,2,1,1,144.25,Euro
833327085-9,C++,2,0,1,2,387.13,Euro
663599361-4,C++,1,2,2,2,419.92,JOD
507580479-9,c++,1,2,0,2,187.30,USD
960432166-8,python,2,0,2,1,162.68,JOD
923952453-3,C++,0,0,1,0,233.88,JOD
983741454-5,PYTHON,1,2,0,2,368.60,Euro
565221356-6,java,0,2,2,1,248.90,JOD
248433438-9,r,2,2,0,0,262.56,USD
495243234-3,Python,2,1,2,1,440.73,JOD
937706055-9,c++,2,2,2,2,228.10,jod
500712340-4,R,2,1,0,1,487.42,Euro
847734473-6,PYTHON,2,2,2,2,347.55,Dollar
382717596-8,c++,2,2,2,0,251.41,JOD
857276708-8,Python,2,2,1,2,280.03,Dollar
369723767-5,,1,0,0,2,107.40,euro
130739730-1,Python,0,0,2,2,226.53,USD
611098354-3,C++,1,2,0,2,356.30,Euro
170411271-0,R,2,2,1,1,431.79,Euro
328401369-5,C++,2,2,0,0,366.63,USD
036711732-0,PYTHON,1,1,0,2,444.90,USD
578130032-5,c++,1,2,2,1,113.43,Dollar
480378123-0,JAVA,1,1,2,1,382.00,Dollar
768406669-2,c++,0,1,0,2,380.32,USD
878149609-5,c++,1,1,2,1,321.58,euro
267151893-5,java,2,2,1,0,144.32,Euro
511516738-7,PYTHON,0,1,1,0,475.63,euro
156294680-3,PYTHON,2,2,0,0,116.80,Dollar
067025549-1,PYTHON,1,1,1,1,439.95,Euro
471971658-X,PYTHON,1,0,0,2,289.02,Euro
829031731-X,R,0,2,0,1,367.86,Euro
934508302-2,PYTHON,1,0,0,0,460.89,euro
151940565-0,java,1,0,0,0,139.46,JOD
943265528-8,PYTHON,1,0,0,2,226.93,USD
730371337-9,python,2,2,2,2,247.63,USD
434530749-X,C++,0,2,0,2,311.11,USD
061536363-6,PYTHON,0,1,0,2,255.47,jod
495332808-6,JAVA,1,1,0,1,383.08,euro
082388217-9,r,1,2,0,1,140.66,USD
880946666-7,python,1,0,1,2,377.00,euro
120377366-8,r,0,0,0,1,388.35,euro
462302793-7,java,1,0,0,0,448.67,euro
835868898-9,,1,0,1,2,378.92,euro
060800327-1,JAVA,1,1,1,2,393.87,JOD
359044332-4,python,1,2,2,0,195.04,Euro
367425364-X,r,1,0,2,0,129.91,Euro
485040119-8,java,2,1,0,1,292.00,Dollar
838445643-7,R,2,2,0,0,203.15,USD
934535395-X,java,2,0,2,2,487.36,JOD
609006847-0,R,2,0,1,1,482.77,jod
802110061-3,r,0,2,0,2,412.95,JOD
845443915-3,C++,1,1,0,2,299.19,Dollar
105922778-9,R,1,0,1,1,178.10,Dollar
710754442-X,R,2,2,1,2,265.18,JOD
934319424-2,JAVA,2,0,2,0,376.61,Dollar
159919984-X,java,1,0,0,0,214.86,euro
962567746-1,R,0,1,2,2,482.58,euro
600907641-2,r,1,2,1,2,465.28,Euro
374756527-1,Python,1,2,0,1,305.46,euro
833932664-3,java,2,1,0,1,499.02,USD
464249608-4,PYTHON,2,1,0,0,246.72,Dollar
183689096-6,C++,1,2,0,1,463.00,USD
174339853-0,R,0,1,0,2,142.71,USD
657168441-1,JAVA,1,0,1,1,493.51,JOD
159546432-8,r,1,2,1,0,480.13,Euro
086319479-6,Python,0,0,1,0,148.79,euro
090198169-9,C++,2,0,0,1,235.81,Euro
672509408-2,python,2,1,2,0,134.51,JOD
953197915-4,c++,0,0,1,2,309.41,USD
897316533-X,python,1,2,2,2,307.99,USD
882262357-6,c++,0,0,0,0,168.36,USD
133082223-4,JAVA,0,1,1,1,214.20,Euro
664932857-X,java,2,1,2,0,222.14,euro
790640056-9,java,1,0,1,1,478.59,Euro
104091770-4,PYTHON,0,1,2,2,255.62,JOD
893986398-4,PYTHON,1,0,2,1,308.14,Euro
552372056-9,,1,1,1,1,398.58,Dollar
123045039-4,r,2,1,1,2,191.48,JOD
319776251-7,r,0,2,0,0,160.12,JOD
734128275-4,JAVA,1,1,2,2,476.33,euro
645199358-1,java,1,1,0,1,247.11,Euro
923699551-9,PYTHON,2,0,2,2,322.69,JOD
979743339-0,Python,0,1,0,1,496.33,JOD
230950279-0,java,1,0,2,0,241.80,JOD
177101355-9,python,2,2,1,0,208.96,jod
222597664-3,Python,2,2,0,0,172.90,jod
617884293-7,r,2,0,1,1,205.79,USD
927899920-2,c++,1,0,2,2,119.97,jod
387176090-0,C++,1,1,2,0,480.27,jod
532096821-3,python,0,1,2,2,246.62,euro
375233608-0,PYTHON,0,0,0,0,272.06,Euro
292281152-2,java,0,1,0,1,146.54,Dollar
422359530-X,C++,0,0,1,0,445.48,euro
109309607-1,Python,2,0,2,2,496.00,Euro
853860463-5,java,2,2,0,1,447.38,Dollar
039849763-X,c++,1,2,1,2,368.69,Euro
140063467-9,r,1,0,2,1,388.21,euro
237825049-5,r,2,1,1,1,367.28,euro
681791433-7,c++,1,0,0,2,398.57,JOD
378349324-2,Python,1,2,0,1,208.06,USD
607146612-1,PYTHON,0,2,2,1,300.66,Dollar
391138019-4,python,0,0,1,0,322.49,jod
801983315-3,r,2,2,2,1,499.21,Euro
019214203-8,r,1,1,1,2,179.62,JOD
271425931-6,Python,1,0,1,1,241.83,euro
886210868-0,python,0,2,2,2,296.84,Dollar
183637347-3,C++,0,0,0,2,470.60,Euro
875248444-0,JAVA,1,1,2,2,154.74,USD
875232785-X,,2,2,1,1,171.10,jod
704826493-4,r,1,2,1,1,361.81,Dollar
327105231-X,Python,0,2,2,0,170.04,euro
699088075-9,JAVA,2,2,2,2,230.40,JOD
686487113-4,R,1,0,1,0,175.65,Euro
409175879-7,R,1,1,2,1,187.24,jod
966429465-9,r,0,1,1,1,126.14,JOD
698915388-1,R,0,0,2,2,419.42,jod
912088121-5,C++,1,1,1,1,352.17,USD
978693631-0,PYTHON,0,2,0,2,496.14,JOD
467677330-7,r,2,1,1,1,233.06,JOD
996762461-2,C++,0,2,0,1,277.21,euro
930998655-7,java,1,2,1,0,179.62,JOD
416403405-X,,0,1,2,0,120.15,euro
170674933-3,java,2,1,1,2,209.73,JOD
683991526-3,C++,1,1,2,2,300.14,euro
120206101-X,R,0,0,1,1,153.43,Dollar
575742938-0,c++,1,2,0,1,274.76,euro
124871833-X,R,1,2,1,1,309.68,Dollar
412821439-6,R,0,0,1,1,355.55,euro
086378293-0,python,0,2,1,1,315.39,euro
950034032-1,Python,2,1,2,0,488.45,Dollar
369797406-8,,1,1,0,0,164.85,Dollar
718448849-0,C++,1,0,0,0,337.60,jod
875801282-6,C++,2,0,1,2,209.44,euro
301958278-4,java,0,2,1,1,102.72,JOD
840973561-X,PYTHON,1,0,1,0,244.53,Dollar
929755220-X,,0,2,2,1,421.96,jod
086770629-5,python,1,1,0,1,431.30,Euro
201336723-6,PYTHON,1,2,1,1,350.54,USD
085626667-1,R,1,0,1,1,137.27,jod
319512042-9,Python,0,2,1,2,408.34,Dollar
400791776-0,c++,0,0,2,0,468.88,jod
325817724-4,python,1,1,0,0,193.88,euro
209782830-2,c++,1,0,2,0,215.37,euro
283694067-0,R,0,2,2,0,393.31,Dollar
312007398-9,java,1,2,2,0,301.77,euro
742762881-0,Python,2,0,1,0,343.37,JOD
665783399-7,R,1,0,0,2,252.05,Dollar
058632764-9,Python,2,2,0,2,392.23,JOD
227274500-8,c++,1,0,2,1,144.17,jod
723571531-6,python,1,2,2,0,133.55,euro
681573083-2,r,1,0,1,0,260.14,USD
666886919-X,java,0,0,2,2,319.44,Euro
725164599-8,python,1,0,2,0,321.57,Euro
920403771-7,,0,2,1,1,301.93,jod
067623853-X,C++,1,2,0,2,110.63,jod
519765941-6,JAVA,2,2,2,1,224.31,Dollar
124107072-5,python,0,2,1,2,321.64,USD
133901396-7,R,0,2,0,2,239.47,JOD
059009188-3,PYTHON,1,2,0,1,466.82,USD
484033042-5,Python,1,0,1,2,345.85,euro
539614801-2,java,1,2,2,0,306.27,jod
155692868-8,JAVA,0,2,1,2,241.76,Euro
267948973-X,java,0,2,2,1,207.82,Euro
895649087-2,PYTHON,1,0,0,0,219.70,Euro
422113981-1,R,1,2,2,1,236.83,jod
458602131-4,C++,1,1,1,2,341.33,Dollar
234751399-0,java,2,0,2,0,177.26,euro
867573714-9,,2,2,0,0,444.41,Euro
284037313-0,,1,1,0,2,478.76,euro
615814260-3,python,0,0,1,2,386.20,Dollar
850511559-7,java,2,1,2,0,440.72,Euro
105479838-9,C++,1,2,1,2,374.71,Euro
394389230-1,C++,1,2,1,0,257.17,Dollar
849212172-6,R,1,0,1,0,426.23,USD
170252517-1,c++,0,2,2,1,461.84,JOD
683729765-1,R,0,1,0,1,411.06,USD
860604637-X,c++,2,0,2,2,331.18,JOD
496364405-3,C++,2,0,1,1,327.92,USD
132034944-7,PYTHON,1,0,2,0,420.12,JOD
871614080-X,python,0,1,2,1,371.53,JOD
011809854-3,python,1,0,2,1,493.53,Dollar
560240350-7,PYTHON,2,2,1,2,356.16,Dollar
464055946-1,c++,1,1,1,1,335.05,JOD
268755842-7,PYTHON,1,1,2,2,151.18,Dollar
618401898-1,C++,2,0,0,2,455.52,Euro
356532413-9,java,0,1,2,2,249.37,jod
338007411-X,C++,1,2,1,0,204.93,Dollar
891222984-2,java,1,2,1,0,185.33,Euro
900441000-7,PYTHON,2,2,0,1,343.31,Dollar
863429307-6,c++,2,2,2,0,232.42,Dollar
003005037-5,python,2,0,0,2,274.95,Dollar
822532535-4,r,2,1,2,1,117.91,Dollar
328476690-1,C++,0,0,1,0,452.81,Euro
554581293-8,python,1,0,2,1,238.60,Euro
254551018-1,,0,2,1,1,410.88,jod
580818489-4,r,1,2,0,1,313.37,Euro
161316643-5,python,2,0,1,0,400.36,Dollar
035490189-3,c++,2,1,0,2,201.37,jod
954150025-0,R,0,0,2,0,366.43,Dollar
759568071-9,c++,1,2,0,0,239.71,euro
496002078-4,python,2,0,1,2,355.07,Dollar
161377585-7,,0,2,1,2,181.60,euro
830065521-2,java,0,0,1,1,173.25,euro
275881072-7,,0,2,2,2,163.90,JOD
202764056-8,C++,0,2,1,0,473.59,Euro
829229454-6,JAVA,1,0,2,1,265.25,euro
386463713-9,Python,0,0,0,1,139.47,euro
789759762-8,PYTHON,2,0,1,0,253.92,USD
080560909-1,R,2,0,1,0,251.01,jod
370299111-5,PYTHON,0,1,1,1,325.50,euro
850648669-6,,0,0,1,0,134.70,Dollar
677964454-4,JAVA,1,2,2,0,316.09,USD
261557772-7,Python,0,1,0,0,111.08,Dollar
391142381-0,java,2,1,2,0,491.64,euro
991905019-9,PYTHON,2,0,0,0,391.33,Dollar
522849491-X,R,0,0,1,0,483.88,euro
767978656-9,R,0,2,1,1,222.08,Dollar
052706033-X,Python,2,0,0,2,490.79,JOD
734115925-1,R,1,1,0,1,292.19,Dollar
299110381-7,c++,0,2,2,2,288.88,Euro
155361574-3,C++,1,2,2,0,322.19,USD
378309713-4,python,2,1,0,0,181.39,JOD
977140787-2,r,0,0,1,2,151.00,euro
637039749-0,JAVA,0,0,1,1,156.18,USD
802963523-0,C++,1,1,2,2,326.04,euro
611233849-1,JAVA,2,2,0,1,131.72,Dollar
244552482-2,r,2,0,1,1,112.78,Dollar
675949895-X,C++,0,2,0,1,283.47,USD
514589943-2,r,0,1,0,2,225.53,euro
905787319-2,Python,2,0,2,2,356.66,Euro
154627685-8,python,2,0,0,0,146.51,jod
917092498-8,C++,0,2,2,1,251.07,Euro
269864281-5,Python,0,1,1,0,241.18,euro
365158277-9,java,0,2,1,1,223.74,Euro
911821565-3,c++,2,1,2,1,236.45,Dollar
031131672-7,Python,0,1,1,0,291.88,Dollar
275515894-8,r,1,0,2,1,129.06,Euro
711670862-6,r,2,0,1,1,478.68,Euro
419109085-2,c++,1,0,0,1,201.61,jod
498108381-5,JAVA,0,1,1,2,305.89,jod
543402579-2,c++,2,1,0,0,138.35,Dollar
487353125-X,java,0,0,1,1,444.63,JOD
474444885-2,PYTHON,0,1,2,1,201.15,USD
932390192-X,PYTHON,0,1,0,1,241.80,USD
345222018-4,java,1,2,2,0,331.65,Dollar
820757656-1,R,0,2,0,2,398.52,Euro
937225559-9,java,2,0,1,2,423.41,JOD
363559042-8,r,2,2,0,1,106.46,euro
158264135-8,R,0,2,0,0,408.96,Euro
134068309-1,c++,0,0,0,2,403.60,Euro
531960057-7,Python,1,2,1,1,493.85,USD
121060852-9,JAVA,2,2,1,1,348.74,Euro
506910529-9,PYTHON,2,0,0,0,318.18,jod
973788141-9,JAVA,1,1,0,1,420.01,JOD
071933585-X,PYTHON,2,2,0,1,197.03,euro
630855311-5,PYTHON,1,2,0,0,320.19,Dollar
104014806-9,JAVA,2,1,1,0,129.26,Dollar
898481129-7,JAVA,1,1,1,1,120.48,euro
471507690-X,c++,2,2,2,1,201.34,Dollar
061595490-1,python,0,2,2,1,445.37,Dollar
428448860-0,R,2,0,2,1,239.41,USD
914766193-3,C++,2,1,2,2,295.89,jod
416862002-6,JAVA,2,1,1,1,192.62,euro
357728192-8,r,1,2,0,0,417.06,JOD
002081406-2,Python,1,1,1,0,330.49,JOD
964826363-9,r,2,1,1,2,444.01,Euro
653387549-3,C++,0,0,1,1,439.04,Euro
906131175-6,c++,0,2,1,0,318.38,euro
149242110-3,C++,2,2,0,0,384.24,Euro
789212397-0,java,2,0,2,1,428.12,USD
220237117-6,PYTHON,1,1,0,2,177.63,Euro
616181747-0,java,0,1,2,1,330.45,JOD
292615632-4,R,1,2,0,1,232.96,Dollar
361848148-9,c++,0,1,2,1,427.07,Euro
238252542-8,java,1,0,0,2,202.19,Dollar
615754793-6,JAVA,1,0,0,1,291.74,Dollar
043638137-0,r,0,0,2,1,350.37,Dollar
277497013-X,c++,2,2,1,0,487.56,USD
178491557-2,R,0,0,0,1,162.19,jod
001622347-0,Python,1,0,2,1,135.80,Dollar
767110597-X,JAVA,2,2,2,2,230.78,USD
314133042-5,python,1,2,0,2,382.39,USD
055378380-7,R,0,0,0,2,192.50,Dollar
349514430-7,Python,2,0,0,1,306.68,euro
413680222-6,JAVA,1,0,1,0,245.42,euro
847455103-X,Python,1,0,2,1,128.19,USD
331843764-6,C++,2,0,1,2,278.28,jod
092101011-7,python,1,0,2,2,141.03,JOD
331498285-2,C++,0,0,2,1,482.10,Euro
909155174-7,JAVA,2,0,0,0,237.41,jod
694845001-6,,2,1,0,2,374.60,Dollar
544451303-X,python,2,1,0,0,424.52,USD
363601153-7,Python,0,1,1,1,428.47,euro
663077264-4,R,2,2,2,1,182.09,Dollar
481964183-2,JAVA,2,2,1,0,244.06,Dollar
764756115-4,JAVA,1,0,2,1,428.58,USD
265566828-6,R,2,1,0,1,118.20,euro
728412129-7,R,1,2,0,1,384.19,euro
669367388-0,c++,2,1,2,0,100.24,Dollar
884172079-4,java,0,1,2,0,296.25,Euro
358019582-4,java,1,1,2,0,279.13,jod
393859540-X,python,2,0,2,0,328.34,Euro
014293007-5,JAVA,2,2,0,0,348.50,Dollar
008371942-3,python,0,2,0,2,308.35,jod
456485540-9,python,2,0,0,1,145.43,JOD
758766159-X,C++,0,0,0,1,340.37,jod
765455188-6,,2,1,0,2,191.81,JOD
624179234-2,Python,0,1,2,2,347.61,euro
550613545-9,python,2,1,0,0,433.92,USD
170726130-X,python,1,1,0,2,226.21,USD
729527834-6,C++,0,2,2,0,166.84,USD
104898988-7,Python,1,1,1,0,468.82,Dollar
876353282-4,C++,2,2,1,2,492.34,JOD
140796879-3,R,2,1,2,2,492.27,Euro
099814380-4,python,1,0,0,1,480.11,JOD
963173663-6,r,1,0,1,2,360.86,Euro
636144474-0,java,2,1,0,2,220.21,euro
269460168-5,R,0,1,1,1,431.26,JOD
982305089-9,java,0,1,1,0,210.54,Euro
549227104-0,JAVA,1,2,1,0,317.67,Dollar
074803424-2,python,1,1,1,1,204.54,euro
597158573-8,PYTHON,2,2,2,2,221.00,JOD
535951800-6,r,2,1,2,0,469.91,jod
558236625-3,PYTHON,2,1,1,2,171.13,euro
150573500-9,R,1,1,0,1,380.32,Euro
184420619-X,Python,1,2,0,0,388.89,jod
375722157-5,Python,2,2,1,2,441.76,Euro
304516779-9,java,0,0,1,2,469.59,jod
458191333-0,JAVA,1,2,1,0,112.43,jod
103032389-5,Python,1,0,2,1,300.32,USD
737179285-8,java,1,1,0,2,491.36,USD
357607862-2,r,0,1,0,0,133.72,JOD
743287357-7,PYTHON,0,1,2,2,456.24,Dollar
102496791-3,R,0,1,2,2,257.58,euro
829155851-5,Python,2,0,1,1,188.36,JOD
685000791-2,R,1,0,0,1,336.44,jod
864594642-4,python,1,1,2,2,359.35,Euro
507633887-2,JAVA,2,2,0,1,468.79,USD
512067854-8,Python,0,0,0,0,288.51,Dollar
059337288-3,r,1,0,1,2,475.61,Euro
030303692-3,python,2,0,1,1,439.34,JOD
330253425-6,C++,0,0,0,0,468.47,jod
313467223-5,python,0,1,1,2,350.54,jod
805511806-X,python,1,2,1,1,145.31,JOD
715351985-8,python,2,1,2,1,385.83,jod
701138206-2,JAVA,0,2,1,0,124.60,jod
453644553-6,java,1,1,0,0,273.43,USD
104211359-9,C++,2,0,2,2,173.35,Euro
992951302-7,,2,1,0,2,167.74,Dollar
416695598-5,r,2,1,2,0,390.31,JOD
608076723-6,java,2,1,2,1,263.47,Euro
984812625-2,PYTHON,2,2,2,1,442.79,Dollar
329551900-5,JAVA,2,2,2,0,408.38,Euro
812318654-1,R,2,2,1,1,361.97,jod
515514521-X,PYTHON,1,1,0,1,349.45,JOD
175280831-2,JAVA,2,2,1,0,430.03,JOD
292441705-8,r,2,1,1,1,398.01,jod
943331002-0,,2,0,1,1,321.76,JOD
