Store_ID,City,Item_1,Item_2,Item_3,Item_4,Monthly_Sales,Currency
219836802-1,A'zarqa,0,2,2,1,42669.09,JOD
171945197-4,amman,0,2,2,1,35071.97,USD
642552063-9,A'zarqa,1,1,1,0,23148.13,USD
122626345-3,A'zarqa,2,1,0,0,21182.24,USD
355603900-1,Zarqa,2,1,1,1,19233.71,JOD
254640890-9,zaqra,1,1,0,2,22380.87,JOD
592014343-6,A'zarqa,0,2,0,0,23585.81,JOD
919741970-2,A'zarqa,2,0,1,0,23873.92,USD
730194711-9,Capital City,1,1,2,0,30850.49,USD
475471505-5,Amman,0,1,0,0,44098.63,JOD
543902916-8,Zarqa,2,1,2,0,38250.61,JOD
510708518-0,A'zarqa,2,0,2,1,22891.49,USD
782039760-8,amman,1,0,2,2,34199.21,USD
302723356-4,Amman,0,2,2,2,35278.61,USD
263114512-7,amman,2,0,0,0,42214.68,USD
601418021-4,amman,1,0,0,2,49534.61,JOD
965635432-X,,0,0,2,0,34885.15,JOD
900861986-5,Zarqa,0,0,0,0,19014.86,USD
872187752-1,Zarqa,0,0,2,1,40862.42,USD
176821048-9,Zarqa,1,0,0,2,34832.82,JOD
008466635-8,Capital City,1,0,1,1,35360.03,USD
715711054-7,zaqra,0,1,2,2,49262.27,USD
055651233-2,Zarqa,1,2,1,0,40276.52,USD
110304371-4,,0,1,2,0,33882.92,USD
921044564-3,A'zarqa,1,2,1,2,49193.56,USD
635956942-6,zaqra,2,2,1,2,21186.31,JOD
432897659-1,Zarqa,2,2,1,0,13888.22,USD
061189564-1,Amman,2,1,1,0,26442.78,USD
275578465-2,amman,0,2,1,2,38927.28,JOD
319472728-1,Amman,2,2,2,1,23922.53,USD
287335149-7,A'zarqa,2,0,0,0,30502.97,JOD
823321413-2,Capital City,2,1,1,0,30506.24,JOD
329647214-2,Zarqa,0,1,0,0,40397.68,USD
713161674-5,zaqra,2,1,1,1,31886.68,JOD
740228685-1,zaqra,2,0,2,2,24182.07,JOD
785067390-5,A'zarqa,1,2,0,1,18544.44,USD
006746744-X,Amman,2,0,1,2,14416.94,USD
402487594-9,Capital City,2,2,2,0,20223.39,JOD
445391122-X,Amman,1,1,0,1,46707.51,USD
197898306-9,Amman,1,1,1,2,38044.14,JOD
615456968-8,Zarqa,0,0,2,0,42918.75,JOD
570823408-3,amman,0,1,2,2,30842.11,JOD
866153445-3,A'zarqa,1,1,0,0,36127.33,JOD
764339461-X,zaqra,2,2,0,2,52647.97,USD
168747842-2,amman,0,1,2,1,24083.12,JOD
528201678-8,amman,0,2,2,0,13039.46,USD
470566833-2,Capital City,1,2,1,0,38319.70,USD
172718009-7,A'zarqa,1,0,0,1,20607.31,JOD
860720227-8,amman,0,1,0,2,52267.92,USD
685390523-7,amman,1,2,2,1,39145.00,USD
430850994-7,Amman,0,2,0,2,22079.01,USD
352106510-3,A'zarqa,1,1,2,0,50127.26,JOD
815893452-8,zaqra,2,2,2,2,14236.83,USD
826612698-4,zaqra,1,0,0,1,35956.19,JOD
126672811-2,zaqra,0,2,1,1,40819.85,JOD
915862743-X,A'zarqa,0,0,0,2,19363.18,USD
796071350-2,,0,0,2,2,13840.46,JOD
411070093-0,Zarqa,0,1,1,1,24237.97,JOD
878447037-2,Capital City,2,1,1,2,45966.26,JOD
890901789-9,Zarqa,2,0,2,1,40232.58,JOD
775407805-8,Amman,0,1,0,1,52284.50,JOD
923889636-4,A'zarqa,0,1,1,2,51760.03,USD
043321536-4,Capital City,1,2,2,2,38480.40,USD
468370825-6,Capital City,0,1,1,2,20498.54,USD
246689499-8,zaqra,1,2,1,0,36862.49,USD
561561982-1,zaqra,2,0,1,0,47357.13,JOD
327829440-8,Zarqa,0,2,0,0,35135.08,USD
068785469-5,A'zarqa,2,1,0,1,50612.50,USD
622143936-1,Capital City,0,2,0,1,34435.42,USD
761330322-5,zaqra,0,1,0,1,26802.11,JOD
190477844-5,Zarqa,1,0,0,0,16695.63,USD
460023465-0,Amman,0,1,2,2,27614.54,USD
327214628-8,Amman,1,0,1,2,37827.37,JOD
035204374-1,A'zarqa,1,1,1,0,36022.23,JOD
738764087-4,A'zarqa,0,0,0,2,47958.84,JOD
760759094-3,zaqra,0,0,0,2,45935.20,JOD
513093300-1,Zarqa,0,2,0,1,52973.81,USD
290794455-X,Amman,0,0,1,0,49505.79,JOD
699990040-X,Amman,0,0,2,2,52208.93,JOD
895277009-9,amman,0,0,2,0,39078.65,USD
199644820-X,amman,2,0,2,1,46716.76,JOD
507756456-6,Capital City,2,1,2,1,32735.74,JOD
084162127-6,zaqra,2,0,1,0,21407.20,JOD
954132530-0,,2,0,2,2,21711.24,JOD
955173732-6,Amman,2,1,2,2,23147.49,USD
134206606-5,Amman,2,0,1,0,18496.69,JOD
078369243-9,amman,1,0,1,0,46157.32,JOD
279481136-3,Capital City,2,2,0,1,27791.57,JOD
009885708-8,Amman,2,0,1,1,27559.03,USD
003505996-6,A'zarqa,1,0,2,0,30744.52,JOD
361712954-4,Zarqa,0,1,1,1,34527.46,JOD
720208738-3,Amman,0,2,1,2,19449.87,USD
199908557-4,amman,2,0,1,0,42603.81,JOD
657482876-7,Capital City,1,0,0,2,45051.39,JOD
807481609-5,Amman,0,1,0,2,46543.83,JOD
999342348-3,zaqra,1,1,1,0,38435.64,JOD
878423469-5,Zarqa,2,1,1,0,50200.40,USD
311866883-0,Amman,0,2,0,0,18918.08,JOD
499314951-4,zaqra,2,1,2,1,38709.04,USD
613046253-0,Amman,0,1,2,1,44830.38,JOD
836499334-8,zaqra,0,2,2,1,47185.87,USD
154674169-0,zaqra,1,2,0,0,44024.08,JOD
274328779-9,Capital City,2,0,0,2,35877.73,JOD
270350826-3,Amman,1,0,0,0,46024.91,JOD
774224016-5,amman,2,1,0,0,18080.77,USD
569287288-9,Zarqa,1,2,1,2,24682.33,USD
469787994-5,Amman,2,1,2,1,34675.71,USD
214655115-1,Zarqa,0,1,1,2,18759.59,USD
658841110-3,Zarqa,2,0,1,0,47172.99,JOD
148724133-X,zaqra,2,2,0,1,18102.87,JOD
896893179-8,zaqra,1,0,1,2,30425.77,JOD
417725916-0,Amman,0,1,1,2,51134.26,JOD
779173661-6,Capital City,0,0,2,1,25727.37,JOD
933072257-1,A'zarqa,2,2,2,1,20457.25,JOD
458973313-7,Capital City,2,0,2,1,27655.96,USD
873215109-8,Amman,1,1,0,1,19733.35,USD
871770894-X,A'zarqa,0,0,1,1,34191.26,JOD
542969089-9,zaqra,0,2,1,2,32400.22,JOD
516033179-4,zaqra,0,0,0,2,28556.30,USD
344561732-5,Amman,0,1,1,2,12424.30,USD
869542475-8,zaqra,1,2,2,1,38172.66,JOD
061768589-4,A'zarqa,1,1,1,2,23767.68,USD
011293701-2,zaqra,2,0,2,1,19099.23,USD
004520776-3,Capital City,1,0,2,0,20596.13,JOD
871352391-0,Amman,2,2,1,1,29749.91,JOD
613725565-4,Amman,1,0,1,1,23664.92,JOD
453508169-7,Capital City,1,1,0,2,12551.35,JOD
929649449-4,A'zarqa,0,0,0,0,47434.16,USD
877330470-0,Zarqa,0,0,0,0,44493.64,USD
193359238-9,zaqra,2,0,1,1,19155.01,JOD
651647334-X,A'zarqa,2,1,1,2,15008.83,USD
687345839-2,zaqra,1,1,1,0,15358.74,JOD
957625529-5,amman,2,0,2,0,31930.46,JOD
144019121-2,Amman,0,2,0,0,33606.02,JOD
794844521-8,Zarqa,1,2,0,0,26765.46,JOD
870384615-6,A'zarqa,1,0,2,1,17256.14,JOD
291308722-1,A'zarqa,1,2,2,1,19995.43,JOD
407431351-0,zaqra,1,1,2,1,19673.90,USD
713435645-0,Capital City,2,1,2,0,34360.26,USD
219426916-9,A'zarqa,2,2,2,0,34615.42,JOD
096338737-5,A'zarqa,0,1,2,1,48130.41,JOD
536183033-X,A'zarqa,2,1,2,2,24550.98,JOD
318380497-2,amman,0,2,2,1,18494.70,JOD
391632509-4,Capital City,0,2,1,1,16488.95,JOD
191600752-X,Zarqa,0,2,2,2,50482.98,USD
607344842-2,amman,1,2,2,0,31181.13,USD
692132263-7,Zarqa,0,2,2,2,37592.23,JOD
594503011-2,zaqra,2,0,2,2,20906.92,JOD
882522023-5,Capital City,0,1,2,0,18033.72,USD
395712333-X,amman,0,2,0,1,38201.47,USD
861949799-5,zaqra,2,1,2,1,33894.16,USD
842425877-0,Capital City,1,1,1,2,33121.22,USD
255496626-5,Amman,1,2,0,2,50692.97,USD
582978367-3,Capital City,2,0,0,2,13075.62,USD
177176291-8,A'zarqa,0,0,0,1,44081.62,JOD
315647874-1,Capital City,0,1,0,2,26716.34,USD
862175106-2,Zarqa,0,0,1,2,43942.60,USD
741449623-6,Capital City,1,1,2,2,48601.48,JOD
427411232-2,A'zarqa,2,2,1,2,13608.76,USD
097887519-2,Zarqa,0,1,1,1,41439.02,USD
818815544-6,zaqra,2,2,0,0,37912.64,USD
229188437-9,,2,1,1,2,49588.67,USD
733613365-7,Capital City,2,2,2,0,21338.00,JOD
873987624-1,zaqra,0,1,0,2,18074.09,JOD
630423103-2,zaqra,0,2,2,1,19755.61,JOD
727079484-7,Capital City,2,0,0,2,48937.04,USD
038206770-3,Capital City,0,1,1,2,23134.93,JOD
447899478-1,,0,0,2,2,50587.43,JOD
384657601-8,Zarqa,2,0,2,2,34206.66,JOD
666192657-0,amman,2,2,0,0,15215.10,JOD
554883618-8,Zarqa,0,2,0,2,42538.38,USD
864506488-X,Amman,0,1,1,2,25152.82,JOD
754058580-3,Capital City,2,0,2,0,51731.79,JOD
834406246-2,Capital City,2,1,0,1,31383.21,JOD
246366535-1,amman,2,0,1,0,13133.22,USD
130894014-9,Capital City,0,2,0,0,12976.56,USD
895863648-3,Capital City,0,1,1,0,30934.88,JOD
772864274-X,Amman,0,1,2,1,31583.84,JOD
374117500-5,Capital City,2,1,1,0,46949.50,JOD
438851980-4,Capital City,1,2,2,2,12018.32,JOD
722293264-X,zaqra,1,2,2,0,39451.18,JOD
947376565-7,A'zarqa,0,0,2,1,36127.50,JOD
085402753-X,Capital City,0,2,1,0,32504.62,JOD
387974969-8,amman,2,0,1,1,20251.04,JOD
275103124-2,Capital City,2,2,0,1,45088.37,JOD
621687740-2,Zarqa,1,2,2,1,50645.09,USD
734803300-8,Amman,1,2,0,1,32990.66,JOD
486682060-8,Amman,1,1,2,2,45459.15,JOD
836222259-X,A'zarqa,0,1,2,1,23613.85,USD
632335265-6,A'zarqa,2,2,2,0,41878.68,JOD
403653821-7,Amman,0,0,0,2,20146.30,JOD
763935756-X,Capital City,1,0,2,2,13645.95,JOD
983483089-0,Zarqa,0,0,0,0,29271.20,USD
680063758-0,amman,0,0,0,1,19009.61,JOD
269888545-9,zaqra,0,1,2,2,50128.29,USD
688393992-X,Amman,0,2,2,0,49770.30,USD
900985520-1,Zarqa,2,0,0,0,27153.94,JOD
444618508-X,A'zarqa,1,0,1,1,13638.43,USD
036720205-0,A'zarqa,1,0,1,0,49552.61,JOD
668240472-7,Capital City,2,0,0,1,49869.24,JOD
487980888-1,Amman,0,2,0,2,15023.43,JOD
627916859-X,zaqra,2,0,2,1,26589.68,USD
431481728-3,Zarqa,1,1,2,1,29729.53,USD
242142331-7,amman,2,1,0,1,34769.43,USD
146666549-1,Amman,2,1,0,0,48768.00,JOD
093802360-8,A'zarqa,2,2,1,2,13740.45,USD
102839260-5,amman,0,0,2,2,12518.38,JOD
644694174-9,Zarqa,0,1,2,2,29902.34,USD
766845388-1,A'zarqa,0,1,1,2,35120.12,JOD
354588632-8,amman,0,0,1,0,39042.20,USD
538224665-3,Amman,0,2,1,0,12146.75,USD
766864653-1,amman,1,2,0,2,40268.52,JOD
299956374-4,Capital City,0,1,2,1,20104.36,JOD
374907881-5,amman,0,0,1,0,16870.82,JOD
201318471-9,A'zarqa,2,2,1,1,24140.72,JOD
467038820-7,amman,0,2,0,2,22126.84,USD
154720170-3,zaqra,2,0,2,0,43730.81,USD
369676005-6,amman,1,2,2,2,14082.47,JOD
424846817-4,zaqra,1,2,2,1,18226.11,USD
158030346-3,zaqra,0,1,0,2,34456.97,USD
763086859-6,amman,0,2,1,2,21525.21,USD
098604441-5,Amman,2,2,2,2,12893.08,USD
405584712-2,zaqra,2,1,1,2,16358.71,JOD
969890594-4,Zarqa,0,2,1,2,42834.84,JOD
248968573-2,amman,0,1,0,1,32054.81,USD
091885627-2,Amman,0,1,0,1,24918.69,JOD
090880219-6,Amman,2,1,0,0,48015.72,USD
050418127-0,amman,2,2,0,1,42324.97,JOD
469078325-X,A'zarqa,1,0,1,1,18212.49,USD
505050502-X,zaqra,2,0,1,0,17624.79,JOD
157967912-9,Amman,2,2,0,2,36230.09,USD
499888268-6,A'zarqa,0,2,2,1,43054.37,JOD
634625813-3,amman,2,1,0,1,49563.75,JOD
080667425-3,,2,1,0,0,21233.55,USD
145206905-0,zaqra,0,0,0,1,49794.48,JOD
333229476-8,Capital City,0,2,1,2,17901.44,JOD
642444795-4,Capital City,2,0,2,1,44416.41,USD
043821140-5,Capital City,0,0,0,1,40789.89,USD
697986180-8,Capital City,1,1,1,0,18618.71,JOD
613958979-7,Zarqa,1,0,2,2,47784.92,USD
953954935-3,zaqra,2,0,0,2,19549.15,USD
124154400-X,amman,0,2,0,0,25934.80,USD
904070328-0,Capital City,1,1,0,2,28332.63,JOD
491151725-5,Zarqa,1,1,0,0,34878.18,JOD
612209577-X,Zarqa,0,2,2,2,15534.29,JOD
154962393-1,zaqra,1,2,1,0,44780.75,JOD
050596402-3,A'zarqa,0,0,2,2,28873.73,JOD
327132095-0,Zarqa,0,2,2,2,14916.57,JOD
217006253-X,amman,0,1,0,0,33589.29,JOD
412091458-5,Zarqa,0,0,2,0,22941.51,USD
701628126-4,Capital City,0,2,1,0,38570.83,USD
478771198-9,Zarqa,2,1,0,0,50288.08,JOD
217017946-1,zaqra,2,2,2,0,49625.87,USD
438708239-9,zaqra,0,1,2,1,23046.02,USD
095776120-1,zaqra,0,0,2,1,14123.40,USD
144370557-8,Zarqa,1,1,1,0,29051.41,USD
256755847-0,Amman,0,0,0,0,51514.69,USD
077726866-3,Capital City,0,2,2,1,30738.46,JOD
223070210-6,,1,2,1,0,32746.85,USD
438198437-4,zaqra,0,1,0,0,27771.50,USD
399683473-X,Amman,2,1,1,1,34818.78,JOD
701826252-6,A'zarqa,2,1,1,0,15856.65,USD
864249011-X,A'zarqa,0,1,2,1,19670.67,USD
541762092-0,Zarqa,2,2,1,0,19215.35,JOD
259300873-3,zaqra,0,2,1,0,27273.82,USD
290496231-X,Capital City,1,2,1,0,18897.02,USD
806981592-2,Zarqa,2,0,2,1,45938.01,USD
385267800-5,Capital City,1,1,0,0,47971.51,JOD
517118487-9,Zarqa,0,1,2,1,31582.76,JOD
418653359-8,amman,1,1,2,2,43013.10,JOD
163131714-8,amman,2,0,2,1,26426.26,JOD
035841530-6,amman,0,0,1,1,12680.60,USD
850796146-0,Zarqa,2,0,1,1,47064.84,USD
672112545-5,Zarqa,0,1,2,1,43721.83,JOD
760423199-3,zaqra,0,1,2,2,20123.01,USD
344160266-8,Amman,1,0,2,2,23948.05,JOD
033885167-4,Zarqa,2,1,0,2,39039.24,JOD
357179685-3,Amman,1,2,0,2,16737.62,USD
366645451-8,zaqra,0,1,0,0,12643.07,USD
128910599-5,zaqra,2,0,2,1,48044.95,USD
924813163-8,amman,1,2,0,1,22820.80,USD
476824789-X,Zarqa,0,0,1,0,48815.92,JOD
243768355-0,Capital City,2,1,2,0,51877.17,JOD
711491634-5,,2,0,1,0,20667.10,JOD
329432560-6,zaqra,0,2,1,1,19156.05,JOD
855508456-3,amman,1,0,1,0,23518.50,USD
982509185-1,Zarqa,1,2,1,2,51009.16,JOD
131102942-7,Capital City,0,1,0,0,29276.65,JOD
562538599-8,Zarqa,2,1,1,0,39420.48,JOD
829785008-0,A'zarqa,2,2,0,2,35578.59,USD
371458124-3,Capital City,1,2,0,2,34597.57,USD
256468762-8,Zarqa,1,0,1,2,36683.61,JOD
501210941-4,Zarqa,2,0,1,0,25232.10,JOD
704481154-X,zaqra,0,2,0,1,24078.27,JOD
980051992-0,Capital City,0,2,0,0,39856.21,JOD
214208452-4,zaqra,2,0,2,2,16601.52,JOD
984354298-3,Amman,1,0,2,1,23360.19,JOD
580226216-8,A'zarqa,0,2,2,1,46717.51,USD
665834850-2,Amman,2,0,1,2,27976.31,JOD
219317097-5,Amman,0,1,0,1,40915.49,USD
291054439-7,zaqra,1,2,0,1,32479.23,USD
840722989-X,Zarqa,1,2,1,2,31945.78,USD
809741346-9,amman,2,2,2,2,49105.60,USD
454671071-2,Amman,2,1,2,1,29919.95,USD
266550623-8,A'zarqa,0,1,0,1,29257.80,JOD
027724197-9,zaqra,2,0,0,1,23055.92,JOD
983392429-8,Amman,0,1,1,2,49990.97,JOD
012579798-2,A'zarqa,0,1,1,0,39103.32,USD
886347131-2,Zarqa,2,1,0,0,27449.26,JOD
855496351-2,amman,0,2,0,2,20802.41,JOD
770077830-2,Capital City,0,2,1,2,45153.03,JOD
608619371-1,zaqra,0,0,0,0,22940.02,JOD
289635178-7,Zarqa,0,2,1,0,34559.42,JOD
960521710-4,zaqra,0,2,0,2,20937.31,JOD
429103134-3,Zarqa,2,2,2,0,13932.82,JOD
891387436-9,Zarqa,2,0,1,2,37570.14,USD
587029165-8,Amman,2,2,1,0,34241.62,USD
378433849-6,Amman,2,2,1,0,48967.76,USD
403774092-3,A'zarqa,1,1,0,1,37832.72,JOD
231298747-3,Amman,1,1,0,0,38809.50,JOD
658761509-0,Amman,0,2,0,0,30509.81,JOD
576421310-X,Zarqa,0,2,2,0,32611.35,JOD
987183625-2,Capital City,1,2,1,0,51149.13,JOD
596973338-5,Capital City,1,1,0,1,48746.39,JOD
730121829-X,Zarqa,1,2,2,2,24609.84,JOD
196562627-0,amman,2,1,1,2,47660.64,USD
070679300-5,zaqra,0,1,1,2,44128.89,JOD
944272291-3,Amman,0,1,1,0,24350.55,JOD
920824538-1,A'zarqa,0,1,0,1,32121.83,USD
474210914-7,Amman,0,0,1,2,45223.93,JOD
521184478-5,amman,1,2,0,0,27603.10,JOD
001781744-7,amman,1,2,2,1,18423.87,JOD
539322687-X,zaqra,2,1,2,0,51626.60,USD
333276556-6,Amman,2,2,0,2,21755.15,USD
135167944-9,Amman,0,2,1,2,39633.02,USD
392375049-8,Amman,1,2,2,1,39139.25,JOD
004502260-7,Capital City,2,1,1,0,41399.24,USD
813498848-2,Zarqa,0,0,1,0,50766.52,USD
362986403-1,,0,2,2,1,13765.67,JOD
018555395-8,A'zarqa,0,0,0,0,19010.48,JOD
128532843-4,Capital City,2,1,1,0,29404.05,USD
469533996-X,Zarqa,1,0,2,2,44307.37,USD
864426394-3,Capital City,1,2,0,2,38850.93,USD
076515105-7,zaqra,1,1,1,2,14514.00,JOD
944254739-9,amman,2,0,2,0,48745.14,JOD
430692983-3,amman,2,1,1,1,34231.22,JOD
056086525-2,zaqra,2,2,1,2,13229.51,JOD
062372074-4,Zarqa,0,1,2,2,32259.41,USD
080816359-0,amman,1,2,0,0,22397.66,JOD
548945441-5,amman,2,2,1,2,33990.06,USD
958959706-8,zaqra,1,2,2,0,49379.52,JOD
443473881-X,Capital City,2,1,0,0,46887.96,JOD
076030126-3,Capital City,1,0,1,1,46729.33,JOD
536594485-2,A'zarqa,2,2,0,0,41476.06,USD
120872034-1,Capital City,2,1,2,1,50977.07,JOD
010392828-6,amman,0,1,1,2,22736.95,USD
542900393-X,Zarqa,0,1,2,0,31891.58,JOD
640140498-1,Zarqa,2,0,2,0,28882.45,JOD
040006973-3,amman,2,0,0,0,52483.17,JOD
940247417-X,Zarqa,1,0,1,2,33692.87,USD
398085510-4,Zarqa,2,1,0,1,13788.31,USD
631133734-7,A'zarqa,0,0,2,1,12729.38,USD
593180599-0,,1,0,0,0,26996.07,USD
837179436-3,amman,2,1,2,0,16011.22,JOD
649002647-3,Capital City,0,0,0,2,41262.65,USD
494580403-6,Amman,1,0,1,2,23106.14,JOD
651798675-8,Amman,0,2,2,2,42300.13,USD
631486163-2,amman,0,1,0,1,48114.80,JOD
558926704-8,A'zarqa,1,1,0,1,43961.14,USD
826906061-5,Amman,1,0,2,0,18560.79,USD
848480684-7,Amman,1,0,1,1,24805.99,JOD
768406824-5,Capital City,1,2,1,2,12965.57,USD
031437876-6,zaqra,1,0,0,0,26021.67,USD
280145787-6,amman,2,0,0,0,38445.60,JOD
265692702-1,amman,1,2,0,1,22172.13,JOD
410397883-X,A'zarqa,0,0,2,1,42281.30,USD
122323641-2,zaqra,1,0,0,1,21886.36,JOD
866428263-3,zaqra,2,1,1,0,14148.75,JOD
213876333-1,Amman,0,0,1,2,12967.46,JOD
337637043-5,,1,0,0,2,46121.24,JOD
802760513-X,A'zarqa,0,0,0,2,15667.02,JOD
820282337-4,zaqra,2,0,1,0,34471.87,USD
722221572-7,A'zarqa,2,1,0,0,16416.81,JOD
943897703-1,Zarqa,1,0,2,2,37890.56,USD
952421881-X,zaqra,2,0,1,1,40712.93,USD
192534721-4,A'zarqa,2,2,0,0,26263.55,USD
780558083-9,Amman,2,1,2,2,12311.29,USD
961590418-X,zaqra,0,0,1,2,33885.62,JOD
969211688-3,Zarqa,2,2,2,0,42660.05,USD
702686080-1,zaqra,2,2,2,2,37555.31,JOD
767645011-X,Capital City,0,2,0,1,23664.94,USD
551708365-X,A'zarqa,2,0,1,0,33025.48,JOD
293981293-4,amman,0,2,1,1,43825.02,JOD
981749246-X,A'zarqa,1,1,2,2,26833.47,JOD
701329896-4,Zarqa,1,1,1,2,15281.01,JOD
335572144-1,A'zarqa,0,2,2,2,25864.50,JOD
621810429-X,amman,1,1,2,2,25216.89,JOD
210689953-X,zaqra,2,2,2,2,24014.10,JOD
734326561-X,zaqra,0,0,0,1,46959.44,USD
842733961-5,amman,2,0,2,2,25473.93,USD
616801373-3,zaqra,1,1,2,2,36263.10,JOD
187598064-4,A'zarqa,2,0,0,1,48528.93,USD
393564870-7,Amman,2,0,1,1,20938.82,USD
967071223-8,Zarqa,1,2,0,1,16739.85,JOD
318766411-3,zaqra,0,0,1,2,34290.02,USD
564095892-8,Capital City,1,0,2,2,12650.79,JOD
306559314-9,Amman,2,1,0,0,24828.09,JOD
969840426-0,zaqra,1,2,1,0,35989.79,USD
236213472-5,A'zarqa,2,0,0,0,44645.10,JOD
243999438-3,Zarqa,2,2,2,1,27499.79,JOD
088534044-2,A'zarqa,0,1,2,1,40542.17,JOD
190220641-X,Zarqa,0,2,2,2,50988.37,USD
086470689-8,Zarqa,2,2,0,1,29213.34,USD
448519596-1,,2,0,0,0,44940.97,USD
569364795-1,A'zarqa,0,1,0,1,48161.94,USD
638224058-3,Zarqa,2,0,0,2,39521.27,JOD
350259917-3,A'zarqa,1,2,0,1,24798.65,JOD
103000884-1,zaqra,2,2,1,1,23306.75,USD
719558532-8,Capital City,2,2,1,1,33729.21,JOD
219041495-4,zaqra,2,1,2,1,46791.74,USD
229314649-9,Capital City,2,1,1,0,44633.53,JOD
667322426-6,Amman,0,1,0,1,47648.66,JOD
729359412-7,A'zarqa,2,1,1,1,19621.75,USD
807493391-1,A'zarqa,0,1,1,2,22580.65,USD
501430620-9,amman,1,0,1,2,52829.85,JOD
134982982-X,Zarqa,1,2,1,2,31798.99,USD
044683895-0,Zarqa,1,2,0,1,38798.60,JOD
864862644-7,zaqra,0,1,2,1,38910.65,JOD
675626808-2,amman,1,0,1,0,14586.59,USD
088195495-0,Amman,0,2,0,0,28303.66,USD
903595411-4,A'zarqa,0,2,2,0,43353.61,USD
698720988-X,amman,1,2,0,2,34983.67,USD
284681089-3,Capital City,2,0,2,1,16858.15,JOD
142457768-3,A'zarqa,0,1,0,0,16401.32,USD
021661455-4,zaqra,0,1,1,1,50266.02,JOD
504269782-9,Zarqa,2,2,1,0,36532.17,USD
089824039-5,A'zarqa,0,2,2,2,26107.00,JOD
017226510-X,Amman,0,1,0,1,25550.84,JOD
160113836-9,Amman,1,2,2,0,41172.41,JOD
371911498-8,zaqra,1,2,2,0,48026.46,USD
629575573-9,Capital City,1,0,2,1,48967.99,JOD
519156458-8,A'zarqa,0,1,0,1,32603.91,USD
473136954-1,Capital City,0,0,2,1,19838.01,JOD
772755333-6,zaqra,1,2,0,2,27167.06,USD
236292761-X,Amman,0,1,2,1,17289.85,JOD
681528684-3,Amman,0,1,0,0,14452.68,JOD
215910855-3,Capital City,1,1,1,1,31380.28,JOD
477974540-3,zaqra,2,0,2,1,28228.80,USD
040950582-X,A'zarqa,0,0,1,0,32659.97,USD
265948575-5,A'zarqa,2,0,1,1,39952.37,USD
732229090-9,A'zarqa,2,1,1,0,21750.82,JOD
818302516-1,A'zarqa,0,2,1,1,31919.97,JOD
969978215-3,Capital City,0,0,2,0,27503.14,USD
117264544-2,A'zarqa,1,0,2,0,13884.66,JOD
851761183-7,amman,0,1,1,1,41187.83,JOD
729830053-9,Zarqa,2,0,2,2,46070.93,JOD
067280961-3,Amman,1,2,1,1,16669.41,USD
394956318-0,A'zarqa,1,2,0,2,17037.40,USD
900605929-3,zaqra,0,1,2,1,26567.13,USD
066966633-5,A'zarqa,0,0,0,0,37650.99,USD
309326146-5,A'zarqa,0,1,1,1,35017.36,JOD
056790397-4,Zarqa,0,1,1,2,32529.63,JOD
805490845-8,Amman,2,0,0,0,41958.50,JOD
310557435-2,Capital City,0,2,1,1,51933.97,USD
300743104-2,amman,1,0,1,1,45616.56,USD
641903855-3,zaqra,2,2,1,2,48662.98,JOD
085847674-6,Capital City,0,2,0,0,13561.25,JOD
942248659-9,Amman,2,0,2,2,38247.37,JOD
080950672-6,Capital City,2,0,1,1,24669.91,JOD
971759074-5,amman,2,2,0,0,31416.33,JOD
303177809-X,zaqra,1,2,2,1,47870.88,JOD
051949574-8,Amman,0,2,2,2,22968.73,USD
357038905-7,Amman,1,0,0,2,46298.86,JOD
333439445-X,zaqra,2,1,2,2,26043.28,USD
270392457-7,Amman,0,0,1,2,40843.49,JOD
968865941-X,Amman,0,1,1,2,47496.15,JOD
866997171-2,Zarqa,1,1,1,2,23594.29,JOD
027093989-X,amman,0,0,0,1,50411.02,JOD
540194347-4,,1,2,1,1,16203.50,JOD
458445423-X,Amman,1,0,2,0,39170.06,USD
545420733-0,Zarqa,2,0,2,0,29594.53,JOD
766433531-0,Capital City,1,1,2,0,28089.53,JOD
056842321-6,Amman,0,0,0,2,34550.01,USD
610992653-1,A'zarqa,1,1,1,1,28560.82,JOD
446073235-1,amman,0,0,0,2,19418.34,USD
512274541-2,amman,2,2,2,0,14281.23,USD
096082743-9,Capital City,2,0,1,1,47304.01,USD
246342693-4,Amman,0,1,0,1,52056.17,USD
758655686-5,A'zarqa,0,2,1,1,16467.05,USD
344215045-0,zaqra,0,2,1,0,30675.06,USD
880891247-7,zaqra,1,0,2,2,31458.96,JOD
705563007-X,A'zarqa,0,1,1,0,17426.12,JOD
333591093-1,amman,1,2,1,1,35745.48,JOD
278939987-5,A'zarqa,0,0,2,0,33302.89,JOD
126531933-2,Zarqa,1,2,2,1,26899.78,JOD
202273081-X,amman,0,0,0,1,41487.45,JOD
884643771-3,zaqra,0,2,1,1,52183.75,USD
062538917-4,Amman,2,1,0,0,29958.72,JOD
246977517-5,Capital City,0,0,0,0,29415.25,USD
688637178-9,Zarqa,1,0,1,0,44172.84,USD
297949527-1,Capital City,2,2,0,2,41985.52,JOD
415923614-6,Amman,1,2,0,1,14489.22,JOD
943030522-0,amman,0,1,0,1,47883.36,JOD
735134314-4,A'zarqa,1,0,0,1,37107.09,USD
398617237-8,amman,2,2,1,1,39823.38,JOD
371708543-3,Capital City,0,0,0,1,25088.99,USD
105111510-8,Zarqa,0,1,2,1,28013.91,JOD
